Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
59,#77,Serrano Navarro J.  - Galarza Aviles D. Renault Clio Rally4,RC4,11:51.8,+2:49.1 +  14.1,60.8 14.1,1
60,#102,Salin Maxim  - Catoire Sandrine Renault Clio Rally5,RC5,12:04.7,+3:02.0 +  12.9,59.8 15.1,1
61,#101,Gulbinas A.  - Pauliukonis V. Renault Clio Rally5,RC5,12:45.3,+3:42.6 +  40.6,56.6 18.5,1
62,#86,Gómez Fortes G.  - González Diz D. Toyota GR Yaris RZ,NAT,12:50.1,+3:47.4 +  4.8,56.2 18.9,1
63,#41,Kelly Eamonn  - Mohan Conor Hyundai i20 N Rally2,RC2,17:15.8,+8:13.1 +  4:25.7,41.8 41.0,1
64,#28,Munster Grégoire  - Louka Louis Ford Fiesta Rally2  [SR],RC2,19:19.0 [N],+10:16.3 +  2:03.2,37.4 51.2,1
65,#72,Campagnoli Gabriele  - Arena N. Hyundai i20 N Rally2  [SR],RC2,20:55.3 [N],+11:52.6 +  1:36.3,34.5 59.2,1
66,#79,Cunha Ernesto  - Raimundo Rui Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  7.8,34.3 59.9,1
66,#80,Gabeiras Fraga I.  - Varela Villamor A. Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#81,Sousa Ricardo  - Marques Luís Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#82,Mesquita Hugo  - Cardoso Valter Renault Clio Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#83,Nunes Daniel  - Costa Liliana Renault Clio Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#84,Henriques Gonçalo  - Cunha G. Renault Clio Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#85,Cardeira Rafael  - Boiça Luís Renault Clio RS R3T  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#87,Korzun Anton  - Kononov Pavlo Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#89,Antunes Pedro  - Hugo Vítor Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#91,Serratosa Vilaseca A.  - Bellver Serrat E. Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#92,Roque Paulo  - Macedo Marco Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#93,Lopes Hugo  - Neves Tiago Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#94,Nõgene Joosep Ralf  - Lesk Aleks Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#95,Pérez Benítez S.  - Romero García L. Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#98,Semenov Alexander  - Ignatov A. Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#99,Blanco Alonso P.  - Quintana Fernández I. Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
66,#100,Pereira Manuel  - Magalhães Pedro Peugeot 208 Rally4  [SR],RC4,21:03.1 [N],+12:00.4 +  0.0,34.3 59.9,1
1,#8,Tänak Ott  - Järveoja Martin Ford Puma Rally1,RC1 M,12:59.3,,89.3,2
2,#6,Sordo Dani  - Carrera Cándido Hyundai i20 N Rally1,RC1 M,13:01.8,+2.5 +  2.5,89.0 0.13,2
