Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:02:00.0,63.00 0.00,00:00:00.0 00:00:00.0,8
2,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:02:01.0,62.48 0.48,00:00:01.0 00:00:01.0,8
2,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:02:01.0,62.48 0.48,00:00:01.0 00:00:00.0,8
4,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:02:01.1,62.43 0.52,00:00:01.1 00:00:00.1,8
5,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:02:01.2,62.38 0.57,00:00:01.2 00:00:00.1,8
6,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:02:02.0,61.97 0.95,00:00:02.0 00:00:00.8,8
7,20,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:02:05.9,60.05 2.81,00:00:05.9 00:00:03.9,8
8,21,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:02:06.0,60.00 2.86,00:00:06.0 00:00:00.1,8
9,22,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia RS Rally2,RC2,00:02:07.3,59.39 3.48,00:00:07.3 00:00:01.3,8
9,23,Kovalainen  H.  /  Kitagawa  Sae  Škoda Fabia R5,RC2,00:02:07.3,59.39 3.48,00:00:07.3 00:00:00.0,8
11,24,Munster  G.  /  Louka  Louis  Ford Fiesta Rally2 MkII,RC2,00:02:07.5,59.29 3.57,00:00:07.5 00:00:00.2,8
12,35,Arai  Hiroki  /  Tachikui  Hiroki  Peugeot 208 Rally4,RC4,00:02:11.0,57.71 5.24,00:00:11.0 00:00:03.5,8
13,26,Fukunaga  Osamu  /  Saida  Misako  Škoda Fabia Rally2 Evo,RC2,00:02:15.2,55.92 7.24,00:00:15.2 00:00:04.2,8
14,28,"Boland  Eamonn  /  ""MJ""  ..  Citroën C3 Rally2",RC2,00:02:16.4,55.43 7.81,00:00:16.4 00:00:01.2,8
14,36,Shinkai  T.  /  Ando  Yuichi  Toyota Yaris GR,,00:02:16.4,55.43 7.81,00:00:16.4 00:00:00.0,8
16,39,Murata  Kohsuke  /  Umemoto  Madoka  Toyota Yaris GR,,00:02:16.8,55.26 8.00,00:00:16.8 00:00:00.4,8
17,34,Arai  Toshihiro  /  Matsumoto  Y.  Subaru Impreza STI,,00:02:17.6,54.94 8.38,00:00:17.6 00:00:00.8,8
18,31,Bailey  Jason  /  Peterson  Shayne  Ford Fiesta Rally3,RC3,00:02:19.6,54.15 9.33,00:00:19.6 00:00:02.0,8
19,30,Imai  Satoshi  /  Farmer  Jason  Citroën C3 Rally2,RC2,00:02:19.8,54.08 9.43,00:00:19.8 00:00:00.2,8
20,41,Kunisawa  M.  /  Kihara  Masahiko  Renault Clio Rally5,RC5,00:02:24.6,52.28 11.71,00:00:24.6 00:00:04.8,8
21,38,Hotta  Makoto  /  Kawanishi  Haruo  Toyota Yaris GR,,00:02:25.8,51.85 12.29,00:00:25.8 00:00:01.2,8
22,25,Chwist  Daniel  /  Heller  Kamil  Škoda Fabia Rally2 Evo,RC2,00:02:26.3,51.67 12.52,00:00:26.3 00:00:00.5,8
23,40,Yamamoto  Yuta  /  Tachikui  Kazuko  Toyota GT86,,00:02:27.4,51.29 13.05,00:00:27.4 00:00:01.1,8
24,49,Aihara  Taisuke  /  Hagino  Tsukasa  Daihatsu Copen,,00:02:35.4,48.65 16.86,00:00:35.4 00:00:08.0,8
25,44,Nakayama  Tohru  /  Matsuura  T.  Toyota Yaris GR,,00:02:44.1,46.07 21.00,00:00:44.1 00:00:08.7,8
26,45,Takata  Koji  /  Sekimoto  T.  Toyota Yaris GR,,00:02:45.8,45.60 21.81,00:00:45.8 00:00:01.7,8
27,6,Sordo  Dani  /  Carrera  C.  Hyundai i20 N Rally1 Hybrid,RC1,00:12:00.0,10.50 285.71,00:10:00.0 00:09:14.2,8
27,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:12:00.0,10.50 285.71,00:10:00.0 00:00:00.0,8
27,16,Fourmaux  Adrien  /  Coria  Alexandre  Ford Puma Rally1 Hybrid,RC1,00:12:00.0,10.50 285.71,00:10:00.0 00:00:00.0,8
30,29,Díaz Aboitiz  M.  /  Sanjuán  R.  Škoda Fabia RS Rally2,RC2,00:12:05.9,10.41 288.52,00:10:05.9 00:00:05.9,8
31,32,Katsuta  N.  /  Kimura  Yusuke  Toyota Yaris GR,,00:12:16.4,10.27 293.52,00:10:16.4 00:00:10.5,8
31,37,Sasaki  Yasuyuki  /  Matsushita  K.  Toyota Yaris GR,,00:12:16.4,10.27 293.52,00:10:16.4 00:00:00.0,8
31,46,Hagiwara  Y.  /  Harada  Koichi  Subaru Impreza STI,,00:12:16.4,10.27 293.52,00:10:16.4 00:00:00.0,8
34,47,Irie  Satoshi  /  Kageyama  S.  Toyota Vitz,,00:12:35.4,10.01 302.57,00:10:35.4 00:00:19.0,8
34,48,Shimizu  H.  /  Yasui  Takahiro  Toyota Yaris,,00:12:35.4,10.01 302.57,00:10:35.4 00:00:00.0,8
