,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
9,Solberg Oliver,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,8,643.3,643.3,616.8,26.5,0.0,0.0,01
10,Pajari Sami  -,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,9,643.4,643.3,616.8,26.600000000000023,0.10000000000002274,0.015544846883261736,01
11,Gryazin Nikola,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,10,648.1,643.3,616.8,31.300000000000068,4.800000000000068,0.7461526503964043,01
12,Greensmith Gus,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,13,654.9,643.3,616.8,38.10000000000002,11.600000000000023,1.8032022384579547,01
13,Martínez Fonte,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,14,657.5,643.3,616.8,40.700000000000045,14.200000000000045,2.2073682574226714,01
14,Lindholm Emil ,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,15,659.5,643.3,616.8,42.700000000000045,16.200000000000045,2.5182651950878356,01
15,Rossel Yohan  ,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,16,659.8,643.3,616.8,43.0,16.5,2.5648997357376033,01
16,Bulacia Marco ,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,17,660.3,643.3,616.8,43.5,17.0,2.642623970153894,01
17,Scuncio Martin,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,18,661.9,643.3,616.8,45.10000000000002,18.600000000000023,2.891341520286029,01
18,Kajetanowicz K,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,19,663.8,643.3,616.8,47.0,20.5,3.1866936110679314,01
19,Fernández Emil,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,20,672.4,643.3,616.8,55.60000000000002,29.100000000000023,4.523550443028141,01
20,Heller Pedro  ,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,21,673.1,643.3,616.8,56.30000000000007,29.800000000000068,4.632364371210954,01
21,Rosselot Emili,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,22,673.1,643.3,616.8,56.30000000000007,29.800000000000068,4.632364371210954,01
22,Rosselot Gerar,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,23,673.7,643.3,616.8,56.90000000000009,30.40000000000009,4.7256334525105075,01
23,Israel Benjami,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,24,676.1,643.3,616.8,59.30000000000007,32.80000000000007,5.0987097777087005,01
24,Bulacia Bruno ,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,25,677.7,643.3,616.8,60.90000000000009,34.40000000000009,5.347427327840835,01
25,Lyon Germán  -,RC2,1,Chile,29/9-1/10/2023,Gravel,Wrc,26,682.9,643.3,616.8,66.10000000000002,39.60000000000002,6.155759365770251,01
