Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:13:59.0,90.49 0.00,00:00:00.0 00:00:00.0,8
2,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:14:05.8,89.77 0.32,00:00:06.8 00:00:06.8,8
3,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:14:12.6,89.05 0.64,00:00:13.6 00:00:06.8,8
4,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:14:16.5,88.64 0.83,00:00:17.5 00:00:03.9,8
5,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:14:17.1,88.58 0.86,00:00:18.1 00:00:00.6,8
6,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:14:19.9,88.29 0.99,00:00:20.9 00:00:02.8,8
7,20,Rossel  Yohan  /  Dunand  Arnaud  Citroën C3 Rally2,RC2,00:14:29.8,87.29 1.46,00:00:30.8 00:00:09.9,8
8,23,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:14:31.9,87.08 1.56,00:00:32.9 00:00:02.1,8
9,13,Munster  G.  /  Louka  Louis  Ford Puma Rally1 Hybrid,RC1,00:14:34.2,86.85 1.67,00:00:35.2 00:00:02.3,8
10,24,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:14:38.1,86.46 1.85,00:00:39.1 00:00:03.9,8
11,26,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:14:40.1,86.27 1.95,00:00:41.1 00:00:02.0,8
12,22,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:14:40.3,86.25 1.96,00:00:41.3 00:00:00.2,8
13,25,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia RS Rally2,RC2,00:14:40.9,86.19 1.99,00:00:41.9 00:00:00.6,8
14,21,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:14:43.4,85.95 2.11,00:00:44.4 00:00:02.5,8
15,37,Scuncio  Martín  /  Roman  Javiera  Škoda Fabia RS Rally2,RC2,00:14:54.9,84.84 2.65,00:00:55.9 00:00:11.5,8
16,35,Rosselot  Emilio  /  Cañete  Tomás  Citroën C3 Rally2,RC2,00:14:55.4,84.79 2.67,00:00:56.4 00:00:00.5,8
17,28,Heller  Alberto  /  Allende  Luis  Ford Puma Rally1 Hybrid,RC1,00:14:57.0,84.64 2.75,00:00:58.0 00:00:01.6,8
18,29,Martínez  Jorge  /  Álvarez  A.  Škoda Fabia RS Rally2,RC2,00:15:02.8,84.10 3.03,00:01:03.8 00:00:05.8,8
19,34,Heller  Pedro  /  Olmos  Pablo  Citroën C3 Rally2,RC2,00:15:03.9,84.00 3.08,00:01:04.9 00:00:01.1,8
20,30,Fernàndez  E.  /  Rozada  Borja  Škoda Fabia Rally2 Evo,RC2,00:15:08.5,83.57 3.30,00:01:09.5 00:00:04.6,8
21,32,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:15:09.1,83.52 3.32,00:01:10.1 00:00:00.6,8
22,39,Rosselot  G.  /  Brizio  Marcelo  Citroën C3 Rally2,RC2,00:15:24.2,82.15 4.04,00:01:25.2 00:00:15.1,8
23,31,Bulacia  Bruno  /  Díaz  J.  Škoda Fabia Rally2 Evo,RC2,00:15:24.9,82.09 4.07,00:01:25.9 00:00:00.7,8
24,41,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:15:30.6,81.59 4.34,00:01:31.6 00:00:05.7,8
25,44,Castro  Eduardo  /  Mussano  F.  Ford Fiesta Rally3,RC3,00:15:57.7,79.28 5.63,00:01:58.7 00:00:27.1,8
26,48,Muñoz  Patricio  /  Recalt  Miguel  Peugeot 208 Rally4,RC4,00:15:59.1,79.16 5.69,00:02:00.1 00:00:01.4,8
27,51,Parra  Mario  /  Leiva  Matías  Opel Corsa Rally4,RC4,00:16:04.3,78.73 5.94,00:02:05.3 00:00:05.2,8
28,49,Rosselot  Tadeo  /  Olguin  S.  Peugeot 208 Rally4,RC4,00:16:07.4,78.48 6.09,00:02:08.4 00:00:03.1,8
29,52,Martinez  Luis  /  Sanhueza  J.  Opel Corsa Rally4,RC4,00:16:24.1,77.15 6.88,00:02:25.1 00:00:16.7,8
30,46,Martínez Merizalde  J.  /  Medina  Gustavo  Hyundai i20 N Rally2,RC2,00:16:34.0,76.38 7.35,00:02:35.0 00:00:09.9,8
31,50,Gardiol  Ignacio  /  González  S.  Renault Clio Rally4,RC4,00:16:34.1,76.37 7.35,00:02:35.1 00:00:00.1,8
32,57,Prieto  Carlos  /  Varela  Juan  Peugeot 208 Rally4,RC4,00:16:37.2,76.14 7.50,00:02:38.2 00:00:03.1,8
33,58,Perez  Marcelo  /  Perez  Enrique  Peugeot 208 Rally4,RC4,00:16:39.5,75.96 7.61,00:02:40.5 00:00:02.3,8
34,47,Martínez Merizalde  A.  /  Cilloniz  Juan  Hyundai i20 N Rally2,RC2,00:16:52.4,74.99 8.22,00:02:53.4 00:00:12.9,8
35,59,Quezada  Jose  /  Bascur  Alan  Peugeot 208 Rally4,RC4,00:16:58.3,74.56 8.50,00:02:59.3 00:00:05.9,8
36,56,Arenas  Felipe  /  Salvo  Andy  Peugeot 208 R2,RC4,00:17:28.1,72.44 9.91,00:03:29.1 00:00:29.8,8
37,65,Cohen  Harold  /  Gajardo  Hugo  Peugeot 208 Rally4,RC4,00:17:43.9,71.36 10.66,00:03:44.9 00:00:15.8,8
38,68,Garay  W.  /  Garay  W.  Renault Clio Rally5,RC5,00:18:26.9,68.59 12.70,00:04:27.9 00:00:43.0,8
39,62,Klein  Javier  /  Guzmán  Samuel  Peugeot 208 R2,RC4,00:18:33.2,68.20 13.00,00:04:34.2 00:00:06.3,8
40,67,Arce  Javier  /  Acosta  Mario  Renault Clio Rally5,RC5,00:18:35.5,68.06 13.11,00:04:36.5 00:00:02.3,8
41,60,Iglesias  R.  /  Lopetegui  P.  Peugeot 208 R2,RC4,00:19:04.8,66.32 14.50,00:05:05.8 00:00:29.3,8
