Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#8,Tänak Ott  - Järveoja Martin Ford Puma Rally1,RC1 M,10:16.8,,115.4,1
2,#3,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally1,RC1 M,10:18.9,+2.1 +  2.1,115.0 0.11,1
3,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,10:21.7,+4.9 +  2.8,114.5 0.25,1
4,#7,Loubet Pierre-Louis  - Gilsoul N. Ford Puma Rally1,RC1 M,10:24.2,+7.4 +  2.5,114.0 0.37,1
5,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,10:26.8,+10.0 +  2.6,113.5 0.51,1
6,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,10:29.1,+12.3 +  2.3,113.1 0.62,1
7,#18,Katsuta Takamoto  - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,10:31.4,+14.6 +  2.3,112.7 0.74,1
8,#22,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,10:43.3,+26.5 +  11.9,110.6 1.34,1
9,#21,Pajari Sami  - Mälkönen Enni Škoda Fabia RS Rally2,RC2,10:43.4,+26.6 +  0.1,110.6 1.35,1
10,#26,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,10:48.1,+31.3 +  4.7,109.8 1.58,1
11,#13,Munster Grégoire  - Louka Louis Ford Puma Rally1,RC1,10:48.9,+32.1 +  0.8,109.7 1.62,1
12,#28,Heller Alberto  - Allende L. Ford Puma Rally1,RC1,10:50.8,+34.0 +  1.9,109.4 1.72,1
13,#23,Greensmith Gus  - Andersson Jonas Škoda Fabia RS Rally2,RC2,10:54.9,+38.1 +  4.1,108.7 1.93,1
14,#29,Martínez Fontena J.  - Alvarez Nicholson A. Škoda Fabia RS Rally2,RC2,10:57.5,+40.7 +  2.6,108.2 2.06,1
15,#24,Lindholm Emil  - Hämäläinen R. Hyundai i20 N Rally2,RC2,10:59.5,+42.7 +  2.0,107.9 2.16,1
16,#20,Rossel Yohan  - Dunand Arnaud Citroën C3 Rally2,RC2,10:59.8,+43.0 +  0.3,107.9 2.18,1
17,#27,Bulacia Marco  - Roca Fabricio Škoda Fabia RS Rally2,RC2,11:00.3,+43.5 +  0.5,107.8 2.20,1
18,#37,Scuncio Martin  - Roman Javiera Škoda Fabia RS Rally2,RC2,11:01.9,+45.1 +  1.6,107.5 2.28,1
19,#25,Kajetanowicz K.  - Szczepaniak M. Škoda Fabia RS Rally2,RC2,11:03.8,+47.0 +  1.9,107.2 2.38,1
20,#30,Fernández Emilio  - Rozada Borja Škoda Fabia Rally2 evo,RC2,11:12.4,+55.6 +  8.6,105.8 2.81,1
21,#34,Heller Pedro  - Olmos Pablo Citroën C3 Rally2,RC2,11:13.1,+56.3 +  0.7,105.7 2.85,1
21,#35,Rosselot Emilio  - Cañete Tomas Citroën C3 Rally2,RC2,11:13.1,+56.3 +  0.0,105.7 2.85,1
23,#39,Rosselot Gerardo V.  - Brizio M. Citroën C3 Rally2,RC2,11:13.7,+56.9 +  0.6,105.6 2.88,1
24,#36,Israel Benjamin  - Ramos Matias Citroën C3 Rally2,RC2,11:16.1,+59.3 +  2.4,105.3 3.00,1
25,#31,Bulacia Bruno  - Díaz José Luis Škoda Fabia Rally2 evo,RC2,11:17.7,+1:00.9 +  1.6,105.0 3.08,1
26,#38,Lyon Germán  - Vera Sebastian Citroën C3 Rally2,RC2,11:22.9,+1:06.1 +  5.2,104.2 3.34,1
27,#32,Zaldivar F.  - Der Ohannesian M. Hyundai i20 N Rally2,RC2,11:26.3,+1:09.5 +  3.4,103.7 3.52,1
28,#41,Domínguez Diego Jr.  - Peñate R. Ford Fiesta Rally3,RC3,11:49.4,+1:32.6 +  23.1,100.3 4.68,1
29,#49,Rosselot Tadeo  - Olguin Sebastian Peugeot 208 Rally4,RC4,12:01.3,+1:44.5 +  11.9,98.7 5.29,1
30,#48,Muñoz Patricio  - Recalt Miguel Peugeot 208 Rally4,RC4,12:11.8,+1:55.0 +  10.5,97.3 5.82,1
31,#44,Castro Eduardo  - Mussano Fernando Ford Fiesta Rally3,RC3,12:11.9,+1:55.1 +  0.1,97.2 5.82,1
32,#51,Parra Mario  - Leiva Matias Opel Corsa Rally4,RC4,12:20.0,+2:03.2 +  8.1,96.2 6.23,1
33,#55,Fuertes Iván  - Ferrero V. Peugeot 208 Rally4,RC4,12:24.2,+2:07.4 +  4.2,95.6 6.44,1
34,#40,Kovacs Eduardo  - Garcia Ruben Škoda Fabia R5,RC2,12:32.5,+2:15.7 +  8.3,94.6 6.86,1
35,#58,Pérez Beristain M.  - Pérez Delgado E. Peugeot 208 Rally4,RC4,12:33.5,+2:16.7 +  1.0,94.5 6.91,1
36,#52,Martínez Rodríguez L.  - Sanhueza J. Opel Corsa Rally4,RC4,12:36.3,+2:19.5 +  2.8,94.1 7.06,1
37,#59,Quezada Jose David  - Bascur A. Peugeot 208 Rally4,RC4,12:36.4,+2:19.6 +  0.1,94.1 7.06,1
38,#54,Palma Lucas  - Braun Augusto Peugeot 208 Rally4,RC4,12:39.7,+2:22.9 +  3.3,93.7 7.23,1
39,#53,Padilla Felipe  - Medrano S. Peugeot 208 Rally4,RC4,12:46.2,+2:29.4 +  6.5,92.9 7.56,1
40,#50,Gardiol Ignacio  - González S. Renault Clio Rally4,RC4,12:50.8,+2:34.0 +  4.6,92.3 7.79,1
41,#47,Martinez Merizalde A.  - Cilloniz Duclos J. Hyundai i20 N Rally2,RC2,13:02.8,+2:46.0 +  12.0,90.9 8.40,1
42,#57,Prieto Carlos  - Cruz Varela Juan Peugeot 208 Rally4,RC4,13:05.9,+2:49.1 +  3.1,90.6 8.55,1
43,#46,Martínez Merizalde J.  - Medina Luna G. Hyundai i20 N Rally2,RC2,13:07.4,+2:50.6 +  1.5,90.4 8.63,1
44,#56,Arenas Felipe  - Salvo Andy Ivan Peugeot 208 R2,RC4,13:08.8,+2:52.0 +  1.4,90.2 8.70,1
45,#62,Klein Javier  - Guzman Samuel Peugeot 208 R2,RC4,13:41.2,+3:24.4 +  32.4,86.7 10.3,1
46,#60,Iglesias Rodolfo  - Lopetegui P. Peugeot 208 R2,RC4,14:04.6,+3:47.8 +  23.4,84.3 11.5,1
47,#67,Arce Lazo J.  - Acosta Tapia M. Renault Clio Rally5,RC5,15:32.8,+5:16.0 +  1:28.2,76.3 16.0,1
48,#68,Garay Moreira W.  - Garay Moreira W. Renault Clio Rally5,RC5,15:40.0,+5:23.2 +  7.2,75.7 16.4,1
49,#65,Cohen Harold  - Gajardo Hugo Peugeot 208 Rally4  [SR],RC4,22:01.3 [N],+11:44.5 +  6:21.3,53.9 35.6,1
1,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,6:52.9,,116.3,2
2,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,6:54.4,+1.5 +  1.5,115.9 0.11,2
