Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:52.9,116.31 0.00,00:00:00.0 00:00:00.0,2
2,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:54.4,115.89 0.11,00:00:01.5 00:00:01.5,2
3,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:06:54.8,115.78 0.14,00:00:01.9 00:00:00.4,2
4,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:06:55.4,115.61 0.19,00:00:02.5 00:00:00.6,2
5,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:06:55.8,115.50 0.22,00:00:02.9 00:00:00.4,2
6,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:06:59.6,114.45 0.50,00:00:06.7 00:00:03.8,2
7,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:07:01.0,114.07 0.61,00:00:08.1 00:00:01.4,2
8,13,Munster  G.  /  Louka  Louis  Ford Puma Rally1 Hybrid,RC1,00:07:01.9,113.83 0.67,00:00:09.0 00:00:00.9,2
9,28,Heller  Alberto  /  Allende  Luis  Ford Puma Rally1 Hybrid,RC1,00:07:05.3,112.92 0.93,00:00:12.4 00:00:03.4,2
10,21,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:07:10.1,111.66 1.29,00:00:17.2 00:00:04.8,2
11,23,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:07:14.4,110.55 1.61,00:00:21.5 00:00:04.3,2
12,22,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:07:15.1,110.37 1.66,00:00:22.2 00:00:00.7,2
13,26,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:07:15.4,110.30 1.69,00:00:22.5 00:00:00.3,2
14,27,Bulacia  Marco  /  Roca  Fabricio  Škoda Fabia RS Rally2,RC2,00:07:16.2,110.10 1.75,00:00:23.3 00:00:00.8,2
15,29,Martínez  Jorge  /  Álvarez  A.  Škoda Fabia RS Rally2,RC2,00:07:19.3,109.32 1.98,00:00:26.4 00:00:03.1,2
16,25,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia RS Rally2,RC2,00:07:19.4,109.29 1.99,00:00:26.5 00:00:00.1,2
17,32,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:07:21.3,108.82 2.13,00:00:28.4 00:00:01.9,2
18,34,Heller  Pedro  /  Olmos  Pablo  Citroën C3 Rally2,RC2,00:07:23.6,108.26 2.30,00:00:30.7 00:00:02.3,2
19,36,Israel  B.  /  Ramos  Matías  Citroën C3 Rally2,RC2,00:07:25.5,107.80 2.44,00:00:32.6 00:00:01.9,2
20,31,Bulacia  Bruno  /  Díaz  J.  Škoda Fabia Rally2 Evo,RC2,00:07:27.2,107.39 2.57,00:00:34.3 00:00:01.7,2
21,30,Fernàndez  E.  /  Rozada  Borja  Škoda Fabia Rally2 Evo,RC2,00:07:28.4,107.10 2.66,00:00:35.5 00:00:01.2,2
22,24,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:07:30.1,106.70 2.79,00:00:37.2 00:00:01.7,2
23,37,Scuncio  Martín  /  Roman  Javiera  Škoda Fabia RS Rally2,RC2,00:07:31.0,106.48 2.86,00:00:38.1 00:00:00.9,2
24,39,Rosselot  G.  /  Brizio  Marcelo  Citroën C3 Rally2,RC2,00:07:31.4,106.39 2.89,00:00:38.5 00:00:00.4,2
25,35,Rosselot  Emilio  /  Cañete  Tomás  Citroën C3 Rally2,RC2,00:07:32.7,106.08 2.98,00:00:39.8 00:00:01.3,2
26,38,Lyon  Germán  /  Vera  Sebastián  Citroën C3 Rally2,RC2,00:07:34.5,105.66 3.12,00:00:41.6 00:00:01.8,2
27,20,Rossel  Yohan  /  Dunand  Arnaud  Citroën C3 Rally2,RC2,00:07:37.8,104.90 3.37,00:00:44.9 00:00:03.3,2
28,41,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:07:55.2,101.06 4.67,00:01:02.3 00:00:17.4,2
29,51,Parra  Mario  /  Leiva  Matías  Opel Corsa Rally4,RC4,00:08:01.2,99.80 5.12,00:01:08.3 00:00:06.0,2
30,49,Rosselot  Tadeo  /  Olguin  S.  Peugeot 208 Rally4,RC4,00:08:02.4,99.55 5.21,00:01:09.5 00:00:01.2,2
31,48,Muñoz  Patricio  /  Recalt  Miguel  Peugeot 208 Rally4,RC4,00:08:05.9,98.84 5.47,00:01:13.0 00:00:03.5,2
32,53,Padilla  Felipe  /  Medrano  S.  Peugeot 208 Rally4,RC4,00:08:06.0,98.81 5.48,00:01:13.1 00:00:00.1,2
33,44,Castro  Eduardo  /  Mussano  F.  Ford Fiesta Rally3,RC3,00:08:06.6,98.69 5.52,00:01:13.7 00:00:00.6,2
34,52,Martinez  Luis  /  Sanhueza  J.  Opel Corsa Rally4,RC4,00:08:17.0,96.63 6.30,00:01:24.1 00:00:10.4,2
