No.,Crew,Group,ss,Race,cou,time_SS_sec
47,Kogure  Hi,RC4,4,Latvia,38,938.1
49,Otake  Nao,RC4,4,Latvia,39,940.6
35,Johansson ,RC4,4,Latvia,40,942.9
30,Jalava  Mi,RC4,4,Latvia,41,944.8
21,Bertolotti,RC2,4,Latvia,42,946.1
44,Tiits  M. ,RC4,4,Latvia,43,948.6
58,Fontana  M,RC4,4,Latvia,44,952.4
29,Daprà  Rob,RC4,4,Latvia,45,957.0
34,Schulz  Ti,RC4,4,Latvia,46,958.5
60,Orgus  Kei,RC4,4,Latvia,47,969.9
46,Hangodi  B,RC4,4,Latvia,48,973.0
51,Uger  Serg,RC2,4,Latvia,49,973.0
61,Zakmans  I,RC2,4,Latvia,50,973.4
33,Zanin  Mat,RC4,4,Latvia,51,976.1
32,Raftery  A,RC4,4,Latvia,52,979.2
36,Andersson ,RC4,4,Latvia,53,980.3
39,Noller  Re,RC4,4,Latvia,54,985.9
45,Kreuter  N,RC4,4,Latvia,55,1004.6
41,Kramer  A.,RC4,4,Latvia,56,1008.6
40,Zeiringer ,RC4,4,Latvia,57,1521.8
59,Schwarz  F,RC4,4,Latvia,58,1521.8
5,Sesks  M. ,RC2,5,Latvia,1,441.8
7,Heikkilä  ,RC2,5,Latvia,2,442.2
1,Paddon  Ha,RC2,5,Latvia,3,444.6
8,Linnamäe  ,RC2,5,Latvia,4,445.4
2,Østberg  M,RC2,5,Latvia,5,446.7
9,McErlean  ,RC2,5,Latvia,6,448.7
6,Franceschi,RC2,5,Latvia,7,450.5
14,Virves  Ro,RC2,5,Latvia,8,450.9
3,Llarena  E,RC2,5,Latvia,9,454.0
17,Pryce  Osi,RC2,5,Latvia,10,454.3
18,Battistoll,RC2,5,Latvia,11,456.4
15,Campedelli,RC2,5,Latvia,12,456.5
12,Rådström  ,RC2,5,Latvia,13,456.7
10,Mareš  Fil,RC2,5,Latvia,14,458.1
16,László  Ma,RC2,5,Latvia,15,462.7
11,Cais  Erik,RC2,5,Latvia,16,464.5
22,Armstrong ,RC3,5,Latvia,17,468.5
4,Mabellini ,RC2,5,Latvia,18,471.2
19,Kołtun  J.,RC2,5,Latvia,19,484.0
53,Terlecki  ,RC2,5,Latvia,20,485.0
24,Parys  Pio,RC3,5,Latvia,21,485.7
25,Soria  Pau,RC3,5,Latvia,22,488.1
