No.,Crew,Group,ss,Race,cou,time_SS_sec
1,Paddon  Ha,RC2,1,Scandinavia,1,255.0
5,Solberg  O,RC2,1,Scandinavia,2,255.4
19,Gryazin  N,RC2,1,Scandinavia,3,257.6
6,Sesks  M. ,RC2,1,Scandinavia,4,257.8
8,Heikkilä  ,RC2,1,Scandinavia,5,257.8
22,Larsen  F.,RC2,1,Scandinavia,6,259.0
9,McErlean  ,RC2,1,Scandinavia,7,260.0
48,Åkesson  J,RC2,1,Scandinavia,8,260.3
7,Franceschi,RC2,1,Scandinavia,9,261.3
18,Joona  Lau,RC2,1,Scandinavia,10,262.1
3,Llarena  E,RC2,1,Scandinavia,11,262.6
47,Åhlin  Fre,RC2,1,Scandinavia,12,262.9
16,Veiby  O. ,RC2,1,Scandinavia,13,264.2
4,Mabellini ,RC2,1,Scandinavia,14,265.1
2,Østberg  M,RC2,1,Scandinavia,15,265.5
17,Armstrong ,RC2,1,Scandinavia,16,265.8
23,Gustafsson,RC2,1,Scandinavia,17,265.8
11,Rådström  ,RC2,1,Scandinavia,18,265.9
10,Mareš  Fil,RC2,1,Scandinavia,19,266.5
15,Battistoll,RC2,1,Scandinavia,20,267.8
24,Binbach  W,RC2,1,Scandinavia,21,270.3
12,László  Ma,RC2,1,Scandinavia,22,272.0
26,Creighton ,RC3,1,Scandinavia,23,272.9
50,O'Brien  P,RC2,1,Scandinavia,24,276.1
44,Reiersen  ,RC4,1,Scandinavia,25,277.9
49,Lassila  L,RC4,1,Scandinavia,26,280.8
28,Nore  Ola ,RC4,1,Scandinavia,27,283.1
45,Hallberg  ,RC4,1,Scandinavia,28,283.3
31,Daprà  Rob,RC4,1,Scandinavia,29,283.6
32,McRae  Max,RC4,1,Scandinavia,30,283.7
27,Feofanov  ,RC3,1,Scandinavia,31,284.0
25,Al-Rashed ,RC2,1,Scandinavia,32,285.9
30,Maior  Nor,RC4,1,Scandinavia,33,286.7
35,Tiits  M. ,RC4,1,Scandinavia,34,287.5
41,Andersson ,RC4,1,Scandinavia,35,287.5
39,Johansson ,RC4,1,Scandinavia,36,287.7
29,Hansen  Vi,RC4,1,Scandinavia,37,289.0
21,Somaschini,RC2,1,Scandinavia,38,291.3
36,Jalava  Mi,RC4,1,Scandinavia,39,292.9
34,Zanin  Mat,RC4,1,Scandinavia,40,294.5
40,Kramer  A.,RC4,1,Scandinavia,41,297.0
46,Kreuter  N,RC4,1,Scandinavia,42,302.0
33,Raftery  A,RC4,1,Scandinavia,43,302.4
38,Spitalier ,RC4,1,Scandinavia,44,306.5
37,Schulz  Ti,RC4,1,Scandinavia,45,314.5
20,Cuzma  Bog,RC2,1,Scandinavia,46,1178.3
14,Campedelli,RC2,1,Scandinavia,47,1459.3
1,Paddon  Ha,RC2,2,Scandinavia,1,588.9
5,Solberg  O,RC2,2,Scandinavia,2,591.0
