No.,Crew,Group,ss,Race,cou,time_SS_sec
34,Teodósio  ,RC2,1,Portugal,1,87.9
20,Cais  Erik,RC2,1,Portugal,2,88.1
29,Marczyk  M,RC2,1,Portugal,3,89.2
2,Paddon  Ha,RC2,1,Portugal,4,89.5
8,Tempestini,RC2,1,Portugal,5,89.5
16,Mareš  Fil,RC2,1,Portugal,6,89.6
4,Kristensso,RC2,1,Portugal,7,89.7
38,Heikkilä  ,RC2,1,Portugal,8,89.7
3,Breen  Cra,RC2,1,Portugal,9,89.9
32,Zaldivar  ,RC2,1,Portugal,10,90.2
46,Almeida  P,RC2,1,Portugal,11,90.3
31,Csomós  Mi,RC2,1,Portugal,12,90.6
10,Battistoll,RC2,1,Portugal,13,90.8
24,Linnamäe  ,RC2,1,Portugal,14,90.8
33,Tidemand  ,RC2,1,Portugal,15,90.8
11,Wagner  Si,RC2,1,Portugal,16,90.9
12,Araújo  Ar,RC2,1,Portugal,17,91.0
35,Sousa  Ber,RC2,1,Portugal,18,91.0
37,Meireles  ,RC2,1,Portugal,19,91.0
1,Llarena  E,RC2,1,Portugal,20,91.1
19,Franceschi,RC2,1,Portugal,21,91.1
5,Østberg  M,RC2,1,Portugal,22,91.3
18,McErlean  ,RC2,1,Portugal,23,91.3
28,Nucita  An,RC2,1,Portugal,24,91.5
9,Campedelli,RC2,1,Portugal,25,91.6
7,Bonato  Yo,RC2,1,Portugal,26,91.7
36,Mabellini ,RC2,1,Portugal,27,91.7
15,Sesks  M. ,RC2,1,Portugal,28,92.0
22,Allen  Phi,RC2,1,Portugal,29,92.0
25,Virves  Ro,RC2,1,Portugal,30,92.0
21,O'Brien  P,RC2,1,Portugal,31,92.6
27,Correia  M,RC2,1,Portugal,32,92.7
45,Margaillan,RC2,1,Portugal,33,92.7
30,László  Ma,RC2,1,Portugal,34,93.5
14,Fontes  J.,RC2,1,Portugal,35,94.0
39,Simões  Lu,RC2,1,Portugal,36,94.6
49,Neto  Paul,RC2,1,Portugal,37,95.7
17,Jeets  Gre,RC2,1,Portugal,38,95.8
50,Villanueva,RC2,1,Portugal,39,95.9
26,Somaschini,RC2,1,Portugal,40,96.5
6,Ragues  Pi,RC3,1,Portugal,41,96.6
47,Kołtun  J.,RC2,1,Portugal,42,96.8
23,Cuzma  Bog,RC2,1,Portugal,43,97.2
40,Armstrong ,RC3,1,Portugal,44,97.4
51,Caldeira  ,RC2,1,Portugal,45,97.4
42,Daprà  Rob,RC4,1,Portugal,46,100.5
52,Nõgene  J.,RC4,1,Portugal,47,103.0
54,Cunha  Ern,RC4,1,Portugal,48,104.5
43,Mesquita  ,RC4,1,Portugal,49,106.9
41,Jocz  Tymo,RC4,1,Portugal,50,107.3
44,Kreuter  N,RC4,1,Portugal,51,108.0
55,Muñoz  Pat,RC4,1,Portugal,52,109.1
53,Strabello ,RC4,1,Portugal,53,110.6
5,Østberg  M,RC2,2,Portugal,1,445.8
15,Sesks  M. ,RC2,2,Portugal,2,448.3
2,Paddon  Ha,RC2,2,Portugal,3,449.9
