Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:11:57.7,96.31 0.00,00:00:00.0 00:00:00.0,1
2,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:12:00.3,95.96 0.14,00:00:02.6 00:00:02.6,1
3,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:12:08.2,94.92 0.55,00:00:10.5 00:00:07.9,1
4,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:09.0,94.81 0.59,00:00:11.3 00:00:00.8,1
5,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:10.0,94.68 0.64,00:00:12.3 00:00:01.0,1
6,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:12:20.7,93.32 1.20,00:00:23.0 00:00:10.7,1
7,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:26.9,92.54 1.52,00:00:29.2 00:00:06.2,1
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:12:28.0,92.41 1.58,00:00:30.3 00:00:01.1,1
9,21,Rossel  Yohan  /  Dunand  Arnaud  Citroën C3 Rally2,RC2,00:12:39.2,91.04 2.16,00:00:41.5 00:00:11.2,1
10,22,Lindholm  Emil  /  Hämäläinen  R.  Škoda Fabia RS Rally2,RC2,00:12:49.2,89.86 2.68,00:00:51.5 00:00:10.0,1
11,23,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:12:50.8,89.67 2.77,00:00:53.1 00:00:01.6,1
12,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:12:52.8,89.44 2.87,00:00:55.1 00:00:02.0,1
13,24,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:12:56.9,88.97 3.08,00:00:59.2 00:00:04.1,1
