Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,42,Breen  Craig  /  Fulton  James  Hyundai i20 N Rally1 Hybrid,RC1,00:12:11.5,139.03 0.00,00:00:00.0 00:00:00.0,10
2,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:12.3,138.88 0.03,00:00:00.8 00:00:00.8,10
3,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:12:12.5,138.84 0.04,00:00:01.0 00:00:00.2,10
4,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:12:12.6,138.82 0.04,00:00:01.1 00:00:00.1,10
5,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:16.3,138.12 0.17,00:00:04.8 00:00:03.7,10
6,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:12:18.2,137.77 0.24,00:00:06.7 00:00:01.9,10
7,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:23.1,136.86 0.41,00:00:11.6 00:00:04.9,10
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:12:39.2,133.96 0.98,00:00:27.7 00:00:16.1,10
9,21,Veiby  O.  /  Eriksen  T.  Volkswagen Polo Gti R5,RC2,00:12:54.3,131.34 1.52,00:00:42.8 00:00:15.1,10
10,26,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia Rally2 Evo,RC2,00:12:57.1,130.87 1.61,00:00:45.6 00:00:02.8,10
11,22,Lindholm  Emil  /  Hämäläinen  R.  Škoda Fabia RS Rally2,RC2,00:12:58.8,130.59 1.67,00:00:47.3 00:00:01.7,10
12,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:12:59.3,130.50 1.69,00:00:47.8 00:00:00.5,10
13,23,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally2,RC2,00:12:59.4,130.48 1.70,00:00:47.9 00:00:00.1,10
14,27,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:13:02.0,130.05 1.79,00:00:50.5 00:00:02.6,10
15,37,Bertelli  L.  /  Scattolin  S.  Toyota GR Yaris Rally1 Hybrid,RC1,00:13:02.4,129.98 1.80,00:00:50.9 00:00:00.4,10
16,31,Bulacia  Marco  /  Vallejo  Diego  Škoda Fabia RS Rally2,RC2,00:13:05.9,129.41 1.93,00:00:54.4 00:00:03.5,10
17,24,Huttunen  Jari  /  Linnaketo  Antti  Škoda Fabia R5,RC2,00:13:07.2,129.19 1.97,00:00:55.7 00:00:01.3,10
18,25,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:13:09.4,128.83 2.05,00:00:57.9 00:00:02.2,10
19,29,Virves  Robert  /  Magalhães  Hugo  Ford Fiesta Rally2 MkII,RC2,00:13:12.8,128.28 2.17,00:01:01.3 00:00:03.4,10
20,30,Joona  Lauri  /  Shemeikka  T.  Škoda Fabia Rally2 Evo,RC2,00:13:16.3,127.72 2.29,00:01:04.8 00:00:03.5,10
21,32,Bulacia  Bruno  /  Coronado  Axel  Škoda Fabia Rally2 Evo,RC2,00:13:19.6,127.19 2.41,00:01:08.1 00:00:03.3,10
22,34,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:13:21.9,126.82 2.49,00:01:10.4 00:00:02.3,10
23,28,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:13:34.3,124.89 2.93,00:01:22.8 00:00:12.4,10
24,36,Sołowow  M.  /  Baran  Maciej  Škoda Fabia RS Rally2,RC2,00:13:39.5,124.10 3.12,00:01:28.0 00:00:05.2,10
25,51,Munster  G.  /  Louka  Louis  Ford Fiesta Rally3,RC3,00:13:44.4,123.36 3.29,00:01:32.9 00:00:04.9,10
26,53,Herranen  Toni  /  Lukka  Mikko  Ford Fiesta Rally3,RC3,00:13:46.0,123.12 3.35,00:01:34.5 00:00:01.6,10
27,50,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:13:47.1,122.96 3.38,00:01:35.6 00:00:01.1,10
28,52,Pellier  Laurent  /  Pelamourgues  M.  Ford Fiesta Rally3,RC3,00:13:50.7,122.43 3.51,00:01:39.2 00:00:03.6,10
29,49,Korhonen  Roope  /  Viinikka  Anssi  Ford Fiesta Rally3,RC3,00:13:51.4,122.32 3.54,00:01:39.9 00:00:00.7,10
30,55,Kallio  Jesse  /  Lindberg  Jussi  Ford Fiesta Rally3,RC3,00:13:53.3,122.04 3.60,00:01:41.8 00:00:01.9,10
31,35,Al-Rashed  Rakan  /  Moscatt  Dale  Škoda Fabia RS Rally2,RC2,00:13:53.6,122.00 3.61,00:01:42.1 00:00:00.3,10
32,48,Villanueva  A.  /  Murado  José  Škoda Fabia Rally2 Evo,RC2,00:13:55.7,121.69 3.69,00:01:44.2 00:00:02.1,10
33,46,Zaldivar  Miguel  /  Díaz  J.  Hyundai i20 N Rally2,RC2,00:14:03.6,120.55 3.97,00:01:52.1 00:00:07.9,10
34,54,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:14:06.3,120.17 4.06,00:01:54.8 00:00:02.7,10
35,56,Kelly  Eamonn  /  Mohan  Conor  Ford Fiesta Rally3,RC3,00:14:17.6,118.59 4.46,00:02:06.1 00:00:11.3,10
36,57,Kohn  Filip  /  Střeska  T.  Ford Fiesta Rally3,RC3,00:14:19.5,118.32 4.53,00:02:08.0 00:00:01.9,10
