Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:28.3,131.93 0.00,00:00:00.0 00:00:00.0,3
2,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:06:29.3,131.59 0.07,00:00:01.0 00:00:01.0,3
3,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:30.0,131.35 0.12,00:00:01.7 00:00:00.7,3
4,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:06:30.5,131.19 0.15,00:00:02.2 00:00:00.5,3
5,42,Breen  Craig  /  Fulton  James  Hyundai i20 N Rally1 Hybrid,RC1,00:06:31.1,130.98 0.20,00:00:02.8 00:00:00.6,3
6,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:06:32.7,130.45 0.31,00:00:04.4 00:00:01.6,3
7,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:33.7,130.12 0.38,00:00:05.4 00:00:01.0,3
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:06:38.3,128.62 0.70,00:00:10.0 00:00:04.6,3
9,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:06:51.1,124.61 1.60,00:00:22.8 00:00:12.8,3
10,37,Bertelli  L.  /  Scattolin  S.  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:52.6,124.16 1.71,00:00:24.3 00:00:01.5,3
11,21,Veiby  O.  /  Eriksen  T.  Volkswagen Polo Gti R5,RC2,00:06:54.1,123.71 1.81,00:00:25.8 00:00:01.5,3
12,27,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:06:57.8,122.61 2.07,00:00:29.5 00:00:03.7,3
13,23,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally2,RC2,00:06:58.9,122.29 2.15,00:00:30.6 00:00:01.1,3
14,31,Bulacia  Marco  /  Vallejo  Diego  Škoda Fabia RS Rally2,RC2,00:06:59.0,122.26 2.16,00:00:30.7 00:00:00.1,3
15,24,Huttunen  Jari  /  Linnaketo  Antti  Škoda Fabia R5,RC2,00:06:59.7,122.06 2.21,00:00:31.4 00:00:00.7,3
16,28,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:07:00.1,121.94 2.23,00:00:31.8 00:00:00.4,3
17,26,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia Rally2 Evo,RC2,00:07:00.8,121.74 2.28,00:00:32.5 00:00:00.7,3
18,30,Joona  Lauri  /  Shemeikka  T.  Škoda Fabia Rally2 Evo,RC2,00:07:00.9,121.71 2.29,00:00:32.6 00:00:00.1,3
19,34,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:07:03.2,121.05 2.45,00:00:34.9 00:00:02.3,3
20,25,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:07:03.4,120.99 2.47,00:00:35.1 00:00:00.2,3
21,29,Virves  Robert  /  Magalhães  Hugo  Ford Fiesta Rally2 MkII,RC2,00:07:09.1,119.38 2.87,00:00:40.8 00:00:05.7,3
22,32,Bulacia  Bruno  /  Coronado  Axel  Škoda Fabia Rally2 Evo,RC2,00:07:12.4,118.47 3.10,00:00:44.1 00:00:03.3,3
23,41,Jonasson  J.  /  Jonasson  N.  Škoda Fabia Rally2 Evo,RC2,00:07:14.2,117.98 3.23,00:00:45.9 00:00:01.8,3
24,36,Sołowow  M.  /  Baran  Maciej  Škoda Fabia RS Rally2,RC2,00:07:15.8,117.55 3.34,00:00:47.5 00:00:01.6,3
25,49,Korhonen  Roope  /  Viinikka  Anssi  Ford Fiesta Rally3,RC3,00:07:20.9,116.19 3.70,00:00:52.6 00:00:05.1,3
26,50,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:07:24.0,115.38 3.91,00:00:55.7 00:00:03.1,3
27,51,Munster  G.  /  Louka  Louis  Ford Fiesta Rally3,RC3,00:07:24.1,115.35 3.92,00:00:55.8 00:00:00.1,3
28,55,Kallio  Jesse  /  Lindberg  Jussi  Ford Fiesta Rally3,RC3,00:07:25.3,115.04 4.01,00:00:57.0 00:00:01.2,3
29,48,Villanueva  A.  /  Murado  José  Škoda Fabia Rally2 Evo,RC2,00:07:28.3,114.27 4.22,00:01:00.0 00:00:03.0,3
30,53,Herranen  Toni  /  Lukka  Mikko  Ford Fiesta Rally3,RC3,00:07:28.7,114.17 4.24,00:01:00.4 00:00:00.4,3
31,52,Pellier  Laurent  /  Pelamourgues  M.  Ford Fiesta Rally3,RC3,00:07:32.2,113.29 4.49,00:01:03.9 00:00:03.5,3
32,46,Zaldivar  Miguel  /  Díaz  J.  Hyundai i20 N Rally2,RC2,00:07:34.6,112.69 4.66,00:01:06.3 00:00:02.4,3
33,35,Al-Rashed  Rakan  /  Moscatt  Dale  Škoda Fabia RS Rally2,RC2,00:07:36.6,112.19 4.80,00:01:08.3 00:00:02.0,3
34,54,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:07:40.9,111.15 5.10,00:01:12.6 00:00:04.3,3
35,38,Miele  Mauro  /  Beltrame  Luca  Škoda Fabia Rally2 Evo,RC2,00:07:42.7,110.72 5.23,00:01:14.4 00:00:01.8,3
36,40,Alonso  Daniel  /  Lopez  Alejandro  Citroën C3 Rally2,RC2,00:07:45.0,110.17 5.39,00:01:16.7 00:00:02.3,3
37,64,Otake  Nao  /  Salminen  Marko  Renault Clio Rally4,RC4,00:07:59.1,106.93 6.38,00:01:30.8 00:00:14.1,3
38,45,Roman  Joakim  /  Lidebjer Granberg  I.  Škoda Fabia R5,RC2,00:08:00.2,106.68 6.46,00:01:31.9 00:00:01.1,3
39,63,Yamamoto  Yuki  /  Teiskonen  Miika  Renault Clio Rally4,RC4,00:08:01.0,106.50 6.51,00:01:32.7 00:00:00.8,3
40,66,Fontana  Matteo  /  Arnaboldi  A.  Peugeot 208 Rally4,RC4,00:08:01.1,106.48 6.52,00:01:32.8 00:00:00.1,3
41,56,Kelly  Eamonn  /  Mohan  Conor  Ford Fiesta Rally3,RC3,00:08:02.5,106.17 6.62,00:01:34.2 00:00:01.4,3
42,58,Hernández  R.  /  Sanjuán  R.  Ford Fiesta Rally3,RC3,00:08:04.5,105.73 6.76,00:01:36.2 00:00:02.0,3
43,60,Blach  Roberto  /  Barreiro  Mauro  Ford Fiesta Rally3,RC3,00:08:06.5,105.30 6.90,00:01:38.2 00:00:02.0,3
44,65,Kogure  Hikaru  /  Luhtinen  Topi  Renault Clio Rally4,RC4,00:08:08.8,104.80 7.06,00:01:40.5 00:00:02.3,3
