Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:00.0,129.05 0.00,00:00:00.0 00:00:00.0,4
2,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:00.3,129.00 0.01,00:00:00.3 00:00:00.3,4
3,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:12:00.5,128.96 0.02,00:00:00.5 00:00:00.2,4
4,42,Breen  Craig  /  Fulton  James  Hyundai i20 N Rally1 Hybrid,RC1,00:12:00.7,128.92 0.03,00:00:00.7 00:00:00.2,4
5,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:12:01.9,128.71 0.07,00:00:01.9 00:00:01.2,4
6,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:05.4,128.09 0.21,00:00:05.4 00:00:03.5,4
7,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:12:07.3,127.75 0.28,00:00:07.3 00:00:01.9,4
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:12:13.6,126.66 0.53,00:00:13.6 00:00:06.3,4
9,37,Bertelli  L.  /  Scattolin  S.  Toyota GR Yaris Rally1 Hybrid,RC1,00:12:36.9,122.76 1.43,00:00:36.9 00:00:23.3,4
10,28,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:12:41.6,122.00 1.61,00:00:41.6 00:00:04.7,4
11,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:12:42.0,121.94 1.63,00:00:42.0 00:00:00.4,4
12,26,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia Rally2 Evo,RC2,00:12:44.3,121.57 1.72,00:00:44.3 00:00:02.3,4
13,23,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally2,RC2,00:12:44.4,121.55 1.72,00:00:44.4 00:00:00.1,4
14,27,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:12:47.4,121.08 1.84,00:00:47.4 00:00:03.0,4
15,24,Huttunen  Jari  /  Linnaketo  Antti  Škoda Fabia R5,RC2,00:12:48.6,120.89 1.88,00:00:48.6 00:00:01.2,4
16,22,Lindholm  Emil  /  Hämäläinen  R.  Škoda Fabia RS Rally2,RC2,00:12:48.8,120.86 1.89,00:00:48.8 00:00:00.2,4
