Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:13:16.1,110.11 0.00,00:00:00.0 00:00:00.0,2
2,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:13:21.1,109.42 0.21,00:00:05.0 00:00:05.0,2
3,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:13:25.2,108.87 0.37,00:00:09.1 00:00:04.1,2
4,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:13:25.6,108.81 0.39,00:00:09.5 00:00:00.4,2
5,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:13:26.6,108.68 0.43,00:00:10.5 00:00:01.0,2
6,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:13:27.5,108.56 0.47,00:00:11.4 00:00:00.9,2
7,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:13:30.2,108.20 0.58,00:00:14.1 00:00:02.7,2
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:13:32.9,107.84 0.69,00:00:16.8 00:00:02.7,2
9,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:13:52.6,105.28 1.50,00:00:36.5 00:00:19.7,2
10,23,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:13:57.4,104.68 1.70,00:00:41.3 00:00:04.8,2
11,25,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia RS Rally2,RC2,00:14:00.3,104.32 1.82,00:00:44.2 00:00:02.9,2
12,21,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:14:03.3,103.95 1.94,00:00:47.2 00:00:03.0,2
13,26,Virves  Robert  /  Drew  Craig  Ford Fiesta Rally2 MkII,RC2,00:14:04.8,103.76 2.00,00:00:48.7 00:00:01.5,2
14,24,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:14:05.3,103.70 2.02,00:00:49.2 00:00:00.5,2
15,22,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:14:09.7,103.17 2.20,00:00:53.6 00:00:04.4,2
16,27,Bulacia  Marco  /  Vallejo  Diego  Škoda Fabia RS Rally2,RC2,00:14:11.2,102.98 2.26,00:00:55.1 00:00:01.5,2
17,28,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:14:13.4,102.72 2.35,00:00:57.3 00:00:02.2,2
18,30,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:14:16.6,102.33 2.48,00:01:00.5 00:00:03.2,2
19,36,Fernàndez  E.  /  Rozada  Borja  Škoda Fabia Rally2 Evo,RC2,00:14:22.9,101.59 2.74,00:01:06.8 00:00:06.3,2
20,35,Bulacia  Bruno  /  Coronado  Axel  Škoda Fabia RS Rally2,RC2,00:14:26.2,101.20 2.88,00:01:10.1 00:00:03.3,2
21,31,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:14:30.3,100.72 3.05,00:01:14.2 00:00:04.1,2
22,37,Koik  Priit  /  Tamm  Kristo  Škoda Fabia Rally2 Evo,RC2,00:14:32.3,100.49 3.13,00:01:16.2 00:00:02.0,2
23,29,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:14:41.8,99.41 3.52,00:01:25.7 00:00:09.5,2
24,40,Kremer  Armin  /  Kremer  Ella  Škoda Fabia RS Rally2,RC2,00:14:46.8,98.85 3.72,00:01:30.7 00:00:05.0,2
25,50,Korhola  B.  /  Kelander  Pekka  Ford Fiesta Rally3,RC3,00:14:46.9,98.84 3.73,00:01:30.8 00:00:00.1,2
26,34,Martínez  Jorge  /  Álvarez  A.  Škoda Fabia Rally2 Evo,RC2,00:14:51.1,98.37 3.90,00:01:35.0 00:00:04.2,2
27,52,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:14:53.9,98.06 4.02,00:01:37.8 00:00:02.8,2
28,38,Kasari  Kaspar  /  Raidma  Rainis  Škoda Fabia R5,RC2,00:14:55.1,97.93 4.07,00:01:39.0 00:00:01.2,2
29,47,Korhonen  Roope  /  Viinikka  Anssi  Ford Fiesta Rally3,RC3,00:14:55.7,97.87 4.09,00:01:39.6 00:00:00.6,2
30,48,Herranen  Toni  /  Lukka  Mikko  Ford Fiesta Rally3,RC3,00:15:00.3,97.37 4.28,00:01:44.2 00:00:04.6,2
31,58,Munster  G.  /  Louka  Louis  Ford Fiesta Rally3,RC3,00:15:01.2,97.27 4.32,00:01:45.1 00:00:00.9,2
32,54,Pellier  Laurent  /  Bronner  Kévin  Ford Fiesta Rally3,RC3,00:15:05.1,96.85 4.48,00:01:49.0 00:00:03.9,2
33,39,Villanueva  A.  /  Murado  José  Škoda Fabia RS Rally2,RC2,00:15:10.7,96.26 4.71,00:01:54.6 00:00:05.6,2
34,41,Miele  Mauro  /  Beltrame  Luca  Škoda Fabia RS Rally2,RC2,00:15:12.9,96.02 4.80,00:01:56.8 00:00:02.2,2
35,53,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:15:16.7,95.63 4.95,00:02:00.6 00:00:03.8,2
36,63,Vaher  Jaspar  /  Mitendorf  E.  Ford Fiesta Rally4,RC4,00:15:21.9,95.09 5.17,00:02:05.8 00:00:05.2,2
37,49,Türkkan  Ali  /  Erdener  Burak  Ford Fiesta Rally3,RC3,00:15:31.7,94.09 5.57,00:02:15.6 00:00:09.8,2
38,64,Sei  Karl-Markus  /  Leotoots  Martin  Peugeot 208 Rally4,RC4,00:15:38.5,93.40 5.85,00:02:22.4 00:00:06.8,2
39,55,Blach  Roberto  /  Barreiro  Mauro  Ford Fiesta Rally3,RC3,00:15:39.9,93.27 5.91,00:02:23.8 00:00:01.4,2
40,62,Kohn  Filip  /  Woodburn  Tom  Ford Fiesta Rally3,RC3,00:15:51.3,92.15 6.37,00:02:35.2 00:00:11.4,2
41,51,Cumiskey  B.  /  Kierans  Arthur  Ford Fiesta Rally3,RC3,00:15:51.6,92.12 6.39,00:02:35.5 00:00:00.3,2
42,65,Jürgenson  R.  /  Oja  Siim  Ford Fiesta Rally4,RC4,00:15:53.1,91.97 6.45,00:02:37.0 00:00:01.5,2
43,60,Mauro  Alejandro  /  Sanjuán  Diego  Škoda Fabia Rally2 Evo,RC2,00:15:56.1,91.68 6.57,00:02:40.0 00:00:03.0,2
44,59,Anwar  Hamza  /  Kihurani  A.  Ford Fiesta Rally3,RC3,00:15:59.5,91.36 6.71,00:02:43.4 00:00:03.4,2
45,66,Lempu  Kevin  /  Rahumeel  Andre  Ford Fiesta Rally4,RC4,00:16:01.3,91.19 6.78,00:02:45.2 00:00:01.8,2
46,45,Cobbe  Luciano  /  Mometti  Roberto  Škoda Fabia Rally2 Evo,RC2,00:16:40.1,87.65 8.38,00:03:24.0 00:00:38.8,2
47,67,Uger  Sergey  /  Uger  Maria  Ford Fiesta R5,RC2,00:17:16.8,84.55 9.89,00:04:00.7 00:00:36.7,2
48,56,Rensonnet  Tom  /  Dumont  Loïc  Ford Fiesta Rally3,RC3,00:19:22.9,75.38 15.06,00:06:06.8 00:02:06.1,2
49,57,Kelly  Eamonn  /  Mohan  Conor  Ford Fiesta Rally3,RC3,00:45:37.3,32.02 79.72,00:32:21.2 00:26:14.4,2
