Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
2,#11,Neuville Thierry - Wydaeghe Martijn Hyundai i20 N Rally1,RC1 M,7:51.7,+2.7 +2.7,125.8 0.16,16
3,#4,Lappi Esapekka - Ferm Janne Hyundai i20 N Rally1,RC1 M,7:52.6,+3.6 +0.9,125.5 0.22,16
4,#33,Evans Elfyn - Martin Scott Toyota GR Yaris Rally1,RC1 M,7:55.5,+6.5 +2.9,124.8 0.39,16
5,#8,Tänak Ott - Järveoja Martin Ford Puma Rally1,RC1 M,7:57.6,+8.6 +2.1,124.2 0.52,16
6,#3,Suninen Teemu - Markkula Mikko Hyundai i20 N Rally1,RC1 M,7:59.6,+10.6 +2.0,123.7 0.64,16
7,#18,Katsuta Takamoto - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,8:02.7,+13.7 +3.1,122.9 0.83,16
8,#7,Loubet Pierre-Louis - Gilsoul N. Ford Puma Rally1,RC1 M,8:04.1,+15.1 +1.4,122.6 0.92,16
9,#24,Pajari Sami - Mälkönen Enni Škoda Fabia RS Rally2,RC2,8:17.1,+28.1 +13.0,119.3 1.71,16
10,#20,Solberg Oliver - Edmondson Elliott Škoda Fabia RS Rally2,RC2,8:17.6,+28.6 +0.5,119.2 1.74,16
11,#29,Marczyk Mikołaj - Gospodarczyk S. Škoda Fabia RS Rally2,RC2,8:20.1,+31.1 +2.5,118.6 1.89,16
12,#25,Kaur Egon - Viilo Jakko Škoda Fabia RS Rally2,RC2,8:20.2,+31.2 +0.1,118.6 1.89,16
13,#23,Mikkelsen Andreas - Eriksen T. Škoda Fabia RS Rally2,RC2,8:20.3,+31.3 +0.1,118.6 1.90,16
14,#22,Lindholm Emil - Hämäläinen Reeta Hyundai i20 N Rally2,RC2,8:20.4,+31.4 +0.1,118.6 1.91,16
15,#27,Bulacia Marco - Vallejo Diego Škoda Fabia RS Rally2,RC2,8:24.2,+35.2 +3.8,117.7 2.14,16
16,#21,Greensmith Gus - Andersson Jonas Škoda Fabia RS Rally2,RC2,8:24.3,+35.3 +0.1,117.6 2.14,16
17,#26,Virves Robert - Drew Craig Ford Fiesta Rally2,RC2,8:27.7,+38.7 +3.4,116.9 2.35,16
18,#31,McErlean Josh - Fulton James Hyundai i20 N Rally2,RC2,8:28.3,+39.3 +0.6,116.7 2.38,16
19,#35,Bulacia B. - Coronado Jiménez A. Škoda Fabia RS Rally2,RC2,8:28.8,+39.8 +0.5,116.6 2.42,16
20,#36,Fernández Emilio - Rozada Borja Škoda Fabia Rally2 evo,RC2,8:29.0,+40.0 +0.2,116.6 2.43,16
21,#30,Zaldivar F. - Der Ohannesian M. Hyundai i20 N Rally2,RC2,8:38.0,+49.0 +9.0,114.5 2.97,16
22,#37,Koik Priit - Tamm Kristo Škoda Fabia Rally2 evo,RC2,8:41.6,+52.6 +3.6,113.7 3.19,16
23,#58,Munster Grégoire - Louka Louis Ford Fiesta Rally3,RC3,8:49.1,+1:00.1 +7.5,112.1 3.65,16
24,#50,Korhola Benjamin - Kelander Pekka Ford Fiesta Rally3,RC3,8:50.1,+1:01.1 +1.0,111.9 3.71,16
25,#52,Creighton William - Regan Liam Ford Fiesta Rally3,RC3,8:50.7,+1:01.7 +0.6,111.8 3.74,16
26,#54,Pellier Laurent - Bronner Kévin Ford Fiesta Rally3,RC3,8:52.5,+1:03.5 +1.8,111.4 3.85,16
27,#47,Korhonen Roope - Viinikka Anssi Ford Fiesta Rally3,RC3,8:55.3,+1:06.3 +2.8,110.8 4.02,16
28,#38,Kasari Kaspar - Raidma Rainis Škoda Fabia R5,RC2,8:57.4,+1:08.4 +2.1,110.4 4.15,16
29,#48,Herranen Toni - Lukka Mikko Ford Fiesta Rally3,RC3,8:59.9,+1:10.9 +2.5,109.9 4.30,16
30,#49,Türkkan Ali - Erdener Burak Ford Fiesta Rally3,RC3,9:00.9,+1:11.9 +1.0,109.7 4.36,16
31,#40,Kremer Armin - Kremer Ella Škoda Fabia RS Rally2,RC2,9:02.6,+1:13.6 +1.7,109.3 4.47,16
32,#60,Mauro Sánchez A. - Sanjuan de Eusebio D. Škoda Fabia Rally2 evo,RC2,9:05.5,+1:16.5 +2.9,108.8 4.64,16
33,#53,Domínguez Diego - Peñate Rogelio Ford Fiesta Rally3,RC3,9:08.2,+1:19.2 +2.7,108.2 4.81,16
34,#57,Kelly Eamonn - Mohan Conor Ford Fiesta Rally3,RC3,9:09.7,+1:20.7 +1.5,107.9 4.90,16
35,#39,Villanueva A. - Murado González J. Škoda Fabia RS Rally2,RC2,9:10.4,+1:21.4 +0.7,107.8 4.94,16
36,#62,Kohn Filip - Woodburn Tom Ford Fiesta Rally3,RC3,9:11.9,+1:22.9 +1.5,107.5 5.03,16
37,#65,Jürgenson Romet - Oja Siim Ford Fiesta Rally4,RC4,9:25.2,+1:36.2 +13.3,105.0 5.84,16
38,#56,Rensonnet Tom - Dumont Loïc Ford Fiesta Rally3,RC3,9:33.6,+1:44.6 +8.4,103.4 6.35,16
39,#55,Blach Roberto - Barreiro Mauro Ford Fiesta Rally3,RC3,9:36.7,+1:47.7 +3.1,102.9 6.54,16
40,#51,Cumiskey Brendan - Kierans Arthur Ford Fiesta Rally3,RC3,9:45.6,+1:56.6 +8.9,101.3 7.08,16
41,#59,Anwar Hamza - Kihurani Alexander Ford Fiesta Rally3,RC3,9:45.7,+1:56.7 +0.1,101.3 7.08,16
42,#41,Miele Mauro - Beltrame Luca Škoda Fabia RS Rally2,RC2,9:59.8,+2:10.8 +14.1,98.9 7.94,16
43,#67,Uger Sergey - Uger Obolenskaya M. Ford Fiesta R5,RC2,10:15.0,+2:26.0 +15.2,96.5 8.86,16
44,#45,Cobbe Luciano - Mometti Roberto Škoda Fabia Rally2 evo,RC2,10:15.1,+2:26.1 +0.1,96.5 8.87,16
45,#28,Linnamäe Georg - Morgan James Hyundai i20 N Rally2  [SR],RC2,18:17.1 [N],+10:28.1 +8:02.0,54.1 38.1,16
45,#34,Martínez Fontena J. - Alvarez Nicholson A. Škoda Fabia Rally2 evo  [SR],RC2,18:17.1 [N],+10:28.1 +0.0,54.1 38.1,16
47,#63,Vaher Jaspar - Mitendorf Evelin Ford Fiesta Rally4  [SR],RC4,19:25.2 [N],+11:36.2 +1:08.1,50.9 42.3,16
47,#64,Sei Karl-Markus - Leotoots Martin Peugeot 208 Rally4  [SR],RC4,19:25.2 [N],+11:36.2 +0.0,50.9 42.3,16
