Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:00.0,120.40 0.00,00:00:00.0 00:00:00.0,18
2,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:06:02.7,119.50 0.22,00:00:02.7 00:00:02.7,18
3,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:05.0,118.75 0.42,00:00:05.0 00:00:02.3,18
4,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:06:05.3,118.65 0.44,00:00:05.3 00:00:00.3,18
5,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:06:09.3,117.37 0.77,00:00:09.3 00:00:04.0,18
6,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:06:11.1,116.80 0.92,00:00:11.1 00:00:01.8,18
7,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:12.6,116.33 1.05,00:00:12.6 00:00:01.5,18
8,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:06:13.1,116.17 1.09,00:00:13.1 00:00:00.5,18
9,24,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:06:25.7,112.38 2.13,00:00:25.7 00:00:12.6,18
10,23,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:06:28.4,111.60 2.36,00:00:28.4 00:00:02.7,18
11,21,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:06:30.6,110.97 2.54,00:00:30.6 00:00:02.2,18
12,27,Bulacia  Marco  /  Vallejo  Diego  Škoda Fabia RS Rally2,RC2,00:06:30.8,110.91 2.56,00:00:30.8 00:00:00.2,18
13,22,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:06:31.8,110.63 2.64,00:00:31.8 00:00:01.0,18
14,25,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia RS Rally2,RC2,00:06:32.4,110.46 2.69,00:00:32.4 00:00:00.6,18
15,29,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:06:32.7,110.37 2.72,00:00:32.7 00:00:00.3,18
