Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:34.2,110.63 0.00,00:00:00.0 00:00:00.0,11
2,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:05:36.1,110.00 0.19,00:00:01.9 00:00:01.9,11
3,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:36.6,109.84 0.23,00:00:02.4 00:00:00.5,11
4,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:05:37.0,109.71 0.27,00:00:02.8 00:00:00.4,11
5,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:05:37.7,109.48 0.34,00:00:03.5 00:00:00.7,11
6,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:05:38.2,109.32 0.39,00:00:04.0 00:00:00.5,11
7,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:05:39.9,108.77 0.56,00:00:05.7 00:00:01.7,11
8,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:41.7,108.20 0.73,00:00:07.5 00:00:01.8,11
9,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:05:54.5,104.29 1.98,00:00:20.3 00:00:12.8,11
10,24,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:05:56.9,103.59 2.21,00:00:22.7 00:00:02.4,11
11,23,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:05:57.2,103.51 2.24,00:00:23.0 00:00:00.3,11
12,22,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:05:59.0,102.99 2.41,00:00:24.8 00:00:01.8,11
13,29,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:06:00.9,102.44 2.60,00:00:26.7 00:00:01.9,11
14,28,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:06:01.0,102.42 2.61,00:00:26.8 00:00:00.1,11
15,27,Bulacia  Marco  /  Vallejo  Diego  Škoda Fabia RS Rally2,RC2,00:06:02.0,102.13 2.71,00:00:27.8 00:00:01.0,11
16,26,Virves  Robert  /  Drew  Craig  Ford Fiesta Rally2 MkII,RC2,00:06:02.9,101.88 2.79,00:00:28.7 00:00:00.9,11
17,31,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:06:03.3,101.77 2.83,00:00:29.1 00:00:00.4,11
18,35,Bulacia  Bruno  /  Coronado  Axel  Škoda Fabia RS Rally2,RC2,00:06:04.6,101.40 2.96,00:00:30.4 00:00:01.3,11
19,36,Fernàndez  E.  /  Rozada  Borja  Škoda Fabia Rally2 Evo,RC2,00:06:05.8,101.07 3.08,00:00:31.6 00:00:01.2,11
20,30,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:06:07.7,100.55 3.26,00:00:33.5 00:00:01.9,11
21,25,Kaur  Egon  /  Viilo  Jakko  Škoda Fabia RS Rally2,RC2,00:06:08.0,100.47 3.29,00:00:33.8 00:00:00.3,11
22,21,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:06:08.7,100.28 3.36,00:00:34.5 00:00:00.7,11
23,34,Martínez  Jorge  /  Álvarez  A.  Škoda Fabia Rally2 Evo,RC2,00:06:12.7,99.20 3.75,00:00:38.5 00:00:04.0,11
24,54,Pellier  Laurent  /  Bronner  Kévin  Ford Fiesta Rally3,RC3,00:06:23.2,96.48 4.77,00:00:49.0 00:00:10.5,11
25,52,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:06:23.5,96.41 4.80,00:00:49.3 00:00:00.3,11
26,38,Kasari  Kaspar  /  Raidma  Rainis  Škoda Fabia R5,RC2,00:06:24.0,96.28 4.85,00:00:49.8 00:00:00.5,11
27,50,Korhola  B.  /  Kelander  Pekka  Ford Fiesta Rally3,RC3,00:06:25.3,95.96 4.98,00:00:51.1 00:00:01.3,11
28,47,Korhonen  Roope  /  Viinikka  Anssi  Ford Fiesta Rally3,RC3,00:06:25.5,95.91 5.00,00:00:51.3 00:00:00.2,11
29,40,Kremer  Armin  /  Kremer  Ella  Škoda Fabia RS Rally2,RC2,00:06:25.8,95.83 5.02,00:00:51.6 00:00:00.3,11
