Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:19:07.5,76.08 0.00,00:00:00.0 00:00:00.0,10
2,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:19:07.7,76.07 0.01,00:00:00.2 00:00:00.2,10
3,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:19:14.0,75.65 0.27,00:00:06.5 00:00:06.3,10
4,6,Sordo  Dani  /  Carrera  C.  Hyundai i20 N Rally1 Hybrid,RC1,00:19:18.8,75.34 0.47,00:00:11.3 00:00:04.8,10
5,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:19:19.8,75.27 0.51,00:00:12.3 00:00:01.0,10
6,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:19:22.8,75.08 0.63,00:00:15.3 00:00:03.0,10
7,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:19:24.6,74.96 0.71,00:00:17.1 00:00:01.8,10
8,20,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:19:51.8,73.25 1.83,00:00:44.3 00:00:27.2,10
9,24,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:20:07.7,72.29 2.48,00:01:00.2 00:00:15.9,10
10,27,Fourmaux  Adrien  /  Coria  Alexandre  Ford Fiesta Rally2 MkII,RC2,00:20:14.1,71.91 2.75,00:01:06.6 00:00:06.4,10
11,32,Munster  G.  /  Louka  Louis  Ford Fiesta Rally2 MkII,RC2,00:20:24.0,71.32 3.15,00:01:16.5 00:00:09.9,10
12,35,Virves  Robert  /  Drew  Craig  Ford Fiesta Rally2 MkII,RC2,00:20:44.3,70.16 3.99,00:01:36.8 00:00:20.3,10
13,38,Cachon  A.  /  Lopez  Alejandro  Citroën C3 Rally2,RC2,00:20:48.2,69.94 4.15,00:01:40.7 00:00:03.9,10
14,34,Joona  Lauri  /  Shemeikka  T.  Škoda Fabia RS Rally2,RC2,00:20:53.0,69.67 4.35,00:01:45.5 00:00:04.8,10
15,21,Rossel  Yohan  /  Dunand  Arnaud  Citroën C3 Rally2,RC2,00:20:53.4,69.65 4.37,00:01:45.9 00:00:00.4,10
