,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
58,Fontana Matteo,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,51,109.7,109.7,92.9,16.799999999999997,0.0,0.0,01
59,Plagos Ioannis,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,52,110.2,109.7,92.9,17.299999999999997,0.5,0.4557885141294439,01
60,Chatzimarkos P,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,54,110.4,109.7,92.9,17.5,0.7000000000000028,0.6381039197812242,01
61,Lefkaditis Sav,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,58,113.1,109.7,92.9,20.19999999999999,3.3999999999999915,3.099361896080211,01
62,Kalamaras Teo ,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,63,120.4,109.7,92.9,27.5,10.700000000000003,9.753874202370103,01
63,Panteli C. - T,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,65,124.3,109.7,92.9,31.39999999999999,14.599999999999994,13.309024612579757,01
64,Papageorgiou L,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,66,148.8,109.7,92.9,55.900000000000006,39.10000000000001,35.64266180492252,01
65,Kaltsounis Har,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,67,154.5,109.7,92.9,61.599999999999994,44.8,40.83865086599817,01
66,Kanellopoulos ,RC4,1,Acropolis 2023,9/2023,Gravel,Wrc,68,157.2,109.7,92.9,64.29999999999998,47.499999999999986,43.29990884229716,01
124,Chatzimarkos P,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,50,424.9,424.9,334.4,90.5,0.0,0.0,02
125,Fontana Matteo,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,51,426.7,424.9,334.4,92.30000000000001,1.8000000000000114,0.4236290891974609,02
126,Lefkaditis Sav,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,53,432.4,424.9,334.4,98.0,7.5,1.7651212049894096,02
127,Plagos Ioannis,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,54,435.5,424.9,334.4,101.10000000000002,10.600000000000023,2.4947046363850376,02
128,Panteli C. - T,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,57,446.8,424.9,334.4,112.40000000000003,21.900000000000034,5.154153918569084,02
129,Kalamaras Teo ,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,61,481.1,424.9,334.4,146.70000000000005,56.200000000000045,13.226641562720651,02
130,Papageorgiou L,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,63,532.9,424.9,334.4,198.5,108.0,25.417745351847493,02
131,Kanellopoulos ,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,64,537.6,424.9,334.4,203.20000000000005,112.70000000000005,26.523887973640868,02
132,Kaltsounis Har,RC4,2,Acropolis 2023,9/2023,Gravel,Wrc,65,539.8,424.9,334.4,205.39999999999998,114.89999999999998,27.041656860437747,02
190,Chatzimarkos P,RC4,3,Acropolis 2023,9/2023,Gravel,Wrc,48,856.5,856.5,676.8,179.70000000000005,0.0,0.0,03
191,Panteli C. - T,RC4,3,Acropolis 2023,9/2023,Gravel,Wrc,54,889.3,856.5,676.8,212.5,32.799999999999955,3.8295388207822483,03
192,Lefkaditis Sav,RC4,3,Acropolis 2023,9/2023,Gravel,Wrc,55,893.1,856.5,676.8,216.30000000000007,36.60000000000002,4.273204903677761,03
193,Plagos Ioannis,RC4,3,Acropolis 2023,9/2023,Gravel,Wrc,57,899.5,856.5,676.8,222.70000000000005,43.0,5.020431990659661,03
