,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
10,Mikkelsen Andr,RC2,1,Acropolis,9/2023,Gravel,Wrc,9,95.0,95.0,92.9,2.0999999999999943,0.0,0.0,01
11,Gryazin Nikola,RC2,1,Acropolis,9/2023,Gravel,Wrc,10,95.4,95.0,92.9,2.5,0.4000000000000057,0.42105263157895334,01
12,Bulacia Marco ,RC2,1,Acropolis,9/2023,Gravel,Wrc,11,95.7,95.0,92.9,2.799999999999997,0.7000000000000028,0.736842105263161,01
13,Fourmaux Adrie,RC2,1,Acropolis,9/2023,Gravel,Wrc,13,96.0,95.0,92.9,3.0999999999999943,1.0,1.0526315789473684,01
14,Rossel Yohan  ,RC2,1,Acropolis,9/2023,Gravel,Wrc,14,96.1,95.0,92.9,3.1999999999999886,1.0999999999999943,1.1578947368420993,01
15,Kajetanowicz K,RC2,1,Acropolis,9/2023,Gravel,Wrc,15,96.1,95.0,92.9,3.1999999999999886,1.0999999999999943,1.1578947368420993,01
16,Solberg Oliver,RC2,1,Acropolis,9/2023,Gravel,Wrc,16,96.6,95.0,92.9,3.6999999999999886,1.5999999999999943,1.6842105263157836,01
17,Joona Lauri  -,RC2,1,Acropolis,9/2023,Gravel,Wrc,17,96.7,95.0,92.9,3.799999999999997,1.7000000000000028,1.7894736842105292,01
18,Greensmith Gus,RC2,1,Acropolis,9/2023,Gravel,Wrc,18,96.9,95.0,92.9,4.0,1.9000000000000057,2.0000000000000058,01
19,Munster Grégoi,RC2,1,Acropolis,9/2023,Gravel,Wrc,19,96.9,95.0,92.9,4.0,1.9000000000000057,2.0000000000000058,01
20,Virves Robert ,RC2,1,Acropolis,9/2023,Gravel,Wrc,20,96.9,95.0,92.9,4.0,1.9000000000000057,2.0000000000000058,01
21,Linnamäe Georg,RC2,1,Acropolis,9/2023,Gravel,Wrc,21,97.0,95.0,92.9,4.099999999999994,2.0,2.1052631578947367,01
22,Marczyk M.  - ,RC2,1,Acropolis,9/2023,Gravel,Wrc,22,97.2,95.0,92.9,4.299999999999997,2.200000000000003,2.3157894736842133,01
23,Pajari Sami  -,RC2,1,Acropolis,9/2023,Gravel,Wrc,23,97.7,95.0,92.9,4.799999999999997,2.700000000000003,2.842105263157898,01
24,Gill Gaurav  -,RC2,1,Acropolis,9/2023,Gravel,Wrc,24,99.2,95.0,92.9,6.299999999999997,4.200000000000003,4.4210526315789505,01
25,Athanassoulas ,RC2,1,Acropolis,9/2023,Gravel,Wrc,25,100.8,95.0,92.9,7.8999999999999915,5.799999999999997,6.105263157894734,01
26,Cachón Alejand,RC2,1,Acropolis,9/2023,Gravel,Wrc,26,101.3,95.0,92.9,8.399999999999991,6.299999999999997,6.631578947368418,01
27,Hoelbling Luca,RC2,1,Acropolis,9/2023,Gravel,Wrc,29,102.7,95.0,92.9,9.799999999999997,7.700000000000003,8.10526315789474,01
28,Tsouloftas Ale,RC2,1,Acropolis,9/2023,Gravel,Wrc,30,103.3,95.0,92.9,10.399999999999991,8.299999999999997,8.736842105263156,01
29,Prokop Martin ,RC2,1,Acropolis,9/2023,Gravel,Wrc,31,103.4,95.0,92.9,10.5,8.400000000000006,8.842105263157901,01
30,Velanis Vassil,RC2,1,Acropolis,9/2023,Gravel,Wrc,34,103.6,95.0,92.9,10.699999999999989,8.599999999999994,9.052631578947363,01
31,Philippedes Yo,RC2,1,Acropolis,9/2023,Gravel,Wrc,35,103.6,95.0,92.9,10.699999999999989,8.599999999999994,9.052631578947363,01
32,Karellis C.  -,RC2,1,Acropolis,9/2023,Gravel,Wrc,38,104.4,95.0,92.9,11.5,9.400000000000006,9.894736842105269,01
33,Xanthakos M.  ,RC2,1,Acropolis,9/2023,Gravel,Wrc,39,104.9,95.0,92.9,12.0,9.900000000000006,10.421052631578952,01
34,Panagiotis Rou,RC2,1,Acropolis,9/2023,Gravel,Wrc,40,105.2,95.0,92.9,12.299999999999997,10.200000000000003,10.736842105263161,01
35,Kechagias Gior,RC2,1,Acropolis,9/2023,Gravel,Wrc,42,105.8,95.0,92.9,12.899999999999991,10.799999999999997,11.368421052631577,01
36,Cărăgui Eugen ,RC2,1,Acropolis,9/2023,Gravel,Wrc,43,105.8,95.0,92.9,12.899999999999991,10.799999999999997,11.368421052631577,01
37,Pyck Filip  - ,RC2,1,Acropolis,9/2023,Gravel,Wrc,44,106.3,95.0,92.9,13.399999999999991,11.299999999999997,11.89473684210526,01
38,Díaz-Aboitiz M,RC2,1,Acropolis,9/2023,Gravel,Wrc,46,107.8,95.0,92.9,14.899999999999991,12.799999999999997,13.473684210526313,01
39,Villanueva A. ,RC2,1,Acropolis,9/2023,Gravel,Wrc,47,108.3,95.0,92.9,15.399999999999991,13.299999999999997,13.999999999999996,01
40,Dolofan Cristi,RC2,1,Acropolis,9/2023,Gravel,Wrc,48,108.6,95.0,92.9,15.699999999999989,13.599999999999994,14.315789473684204,01
41,Campagnoli Gab,RC2,1,Acropolis,9/2023,Gravel,Wrc,53,110.3,95.0,92.9,17.39999999999999,15.299999999999997,16.105263157894733,01
42,Panteli Petros,RC2,1,Acropolis,9/2023,Gravel,Wrc,57,112.8,95.0,92.9,19.89999999999999,17.799999999999997,18.736842105263154,01
43,Vassilakis Geo,RC2,1,Acropolis,9/2023,Gravel,Wrc,64,121.8,95.0,92.9,28.89999999999999,26.799999999999997,28.21052631578947,01
