,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
0,Rovanperä Kall,RC1,1,Acropolis,9/2023,Gravel,Wrc,1,92.9,92.9,92.9,0.0,0.0,0.0,01
1,Lappi Esapekka,RC1,1,Acropolis,9/2023,Gravel,Wrc,2,93.2,92.9,92.9,0.29999999999999716,0.29999999999999716,0.32292787944025525,01
2,Neuville Thier,RC1,1,Acropolis,9/2023,Gravel,Wrc,3,93.3,92.9,92.9,0.3999999999999915,0.3999999999999915,0.43057050592033524,01
3,Sordo Dani  - ,RC1,1,Acropolis,9/2023,Gravel,Wrc,4,93.4,92.9,92.9,0.5,0.5,0.5382131324004306,01
4,Tänak Ott  - J,RC1,1,Acropolis,9/2023,Gravel,Wrc,5,93.6,92.9,92.9,0.6999999999999886,0.6999999999999886,0.7534983853605906,01
5,Ogier Sébastie,RC1,1,Acropolis,9/2023,Gravel,Wrc,6,94.2,92.9,92.9,1.2999999999999972,1.2999999999999972,1.3993541442411164,01
6,Katsuta Takamo,RC1,1,Acropolis,9/2023,Gravel,Wrc,7,94.2,92.9,92.9,1.2999999999999972,1.2999999999999972,1.3993541442411164,01
7,Loubet Pierre-,RC1,1,Acropolis,9/2023,Gravel,Wrc,8,94.6,92.9,92.9,1.6999999999999886,1.6999999999999886,1.8299246501614514,01
8,Evans Elfyn  -,RC1,1,Acropolis,9/2023,Gravel,Wrc,12,95.7,92.9,92.9,2.799999999999997,2.799999999999997,3.013993541442408,01
9,Serderidis Jou,RC1,1,Acropolis,9/2023,Gravel,Wrc,32,103.5,92.9,92.9,10.599999999999994,10.599999999999994,11.41011840688912,01
69,Neuville Thier,RC1,2,Acropolis,9/2023,Gravel,Wrc,1,334.4,334.4,334.4,0.0,0.0,0.0,02
70,Ogier Sébastie,RC1,2,Acropolis,9/2023,Gravel,Wrc,2,337.8,334.4,334.4,3.400000000000034,3.400000000000034,1.0167464114832638,02
71,Tänak Ott  - J,RC1,2,Acropolis,9/2023,Gravel,Wrc,3,338.3,334.4,334.4,3.900000000000034,3.900000000000034,1.1662679425837423,02
72,Evans Elfyn  -,RC1,2,Acropolis,9/2023,Gravel,Wrc,4,338.6,334.4,334.4,4.2000000000000455,4.2000000000000455,1.2559808612440329,02
73,Rovanperä Kall,RC1,2,Acropolis,9/2023,Gravel,Wrc,5,339.9,334.4,334.4,5.5,5.5,1.6447368421052635,02
74,Sordo Dani  - ,RC1,2,Acropolis,9/2023,Gravel,Wrc,6,340.8,334.4,334.4,6.400000000000034,6.400000000000034,1.9138755980861348,02
75,Lappi Esapekka,RC1,2,Acropolis,9/2023,Gravel,Wrc,7,341.2,334.4,334.4,6.800000000000011,6.800000000000011,2.033492822966511,02
76,Katsuta Takamo,RC1,2,Acropolis,9/2023,Gravel,Wrc,8,343.6,334.4,334.4,9.200000000000045,9.200000000000045,2.7511961722488176,02
77,Serderidis Jou,RC1,2,Acropolis,9/2023,Gravel,Wrc,26,378.5,334.4,334.4,44.10000000000002,44.10000000000002,13.18779904306221,02
135,Rovanperä Kall,RC1,3,Acropolis,9/2023,Gravel,Wrc,1,676.8,676.8,676.8,0.0,0.0,0.0,03
136,Neuville Thier,RC1,3,Acropolis,9/2023,Gravel,Wrc,2,679.9,676.8,676.8,3.1000000000000227,3.1000000000000227,0.458037825059105,03
137,Ogier Sébastie,RC1,3,Acropolis,9/2023,Gravel,Wrc,3,680.2,676.8,676.8,3.400000000000091,3.400000000000091,0.5023640661938669,03
138,Tänak Ott  - J,RC1,3,Acropolis,9/2023,Gravel,Wrc,4,684.0,676.8,676.8,7.2000000000000455,7.2000000000000455,1.0638297872340492,03
139,Evans Elfyn  -,RC1,3,Acropolis,9/2023,Gravel,Wrc,5,685.8,676.8,676.8,9.0,9.0,1.3297872340425532,03
140,Lappi Esapekka,RC1,3,Acropolis,9/2023,Gravel,Wrc,6,687.2,676.8,676.8,10.400000000000091,10.400000000000091,1.5366430260047417,03
141,Katsuta Takamo,RC1,3,Acropolis,9/2023,Gravel,Wrc,7,688.1,676.8,676.8,11.300000000000068,11.300000000000068,1.6696217494089935,03
142,Sordo Dani  - ,RC1,3,Acropolis,9/2023,Gravel,Wrc,8,689.1,676.8,676.8,12.300000000000068,12.300000000000068,1.8173758865248328,03
143,Serderidis Jou,RC1,3,Acropolis,9/2023,Gravel,Wrc,31,780.7,676.8,676.8,103.90000000000009,103.90000000000009,15.35165484633571,03
201,Ogier Sébastie,RC1,4,Acropolis,9/2023,Gravel,Wrc,1,332.1,332.1,332.1,0.0,0.0,0.0,04
202,Neuville Thier,RC1,4,Acropolis,9/2023,Gravel,Wrc,2,334.3,332.1,332.1,2.1999999999999886,2.1999999999999886,0.6624510689551305,04
203,Lappi Esapekka,RC1,4,Acropolis,9/2023,Gravel,Wrc,3,335.9,332.1,332.1,3.7999999999999545,3.7999999999999545,1.144233664558854,04
204,Tänak Ott  - J,RC1,4,Acropolis,9/2023,Gravel,Wrc,4,,332.1,332.1,,,,04
205,Evans Elfyn  -,RC1,4,Acropolis,9/2023,Gravel,Wrc,5,337.4,332.1,332.1,5.2999999999999545,5.2999999999999545,1.5959048479373545,04
206,Sordo Dani  - ,RC1,4,Acropolis,9/2023,Gravel,Wrc,6,338.1,332.1,332.1,6.0,6.0,1.8066847335140017,04
207,Rovanperä Kall,RC1,4,Acropolis,9/2023,Gravel,Wrc,7,338.1,332.1,332.1,6.0,6.0,1.8066847335140017,04
208,Katsuta Takamo,RC1,4,Acropolis,9/2023,Gravel,Wrc,8,340.6,332.1,332.1,8.5,8.5,2.559470039144836,04
209,Serderidis Jou,RC1,4,Acropolis,9/2023,Gravel,Wrc,9,375.5,332.1,332.1,43.39999999999998,43.39999999999998,13.06835290575127,04
267,Tänak Ott  - J,RC1,5,Acropolis,9/2023,Gravel,Wrc,1,771.7,771.7,771.7,0.0,0.0,0.0,05
268,Neuville Thier,RC1,5,Acropolis,9/2023,Gravel,Wrc,2,777.6,771.7,771.7,5.899999999999977,5.899999999999977,0.7645458079564568,05
269,Ogier Sébastie,RC1,5,Acropolis,9/2023,Gravel,Wrc,3,782.6,771.7,771.7,10.899999999999977,10.899999999999977,1.4124659841907445,05
270,Lappi Esapekka,RC1,5,Acropolis,9/2023,Gravel,Wrc,4,787.8,771.7,771.7,16.09999999999991,16.09999999999991,2.086302967474395,05
271,Sordo Dani  - ,RC1,5,Acropolis,9/2023,Gravel,Wrc,5,789.3,771.7,771.7,17.59999999999991,17.59999999999991,2.2806790203446816,05
272,Katsuta Takamo,RC1,5,Acropolis,9/2023,Gravel,Wrc,6,789.5,771.7,771.7,17.799999999999955,17.799999999999955,2.3065958273940588,05
273,Rovanperä Kall,RC1,5,Acropolis,9/2023,Gravel,Wrc,7,791.9,771.7,771.7,20.199999999999932,20.199999999999932,2.6175975119865145,05
274,Evans Elfyn  -,RC1,5,Acropolis,9/2023,Gravel,Wrc,8,794.3,771.7,771.7,22.59999999999991,22.59999999999991,2.9285991965789697,05
275,Serderidis Jou,RC1,5,Acropolis,9/2023,Gravel,Wrc,28,884.9,771.7,771.7,113.19999999999993,113.19999999999993,14.668912789944269,05
331,Tänak Ott  - J,RC1,6,Acropolis,9/2023,Gravel,Wrc,1,1081.4,1081.4,1081.4,0.0,0.0,0.0,06
332,Ogier Sébastie,RC1,6,Acropolis,9/2023,Gravel,Wrc,2,1086.3,1081.4,1081.4,4.899999999999864,4.899999999999864,0.45311633068243606,06
333,Evans Elfyn  -,RC1,6,Acropolis,9/2023,Gravel,Wrc,3,1089.6,1081.4,1081.4,8.199999999999818,8.199999999999818,0.7582763084889789,06
334,Neuville Thier,RC1,6,Acropolis,9/2023,Gravel,Wrc,4,1090.9,1081.4,1081.4,9.5,9.5,0.8784908452006657,06
335,Katsuta Takamo,RC1,6,Acropolis,9/2023,Gravel,Wrc,5,1096.1,1081.4,1081.4,14.699999999999818,14.699999999999818,1.3593489920473292,06
336,Rovanperä Kall,RC1,6,Acropolis,9/2023,Gravel,Wrc,6,1096.3,1081.4,1081.4,14.899999999999864,14.899999999999864,1.3778435361568209,06
337,Lappi Esapekka,RC1,6,Acropolis,9/2023,Gravel,Wrc,7,1097.2,1081.4,1081.4,15.799999999999955,15.799999999999955,1.461068984649524,06
338,Sordo Dani  - ,RC1,6,Acropolis,9/2023,Gravel,Wrc,8,1108.3,1081.4,1081.4,26.899999999999864,26.899999999999864,2.487516182726083,06
339,Serderidis Jou,RC1,6,Acropolis,9/2023,Gravel,Wrc,35,1272.0,1081.4,1081.4,190.5999999999999,190.5999999999999,17.62530053634177,06
395,Rovanperä Kall,RC1,7,Acropolis,9/2023,Gravel,Wrc,1,1186.5,1186.5,1186.5,0.0,0.0,0.0,07
396,Ogier Sébastie,RC1,7,Acropolis,9/2023,Gravel,Wrc,2,1187.8,1186.5,1186.5,1.2999999999999545,1.2999999999999545,0.10956595027391104,07
397,Neuville Thier,RC1,7,Acropolis,9/2023,Gravel,Wrc,3,1198.4,1186.5,1186.5,11.900000000000091,11.900000000000091,1.0029498525073823,07
398,Evans Elfyn  -,RC1,7,Acropolis,9/2023,Gravel,Wrc,4,1199.2,1186.5,1186.5,12.700000000000045,12.700000000000045,1.0703750526759415,07
