Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
10,#23,Kafetzakis I.  - Providakis E. Peugeot 106,C5 F2,5:14.78,+27.57 +  4.61,122.6 2.57,6
11,#14,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,5:21.00,+33.79 +  6.22,120.2 3.15,6
12,#31,Kakepakis Giannis  - Dimitriou M. Peugeot 106 Rallye,C6 F2,5:25.54,+38.33 +  4.54,118.5 3.58,6
13,#12,Mihailakis S.  - Ligopsichakis N. Citroën DS3 R3T Max,C3 F2,5:28.38,+41.17 +  2.84,117.5 3.84,6
14,#21,Polias Mihalis  - Roussaki Stella Citroën Saxo,C5 F2,5:31.42,+44.21 +  3.04,116.4 4.12,6
15,#18,Maragakis Andreas  - Argiros E. Peugeot 206,C4 F2,5:32.64,+45.43 +  1.22,116.0 4.24,6
16,#8,Gobakis Lefteris  - Gobakis S. Honda Civic Type-R EP3,C3 F2,5:35.71,+48.50 +  3.07,115.0 4.52,6
17,#26,Poulakis Mihalis  - Poulakis G. Toyota Yaris,C6 F2,5:45.70,+58.49 +  9.99,111.6 5.46,6
18,#27,Stamatakis S.  - Fakourelis F. Peugeot 106 XSi,C6 F2,5:49.36,+1:02.15 +  3.66,110.5 5.80,6
19,#30,Manouskos Nikolaos  - Bogdanos S. Citroën Saxo VTS,C6 F2,5:51.74,+1:04.53 +  2.38,109.7 6.02,6
20,#28,Kapsalakis D.  - Badalakis M. Ford Fiesta Mk5 ST,C3 F2,5:59.63,+1:12.42 +  7.89,107.3 6.76,6
21,#24,Massialas Vagelis  - Massialas A. Citroën Saxo VTS,C6 F2,6:08.35,+1:21.14 +  8.72,104.8 7.57,6
22,#33,Stivaktakis Aris  - Roussakis E. Toyota Yaris,C6 F2,6:27.64,+1:40.43 +  19.29,99.6 9.37,6
1,#1,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,4:45.72,,104.8,7
2,#2,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,4:45.98,+0.26 +  0.26,104.7 0.03,7
3,#4,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,4:55.16,+9.44 +  9.18,101.5 1.13,7
4,#3,Ktistakis Dimitris  - Ktistakis M. Peugeot 306 S16,C3 F2,4:56.51,+10.79 +  1.35,101.0 1.30,7
5,#9,Titakis Titos  - Chalkiadakis A. Citroën DS3 R3T Max,C3 F2,5:01.00,+15.28 +  4.49,99.5 1.84,7
6,#5,Kazanas Dimitris  - Makrakis T. Mitsubishi Lancer Evo IX,C2,5:02.39,+16.67 +  1.39,99.1 2.00,7
7,#20,Nikolidakis I.  - Petoussis M. Peugeot 106 S16,C5 F2,5:05.62,+19.90 +  3.23,98.0 2.39,7
8,#7,Frantzeskakis D.  - Klaridopoulos F. Ford Fiesta Mk5 ST,C3 F2,5:05.97,+20.25 +  0.35,97.9 2.43,7
9,#6,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,5:07.11,+21.39 +  1.14,97.5 2.57,7
10,#23,Kafetzakis I.  - Providakis E. Peugeot 106,C5 F2,5:11.06,+25.34 +  3.95,96.3 3.05,7
11,#31,Kakepakis Giannis  - Dimitriou M. Peugeot 106 Rallye,C6 F2,5:18.85,+33.13 +  7.79,93.9 3.98,7
12,#14,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,5:21.83,+36.11 +  2.98,93.1 4.34,7
13,#12,Mihailakis S.  - Ligopsichakis N. Citroën DS3 R3T Max,C3 F2,5:26.05,+40.33 +  4.22,91.9 4.85,7
