Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Savio Michael ,Rally5,2,dOrcia,6-7/04/2024,Gravel,Italy,76,
Nannetti Filip,Rally5,2,dOrcia,6-7/04/2024,Gravel,Italy,77,
Biondi S.  - S,Rally4,2,dOrcia,6-7/04/2024,Gravel,Italy,78,1709.8
Ciuffi Tommaso,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,1,301.2
Costenaro Giac,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,2,304.1
Battistolli A.,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,3,304.3
Heikkilä Mikko,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,4,304.4
Tempestini Sim,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,5,307.0
Scandola Umber,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,6,307.7
Tali Nicola  -,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,7,307.7
Zaldivar F.  -,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,8,307.9
László Martin ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,9,309.1
Oldrati Enrico,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,10,309.7
Hoelbling Luca,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,11,310.4
Taddei Alessan,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,12,310.9
Grossi A.  - C,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,13,311.2
Tiramani Chris,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,14,314.8
Vagnini Jader ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,15,315.2
Quilichini J. ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,16,315.4
Müller Liam  -,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,17,315.5
Venturini H.  ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,18,315.7
Marrone Fabriz,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,19,316.8
Fontana Matteo,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,20,316.9
Gianesini Marc,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,21,317.0
Molinaro Tamar,Female,3,dOrcia,6-7/04/2024,Gravel,Italy,22,318.1
Travaglia Aron,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,23,318.7
Cobbe Luciano ,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,24,321.5
Roncoroni Marc,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,25,322.1
Dati Emanuele ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,26,323.6
Epis Filippo  ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,27,323.9
Romagna Simone,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,28,324.2
Squarcialupi M,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,29,324.3
Bizzarri Stefa,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,30,324.4
Negri Alessand,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,31,324.4
Callegaro Fabi,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,32,326.2
Zorzi Alessand,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,33,327.2
Marchioro Nico,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,34,329.0
Prosenc Borut ,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,35,330.0
Cuzma Bogdan  ,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,36,330.1
Rigo Riccardo ,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,37,331.2
Barone Jr.  - ,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,38,334.1
Cazzaro Andrea,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,39,337.2
Farina Fabio  ,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,40,339.7
Cazzaro Nicola,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,41,340.1
Tosetto Paolo ,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,42,341.2
Bartolini Davi,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,43,341.5
Leuratti Giorg,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,44,344.7
Sipsz Mauro  -,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,45,345.0
Marrone Stefan,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,46,345.1
Diserò Luca  -,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,47,347.0
Bizzozero Davi,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,48,347.3
Frisiero Giaco,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,49,350.0
Cocco Giovanni,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,50,350.2
Martinelli Sam,R3,3,dOrcia,6-7/04/2024,Gravel,Italy,51,352.3
Pierulivo Leon,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,52,354.5
Caldart Claudi,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,53,354.9
Solitro Fabio ,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,54,355.1
Sotiropoulos N,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,55,356.9
Stella Manuele,Rally5,3,dOrcia,6-7/04/2024,Gravel,Italy,56,358.2
Ciaramitaro S.,Rally2,3,dOrcia,6-7/04/2024,Gravel,Italy,57,358.4
Bitti Giuseppe,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,58,360.4
Nannetti Filip,Rally5,3,dOrcia,6-7/04/2024,Gravel,Italy,59,360.9
Da Ros Matteo ,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,60,361.2
Lani Alessandr,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,61,363.6
Savio Michael ,Rally5,3,dOrcia,6-7/04/2024,Gravel,Italy,62,365.0
Santoni Leonar,ly4/R2,3,dOrcia,6-7/04/2024,Gravel,Italy,63,366.8
Scalzotto Andr,6 Plus,3,dOrcia,6-7/04/2024,Gravel,Italy,64,372.1
Cairoli Mirko ,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,65,374.1
Stoppioni Save,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,66,382.6
Piccardo Andre,ly4/R2,3,dOrcia,6-7/04/2024,Gravel,Italy,67,382.9
Papi David  - ,ly4/R2,3,dOrcia,6-7/04/2024,Gravel,Italy,68,391.7
Biondi S.  - S,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,69,391.9
Bardin Gianni ,Rally5,3,dOrcia,6-7/04/2024,Gravel,Italy,70,395.5
Stocchero Fabi,A5,3,dOrcia,6-7/04/2024,Gravel,Italy,71,406.2
Olevano Alessa,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,72,412.1
Bernardi Valte,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,73,414.8
Todeschini Dav,der 25,3,dOrcia,6-7/04/2024,Gravel,Italy,74,415.3
Bergamin Jacop,A5,3,dOrcia,6-7/04/2024,Gravel,Italy,75,416.1
Mobilia Pompil,Rally4,3,dOrcia,6-7/04/2024,Gravel,Italy,76,430.0
Trentin Angelo,ver 55,3,dOrcia,6-7/04/2024,Gravel,Italy,77,433.2
Maspoli Luca  ,N5,3,dOrcia,6-7/04/2024,Gravel,Italy,78,574.5
Battistolli A.,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,1,270.9
Oldrati Enrico,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,2,270.9
Ciuffi Tommaso,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,3,272.2
László Martin ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,4,272.3
Grossi A.  - C,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,5,272.4
Costenaro Giac,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,6,272.5
Tali Nicola  -,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,7,272.8
Zaldivar F.  -,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,8,273.2
Molinaro Tamar,Female,4,dOrcia,6-7/04/2024,Gravel,Italy,9,273.3
Tempestini Sim,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,10,273.4
Müller Liam  -,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,11,274.6
Heikkilä Mikko,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,12,274.8
Taddei Alessan,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,13,275.0
Fontana Matteo,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,14,275.7
Hoelbling Luca,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,15,276.1
Scandola Umber,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,16,277.4
Tiramani Chris,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,17,277.9
Travaglia Aron,N5,4,dOrcia,6-7/04/2024,Gravel,Italy,18,278.0
