Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Tsolakidis Soc,C1,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,1,1020.0
Panagiotis Rou,C1,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,2,1020.0
Halkias Efthim,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,3,1038.11
Karanikolas E.,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,4,1038.11
Chatzimarkos P,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,5,1038.11
Ismailos Panos,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,6,1038.11
Panteli Petros,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,7,1038.11
Polykarpou Pan,C5 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,8,1072.3
Delaportas Gio,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,9,1074.42
Zygogiannis K.,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,10,1085.57
Flandy  - Gira,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,11,1108.96
Milonas K.  - ,C4 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,12,1144.85
Yfantis V.  - ,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,13,1150.73
Paleokostas Di,C5 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,14,1162.22
Chatzigakis Gi,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,15,1164.6
Davaris Nikos ,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,16,1165.49
Rigas Giorgos ,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,17,1186.03
Antoniou K.  -,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,18,1190.76
Kassimis Ioann,C6 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,19,1206.13
Kotsadam Nikol,C6 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,20,1212.34
Giokaris S.  -,C6 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,21,1218.19
Kalamaras Teo ,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,22,1225.71
Zivas Angelos ,4,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,23,1227.36
Panagiotopoulo,C6 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,24,1236.27
Yiangou Y.  - ,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,25,1253.34
Mourikis Alexa,C3 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,26,1259.16
Pierroutsakos ,4,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,27,1272.89
Vassilopoulos ,2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,28,1274.08
Amoutzas Giorg,C2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,29,1301.91
Rahoutis Fanis,C6 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,30,1337.11
Trikardos Dimi,2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,31,1342.15
Xenokostas Geo,C5 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,32,1365.67
Tolias Athanas,C4 ,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,33,2476.19
Chatzimarkos P,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,1,524.16
Panagiotis Rou,C1,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,2,527.21
Tsolakidis Soc,C1,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,3,537.77
Karanikolas E.,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,4,538.8
Panteli Petros,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,5,538.84
Amoutzas Giorg,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,6,539.2
Halkias Efthim,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,7,548.84
Polykarpou Pan,C5 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,8,550.82
Delaportas Gio,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,9,553.94
Ismailos Panos,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,10,564.25
Paleokostas Di,C5 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,11,588.47
Zygogiannis K.,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,12,590.06
Antoniou K.  -,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,13,597.55
Flandy  - Gira,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,14,598.54
Milonas K.  - ,C4 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,15,605.63
Giokaris S.  -,C6 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,16,606.69
Davaris Nikos ,C2,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,17,609.62
Yfantis V.  - ,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,18,612.55
Rigas Giorgos ,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,19,614.63
Kalamaras Teo ,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,20,617.5
Kotsadam Nikol,C6 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,21,623.48
Kassimis Ioann,C6 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,22,624.45
Zivas Angelos ,4,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,23,632.94
Panagiotopoulo,C6 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,24,647.05
Chatzigakis Gi,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,25,649.44
Mourikis Alexa,C3 ,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,26,665.61
