,Pos.,No,Crew,Gr/Cl,total_time,Diff,Speed,ss,Race,date,surface,competition,cPos,Stages_time,Penalty,Stages_t_s,Stages_t_m,Stages_t_h,Penalty_m,Penalty_s,Diff_1st,Diff_Pre,time,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
0,1.0,#2,Papadimitriou ,C1,10:28.66,0,71.6,1,Olympiako,19-05-2024,Gravel,Greek Championship,1,10:28.66,0,28.66,10.0,0.0,0.0,0.0,0,0,628.66,628.66,628.66,0.0,0.0,0.0,01
1,3.0,#1,Tsolakidis Soc,C1,10:41.45,+12.79 +3.32,70.2 1.02,1,Olympiako,19-05-2024,Gravel,Greek Championship,3,10:41.45,0,41.45,10.0,0.0,0.0,0.0,12.79,+3.32,641.45,628.66,628.66,12.790000000000077,12.790000000000077,2.03448604969301,01
2,7.0,#8,Rendina Max  -,C1,10:52.29,+23.63 +5.40,69.0 1.89,1,Olympiako,19-05-2024,Gravel,Greek Championship,7,10:52.29,0,52.29,10.0,0.0,0.0,0.0,23.63,+5.40,652.29,628.66,628.66,23.629999999999995,23.629999999999995,3.7587885343428877,01
3,8.0,#4,Philippedes Yo,C1,10:54.50 0:05,+25.84 +2.21,69.3 2.07,1,Olympiako,19-05-2024,Gravel,Greek Championship,8,10:54.50,0:05,54.5,10.0,0.0,0.0,5.0,25.84,+2.21,654.5,628.66,628.66,25.840000000000032,25.840000000000032,4.110329908058415,01
4,2.0,#9,Amoutzas G.  -,C2,10:38.13,+9.47 +9.47,70.5 0.76,1,Olympiako,19-05-2024,Gravel,Greek Championship,2,10:38.13,0,38.13,10.0,0.0,0.0,0.0,9.47,+9.47,638.13,638.13,628.66,9.470000000000027,0.0,0.0,01
5,4.0,#5,Karanikolas E.,C2,10:43.02,+14.36 +1.57,70.0 1.15,1,Olympiako,19-05-2024,Gravel,Greek Championship,4,10:43.02,0,43.02,10.0,0.0,0.0,0.0,14.36,+1.57,643.02,638.13,628.66,14.360000000000014,4.889999999999986,0.7663015373043089,01
6,5.0,#6,Panteli Petros,C2,10:45.79,+17.13 +2.77,69.7 1.37,1,Olympiako,19-05-2024,Gravel,Greek Championship,5,10:45.79,0,45.79,10.0,0.0,0.0,0.0,17.13,+2.77,645.79,638.13,628.66,17.129999999999995,7.659999999999968,1.200382367229243,01
7,6.0,#7,Halkias Efthim,C2,10:46.89,+18.23 +1.10,69.6 1.46,1,Olympiako,19-05-2024,Gravel,Greek Championship,6,10:46.89,0,46.89,10.0,0.0,0.0,0.0,18.23,+1.10,646.89,638.13,628.66,18.230000000000018,8.759999999999991,1.3727610361525067,01
8,9.0,#15,Chatzimarkos P,C2,10:55.90,+27.24 +1.40,68.6 2.18,1,Olympiako,19-05-2024,Gravel,Greek Championship,9,10:55.90,0,55.9,10.0,0.0,0.0,0.0,27.24,+1.40,655.9,638.13,628.66,27.24000000000001,17.769999999999982,2.7846990425148452,01
9,10.0,#12,Ismailos Panos,C2,11:01.25,+32.59 +5.35,68.1 2.61,1,Olympiako,19-05-2024,Gravel,Greek Championship,10,11:01.25,0,1.25,11.0,0.0,0.0,0.0,32.59,+5.35,661.25,638.13,628.66,32.59000000000003,23.120000000000005,3.623086205005251,01
10,11.0,#16,Vigopoulos Nik,C2,11:11.69,+43.03 +10.44,67.0 3.44,1,Olympiako,19-05-2024,Gravel,Greek Championship,11,11:11.69,0,11.69,11.0,0.0,0.0,0.0,43.03,+10.44,671.69,638.13,628.66,43.030000000000086,33.56000000000006,5.259116480967837,01
11,12.0,#20,Tzemos K.  - P,C2,11:16.97,+48.31 +5.28,66.5 3.86,1,Olympiako,19-05-2024,Gravel,Greek Championship,12,11:16.97,0,16.97,11.0,0.0,0.0,0.0,48.31,+5.28,676.97,638.13,628.66,48.31000000000006,38.84000000000003,6.086534091799481,01
12,14.0,#11,Flandy  - Gira,C2,11:23.68,+55.02 +4.44,65.8 4.40,1,Olympiako,19-05-2024,Gravel,Greek Championship,14,11:23.68,0,23.68,11.0,0.0,0.0,0.0,55.02,+4.44,683.68,638.13,628.66,55.01999999999998,45.549999999999955,7.1380439722313564,01
13,15.0,#22,Delaportas Gio,C2,11:32.95 0:05,+1:04.29 +9.27,65.4 5.14,1,Olympiako,19-05-2024,Gravel,Greek Championship,15,11:32.95,0:05,32.95,11.0,0.0,0.0,5.0,1:04.29,+9.27,692.95,638.13,628.66,64.29000000000008,54.82000000000005,8.590726027611936,01
14,18.0,#25,Stavropoulos D,C2,11:36.27,+1:07.61 +0.63,64.6 5.41,1,Olympiako,19-05-2024,Gravel,Greek Championship,18,11:36.27,0,36.27,11.0,0.0,0.0,0.0,1:07.61,+0.63,696.27,638.13,628.66,67.61000000000001,58.139999999999986,9.110996191998494,01
15,20.0,#27,Tsetsonis Elia,C2,11:49.36,+1:20.70 +10.70,63.4 6.46,1,Olympiako,19-05-2024,Gravel,Greek Championship,20,11:49.36,0,49.36,11.0,0.0,0.0,0.0,1:20.70,+10.70,709.36,638.13,628.66,80.70000000000005,71.23000000000002,11.162302352185293,01
16,21.0,#28,J.J.  - Stefan,C2,11:52.53,+1:23.87 +3.17,63.2 6.71,1,Olympiako,19-05-2024,Gravel,Greek Championship,21,11:52.53,0,52.53,11.0,0.0,0.0,0.0,1:23.87,+3.17,712.53,638.13,628.66,83.87,74.39999999999998,11.659066334445956,01
17,24.0,#36,Tsoulos Argiri,C2,12:04.16,+1:35.50 +3.46,62.1 7.64,1,Olympiako,19-05-2024,Gravel,Greek Championship,24,12:04.16,0,4.16,12.0,0.0,0.0,0.0,1:35.50,+3.46,724.16,638.13,628.66,95.5,86.02999999999997,13.481578988607332,01
18,25.0,#23,Davaris Nikos ,C2,12:05.61,+1:36.95 +1.45,62.0 7.76,1,Olympiako,19-05-2024,Gravel,Greek Championship,25,12:05.61,0,5.61,12.0,0.0,0.0,0.0,1:36.95,+1.45,725.61,638.13,628.66,96.95000000000005,87.48000000000002,13.708805415824365,01
19,27.0,#30,Lymperis A.  -,C2,12:08.28,+1:39.62 +1.41,61.8 7.97,1,Olympiako,19-05-2024,Gravel,Greek Championship,27,12:08.28,0,8.28,12.0,0.0,0.0,0.0,1:39.62,+1.41,728.28,638.13,628.66,99.62,90.14999999999998,14.127215457665363,01
20,13.0,#10,Polykarpou Pan,C5,11:19.24,+50.58 +2.27,66.3 4.05,1,Olympiako,19-05-2024,Gravel,Greek Championship,13,11:19.24,0,19.24,11.0,0.0,0.0,0.0,50.58,+2.27,679.24,679.24,628.66,50.58000000000004,0.0,0.0,01
21,19.0,#17,Angelopoulos A,C5,11:38.66,+1:10.00 +2.39,64.4 5.60,1,Olympiako,19-05-2024,Gravel,Greek Championship,19,11:38.66,0,38.66,11.0,0.0,0.0,0.0,1:10.00,+2.39,698.66,679.24,628.66,70.0,19.41999999999996,2.8590777928272715,01
22,22.0,#18,Panteli Chryso,C5,11:53.57,+1:24.91 +1.04,63.1 6.79,1,Olympiako,19-05-2024,Gravel,Greek Championship,22,11:53.57,0,53.57,11.0,0.0,0.0,0.0,1:24.91,+1.04,713.57,679.24,628.66,84.91000000000008,34.33000000000004,5.054178199163777,01
23,23.0,#21,Paleokostas Di,C5,12:00.70,+1:32.04 +7.13,62.4 7.36,1,Olympiako,19-05-2024,Gravel,Greek Championship,23,12:00.70,0,0.7,12.0,0.0,0.0,0.0,1:32.04,+7.13,720.7,679.24,628.66,92.04000000000008,41.460000000000036,6.103880807961845,01
24,30.0,#26,Giannakopoulos,C5,12:15.80,+1:47.14 +1.28,61.2 8.57,1,Olympiako,19-05-2024,Gravel,Greek Championship,30,12:15.80,0,15.8,12.0,0.0,0.0,0.0,1:47.14,+1.28,735.8,679.24,628.66,107.13999999999999,56.559999999999945,8.326953654083969,01
25,33.0,#39,Kalamaras Teo ,C5,12:19.76,+1:51.10 +1.87,60.8 8.89,1,Olympiako,19-05-2024,Gravel,Greek Championship,33,12:19.76,0,19.76,12.0,0.0,0.0,0.0,1:51.10,+1.87,739.76,679.24,628.66,111.10000000000002,60.51999999999998,8.909958188563687,01
27,17.0,#24,Dimopoulos Ant,C4,11:35.64 0:05,+1:06.98 +0.28,65.2 5.36,1,Olympiako,19-05-2024,Gravel,Greek Championship,17,11:35.64,0:05,35.64,11.0,0.0,0.0,5.0,1:06.98,+0.28,695.64,695.64,628.66,66.98000000000002,0.0,0.0,01
28,26.0,#37,Manetas Giorgo,C4,12:06.87,+1:38.21 +1.26,61.9 7.86,1,Olympiako,19-05-2024,Gravel,Greek Championship,26,12:06.87,0,6.87,12.0,0.0,0.0,0.0,1:38.21,+1.26,726.87,695.64,628.66,98.21000000000004,31.230000000000018,4.489391064343629,01
29,28.0,#31,Anastassopoulo,C4,12:14.15 0:05,+1:45.49 +5.87,61.7 8.44,1,Olympiako,19-05-2024,Gravel,Greek Championship,28,12:14.15,0:05,14.15,12.0,0.0,0.0,5.0,1:45.49,+5.87,734.15,695.64,628.66,105.49000000000001,38.50999999999999,5.535909378414121,01
30,47.0,#50,Dimakopoulos K,C4,14:12.40,+3:43.74 +29.53,52.8 17.9,1,Olympiako,19-05-2024,Gravel,Greek Championship,47,14:12.40,0,12.4,14.0,0.0,0.0,0.0,3:43.74,+29.53,852.4,695.64,628.66,223.74,156.76,22.534644356276235,01
31,49.0,#14,Mavraganis A. ,C4,16:40.52 5:00,+6:11.86 +48.58,64.2 29.8,1,Olympiako,19-05-2024,Gravel,Greek Championship,49,16:40.52,5:00,40.52,16.0,0.0,5.0,0.0,6:11.86,+48.58,1000.52,695.64,628.66,371.86,304.88,43.8272669771721,01
32,50.0,#29,Lathouris Pana,C4,17:39.60 5:00,+7:10.94 +59.08,59.2 34.5,1,Olympiako,19-05-2024,Gravel,Greek Championship,50,17:39.60,5:00,39.6,17.0,0.0,5.0,0.0,7:10.94,+59.08,1059.6,695.64,628.66,430.93999999999994,363.9599999999999,52.32016560289804,01
33,29.0,#33,Papadopoulos A,C3,12:14.52,+1:45.86 +0.37,61.3 8.47,1,Olympiako,19-05-2024,Gravel,Greek Championship,29,12:14.52,0,14.52,12.0,0.0,0.0,0.0,1:45.86,+0.37,734.52,734.52,628.66,105.86000000000001,0.0,0.0,01
34,32.0,#40,Rigas Giorgos ,C3,12:17.89,+1:49.23 +1.83,61.0 8.74,1,Olympiako,19-05-2024,Gravel,Greek Championship,32,12:17.89,0,17.89,12.0,0.0,0.0,0.0,1:49.23,+1.83,737.89,734.52,628.66,109.23000000000002,3.3700000000000045,0.4588030278276976,01
35,34.0,#42,Chatzigakis Gi,C3,12:21.54,+1:52.88 +1.78,60.7 9.03,1,Olympiako,19-05-2024,Gravel,Greek Championship,34,12:21.54,0,21.54,12.0,0.0,0.0,0.0,1:52.88,+1.78,741.54,734.52,628.66,112.88,7.019999999999982,0.9557261885312832,01
36,38.0,#35,Tsagarakis A. ,C3,12:39.99,+2:11.33 +6.39,59.2 10.5,1,Olympiako,19-05-2024,Gravel,Greek Championship,38,12:39.99,0,39.99,12.0,0.0,0.0,0.0,2:11.33,+6.39,759.99,734.52,628.66,131.33000000000004,25.470000000000027,3.467570658389156,01
37,40.0,#49,Panoutsos P.  ,C3,12:57.68,+2:29.02 +0.33,57.9 11.9,1,Olympiako,19-05-2024,Gravel,Greek Championship,40,12:57.68,0,57.68,12.0,0.0,0.0,0.0,2:29.02,+0.33,777.68,734.52,628.66,149.01999999999998,43.15999999999997,5.875946196155308,01
38,41.0,#41,Bris Panagioti,C3,12:58.35,+2:29.69 +0.67,57.8 12.0,1,Olympiako,19-05-2024,Gravel,Greek Championship,41,12:58.35,0,58.35,12.0,0.0,0.0,0.0,2:29.69,+0.67,778.35,734.52,628.66,149.69000000000005,43.83000000000004,5.967162228394058,01
39,45.0,#47,Mourikis A.  -,C3,13:31.95,+3:03.29 +24.07,55.4 14.7,1,Olympiako,19-05-2024,Gravel,Greek Championship,45,13:31.95,0,31.95,13.0,0.0,0.0,0.0,3:03.29,+24.07,811.95,734.52,628.66,183.29000000000008,77.43000000000006,10.54157817350107,01
40,31.0,#34,Michalopoulos ,C6,12:16.06,+1:47.40 +0.26,61.1 8.59,1,Olympiako,19-05-2024,Gravel,Greek Championship,31,12:16.06,0,16.06,12.0,0.0,0.0,0.0,1:47.40,+0.26,736.06,736.06,628.66,107.39999999999998,0.0,0.0,01
41,35.0,#48,Kassimis Ioann,C6,12:28.08,+1:59.42 +6.54,60.2 9.55,1,Olympiako,19-05-2024,Gravel,Greek Championship,35,12:28.08,0,28.08,12.0,0.0,0.0,0.0,1:59.42,+6.54,748.08,736.06,628.66,119.42000000000007,12.020000000000095,1.6330190473602826,01
42,36.0,#44,Giokaris S.  -,C6,12:33.06 0:20,+2:04.40 +4.98,61.4 9.95,1,Olympiako,19-05-2024,Gravel,Greek Championship,36,12:33.06,0:20,33.06,12.0,0.0,0.0,20.0,2:04.40,+4.98,753.06,736.06,628.66,124.39999999999998,17.0,2.3095943265494663,01
43,37.0,#43,Athanassopoulo,C6,12:33.60,+2:04.94 +0.54,59.7 10.0,1,Olympiako,19-05-2024,Gravel,Greek Championship,37,12:33.60,0,33.6,12.0,0.0,0.0,0.0,2:04.94,+0.54,753.6,736.06,628.66,124.94000000000005,17.540000000000077,2.3829579110398713,01
44,39.0,#46,Pateas A.  - P,C6,12:57.35,+2:28.69 +17.36,57.9 11.9,1,Olympiako,19-05-2024,Gravel,Greek Championship,39,12:57.35,0,57.35,12.0,0.0,0.0,0.0,2:28.69,+17.36,777.35,736.06,628.66,148.69000000000005,41.29000000000008,5.609597043719273,01
45,43.0,#45,Katevas D.  - ,C6,13:04.21,+2:35.55 +5.47,57.4 12.4,1,Olympiako,19-05-2024,Gravel,Greek Championship,43,13:04.21,0,4.21,13.0,0.0,0.0,0.0,2:35.55,+5.47,784.21,736.06,628.66,155.55000000000007,48.15000000000009,6.5415862837268826,01
46,44.0,#51,Sotiropoulos N,C6,13:07.88,+2:39.22 +3.67,57.1 12.7,1,Olympiako,19-05-2024,Gravel,Greek Championship,44,13:07.88,0,7.88,13.0,0.0,0.0,0.0,2:39.22,+3.67,787.88,736.06,628.66,159.22000000000003,51.82000000000005,7.040186941281969,01
47,46.0,#38,Mantas Panagio,C6,13:42.87,+3:14.21 +10.92,54.7 15.5,1,Olympiako,19-05-2024,Gravel,Greek Championship,46,13:42.87,0,42.87,13.0,0.0,0.0,0.0,3:14.21,+10.92,822.87,736.06,628.66,194.21000000000004,86.81000000000006,11.793875499279958,01
50,1.,#2,Papadimitriou ,C1,22:16.48,0,68.7,2,Olympiako,19-05-2024,Gravel,Greek Championship,1,22:16.48,0,16.48,22.0,0.0,0.0,0.0,0,0,1336.48,1336.48,707.82,628.66,0.0,0.0,02
51,2. +1,#1,Tsolakidis Soc,C1,22:36.04,+19.56 +19.56,67.7 0.77,2,Olympiako,19-05-2024,Gravel,Greek Championship,2,22:36.04,0,36.04,22.0,0.0,0.0,0.0,19.56,+19.56,1356.04,1336.48,707.82,648.2199999999999,19.559999999999945,1.4635460313659723,02
52,6. +1,#8,Philippedes Yo,C1,22:54.60,+38.12 +1.38,66.8 1.49,2,Olympiako,19-05-2024,Gravel,Greek Championship,6,22:54.60,0,54.6,22.0,0.0,0.0,0.0,38.12,+1.38,1374.6,1336.48,707.82,666.7799999999999,38.11999999999989,2.8522686459954425,02
53,8.,#4,Rendina Max  -,C1,23:08.23 0:05,+51.75 +10.10,66.4 2.03,2,Olympiako,19-05-2024,Gravel,Greek Championship,8,23:08.23,0:05,8.23,23.0,0.0,0.0,5.0,51.75,+10.10,1388.23,1336.48,707.82,680.41,51.75,3.8721118161139714,02
54,3. −1,#9,Chatzimarkos P,C2,22:46.49,+30.01 +10.45,67.2 1.18,2,Olympiako,19-05-2024,Gravel,Greek Championship,3,22:46.49,0,46.49,22.0,0.0,0.0,0.0,30.01,+10.45,1366.49,1366.49,707.82,658.67,0.0,0.0,02
55,4. +1,#6,Panteli Petros,C2,22:50.98,+34.50 +4.49,67.0 1.35,2,Olympiako,19-05-2024,Gravel,Greek Championship,4,22:50.98,0,50.98,22.0,0.0,0.0,0.0,34.50,+4.49,1370.98,1366.49,707.82,663.16,4.490000000000009,0.32857906021998035,02
56,5. +1,#7,Halkias Efthim,C2,22:53.22,+36.74 +2.24,66.9 1.44,2,Olympiako,19-05-2024,Gravel,Greek Championship,5,22:53.22,0,53.22,22.0,0.0,0.0,0.0,36.74,+2.24,1373.22,1366.49,707.82,665.4,6.730000000000018,0.4925026893720421,02
57,7. −3,#5,Amoutzas G.  -,C2,22:58.13,+41.65 +3.53,66.6 1.63,2,Olympiako,19-05-2024,Gravel,Greek Championship,7,22:58.13,0,58.13,22.0,0.0,0.0,0.0,41.65,+3.53,1378.13,1366.49,707.82,670.3100000000001,11.6400000000001,0.8518174300580392,02
58,9. +1,#12,Karanikolas E.,C2,23:23.46,+1:06.98 +15.23,65.4 2.63,2,Olympiako,19-05-2024,Gravel,Greek Championship,9,23:23.46,0,23.46,23.0,0.0,0.0,0.0,1:06.98,+15.23,1403.46,1366.49,707.82,695.64,36.97000000000003,2.705471682924868,02
59,10. +2,#20,Vigopoulos Nik,C2,23:57.87,+1:41.39 +34.41,63.8 3.98,2,Olympiako,19-05-2024,Gravel,Greek Championship,10,23:57.87,0,57.87,23.0,0.0,0.0,0.0,1:41.39,+34.41,1437.87,1366.49,707.82,730.0499999999998,71.37999999999988,5.223602075390224,02
60,11. +2,#10,Tsoulos Argiri,C2,24:07.46,+1:50.98 +9.59,63.4 4.35,2,Olympiako,19-05-2024,Gravel,Greek Championship,11,24:07.46,0,7.46,24.0,0.0,0.0,0.0,1:50.98,+9.59,1447.46,1366.49,707.82,739.64,80.97000000000003,5.925400112697497,02
61,13. +3,#19,Tsetsonis Elia,C2,24:23.15,+2:06.67 +4.25,62.7 4.97,2,Olympiako,19-05-2024,Gravel,Greek Championship,13,24:23.15,0,23.15,24.0,0.0,0.0,0.0,2:06.67,+4.25,1463.15,1366.49,707.82,755.33,96.66000000000008,7.073597318677787,02
62,14. +5,#17,Stavropoulos D,C2,24:25.90,+2:09.42 +2.75,62.6 5.08,2,Olympiako,19-05-2024,Gravel,Greek Championship,14,24:25.90,0,25.9,24.0,0.0,0.0,0.0,2:09.42,+2.75,1465.9,1366.49,707.82,758.08,99.41000000000008,7.274842845538576,02
63,15. −1,#11,Flandy  - Gira,C2,24:27.00,+2:10.52 +1.10,62.6 5.12,2,Olympiako,19-05-2024,Gravel,Greek Championship,15,24:27.00,0,27.0,24.0,0.0,0.0,0.0,2:10.52,+1.10,1467.0,1366.49,707.82,759.18,100.50999999999999,7.355341056282885,02
64,16. +6,#18,Delaportas Gio,C2,24:29.57,+2:13.09 +2.57,62.5 5.22,2,Olympiako,19-05-2024,Gravel,Greek Championship,16,24:29.57,0,29.57,24.0,0.0,0.0,0.0,2:13.09,+2.57,1469.57,1366.49,707.82,761.7499999999999,103.07999999999993,7.543414148658235,02
65,19. +1,#27,Tzemos K.  - P,C2,24:55.79,+2:39.31 +3.43,61.4 6.25,2,Olympiako,19-05-2024,Gravel,Greek Championship,19,24:55.79,0,55.79,24.0,0.0,0.0,0.0,2:39.31,+3.43,1495.79,1366.49,707.82,787.9699999999999,129.29999999999995,9.462198772036382,02
66,20. −5,#22,J.J.  - Stefan,C2,24:56.06 0:05,+2:39.58 +0.27,61.6 6.26,2,Olympiako,19-05-2024,Gravel,Greek Championship,20,24:56.06,0:05,56.06,24.0,0.0,0.0,5.0,2:39.58,+0.27,1496.06,1366.49,707.82,788.2399999999999,129.56999999999994,9.48195742376453,02
67,23. +1,#36,Lymperis A.  -,C2,25:35.92,+3:19.44 +6.93,59.8 7.82,2,Olympiako,19-05-2024,Gravel,Greek Championship,23,25:35.92,0,35.92,25.0,0.0,0.0,0.0,3:19.44,+6.93,1535.92,1366.49,707.82,828.1,169.43000000000006,12.398919860372198,02
68,33. +2,#48,Davaris Nikos ,C2,26:45.14,+4:28.66 +10.88,57.2 10.5,2,Olympiako,19-05-2024,Gravel,Greek Championship,33,26:45.14,0,45.14,26.0,0.0,0.0,0.0,4:28.66,+10.88,1605.14,1366.49,707.82,897.32,238.6500000000001,17.46445272193723,02
69,47. +3,#29,Ismailos Panos,C2,31:49.98 5:00,+9:33.50 +1:59.38,57.0 22.5,2,Olympiako,19-05-2024,Gravel,Greek Championship,47,31:49.98,5:00,49.98,31.0,0.0,5.0,0.0,9:33.50,+1:59.38,1909.98,1366.49,707.82,1202.1599999999999,543.49,39.77270232493469,02
70,12. −1,#16,Polykarpou Pan,C5,24:18.90,+2:02.42 +11.44,62.9 4.80,2,Olympiako,19-05-2024,Gravel,Greek Championship,12,24:18.90,0,18.9,24.0,0.0,0.0,0.0,2:02.42,+11.44,1458.9,1458.9,707.82,751.08,0.0,0.0,02
71,18.,#25,Panteli Chryso,C5,24:52.36,+2:35.88 +12.09,61.5 6.11,2,Olympiako,19-05-2024,Gravel,Greek Championship,18,24:52.36,0,52.36,24.0,0.0,0.0,0.0,2:35.88,+12.09,1492.36,1458.9,707.82,784.5399999999998,33.45999999999981,2.2935088080060186,02
72,21.,#28,Angelopoulos A,C5,25:18.44,+3:01.96 +22.38,60.5 7.14,2,Olympiako,19-05-2024,Gravel,Greek Championship,21,25:18.44,0,18.44,25.0,0.0,0.0,0.0,3:01.96,+22.38,1518.44,1458.9,707.82,810.62,59.539999999999964,4.081157036123104,02
73,24. +3,#30,Paleokostas Di,C5,25:45.08,+3:28.60 +9.16,59.4 8.18,2,Olympiako,19-05-2024,Gravel,Greek Championship,24,25:45.08,0,45.08,25.0,0.0,0.0,0.0,3:28.60,+9.16,1545.08,1458.9,707.82,837.2599999999999,86.17999999999984,5.90719034889299,02
74,30.,#26,Giannakopoulos,C5,26:13.51,+3:57.03 +2.12,58.3 9.30,2,Olympiako,19-05-2024,Gravel,Greek Championship,30,26:13.51,0,13.51,26.0,0.0,0.0,0.0,3:57.03,+2.12,1573.51,1458.9,707.82,865.6899999999999,114.6099999999999,7.85591884296387,02
75,31.,#34,Kalamaras Teo ,C5,26:15.03,+3:58.55 +1.52,58.3 9.35,2,Olympiako,19-05-2024,Gravel,Greek Championship,31,26:15.03,0,15.03,26.0,0.0,0.0,0.0,3:58.55,+1.52,1575.03,1458.9,707.82,867.2099999999999,116.12999999999988,7.960106929878667,02
76,17.,#24,Dimopoulos Ant,C4,24:40.27 0:05,+2:23.79 +10.70,62.2 5.64,2,Olympiako,19-05-2024,Gravel,Greek Championship,17,24:40.27,0:05,40.27,24.0,0.0,0.0,5.0,2:23.79,+10.70,1480.27,1480.27,707.82,772.4499999999999,0.0,0.0,02
77,25. +1,#37,Manetas Giorgo,C4,25:58.58,+3:42.10 +13.50,58.9 8.71,2,Olympiako,19-05-2024,Gravel,Greek Championship,25,25:58.58,0,58.58,25.0,0.0,0.0,0.0,3:42.10,+13.50,1558.58,1480.27,707.82,850.7599999999999,78.30999999999995,5.290251102839343,02
78,28.,#31,Anastassopoulo,C4,26:11.26 0:05,+3:54.78 +2.68,58.6 9.21,2,Olympiako,19-05-2024,Gravel,Greek Championship,28,26:11.26,0:05,11.26,26.0,0.0,0.0,5.0,3:54.78,+2.68,1571.26,1480.27,707.82,863.4399999999999,90.99000000000001,6.146851587885995,02
79,42. +3,#47,Mavraganis A. ,C4,29:05.96,+6:49.48 +23.86,52.6 16.1,2,Olympiako,19-05-2024,Gravel,Greek Championship,42,29:05.96,0,5.96,29.0,0.0,0.0,0.0,6:49.48,+23.86,1745.96,1480.27,707.82,1038.1399999999999,265.69000000000005,17.948752592432466,02
80,45. −4,#41,Dimakopoulos K,C4,29:45.53 0:10,+7:29.05 +10.07,51.7 17.6,2,Olympiako,19-05-2024,Gravel,Greek Championship,45,29:45.53,0:10,45.53,29.0,0.0,0.0,10.0,7:29.05,+10.07,1785.53,1480.27,707.82,1077.71,305.26,20.62191356982172,02
81,48. −1,#50,Lathouris Pana,C4,34:31.69,+12:15.21 +2:41.71,44.3 28.8,2,Olympiako,19-05-2024,Gravel,Greek Championship,48,34:31.69,0,31.69,34.0,0.0,0.0,0.0,12:15.21,+2:41.71,2071.69,1480.27,707.82,1363.87,591.4200000000001,39.95352199260947,02
83,26. −3,#21,Papadopoulos A,C3,26:05.41,+3:48.93 +6.83,58.6 8.98,2,Olympiako,19-05-2024,Gravel,Greek Championship,26,26:05.41,0,5.41,26.0,0.0,0.0,0.0,3:48.93,+6.83,1565.41,1565.41,707.82,857.59,0.0,0.0,02
84,29. +4,#39,Rigas Giorgos ,C3,26:11.39,+3:54.91 +0.13,58.4 9.21,2,Olympiako,19-05-2024,Gravel,Greek Championship,29,26:11.39,0,11.39,26.0,0.0,0.0,0.0,3:54.91,+0.13,1571.39,1565.41,707.82,863.57,5.980000000000018,0.382008547281544,02
85,32. +2,#42,Chatzigakis Gi,C3,26:34.26,+4:17.78 +19.23,57.6 10.1,2,Olympiako,19-05-2024,Gravel,Greek Championship,32,26:34.26,0,34.26,26.0,0.0,0.0,0.0,4:17.78,+19.23,1594.26,1565.41,707.82,886.4399999999999,28.84999999999991,1.8429676570355311,02
86,34. +3,#43,Panoutsos P.  ,C3,26:55.01,+4:38.53 +9.87,56.8 10.9,2,Olympiako,19-05-2024,Gravel,Greek Championship,34,26:55.01,0,55.01,26.0,0.0,0.0,0.0,4:38.53,+9.87,1615.01,1565.41,707.82,907.1899999999999,49.59999999999991,3.1684989874857004,02
87,36. −4,#40,Tsagarakis A. ,C3,27:18.56,+5:02.08 +6.51,56.0 11.9,2,Olympiako,19-05-2024,Gravel,Greek Championship,36,27:18.56,0,18.56,27.0,0.0,0.0,0.0,5:02.08,+6.51,1638.56,1565.41,707.82,930.7399999999999,73.14999999999986,4.672897196261673,02
88,38. +10,#3,Bris Panagioti,C3,27:58.34 5:00,+5:41.86 +10.97,66.6 13.4,2,Olympiako,19-05-2024,Gravel,Greek Championship,38,27:58.34,5:00,58.34,27.0,0.0,5.0,0.0,5:41.86,+10.97,1678.34,1565.41,707.82,970.5199999999999,112.92999999999984,7.214084489047587,02
89,41. −32,#15,Mourikis A.  -,C3,28:42.10,+6:25.62 +4.72,53.3 15.1,2,Olympiako,19-05-2024,Gravel,Greek Championship,41,28:42.10,0,42.1,28.0,0.0,0.0,0.0,6:25.62,+4.72,1722.1,1565.41,707.82,1014.2799999999999,156.68999999999983,10.009518273168041,02
90,27. +2,#33,Giokaris S.  -,C6,26:08.58,+3:52.10 +3.17,58.5 9.10,2,Olympiako,19-05-2024,Gravel,Greek Championship,27,26:08.58,0,8.58,26.0,0.0,0.0,0.0,3:52.10,+3.17,1568.58,1568.58,707.82,860.7599999999999,0.0,0.0,02
91,35. +3,#35,Athanassopoulo,C6,27:12.05,+4:55.57 +17.04,56.2 11.6,2,Olympiako,19-05-2024,Gravel,Greek Championship,35,27:12.05,0,12.05,27.0,0.0,0.0,0.0,4:55.57,+17.04,1632.05,1568.58,707.82,924.2299999999999,63.47000000000003,4.046334901630776,02
92,37. +3,#49,Pateas A.  - P,C6,27:47.37,+5:30.89 +28.81,55.1 13.0,2,Olympiako,19-05-2024,Gravel,Greek Championship,37,27:47.37,0,47.37,27.0,0.0,0.0,0.0,5:30.89,+28.81,1667.37,1568.58,707.82,959.5499999999998,98.78999999999996,6.298053016103736,02
