,Pos.,No,Crew,Gr/Cl,total_time,Diff,Speed,ss,Race,date,surface,competition,cPos,Stages_time,Penalty,Stages_t_s,Stages_t_m,Stages_t_h,Penalty_m,Penalty_s,Diff_1st,Diff_Pre,time,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
189,14.,#11,Delaportas Gio,C2,1:01:54.93,+5:10.08 +15.32,63.2 4.75,5,Olympiako,19-05-2024,Gravel,Greek Championship,14,1:01:54.93,0,54.93,1.0,1.0,0.0,0.0,5:10.08,+15.32,3714.93,3406.17,712.45,3002.4799999999996,308.75999999999976,9.064726657800398,05
190,17.,#23,Davaris Nikos ,C2,1:04:10.41,+7:25.56 +1:25.72,61.0 6.83,5,Olympiako,19-05-2024,Gravel,Greek Championship,17,1:04:10.41,0,10.41,4.0,1.0,0.0,0.0,7:25.56,+1:25.72,3850.41,3406.17,712.45,3137.96,444.2399999999998,13.042214569443091,05
191,18.,#36,Lymperis A.  -,C2,1:04:33.33,+7:48.48 +22.92,60.6 7.18,5,Olympiako,19-05-2024,Gravel,Greek Championship,18,1:04:33.33,0,33.33,4.0,1.0,0.0,0.0,7:48.48,+22.92,3873.33,3406.17,712.45,3160.88,467.15999999999985,13.715111107196643,05
192,35. +3,#44,J.J.  - Stefan,C2,1:15:48.55 0:20,+19:03.70 +2:10.95,51.9 17.5,5,Olympiako,19-05-2024,Gravel,Greek Championship,35,1:15:48.55,0:20,48.55,15.0,1.0,0.0,20.0,19:03.70,+2:10.95,4548.55,3406.17,712.45,3836.1000000000004,1142.38,33.538549162255556,05
193,10. −1,#19,Polykarpou Pan,C5,1:00:27.21,+3:42.36 +6.28,64.8 3.41,5,Olympiako,19-05-2024,Gravel,Greek Championship,10,1:00:27.21,0,27.21,0.0,1.0,0.0,0.0,3:42.36,+6.28,3627.21,3627.21,712.45,2914.76,0.0,0.0,05
194,11. +1,#25,Panteli Chryso,C5,1:01:15.47,+4:30.62 +48.26,63.9 4.15,5,Olympiako,19-05-2024,Gravel,Greek Championship,11,1:01:15.47,0,15.47,1.0,1.0,0.0,0.0,4:30.62,+48.26,3675.47,3627.21,712.45,2963.0199999999995,48.25999999999976,1.3304991991089503,05
195,12. +1,#27,Angelopoulos A,C5,1:01:17.87,+4:33.02 +2.40,63.9 4.18,5,Olympiako,19-05-2024,Gravel,Greek Championship,12,1:01:17.87,0,17.87,1.0,1.0,0.0,0.0,4:33.02,+2.40,3677.87,3627.21,712.45,2965.42,50.659999999999854,1.3966657568764933,05
196,16. −1,#28,Paleokostas Di,C5,1:02:44.69,+5:59.84 +46.89,62.4 5.52,5,Olympiako,19-05-2024,Gravel,Greek Championship,16,1:02:44.69,0,44.69,2.0,1.0,0.0,0.0,5:59.84,+46.89,3764.69,3627.21,712.45,3052.24,137.48000000000002,3.7902409841172697,05
197,20.,#39,Giannakopoulos,C5,1:05:28.06,+8:43.21 +49.25,59.8 8.02,5,Olympiako,19-05-2024,Gravel,Greek Championship,20,1:05:28.06,0,28.06,5.0,1.0,0.0,0.0,8:43.21,+49.25,3928.06,3627.21,712.45,3215.6099999999997,300.8499999999999,8.294253710151878,05
198,15. +1,#3,Dimopoulos Ant,C4,1:01:57.80 5:00,+5:12.95 +2.87,68.7 4.80,5,Olympiako,19-05-2024,Gravel,Greek Championship,15,1:01:57.80,5:00,57.8,1.0,1.0,5.0,0.0,5:12.95,+2.87,3717.8,3717.8,712.45,3005.3500000000004,0.0,0.0,05
199,19.,#21,Anastassopoulo,C4,1:04:38.81,+7:53.96 +5.48,60.6 7.26,5,Olympiako,19-05-2024,Gravel,Greek Championship,19,1:04:38.81,0,38.81,4.0,1.0,0.0,0.0,7:53.96,+5.48,3878.81,3717.8,712.45,3166.3599999999997,161.00999999999976,4.330787024584425,05
200,21. +2,#31,Manetas Giorgo,C4,1:05:33.30 0:05,+8:48.45 +5.24,59.8 8.10,5,Olympiako,19-05-2024,Gravel,Greek Championship,21,1:05:33.30,0:05,33.3,5.0,1.0,0.0,5.0,8:48.45,+5.24,3933.3,3717.8,712.45,3220.8500000000004,215.5,5.796438754101888,05
201,31. +5,#41,Mavraganis A. ,C4,1:12:25.55 0:10,+15:40.70 +18.74,54.2 14.4,5,Olympiako,19-05-2024,Gravel,Greek Championship,31,1:12:25.55,0:10,25.55,12.0,1.0,0.0,10.0,15:40.70,+18.74,4345.55,3717.8,712.45,3633.1000000000004,627.75,16.884985744257357,05
202,34. +3,#47,Dimakopoulos K,C4,1:13:37.60,+16:52.75 +21.02,53.2 15.5,5,Olympiako,19-05-2024,Gravel,Greek Championship,34,1:13:37.60,0,37.6,13.0,1.0,0.0,0.0,16:52.75,+21.02,4417.6,3717.8,712.45,3705.1500000000005,699.8000000000002,18.822959814944326,05
203,36. +3,#50,Lathouris Pana,C4,1:26:10.88 0:40,+29:26.03 +10:22.33,45.8 27.1,5,Olympiako,19-05-2024,Gravel,Greek Championship,36,1:26:10.88,0:40,10.88,26.0,1.0,0.0,40.0,29:26.03,+10:22.33,5170.88,3717.8,712.45,4458.43,1453.08,39.084404755500564,05
204,22. +2,#37,Giokaris S.  -,C6,1:05:36.80,+8:51.95 +3.50,59.7 8.15,5,Olympiako,19-05-2024,Gravel,Greek Championship,22,1:05:36.80,0,36.8,5.0,1.0,0.0,0.0,8:51.95,+3.50,3936.8,3936.8,712.45,3224.3500000000004,0.0,0.0,05
205,24. +3,#48,Michalopoulos ,C6,1:07:07.07,+10:22.22 +1:08.08,58.3 9.54,5,Olympiako,19-05-2024,Gravel,Greek Championship,24,1:07:07.07,0,7.07,7.0,1.0,0.0,0.0,10:22.22,+1:08.08,4027.07,3936.8,712.45,3314.62,90.26999999999998,2.292979069294858,05
206,27. +5,#32,Pateas A.  - P,C6,1:10:50.79,+14:05.94 +3:03.14,55.3 13.0,5,Olympiako,19-05-2024,Gravel,Greek Championship,27,1:10:50.79,0,50.79,10.0,1.0,0.0,0.0,14:05.94,+3:03.14,4250.79,3936.8,712.45,3538.34,313.9899999999998,7.975767120503957,05
207,29. +4,#46,Sotiropoulos N,C6,1:11:36.60,+14:51.75 +45.60,54.7 13.7,5,Olympiako,19-05-2024,Gravel,Greek Championship,29,1:11:36.60,0,36.6,11.0,1.0,0.0,0.0,14:51.75,+45.60,4296.6,3936.8,712.45,3584.1500000000005,359.8000000000002,9.139402560455197,05
208,30. +4,#38,Katevas D.  - ,C6,1:12:06.81,+15:21.96 +30.21,54.3 14.1,5,Olympiako,19-05-2024,Gravel,Greek Championship,30,1:12:06.81,0,6.81,12.0,1.0,0.0,0.0,15:21.96,+30.21,4326.8099999999995,3936.8,712.45,3614.3599999999997,390.0099999999993,9.906777077829691,05
209,23. −2,#34,Tsagarakis A. ,C3,1:05:58.99,+9:14.14 +22.19,59.3 8.49,5,Olympiako,19-05-2024,Gravel,Greek Championship,23,1:05:58.99,0,58.99,5.0,1.0,0.0,0.0,9:14.14,+22.19,3958.99,3958.99,712.45,3246.54,0.0,0.0,05
210,25. +1,#43,Chatzigakis Gi,C3,1:07:44.09,+10:59.24 +37.02,57.8 10.1,5,Olympiako,19-05-2024,Gravel,Greek Championship,25,1:07:44.09,0,44.09,7.0,1.0,0.0,0.0,10:59.24,+37.02,4064.09,3958.99,712.45,3351.6400000000003,105.10000000000036,2.654717491077279,05
211,26. +2,#35,Bris Panagioti,C3,1:07:47.65,+11:02.80 +3.56,57.7 10.2,5,Olympiako,19-05-2024,Gravel,Greek Championship,26,1:07:47.65,0,47.65,7.0,1.0,0.0,0.0,11:02.80,+3.56,4067.65,3958.99,712.45,3355.2,108.66000000000031,2.7446394156085345,05
212,28. +3,#49,Mourikis A.  -,C3,1:10:51.00,+14:06.15 +0.21,55.2 13.0,5,Olympiako,19-05-2024,Gravel,Greek Championship,28,1:10:51.00,0,51.0,10.0,1.0,0.0,0.0,14:06.15,+0.21,4251.0,3958.99,712.45,3538.55,292.0100000000002,7.375871118643902,05
215,1. +1,#6,Panteli Petros,C2,1:07:46.26,0,70.4,6,Olympiako,19-05-2024,Gravel,Greek Championship,1,1:07:46.26,0,46.26,7.0,1.0,0.0,0.0,0,0,4066.26,4066.26,660.09,3406.17,0.0,0.0,06
216,2. −1,#9,Amoutzas G.  -,C2,1:07:50.48,+4.22 +4.22,70.3 0.05,6,Olympiako,19-05-2024,Gravel,Greek Championship,2,1:07:50.48,0,50.48,7.0,1.0,0.0,0.0,4.22,+4.22,4070.48,4066.26,660.09,3410.39,4.2199999999998,0.10378086989026279,06
217,3.,#7,Halkias Efthim,C2,1:08:13.52,+27.26 +23.04,69.9 0.34,6,Olympiako,19-05-2024,Gravel,Greek Championship,3,1:08:13.52,0,13.52,8.0,1.0,0.0,0.0,27.26,+23.04,4093.52,4066.26,660.09,3433.43,27.259999999999764,0.6703949083432875,06
218,4.,#5,Karanikolas E.,C2,1:08:18.03,+31.77 +4.51,69.8 0.40,6,Olympiako,19-05-2024,Gravel,Greek Championship,4,1:08:18.03,0,18.03,8.0,1.0,0.0,0.0,31.77,+4.51,4098.03,4066.26,660.09,3437.9399999999996,31.769999999999527,0.7813076389606056,06
219,7. +2,#18,Tsoulos Argiri,C2,1:12:11.68,+4:25.42 +13.28,66.1 3.34,6,Olympiako,19-05-2024,Gravel,Greek Championship,7,1:12:11.68,0,11.68,12.0,1.0,0.0,0.0,4:25.42,+13.28,4331.68,4066.26,660.09,3671.59,265.4200000000001,6.5273740488803,06
220,8. +3,#25,Delaportas Gio,C2,1:13:04.61,+5:18.35 +52.93,65.3 4.01,6,Olympiako,19-05-2024,Gravel,Greek Championship,8,1:13:04.61,0,4.61,13.0,1.0,0.0,0.0,5:18.35,+52.93,4384.61,4066.26,660.09,3724.5199999999995,318.34999999999945,7.8290615946840445,06
221,10. +2,#27,Flandy  - Gira,C2,1:13:21.84,+5:35.58 +14.51,65.0 4.22,6,Olympiako,19-05-2024,Gravel,Greek Championship,10,1:13:21.84,0,21.84,13.0,1.0,0.0,0.0,5:35.58,+14.51,4401.84,4066.26,660.09,3741.75,335.5799999999999,8.252792492363989,06
222,12. +2,#11,J.J.  - Stefan,C2,1:13:48.44,+6:02.18 +1.46,64.6 4.56,6,Olympiako,19-05-2024,Gravel,Greek Championship,12,1:13:48.44,0,48.44,13.0,1.0,0.0,0.0,6:02.18,+1.46,4428.4400000000005,4066.26,660.09,3768.3500000000004,362.1800000000003,8.906956269397439,06
223,14. +4,#36,Stavropoulos D,C2,1:17:27.42,+9:41.16 +2:03.60,61.6 7.31,6,Olympiako,19-05-2024,Gravel,Greek Championship,14,1:17:27.42,0,27.42,17.0,1.0,0.0,0.0,9:41.16,+2:03.60,4647.42,4066.26,660.09,3987.33,581.1599999999999,14.292248897020846,06
224,18. +3,#31,Davaris Nikos ,C2,1:18:36.14 0:05,+10:49.88 +6.38,60.7 8.18,6,Olympiako,19-05-2024,Gravel,Greek Championship,18,1:18:36.14,0:05,36.14,18.0,1.0,0.0,5.0,10:49.88,+6.38,4716.14,4066.26,660.09,4056.05,649.8800000000001,15.98225396310123,06
225,22. +3,#43,Lymperis A.  -,C2,1:21:14.49,+13:28.23 +1:06.62,58.7 10.2,6,Olympiako,19-05-2024,Gravel,Greek Championship,22,1:21:14.49,0,14.49,21.0,1.0,0.0,0.0,13:28.23,+1:06.62,4874.49,4066.26,660.09,4214.4,808.2299999999996,19.87649584630593,06
226,5. +1,#4,Rendina Max  -,C1,1:08:56.99 0:05,+1:10.73 +38.96,69.2 0.89,6,Olympiako,19-05-2024,Gravel,Greek Championship,5,1:08:56.99,0:05,56.99,8.0,1.0,0.0,5.0,1:10.73,+38.96,4136.99,4136.99,660.09,3476.8999999999996,0.0,0.0,06
227,6. +2,#10,Angelopoulos A,C5,1:11:58.40,+4:12.14 +3:01.41,66.3 3.17,6,Olympiako,19-05-2024,Gravel,Greek Championship,6,1:11:58.40,0,58.4,11.0,1.0,0.0,0.0,4:12.14,+3:01.41,4318.4,4318.4,660.09,3658.3099999999995,0.0,0.0,06
228,9. +1,#19,Panteli Chryso,C5,1:13:07.33,+5:21.07 +2.72,65.2 4.04,6,Olympiako,19-05-2024,Gravel,Greek Championship,9,1:13:07.33,0,7.33,13.0,1.0,0.0,0.0,5:21.07,+2.72,4387.33,4318.4,660.09,3727.24,68.93000000000029,1.5961930344572135,06
229,13. +3,#28,Paleokostas Di,C5,1:15:23.82,+7:37.56 +1:35.38,63.2 5.76,6,Olympiako,19-05-2024,Gravel,Greek Championship,13,1:15:23.82,0,23.82,15.0,1.0,0.0,0.0,7:37.56,+1:35.38,4523.82,4318.4,660.09,3863.7299999999996,205.42000000000007,4.756854390515008,06
230,19. +1,#39,Giannakopoulos,C5,1:18:50.07,+11:03.81 +13.93,60.5 8.35,6,Olympiako,19-05-2024,Gravel,Greek Championship,19,1:18:50.07,0,50.07,18.0,1.0,0.0,0.0,11:03.81,+13.93,4730.07,4318.4,660.09,4069.9799999999996,411.6700000000001,9.532928862541684,06
231,11. +2,#24,Dimopoulos Ant,C4,1:13:46.98 0:05,+6:00.72 +25.14,64.7 4.54,6,Olympiako,19-05-2024,Gravel,Greek Championship,11,1:13:46.98,0:05,46.98,13.0,1.0,0.0,5.0,6:00.72,+25.14,4426.98,4426.98,660.09,3766.8899999999994,0.0,0.0,06
232,15. +2,#23,Anastassopoulo,C4,1:17:37.89,+9:51.63 +10.47,61.4 7.44,6,Olympiako,19-05-2024,Gravel,Greek Championship,15,1:17:37.89,0,37.89,17.0,1.0,0.0,0.0,9:51.63,+10.47,4657.89,4426.98,660.09,3997.8,230.91000000000076,5.215971158668004,06
233,16. +3,#21,Manetas Giorgo,C4,1:17:40.06,+9:53.80 +2.17,61.4 7.47,6,Olympiako,19-05-2024,Gravel,Greek Championship,16,1:17:40.06,0,40.06,17.0,1.0,0.0,0.0,9:53.80,+2.17,4660.0599999999995,4426.98,660.09,3999.9699999999993,233.07999999999993,5.264988773385015,06
234,28. +2,#38,Mavraganis A. ,C4,1:26:10.86,+18:24.60 +29.98,55.3 13.9,6,Olympiako,19-05-2024,Gravel,Greek Championship,28,1:26:10.86,0,10.86,26.0,1.0,0.0,0.0,18:24.60,+29.98,5170.86,4426.98,660.09,4510.7699999999995,743.8800000000001,16.803328680048253,06
235,30. +3,#51,Dimakopoulos K,C4,1:27:37.52 0:20,+19:51.26 +1:11.57,54.6 15.0,6,Olympiako,19-05-2024,Gravel,Greek Championship,30,1:27:37.52,0:20,37.52,27.0,1.0,0.0,20.0,19:51.26,+1:11.57,5257.52,4426.98,660.09,4597.43,830.5400000000009,18.760870841973556,06
236,33. +3,#50,Lathouris Pana,C4,1:42:20.13 0:40,+34:33.87 +13:22.15,46.9 26.1,6,Olympiako,19-05-2024,Gravel,Greek Championship,33,1:42:20.13,0:40,20.13,42.0,1.0,0.0,40.0,34:33.87,+13:22.15,6140.13,4426.98,660.09,5480.04,1713.1500000000005,38.6979385495304,06
237,17. +5,#37,Tsagarakis A. ,C3,1:18:29.76,+10:43.50 +49.70,60.8 8.10,6,Olympiako,19-05-2024,Gravel,Greek Championship,17,1:18:29.76,0,29.76,18.0,1.0,0.0,0.0,10:43.50,+49.70,4709.76,4709.76,660.09,4049.67,0.0,0.0,06
238,23. +3,#35,Bris Panagioti,C3,1:21:16.99,+13:30.73 +2.50,58.7 10.2,6,Olympiako,19-05-2024,Gravel,Greek Championship,23,1:21:16.99,0,16.99,21.0,1.0,0.0,0.0,13:30.73,+2.50,4876.99,4709.76,660.09,4216.9,167.22999999999956,3.550711713548027,06
239,25. +7,#14,Chatzigakis Gi,C3,1:25:13.42 5:00,+17:27.16 +3.65,59.4 13.2,6,Olympiako,19-05-2024,Gravel,Greek Championship,25,1:25:13.42,5:00,13.42,25.0,1.0,5.0,0.0,17:27.16,+3.65,5113.42,4709.76,660.09,4453.33,403.65999999999985,8.570712732708245,06
240,29. +2,#41,Mourikis A.  -,C3,1:26:25.95 0:10,+18:39.69 +15.09,55.3 14.1,6,Olympiako,19-05-2024,Gravel,Greek Championship,29,1:26:25.95,0:10,25.95,26.0,1.0,0.0,10.0,18:39.69,+15.09,5185.95,4709.76,660.09,4525.86,476.1899999999996,10.110706278026898,06
241,20. +3,#34,Michalopoulos ,C6,1:19:44.60,+11:58.34 +54.53,59.8 9.04,6,Olympiako,19-05-2024,Gravel,Greek Championship,20,1:19:44.60,0,44.6,19.0,1.0,0.0,0.0,11:58.34,+54.53,4784.6,4784.6,660.09,4124.51,0.0,0.0,06
242,21. +3,#48,Giokaris S.  -,C6,1:20:07.87,+12:21.61 +23.27,59.5 9.33,6,Olympiako,19-05-2024,Gravel,Greek Championship,21,1:20:07.87,0,7.87,20.0,1.0,0.0,0.0,12:21.61,+23.27,4807.87,4784.6,660.09,4147.78,23.269999999999527,0.48635204614804844,06
243,24. +3,#32,Pateas A.  - P,C6,1:25:09.77,+17:23.51 +3:52.78,56.0 13.1,6,Olympiako,19-05-2024,Gravel,Greek Championship,24,1:25:09.77,0,9.77,25.0,1.0,0.0,0.0,17:23.51,+3:52.78,5109.77,4784.6,660.09,4449.68,325.1700000000001,6.796179408937007,06
244,26. +3,#46,Sotiropoulos N,C6,1:25:40.21,+17:53.95 +26.79,55.7 13.5,6,Olympiako,19-05-2024,Gravel,Greek Championship,26,1:25:40.21,0,40.21,25.0,1.0,0.0,0.0,17:53.95,+26.79,5140.21,4784.6,660.09,4480.12,355.6099999999997,7.432387242402701,06
245,31. +3,#47,Katevas D.  - ,C6,1:28:50.46,+21:04.20 +1:12.94,53.7 15.9,6,Olympiako,19-05-2024,Gravel,Greek Championship,31,1:28:50.46,0,50.46,28.0,1.0,0.0,0.0,21:04.20,+1:12.94,5330.46,4784.6,660.09,4670.37,545.8599999999997,11.408686201563341,06
