,Pos.,No,Crew,Gr/Cl,total_time,Diff,Speed,ss,Race,date,surface,competition,cPos,Stages_time,Penalty,Stages_t_s,Stages_t_m,Stages_t_h,Penalty_m,Penalty_s,Diff_1st,Diff_Pre,time,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
14,12.0,#22,Milonas K.  - ,C4,19:04.85,+2:04.85 +35.89,71.7 5.48,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,12,19:04.85,0,4.85,19.0,0.0,0.0,0.0,2:04.85,+35.89,1144.85,1072.3,1038.11,106.74000000000001,72.54999999999995,6.765830457894243,01
15,14.0,#26,Paleokostas Di,C4,19:22.22,+2:22.22 +11.49,70.6 6.24,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,14,19:22.22,0,22.22,19.0,0.0,0.0,0.0,2:22.22,+11.49,1162.22,1072.3,1038.11,124.11000000000013,89.92000000000007,8.385712953464523,01
16,32.0,#29,Xenokostas Geo,C4,25:36.27 5:00,+8:36.27 +2:50.60,66.4 22.7,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,32,25:36.27,5:00,36.27,25.0,0.0,5.0,0.0,8:36.27,+2:50.60,1536.27,1072.3,1038.11,498.1600000000001,463.97,43.2686748111536,01
17,33.0,#34,Tolias Athanas,C4,41:16.19,+24:16.19 +15:39.92,33.1 63.9,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,33,41:16.19,0,16.19,41.0,0.0,0.0,0.0,24:16.19,+15:39.92,2476.19,1072.3,1038.11,1438.0800000000002,1403.89,130.92324909073955,01
18,13.0,#21,Yfantis V.  - ,C3,19:10.73,+2:10.73 +5.88,71.3 5.74,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,13,19:10.73,0,10.73,19.0,0.0,0.0,0.0,2:10.73,+5.88,1150.73,1150.73,1038.11,112.62000000000012,0.0,0.0,01
19,15.0,#19,Chatzigakis Gi,C3,19:24.60,+2:24.60 +2.38,70.4 6.34,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,15,19:24.60,0,24.6,19.0,0.0,0.0,0.0,2:24.60,+2.38,1164.6,1150.73,1038.11,126.49000000000001,13.86999999999989,1.2053218391803369,01
20,17.0,#18,Rigas Giorgos ,C3,19:46.03,+2:46.03 +20.54,69.2 7.29,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,17,19:46.03,0,46.03,19.0,0.0,0.0,0.0,2:46.03,+20.54,1186.03,1150.73,1038.11,147.92000000000007,35.299999999999955,3.067617946868505,01
21,18.0,#20,Antoniou K.  -,C3,19:50.76,+2:50.76 +4.73,68.9 7.49,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,18,19:50.76,0,50.76,19.0,0.0,0.0,0.0,2:50.76,+4.73,1190.76,1150.73,1038.11,152.6500000000001,40.02999999999997,3.478661371477234,01
22,22.0,#23,Kalamaras Teo ,C3,20:25.71,+3:25.71 +7.52,66.9 9.03,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,22,20:25.71,0,25.71,20.0,0.0,0.0,0.0,3:25.71,+7.52,1225.71,1150.73,1038.11,187.60000000000014,74.98000000000002,6.515863842951866,01
23,26.0,#30,Mourikis Alexa,C3,21:12.89,+4:12.89 +13.73,64.5 11.1,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,26,21:12.89,0,12.89,21.0,0.0,0.0,0.0,4:12.89,+13.73,1272.89,1150.73,1038.11,234.7800000000002,122.16000000000008,10.615869926046951,01
24,19.0,#28,Kassimis Ioann,C6,20:06.13,+3:06.13 +15.37,68.0 8.17,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,19,20:06.13,0,6.13,20.0,0.0,0.0,0.0,3:06.13,+15.37,1206.13,1206.13,1038.11,168.0200000000002,0.0,0.0,01
25,20.0,#36,Kotsadam Nikol,C6,20:12.34,+3:12.34 +6.21,67.7 8.44,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,20,20:12.34,0,12.34,20.0,0.0,0.0,0.0,3:12.34,+6.21,1212.34,1206.13,1038.11,174.23000000000002,6.209999999999809,0.5148698730650766,01
26,21.0,#37,Giokaris S.  -,C6,20:18.19,+3:18.19 +5.85,67.3 8.70,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,21,20:18.19,0,18.19,20.0,0.0,0.0,0.0,3:18.19,+5.85,1218.19,1206.13,1038.11,180.08000000000015,12.059999999999945,0.9998922172568416,01
27,24.0,#27,Panagiotopoulo,C6,20:53.34,+3:53.34 +25.98,65.5 10.2,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,24,20:53.34,0,53.34,20.0,0.0,0.0,0.0,3:53.34,+25.98,1253.34,1206.13,1038.11,215.23000000000002,47.20999999999981,3.9141717725286496,01
28,30.0,#39,Rahoutis Fanis,C6,22:22.15,+5:22.15 +5.04,61.1 14.1,1,Stereas Elladas,14-04-2024,Gravel,Greek Championship,30,22:22.15,0,22.15,22.0,0.0,0.0,0.0,5:22.15,+5.04,1342.15,1206.13,1038.11,304.0400000000002,136.01999999999998,11.277391325976467,01
33,1.,#3,Chatzimarkos P,C2,25:47.21,0,82.9,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,1,25:47.21,0,47.21,25.0,0.0,0.0,0.0,0,0,1547.21,1547.21,524.16,1023.0500000000001,0.0,0.0,02
34,4. −1,#5,Karanikolas E.,C2,26:16.91,+29.70 +14.64,81.3 0.83,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,4,26:16.91,0,16.91,26.0,0.0,0.0,0.0,29.70,+14.64,1576.91,1547.21,524.16,1052.75,29.700000000000045,1.9195842839692119,02
35,5. −2,#10,Panteli Petros,C2,26:16.95,+29.74 +0.04,81.3 0.84,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,5,26:16.95,0,16.95,26.0,0.0,0.0,0.0,29.74,+0.04,1576.95,1547.21,524.16,1052.79,29.74000000000001,1.9221695826681582,02
36,6. −3,#4,Amoutzas Giorg,C2,26:26.95,+39.74 +10.00,80.8 1.12,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,6,26:26.95,0,26.95,26.0,0.0,0.0,0.0,39.74,+10.00,1586.95,1547.21,524.16,1062.79,39.74000000000001,2.5684942574052654,02
37,7. −4,#8,Halkias Efthim,C2,26:42.36,+55.15 +15.41,80.0 1.55,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,7,26:42.36,0,42.36,26.0,0.0,0.0,0.0,55.15,+15.41,1602.36,1547.21,524.16,1078.1999999999998,55.149999999999864,3.5644805811751383,02
38,9.,#12,Delaportas Gio,C2,27:08.36,+1:21.15 +5.24,78.7 2.28,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,9,27:08.36,0,8.36,27.0,0.0,0.0,0.0,1:21.15,+5.24,1628.36,1547.21,524.16,1104.1999999999998,81.14999999999986,5.244924735491618,02
39,10.,#15,Ismailos Panos,C2,27:55.63,+2:08.42 +47.27,76.5 3.61,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,10,27:55.63,0,55.63,27.0,0.0,0.0,0.0,2:08.42,+47.27,1675.63,1547.21,524.16,1151.4700000000003,128.42000000000007,8.300101472973937,02
40,12.,#22,Zygogiannis K.,C2,29:10.48,+3:23.27 +42.98,73.2 5.71,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,12,29:10.48,0,10.48,29.0,0.0,0.0,0.0,3:23.27,+42.98,1750.48,1547.21,524.16,1226.3200000000002,203.26999999999998,13.137841663381181,02
41,14. −1,#21,Flandy  - Gira,C2,29:23.28,+3:36.07 +12.59,72.7 6.07,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,14,29:23.28,0,23.28,29.0,0.0,0.0,0.0,3:36.07,+12.59,1763.28,1547.21,524.16,1239.12,216.06999999999994,13.965137247044677,02
42,17.,#18,Davaris Nikos ,C2,30:00.66,+4:13.45 +12.35,71.2 7.12,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,17,30:00.66,0,0.66,30.0,0.0,0.0,0.0,4:13.45,+12.35,1800.66,1547.21,524.16,1276.5,253.45000000000005,16.38109888121199,02
43,27. +2,#38,Yiangou Y.  - ,C2,33:59.16,+8:11.95 +1:54.39,62.9 13.8,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,27,33:59.16,0,59.16,33.0,0.0,0.0,0.0,8:11.95,+1:54.39,2039.16,1547.21,524.16,1515.0,491.95000000000005,31.795942373692004,02
44,2. −1,#2,Panagiotis Rou,C1,25:57.77,+10.56 +10.56,82.3 0.30,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,2,25:57.77,0,57.77,25.0,0.0,0.0,0.0,10.56,+10.56,1557.77,1557.77,524.16,1033.6100000000001,0.0,0.0,02
45,3.,#6,Tsolakidis Soc,C1,26:02.27,+15.06 +4.50,82.1 0.42,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,3,26:02.27,0,2.27,26.0,0.0,0.0,0.0,15.06,+4.50,1562.27,1557.77,524.16,1038.1100000000001,4.5,0.2888744808283636,02
46,8.,#16,Polykarpou Pan,C4,27:03.12,+1:15.91 +20.76,79.0 2.13,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,8,27:03.12,0,3.12,27.0,0.0,0.0,0.0,1:15.91,+20.76,1623.12,1623.12,524.16,1098.96,0.0,0.0,02
47,11.,#11,Paleokostas Di,C4,28:27.50,+2:40.29 +31.87,75.1 4.50,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,11,28:27.50,0,27.5,28.0,0.0,0.0,0.0,2:40.29,+31.87,1707.5,1623.12,524.16,1183.3400000000001,84.38000000000011,5.198629799398696,02
48,15. +1,#14,Milonas K.  - ,C4,29:35.11,+3:47.90 +11.83,72.2 6.40,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,15,29:35.11,0,35.11,29.0,0.0,0.0,0.0,3:47.90,+11.83,1775.11,1623.12,524.16,1250.9499999999998,151.99,9.364064271280006,02
49,29. +1,#39,Xenokostas Geo,C4,35:20.09,+9:32.88 +44.05,60.5 16.1,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,29,35:20.09,0,20.09,35.0,0.0,0.0,0.0,9:32.88,+44.05,2120.09,1623.12,524.16,1595.9300000000003,496.97000000000025,30.61819212381095,02
50,13. +1,#26,Antoniou K.  -,C3,29:10.69,+3:23.48 +0.21,73.2 5.71,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,13,29:10.69,0,10.69,29.0,0.0,0.0,0.0,3:23.48,+0.21,1750.69,1750.69,524.16,1226.5300000000002,0.0,0.0,02
51,18. −3,#19,Yfantis V.  - ,C3,30:14.04,+4:26.83 +13.38,70.7 7.49,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,18,30:14.04,0,14.04,30.0,0.0,0.0,0.0,4:26.83,+13.38,1814.04,1750.69,524.16,1289.88,63.34999999999991,3.6185732482621087,02
52,19. +2,#37,Rigas Giorgos ,C3,30:24.88,+4:37.67 +10.84,70.2 7.80,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,19,30:24.88,0,24.88,30.0,0.0,0.0,0.0,4:37.67,+10.84,1824.88,1750.69,524.16,1300.7200000000003,74.19000000000005,4.237757684113124,02
53,20. −1,#28,Kalamaras Teo ,C3,30:30.58,+4:43.37 +5.70,70.0 7.96,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,20,30:30.58,0,30.58,30.0,0.0,0.0,0.0,4:43.37,+5.70,1830.58,1750.69,524.16,1306.42,79.88999999999987,4.563343595953588,02
54,25. −1,#27,Chatzigakis Gi,C3,31:59.97,+6:12.76 +59.67,66.8 10.5,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,25,31:59.97,0,59.97,31.0,0.0,0.0,0.0,6:12.76,+59.67,1919.97,1750.69,524.16,1395.81,169.27999999999997,9.66933037830798,02
55,26. −1,#24,Mourikis Alexa,C3,32:04.77,+6:17.56 +4.80,66.6 10.6,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,26,32:04.77,0,4.77,32.0,0.0,0.0,0.0,6:17.56,+4.80,1924.77,1750.69,524.16,1400.6100000000001,174.07999999999993,9.943507988278903,02
56,16. +2,#20,Giokaris S.  -,C6,29:48.31,+4:01.10 +13.20,71.7 6.77,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,16,29:48.31,0,48.31,29.0,0.0,0.0,0.0,4:01.10,+13.20,1788.31,1788.31,524.16,1264.15,0.0,0.0,02
57,21. −1,#36,Kotsadam Nikol,C6,30:35.82,+4:48.61 +5.24,69.8 8.10,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,21,30:35.82,0,35.82,30.0,0.0,0.0,0.0,4:48.61,+5.24,1835.82,1788.31,524.16,1311.6599999999999,47.50999999999999,2.656698223462375,02
58,22. +6,#9,Kassimis Ioann,C6,30:41.11,+4:53.90 +5.29,69.6 8.25,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,22,30:41.11,0,41.11,30.0,0.0,0.0,0.0,4:53.90,+5.29,1841.11,1788.31,524.16,1316.9499999999998,52.799999999999955,2.95250823403101,02
59,24. −1,#31,Panagiotopoulo,C6,31:00.30,+5:13.09 +17.09,68.9 8.79,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,24,31:00.30,0,0.3,31.0,0.0,0.0,0.0,5:13.09,+17.09,1860.3,1788.31,524.16,1336.1399999999999,71.99000000000001,4.025588404694936,02
60,28. +3,#35,Rahoutis Fanis,C6,34:36.04,+8:48.83 +36.88,61.8 14.9,2,Stereas Elladas,14-04-2024,Gravel,Greek Championship,28,34:36.04,0,36.04,34.0,0.0,0.0,0.0,8:48.83,+36.88,2076.04,1788.31,524.16,1551.88,287.73,16.08949231397241,02
63,1. +1,#2,Tsolakidis Soc,C1,42:30.29,0,82.4,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,1,42:30.29,0,30.29,42.0,0.0,0.0,0.0,0,0,2550.29,2550.29,992.52,1557.77,0.0,0.0,03
64,2. +1,#6,Amoutzas Giorg,C2,43:06.92,+36.63 +36.63,81.3 0.63,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,2,43:06.92,0,6.92,43.0,0.0,0.0,0.0,36.63,+36.63,2586.92,2586.92,992.52,1594.4,0.0,0.0,03
65,3. +1,#5,Karanikolas E.,C2,43:12.07,+41.78 +5.15,81.1 0.72,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,3,43:12.07,0,12.07,43.0,0.0,0.0,0.0,41.78,+5.15,2592.07,2586.92,992.52,1599.5500000000002,5.150000000000091,0.19907844077126818,03
66,4. +1,#10,Halkias Efthim,C2,43:17.75,+47.46 +5.68,80.9 0.81,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,4,43:17.75,0,17.75,43.0,0.0,0.0,0.0,47.46,+5.68,2597.75,2586.92,992.52,1605.23,10.829999999999927,0.41864456573840425,03
67,5. +1,#4,Panteli Petros,C2,43:24.17,+53.88 +6.42,80.7 0.92,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,5,43:24.17,0,24.17,43.0,0.0,0.0,0.0,53.88,+6.42,2604.17,2586.92,992.52,1611.65,17.25,0.6668161365639447,03
68,6. +1,#8,Chatzimarkos P,C2,44:12.59,+1:42.30 +48.42,79.3 1.75,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,6,44:12.59,0,12.59,44.0,0.0,0.0,0.0,1:42.30,+48.42,2652.59,2586.92,992.52,1660.0700000000002,65.67000000000007,2.538540039893003,03
69,7. +1,#16,Ismailos Panos,C2,44:41.85,+2:11.56 +29.26,78.4 2.25,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,7,44:41.85,0,41.85,44.0,0.0,0.0,0.0,2:11.56,+29.26,2681.85,2586.92,992.52,1689.33,94.92999999999984,3.669614831537111,03
70,9. +2,#11,Delaportas Gio,C2,46:47.80,+4:17.51 +1:49.10,74.9 4.41,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,9,46:47.80,0,47.8,46.0,0.0,0.0,0.0,4:17.51,+1:49.10,2807.8,2586.92,992.52,1815.2800000000002,220.8800000000001,8.538339028651837,03
71,10. +12,#9,Flandy  - Gira,C2,47:25.85,+4:55.56 +38.05,73.9 5.06,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,10,47:25.85,0,25.85,47.0,0.0,0.0,0.0,4:55.56,+38.05,2845.85,2586.92,992.52,1853.33,258.92999999999984,10.00920012988418,03
72,11. +1,#22,Davaris Nikos ,C2,48:22.80,+5:52.51 +56.95,72.4 6.04,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,11,48:22.80,0,22.8,48.0,0.0,0.0,0.0,5:52.51,+56.95,2902.8,2586.92,992.52,1910.2800000000002,315.8800000000001,12.210659780743127,03
73,20. −6,#21,Yiangou Y.  - ,C2,52:41.06,+10:10.77 +0.76,66.5 10.5,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,20,52:41.06,0,41.06,52.0,0.0,0.0,0.0,10:10.77,+0.76,3161.06,2586.92,992.52,2168.54,574.1399999999999,22.19396038532308,03
74,8. +1,#12,Polykarpou Pan,C4,44:58.70,+2:28.41 +16.85,77.9 2.54,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,8,44:58.70,0,58.7,44.0,0.0,0.0,0.0,2:28.41,+16.85,2698.7,2698.7,992.52,1706.1799999999998,0.0,0.0,03
75,12. +3,#14,Milonas K.  - ,C4,48:29.42,+5:59.13 +6.62,72.3 6.15,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,12,48:29.42,0,29.42,48.0,0.0,0.0,0.0,5:59.13,+6.62,2909.42,2698.7,992.52,1916.9,210.72000000000025,7.808203950050034,03
76,13.,#26,Paleokostas Di,C4,48:43.29,+6:13.00 +13.87,71.9 6.39,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,13,48:43.29,0,43.29,48.0,0.0,0.0,0.0,6:13.00,+13.87,2923.29,2698.7,992.52,1930.77,224.59000000000015,8.322155111720464,03
77,23. +4,#38,Xenokostas Geo,C4,56:03.62,+13:33.33 +2:39.10,62.5 13.9,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,23,56:03.62,0,3.62,56.0,0.0,0.0,0.0,13:33.33,+2:39.10,3363.62,2698.7,992.52,2371.1,664.9200000000001,24.638529662430063,03
78,14. +3,#18,Kassimis Ioann,C6,49:40.37,+7:10.08 +57.08,70.5 7.36,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,14,49:40.37,0,40.37,49.0,0.0,0.0,0.0,7:10.08,+57.08,2980.37,2980.37,992.52,1987.85,0.0,0.0,03
79,16. +3,#37,Giokaris S.  -,C6,50:11.85,+7:41.56 +4.01,69.8 7.90,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,16,50:11.85,0,11.85,50.0,0.0,0.0,0.0,7:41.56,+4.01,3011.85,2980.37,992.52,2019.33,31.480000000000018,1.0562446944506896,03
80,18. +3,#36,Kotsadam Nikol,C6,50:45.84,+8:15.55 +5.41,69.0 8.49,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,18,50:45.84,0,45.84,50.0,0.0,0.0,0.0,8:15.55,+5.41,3045.84,2980.37,992.52,2053.32,65.47000000000025,2.1967071202568893,03
81,19. +6,#27,Panagiotopoulo,C6,52:40.30,+10:10.01 +1:54.46,66.5 10.5,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,19,52:40.30,0,40.3,52.0,0.0,0.0,0.0,10:10.01,+1:54.46,3160.3,2980.37,992.52,2167.78,179.9300000000003,6.037169881591893,03
82,22. +2,#31,Rahoutis Fanis,C6,53:24.52,+10:54.23 +30.50,65.6 11.2,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,22,53:24.52,0,24.52,53.0,0.0,0.0,0.0,10:54.23,+30.50,3204.52,2980.37,992.52,2212.0,224.1500000000001,7.520878280213533,03
83,15. +5,#28,Rigas Giorgos ,C3,50:07.84,+7:37.55 +27.47,69.9 7.83,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,15,50:07.84,0,7.84,50.0,0.0,0.0,0.0,7:37.55,+27.47,3007.84,3007.84,992.52,2015.3200000000002,0.0,0.0,03
84,17. +6,#23,Kalamaras Teo ,C3,50:40.43,+8:10.14 +28.58,69.1 8.39,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,17,50:40.43,0,40.43,50.0,0.0,0.0,0.0,8:10.14,+28.58,3040.43,3007.84,992.52,2047.9099999999999,32.58999999999969,1.083501782009671,03
85,21. +5,#24,Mourikis Alexa,C3,52:54.02,+10:23.73 +12.96,66.2 10.7,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,21,52:54.02,0,54.02,52.0,0.0,0.0,0.0,10:23.73,+12.96,3174.02,3007.84,992.52,2181.5,166.17999999999984,5.524894941220272,03
86,25. +5,#29,Yfantis V.  - ,C3,56:55.85 5:00,+14:25.56 +14.09,67.5 14.8,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,25,56:55.85,5:00,55.85,56.0,0.0,5.0,0.0,14:25.56,+14.09,3415.85,3007.84,992.52,2423.33,408.00999999999976,13.56488377041331,03
87,26. −10,#20,Antoniou K.  -,C3,1:24:36.88,+42:06.59 +27:41.03,41.4 43.3,3,Stereas Elladas,14-04-2024,Gravel,Greek Championship,26,1:24:36.88,0,36.88,24.0,1.0,0.0,0.0,42:06.59,+27:41.03,5076.88,3007.84,992.52,4084.36,2069.04,68.78823341667109,03
89,1.,#2,Tsolakidis Soc,C1,51:09.85,0,83.5,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,1,51:09.85,0,9.85,51.0,0.0,0.0,0.0,0,0,3069.85,3069.85,519.56,2550.29,0.0,0.0,04
90,2.,#6,Chatzimarkos P,C2,51:47.80,+37.95 +37.95,82.5 0.53,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,2,51:47.80,0,47.8,51.0,0.0,0.0,0.0,37.95,+37.95,3107.8,3107.8,519.56,2588.2400000000002,0.0,0.0,04
91,3.,#5,Amoutzas Giorg,C2,51:58.07,+48.22 +10.27,82.2 0.68,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,3,51:58.07,0,58.07,51.0,0.0,0.0,0.0,48.22,+10.27,3118.07,3107.8,519.56,2598.51,10.269999999999982,0.3304588454855519,04
92,4.,#10,Panteli Petros,C2,52:03.53,+53.68 +5.46,82.1 0.75,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,4,52:03.53,0,3.53,52.0,0.0,0.0,0.0,53.68,+5.46,3123.53,3107.8,519.56,2603.9700000000003,15.730000000000018,0.5061458266297708,04
93,5.,#4,Karanikolas E.,C2,52:14.12,+1:04.27 +10.59,81.8 0.90,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,5,52:14.12,0,14.12,52.0,0.0,0.0,0.0,1:04.27,+10.59,3134.12,3107.8,519.56,2614.56,26.31999999999971,0.8469013450028866,04
94,6.,#8,Halkias Efthim,C2,53:14.83,+2:04.98 +1:00.71,80.3 1.75,4,Stereas Elladas,14-04-2024,Gravel,Greek Championship,6,53:14.83,0,14.83,53.0,0.0,0.0,0.0,2:04.98,+1:00.71,3194.83,3107.8,519.56,2675.27,87.02999999999975,2.800373254392166,04
