,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
113,Rendina Max  -,C1,3,Olympiako,19-05-2024,Gravel,Greek Championship,7,696.4,694.7,680.43,15.970000000000027,1.6999999999999318,0.24470994673959,03
140,Amoutzas G.  -,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,1,631.78,631.78,631.78,0.0,0.0,0.0,04
141,Halkias Efthim,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,3,632.74,631.78,631.78,0.9600000000000364,0.9600000000000364,0.15195162873152623,04
142,Panteli Petros,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,4,633.88,631.78,631.78,2.1000000000000227,2.1000000000000227,0.33239418785020464,04
143,Karanikolas E.,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,5,640.48,631.78,631.78,8.700000000000045,8.700000000000045,1.3770616353794114,04
144,Chatzimarkos P,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,6,644.28,631.78,631.78,12.5,12.5,1.9785368324416728,04
145,Flandy  - Gira,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,9,674.16,631.78,631.78,42.379999999999995,42.379999999999995,6.708031276710247,04
146,Stavropoulos D,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,10,682.02,631.78,631.78,50.24000000000001,50.24000000000001,7.952135236949573,04
147,Tsoulos Argiri,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,11,682.2,631.78,631.78,50.42000000000007,50.42000000000007,7.980626167336744,04
148,Delaportas Gio,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,14,685.33,631.78,631.78,53.55000000000007,53.55000000000007,8.476051790180138,04
149,J.J.  - Stefan,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,15,685.73,631.78,631.78,53.950000000000045,53.950000000000045,8.539364968818267,04
150,Lymperis A.  -,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,20,723.18,631.78,631.78,91.39999999999998,91.39999999999998,14.46706131881351,04
151,Davaris Nikos ,C2,4,Olympiako,19-05-2024,Gravel,Greek Championship,21,723.38,631.78,631.78,91.60000000000002,91.60000000000002,14.498717908132583,04
152,Philippedes Yo,C1,4,Olympiako,19-05-2024,Gravel,Greek Championship,2,632.31,632.31,631.78,0.5299999999999727,0.0,0.0,04
153,Rendina Max  -,C1,4,Olympiako,19-05-2024,Gravel,Greek Championship,7,645.52,632.31,631.78,13.740000000000009,13.210000000000036,2.089165124701497,04
179,Philippedes Yo,C1,5,Olympiako,19-05-2024,Gravel,Greek Championship,1,712.45,712.45,712.45,0.0,0.0,0.0,05
180,Rendina Max  -,C1,5,Olympiako,19-05-2024,Gravel,Greek Championship,4,721.88,712.45,712.45,9.42999999999995,9.42999999999995,1.3236016562565722,05
181,Panteli Petros,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,2,713.89,713.89,712.45,1.4399999999999409,0.0,0.0,05
182,Chatzimarkos P,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,3,713.89,713.89,712.45,1.4399999999999409,0.0,0.0,05
183,Halkias Efthim,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,5,723.37,713.89,712.45,10.919999999999959,9.480000000000018,1.3279356763647086,05
184,Amoutzas G.  -,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,6,724.09,713.89,712.45,11.639999999999986,10.200000000000045,1.4287915505189939,05
185,Karanikolas E.,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,7,726.84,713.89,712.45,14.389999999999986,12.950000000000045,1.8140049587471525,05
186,Flandy  - Gira,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,8,744.54,713.89,712.45,32.08999999999992,30.649999999999977,4.293378531706563,05
187,Tsoulos Argiri,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,9,759.56,713.89,712.45,47.1099999999999,45.66999999999996,6.397344128647264,05
188,Stavropoulos D,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,13,774.28,713.89,712.45,61.82999999999993,60.389999999999986,8.459286444690358,05
189,Delaportas Gio,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,14,780.98,713.89,712.45,68.52999999999997,67.09000000000003,9.39780638473715,05
190,Davaris Nikos ,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,17,819.82,713.89,712.45,107.37,105.93000000000006,14.838420484948669,05
191,Lymperis A.  -,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,18,821.07,713.89,712.45,108.62,107.18000000000006,15.013517488688743,05
192,J.J.  - Stefan,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,35,1173.1,713.89,712.45,460.64999999999986,459.2099999999999,64.32503606998277,05
215,Panteli Petros,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,1,660.09,660.09,660.09,0.0,0.0,0.0,06
216,Amoutzas G.  -,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,2,665.63,660.09,660.09,5.539999999999964,5.539999999999964,0.8392794921904534,06
217,Halkias Efthim,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,3,671.53,660.09,660.09,11.43999999999994,11.43999999999994,1.733097001923971,06
218,Karanikolas E.,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,4,672.15,660.09,660.09,12.059999999999945,12.059999999999945,1.827023587692579,06
219,Tsoulos Argiri,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,7,710.75,660.09,660.09,50.65999999999997,50.65999999999997,7.674711024254263,06
220,Delaportas Gio,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,8,713.51,660.09,660.09,53.41999999999996,53.41999999999996,8.092835825417739,06
221,Flandy  - Gira,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,10,725.63,660.09,660.09,65.53999999999996,65.53999999999996,9.928949082700838,06
222,J.J.  - Stefan,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,12,727.65,660.09,660.09,67.55999999999995,67.55999999999995,10.234967958914684,06
223,Stavropoulos D,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,14,760.12,660.09,660.09,100.02999999999997,100.02999999999997,15.153994152312558,06
224,Davaris Nikos ,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,18,781.25,660.09,660.09,121.15999999999997,121.15999999999997,18.355072793103965,06
225,Lymperis A.  -,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,22,807.48,660.09,660.09,147.39,147.39,22.328773349088756,06
226,Rendina Max  -,C1,6,Olympiako,19-05-2024,Gravel,Greek Championship,5,684.96,684.96,660.09,24.870000000000005,0.0,0.0,06
