Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Katevas D.  - ,C6,4,Olympiako,19-05-2024,Gravel,Greek Championship,35,795.45
Vassilopoulos ,2,4,Olympiako,19-05-2024,Gravel,Greek Championship,36,796.16
Mourikis A.  -,C3,4,Olympiako,19-05-2024,Gravel,Greek Championship,37,796.17
Tzilavis Savva,2,4,Olympiako,19-05-2024,Gravel,Greek Championship,38,844.25
Lathouris Pana,C4,4,Olympiako,19-05-2024,Gravel,Greek Championship,39,887.45
Philippedes Yo,C1,5,Olympiako,19-05-2024,Gravel,Greek Championship,1,712.45
Panteli Petros,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,2,713.89
Chatzimarkos P,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,3,713.89
Rendina Max  -,C1,5,Olympiako,19-05-2024,Gravel,Greek Championship,4,721.88
Halkias Efthim,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,5,723.37
Amoutzas G.  -,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,6,724.09
Karanikolas E.,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,7,726.84
Flandy  - Gira,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,8,744.54
Tsoulos Argiri,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,9,759.56
Polykarpou Pan,C5,5,Olympiako,19-05-2024,Gravel,Greek Championship,10,768.28
Panteli Chryso,C5,5,Olympiako,19-05-2024,Gravel,Greek Championship,11,770.88
Angelopoulos A,C5,5,Olympiako,19-05-2024,Gravel,Greek Championship,12,772.21
Stavropoulos D,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,13,774.28
Delaportas Gio,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,14,780.98
Dimopoulos Ant,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,15,796.36
Paleokostas Di,C5,5,Olympiako,19-05-2024,Gravel,Greek Championship,16,816.34
Davaris Nikos ,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,17,819.82
Lymperis A.  -,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,18,821.07
Anastassopoulo,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,19,829.76
Giannakopoulos,C5,5,Olympiako,19-05-2024,Gravel,Greek Championship,20,840.36
Manetas Giorgo,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,21,843.71
Giokaris S.  -,C6,5,Olympiako,19-05-2024,Gravel,Greek Championship,22,847.46
Tsagarakis A. ,C3,5,Olympiako,19-05-2024,Gravel,Greek Championship,23,853.11
Michalopoulos ,C6,5,Olympiako,19-05-2024,Gravel,Greek Championship,24,861.87
Chatzigakis Gi,C3,5,Olympiako,19-05-2024,Gravel,Greek Championship,25,878.11
Bris Panagioti,C3,5,Olympiako,19-05-2024,Gravel,Greek Championship,26,879.84
