Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
15,#51,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,Rally4 Under 25,6:36.1,+33.9 +  0.3,84.3 3.65,2
16,#21,Epis Filippo  - Zanni Gabriele Škoda Fabia R5,R5/Rally2,6:36.2,+34.0 +  0.1,84.3 3.66,2
17,#25,Roncoroni Marco  - Brusadelli P. Škoda Fabia Rally2 evo,R5/Rally2,6:39.1,+36.9 +  2.9,83.7 3.98,2
18,#34,Travaglia Aronne  - Brachi Simone Ford Fiesta N5,N5,6:39.5,+37.3 +  0.4,83.6 4.02,2
19,#22,Squarcialupi M.  - Squarcialupi G. Hyundai i20 N Rally2,R5/Rally2,6:42.4,+40.2 +  2.9,83.0 4.33,2
20,#54,Pesavento Davide  - Zaramella M. Peugeot 208 Rally4,Rally4 Under 25,6:43.5,+41.3 +  1.1,82.8 4.45,2
21,#32,Avandero Stefano  - Tricoli G. Citroën C3 Rally2,R5/Rally2,6:46.8,+44.6 +  3.3,82.1 4.81,2
22,#41,Milani Michele  - Camazzola C. Mitsubishi Lancer Evo VII,N4,6:56.9,+54.7 +  10.1,80.1 5.89,2
23,#42,Temeroli Simone  - Simoncini D. Mitsubishi Lancer Evo IX,N4,6:57.3,+55.1 +  0.4,80.1 5.94,2
24,#37,Mattonen  - Taglienti Giulia Mitsubishi Lancer Evo X,N4,6:57.5,+55.3 +  0.2,80.0 5.96,2
25,#59,Bartolini Davide  - Selva Roberto Peugeot 208 Rally4,Rally4,6:58.8,+56.6 +  1.3,79.8 6.10,2
26,#44,Piccolotto Michele  - Marchiori M. Mitsubishi Lancer Evo X,N4,7:00.5,+58.3 +  1.7,79.4 6.28,2
27,#57,Stella Manuele  - Refondini Sara Peugeot 208 Rally4,Rally4,7:00.7,+58.5 +  0.2,79.4 6.30,2
28,#33,Rigo Riccardo  - Darderi Daiana Citroën DS3 N5,N5,7:00.8,+58.6 +  0.1,79.4 6.31,2
29,#72,Leuratti Giorgio  - Del Rio L. Peugeot 208 Rally4,Rally4,7:01.0,+58.8 +  0.2,79.4 6.34,2
30,#35,Rossetto Alessandro  - Lazzer M. Volkswagen Polo MK5 N5,N5,7:02.9,+1:00.7 +  1.9,79.0 6.54,2
31,#74,Zorzi Alessandro  - Franzoni R. Peugeot 208 R2,Rally4/R2,7:03.3,+1:01.1 +  0.4,78.9 6.58,2
32,#86,Prosenc Borut  - Selan Blaž Renault Clio Rally5,Rally5,7:03.6,+1:01.4 +  0.3,78.9 6.62,2
33,#43,Marrini Stefano  - Valentini S. Mitsubishi Lancer Evo IX,N4,7:04.5,+1:02.3 +  0.9,78.7 6.71,2
34,#26,Griotti Daniele  - Grimaldi Fabio Škoda Fabia Rally2 evo,R5/Rally2 Over 55,7:04.9,+1:02.7 +  0.4,78.6 6.76,2
35,#58,Brancadori Alberto  - Pollini C. Peugeot 208 Rally4,Rally4 Over 55,7:06.0,+1:03.8 +  1.1,78.4 6.88,2
36,#28,Barni Maurizio  - Zanella Flavio Škoda Fabia Rally2 evo,R5/Rally2,7:06.1,+1:03.9 +  0.1,78.4 6.89,2
37,#53,Diserò Luca  - Manocchi Giada Peugeot 208 Rally4,Rally4,7:07.0,+1:04.8 +  0.9,78.2 6.98,2
38,#82,Lani Alessandro  - Amaducci Gianni Peugeot 206 RC,A7 Under 25,7:07.2,+1:05.0 +  0.2,78.2 7.00,2
