Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,7,Csomós  Miklós  /  Bán  Viktor  Škoda Fabia Rally2 Evo,RC2,00:12:52.1,113.44 0.00,00:00:00.0 00:00:00.0,3
2,1,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:12:54.9,113.03 0.12,00:00:02.8 00:00:02.8,3
3,14,Vincze  Ferenc  /  Percze  Nándor  Škoda Fabia Rally2 Evo,RC2,00:12:56.7,112.77 0.19,00:00:04.6 00:00:01.8,3
4,10,Cais  Erik  /  Bacigál  Igor  Škoda Fabia RS Rally2,RC2,00:13:00.5,112.22 0.35,00:00:08.4 00:00:03.8,3
5,8,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:13:02.1,111.99 0.41,00:00:10.0 00:00:01.6,3
6,5,Bonato  Yoann  /  Boulloud  B.  Citroën C3 Rally2,RC2,00:13:04.3,111.68 0.50,00:00:12.2 00:00:02.2,3
7,3,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:13:14.0,110.31 0.90,00:00:21.9 00:00:09.7,3
8,16,Hadik  András  /  Kertész  K.  Ford Fiesta Rally2 MkII,RC2,00:13:16.6,109.95 1.01,00:00:24.5 00:00:02.6,3
9,15,Turán  Frigyes  /  Farnadi  Ágnes  Volkswagen Polo Gti R5,RC2,00:13:18.1,109.75 1.07,00:00:26.0 00:00:01.5,3
10,4,Franceschi  M.  /  Manzo  Benoît  Škoda Fabia RS Rally2,RC2,00:13:21.5,109.28 1.21,00:00:29.4 00:00:03.4,3
11,11,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:13:33.4,107.68 1.70,00:00:41.3 00:00:11.9,3
12,32,Német  Gábor  /  Németh  Gergely  Hyundai i20 N Rally2,RC2,00:13:35.8,107.36 1.80,00:00:43.7 00:00:02.4,3
13,20,Michelisz  N.  /  Tagai  Róbert  Hyundai i20 N Rally2,RC2,00:13:36.8,107.23 1.84,00:00:44.7 00:00:01.0,3
14,17,Bodolai  L.  /  Deák  Attila  Ford Fiesta Rally2 MkII,RC2,00:13:47.3,105.87 2.27,00:00:55.2 00:00:10.5,3
15,18,Trencsényi  J.  /  Verba  Gabor  Škoda Fabia Rally2 Evo,RC2,00:13:57.5,104.58 2.69,00:01:05.4 00:00:10.2,3
16,33,Kohn  Filip  /  Whittock  Ross  Ford Fiesta Rally3,RC3,00:14:01.6,104.07 2.86,00:01:09.5 00:00:04.1,3
17,23,Nore  Ola jun.  /  Eilertsen  Rune  Opel Corsa Rally4,RC4,00:14:02.4,103.97 2.89,00:01:10.3 00:00:00.8,3
18,24,Schulz  Timo  /  Wenzel  Michael  Opel Corsa Rally4,RC4,00:14:06.1,103.52 3.04,00:01:14.0 00:00:03.7,3
19,21,Maior  Norbert  /  Maior  Francesca  Peugeot 208 Rally4,RC4,00:14:07.4,103.36 3.09,00:01:15.3 00:00:01.3,3
20,22,Daprà  Roberto  /  Guglielmetti  L.  Peugeot 208 Rally4,RC4,00:14:11.2,102.90 3.25,00:01:19.1 00:00:03.8,3
21,26,McRae  Max  /  Kierans  M.  Opel Corsa Rally4,RC4,00:14:14.2,102.54 3.37,00:01:22.1 00:00:03.0,3
22,27,Johansson  Mille  /  Grönvall  Johan  Opel Corsa Rally4,RC4,00:14:18.7,102.00 3.56,00:01:26.6 00:00:04.5,3
23,12,Cuzma  Bogdan  /  Magalhães  Hugo  Škoda Fabia RS Rally2,RC2,00:14:20.3,101.81 3.63,00:01:28.2 00:00:01.6,3
24,31,Hangodi  B.  /  Nagy  Attila  Peugeot 208 Rally4,RC4,00:14:20.9,101.74 3.65,00:01:28.8 00:00:00.6,3
25,25,Zanin  Mattia  /  De Guio  Elia  Peugeot 208 Rally4,RC4,00:14:23.5,101.43 3.76,00:01:31.4 00:00:02.6,3
26,28,Škulj  Mark  /  Čar  Matej  Opel Corsa Rally4,RC4,00:14:26.1,101.13 3.86,00:01:34.0 00:00:02.6,3
27,29,Herczig  Patrik  /  Varga  Kristóf  Peugeot 208 Rally4,RC4,00:14:28.8,100.81 3.97,00:01:36.7 00:00:02.7,3
28,36,Viszlo  Csaba  /  Szegedi  Máté  Peugeot 208 Rally4,RC4,00:14:45.0,98.97 4.64,00:01:52.9 00:00:16.2,3
29,30,Kreuter  Norman  /  Kvick  Jeannette  Peugeot 208 Rally4,RC4,00:14:47.9,98.65 4.76,00:01:55.8 00:00:02.9,3
30,37,Sugar  Cristian  /  Colceriu  Vlad  Peugeot 208 R2,RC4,00:14:55.5,97.81 5.07,00:02:03.4 00:00:07.6,3
31,6,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:15:27.1,94.48 6.37,00:02:35.0 00:00:31.6,3
32,34,Rada  Martin  /  Jugas  Jaroslav  Fiat 124 Abarth RGT,RGT,00:15:33.3,93.85 6.63,00:02:41.2 00:00:06.2,3
33,2,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia R5,RC2,00:16:22.6,89.14 8.65,00:03:30.5 00:00:49.3,3
34,35,Berta  László  /  Császár  L.  Peugeot 208 Rally4,RC4,00:16:54.1,86.37 9.95,00:04:02.0 00:00:31.5,3
35,19,Allen  Philip  /  Furniss  Dale  Hyundai i20 N Rally2,RC2,00:17:22.2,84.04 11.10,00:04:30.1 00:00:28.1,3
