Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#1,Tsouloftas Alexandros  - Elia S. Volkswagen Polo GTI R5,C1,7:14.49,,101.7,1
2,#3,Papadimitriou I.  - Petropoulos N. Škoda Fabia R5,C1,7:20.12,+5.63 +  5.63,100.4 0.46,1
3,#2,Kehagias Giorgos  - Kouzionis C. Škoda Fabia Rally2 evo,C1,7:32.85,+18.36 +  12.73,97.6 1.50,1
4,#5,Badounas I.  - Panagiotounis E. Mitsubishi Lancer Evo VI,C2,7:41.26,+26.77 +  8.41,95.8 2.18,1
5,#8,Kirkos Panagiotis  - Polizois G. Mitsubishi Lancer Evo IX,C2,7:52.31,+37.82 +  11.05,93.6 3.08,1
6,#4,Panteli Petros  - Laos Pambos Citroën DS3 R5,C1,7:54.80,+40.31 +  2.49,93.1 3.28,1
7,#22,Karanikolas E.  - Kakavas G. Ford Fiesta Rally4,C5 F2,7:59.26,+44.77 +  4.46,92.2 3.65,1
8,#7,Lainopoulos Stelios  - Zografos L. Mitsubishi Lancer Evo IX R4,C2,8:12.89,+58.40 +  13.63,89.7 4.76,1
9,#23,Dimopoulos Antonis  - Skaltsas E. Toyota Starlet KP60,C4 F2,8:16.26,+1:01.77 +  3.37,89.1 5.03,1
10,#6,Tzemos Konstantinos  - Sainis D. Mitsubishi Lancer Evo IX,C2,8:18.24,+1:03.75 +  1.98,88.7 5.19,1
11,#18,Papadopoulos A.  - Vassilopoulos A. Mitsubishi Lancer Evo VIII,C2,8:21.60,+1:07.11 +  3.36,88.1 5.46,1
12,#10,Iliopoulos Panagiotis  - Kontos K. Mitsubishi Lancer Evo IX,C2,8:27.86,+1:13.37 +  6.26,87.0 5.97,1
13,#15,Tsoulos Argiris  - Spirogiannis P. Mitsubishi Lancer Evo VIII,C2,8:28.45,+1:13.96 +  0.59,86.9 6.02,1
14,#12,Tsetsonis Elias  - Basioukas V. Subaru Impreza STi N12,C2,8:30.41,+1:15.92 +  1.96,86.6 6.18,1
15,#11,Theocharopoulos S.  - Kotsalis G. Mitsubishi Lancer Evo IX,C2,8:35.43,+1:20.94 +  5.02,85.8 6.59,1
16,#21,Giannakopoulos I.  - Foteinogiannopoulos I. Subaru Impreza STi N12,C2,8:35.44,+1:20.95 +  0.01,85.8 6.59,1
17,#20,Lymperis A.  - Karagounis E. Subaru Impreza STi N12,C2,8:35.70,+1:21.21 +  0.26,85.7 6.61,1
18,#25,Angelopoulos Antonis  - Diplas C. Peugeot 208 R2,C5 F2,8:40.10,+1:25.61 +  4.40,85.0 6.97,1
19,#33,Manetas Giorgos  - Adamopoulos A. Toyota Corolla AE111,C4 F2,8:49.28,+1:34.79 +  9.18,83.5 7.72,1
20,#17,Zounis Ioannis  - Vlachantoni E. Subaru Impreza STi N12,C2,8:51.99,+1:37.50 +  2.71,83.1 7.94,1
21,#26,Amoutzas Giorgos  - Eliopoulos G. Renault Clio RS,C3 F2,8:53.68,+1:39.19 +  1.69,82.8 8.08,1
22,#28,Triantopoulos P.  - Delegos K. Toyota Corolla AE86,C4 F2,8:54.46,+1:39.97 +  0.78,82.7 8.14,1
22,#35,Paraskevopoulos A.  - Nikoloulias M. Citroën Saxo VTS,C5 F2,8:54.46,+1:39.97 +  0.00,82.7 8.14,1
22,#36,Stavropoulos D.  - Nikolakopoulos I. Toyota Yaris,C6 F2,8:54.46,+1:39.97 +  0.00,82.7 8.14,1
25,#16,Simetra  - Pallas Apostolos Mitsubishi Lancer Evo IX,C2,8:56.86,+1:42.37 +  2.40,82.3 8.34,1
26,#27,Roiniotis S.  - Giannopoulos N. Ford Escort MK2,C3 F2,8:57.35,+1:42.86 +  0.49,82.3 8.38,1
26,#37,Anastassopoulos A.  - Paraskevopoulos A. Toyota Corolla AE92,C4 F2,8:57.35,+1:42.86 +  0.00,82.3 8.38,1
28,#9,Davaris Nikos  - Makrinos Manolis Mitsubishi Lancer Evo IX,C2,8:57.74,+1:43.25 +  0.39,82.2 8.41,1
29,#29,Giotis Ioannis  - Votsis George Hyundai Accent,C4 F2,9:03.86,+1:49.37 +  6.12,81.3 8.91,1
30,#30,Delaportas Giorgos  - Panaritis E. Ford Fiesta Rally4,C5 F2,9:04.50,+1:50.01 +  0.64,81.2 8.96,1
