Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,5,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:07:25.8,77.85 0.00,00:00:00.0 00:00:00.0,2
2,15,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:07:28.3,77.41 0.26,00:00:02.5 00:00:02.5,2
3,2,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:07:29.9,77.14 0.43,00:00:04.1 00:00:01.6,2
4,38,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:07:30.6,77.02 0.50,00:00:04.8 00:00:00.7,2
5,33,Tidemand  Pontus  /  Thulin  Julia  Ford Fiesta R5 MkII,RC2,00:07:31.1,76.93 0.55,00:00:05.3 00:00:00.5,2
6,9,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:07:31.3,76.90 0.57,00:00:05.5 00:00:00.2,2
7,20,Cais  Erik  /  Bacigál  Igor  Škoda Fabia RS Rally2,RC2,00:07:31.5,76.86 0.59,00:00:05.7 00:00:00.2,2
8,25,Virves  Robert  /  Magalhães  Hugo  Ford Fiesta R5 MkII,RC2,00:07:32.1,76.76 0.65,00:00:06.3 00:00:00.6,2
9,4,Kristensson  Tom  /  Johansson  A.  Citroën C3 Rally2,RC2,00:07:33.0,76.61 0.75,00:00:07.2 00:00:00.9,2
10,24,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:07:33.4,76.54 0.79,00:00:07.6 00:00:00.4,2
11,32,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:07:33.5,76.52 0.80,00:00:07.7 00:00:00.1,2
12,11,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:07:34.7,76.32 0.92,00:00:08.9 00:00:01.2,2
12,12,Araújo  Armindo  /  Ramalho  Luís  Škoda Fabia Rally2 Evo,RC2,00:07:34.7,76.32 0.92,00:00:08.9 00:00:00.0,2
14,7,Bonato  Yoann  /  Boulloud  B.  Citroën C3 Rally2,RC2,00:07:35.1,76.26 0.96,00:00:09.3 00:00:00.4,2
15,1,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia RS Rally2,RC2,00:07:36.7,75.99 1.13,00:00:10.9 00:00:01.6,2
16,8,Tempestini  S.  /  Itu  Sergiu  Škoda Fabia Rally2 Evo,RC2,00:07:38.3,75.72 1.30,00:00:12.5 00:00:01.6,2
17,36,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:07:38.4,75.71 1.31,00:00:12.6 00:00:00.1,2
17,40,Armstrong  Jon  /  Browne  Andrew  Ford Fiesta Rally3,RC3,00:07:38.4,75.71 1.31,00:00:12.6 00:00:00.0,2
19,17,Jeets  Gregor  /  Taniel  Timo  Škoda Fabia Rally2 Evo,RC2,00:07:39.4,75.54 1.41,00:00:13.6 00:00:01.0,2
20,3,Breen  Craig  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:07:39.8,75.48 1.45,00:00:14.0 00:00:00.4,2
21,50,Villanueva  A.  /  Murado  José  Škoda Fabia Rally2 Evo,RC2,00:07:40.8,75.31 1.56,00:00:15.0 00:00:01.0,2
22,10,Battistolli  A.  /  Scattolin  S.  Škoda Fabia Rally2 Evo,RC2,00:07:41.1,75.26 1.59,00:00:15.3 00:00:00.3,2
23,19,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia R5,RC2,00:07:41.2,75.25 1.60,00:00:15.4 00:00:00.1,2
24,29,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:07:41.7,75.17 1.65,00:00:15.9 00:00:00.5,2
25,21,O'Brien  Patrick  /  O'Brien  Stephen  Škoda Fabia R5,RC2,00:07:43.4,74.89 1.83,00:00:17.6 00:00:01.7,2
26,27,Correia  Miguel  /  Carvalho  Jorge  Škoda Fabia Rally2 Evo,RC2,00:07:43.5,74.87 1.84,00:00:17.7 00:00:00.1,2
27,30,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:07:43.8,74.83 1.87,00:00:18.0 00:00:00.3,2
28,18,McErlean  Joshua  /  Hoy  Brian  Hyundai i20 N Rally2,RC2,00:07:44.9,74.65 1.98,00:00:19.1 00:00:01.1,2
29,35,Sousa  Bernardo  /  Veiga  Ines  Citroën C3 Rally2,RC2,00:07:47.2,74.28 2.22,00:00:21.4 00:00:02.3,2
30,31,Csomós  Miklós  /  Nagy  Attila  Škoda Fabia Rally2 Evo,RC2,00:07:47.7,74.20 2.27,00:00:21.9 00:00:00.5,2
31,37,Meireles  Pedro  /  Alves  Pedro  Hyundai i20 N Rally2,RC2,00:07:49.3,73.95 2.44,00:00:23.5 00:00:01.6,2
32,45,Margaillan  M.  /  Margaillan  M.  Škoda Fabia Rally2 Evo,RC2,00:07:51.6,73.59 2.68,00:00:25.8 00:00:02.3,2
33,34,Teodósio  R.  /  Teixeira  José  Hyundai i20 N Rally2,RC2,00:07:53.3,73.32 2.85,00:00:27.5 00:00:01.7,2
34,46,Almeida  Pedro  /  Castro  Mário  Škoda Fabia Rally2 Evo,RC2,00:07:54.2,73.18 2.95,00:00:28.4 00:00:00.9,2
35,28,Nucita  Andrea  /  De Guio  Elia  Hyundai i20 N Rally2,RC2,00:07:54.7,73.11 3.00,00:00:28.9 00:00:00.5,2
36,39,Simões  Lucas  /  Almeida  Nuno  Ford Fiesta R5 MkII,RC2,00:07:56.0,72.91 3.13,00:00:30.2 00:00:01.3,2
37,16,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:08:02.9,71.87 3.85,00:00:37.1 00:00:06.9,2
38,49,Neto  Paulo  /  Ribeiro  Nuno  Škoda Fabia Rally2 Evo,RC2,00:08:03.9,71.72 3.95,00:00:38.1 00:00:01.0,2
39,47,Kołtun  J.  /  Pleskot  I.  Ford Fiesta R5 MkII,RC2,00:08:04.3,71.66 3.99,00:00:38.5 00:00:00.4,2
40,23,Cuzma  Bogdan  /  Minor  Ilka  Škoda Fabia Rally2 Evo,RC2,00:08:04.5,71.63 4.01,00:00:38.7 00:00:00.2,2
41,14,Fontes  J.  /  Ponte  Ines  Citroën C3 Rally2,RC2,00:08:08.8,71.00 4.46,00:00:43.0 00:00:04.3,2
42,54,Cunha  Ernesto  /  Magalhães  C.  Peugeot 208 Rally4,RC4,00:08:20.8,69.30 5.71,00:00:55.0 00:00:12.0,2
43,26,Somaschini  R.  /  Arena  Nicola  Citroën C3 Rally2,RC2,00:08:23.2,68.97 5.95,00:00:57.4 00:00:02.4,2
44,6,Ragues  Pierre  /  Pesenti  Julien  Ford Fiesta Rally3,RC3,00:08:35.5,67.32 7.23,00:01:09.7 00:00:12.3,2
45,52,Nõgene  J.  /  Lesk  Aleks  Peugeot 208 Rally4,RC4,00:08:38.9,66.88 7.58,00:01:13.1 00:00:03.4,2
46,41,Jocz  Tymoteusz  /  Judycki  Maciej  Ford Fiesta Rally4,RC4,00:08:40.6,66.66 7.76,00:01:14.8 00:00:01.7,2
47,42,Daprà  Roberto  /  Guglielmetti  L.  Peugeot 208 Rally4,RC4,00:08:42.0,66.48 7.90,00:01:16.2 00:00:01.4,2
48,22,Allen  Philip  /  Bowen  Dale  Hyundai i20 N Rally2,RC2,00:08:51.0,65.36 8.84,00:01:25.2 00:00:09.0,2
49,55,Muñoz  Patricio  /  Recalt  Miguel  Peugeot 208 Rally4,RC4,00:08:56.3,64.71 9.39,00:01:30.5 00:00:05.3,2
50,53,Strabello  S.  /  Gasparotto  Ivan  Peugeot 208 Rally4,RC4,00:09:02.8,63.94 10.06,00:01:37.0 00:00:06.5,2
51,51,Caldeira  Paulo  /  Gonçalves  Ana  Citroën C3 Rally2,RC2,00:09:10.4,63.05 10.85,00:01:44.6 00:00:07.6,2
52,44,Kreuter  Norman  /  Kvick  Jeannette  Peugeot 208 Rally4,RC4,00:09:15.8,62.44 11.41,00:01:50.0 00:00:05.4,2
53,43,Mesquita  Hugo  /  Cardoso  Valter  Renault Clio Rally4,RC4,00:09:22.2,61.73 12.07,00:01:56.4 00:00:06.4,2
