Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
41,#57,Kallio Jesse  - Lindberg Jussi Ford Fiesta Rally3,RC3,3:04.8,+25.8 +  0.4,67.8 7.41,1
42,#45,Jylhä Tommi  - Nevanpää Kimmo Škoda Fabia R5,RC2,3:06.0,+27.0 +  1.2,67.4 7.76,1
43,#59,Timonen Henri  - Kärpijoki Jussi Ford Fiesta Rally3,RC3,3:06.8,+27.8 +  0.8,67.1 7.99,1
44,#76,Rowley Paul  - Mullen Darragh Ford Fiesta Rally2,RC2,3:07.8,+28.8 +  1.0,66.7 8.28,1
45,#49,Díaz-Aboitiz M.  - Sanjuan de Eusebio R. Škoda Fabia Rally2 evo,RC2,3:09.1,+30.1 +  1.3,66.3 8.65,1
46,#74,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,RC4,3:09.4,+30.4 +  0.3,66.1 8.74,1
47,#58,Nieminen Kristian  - Nieminen V. Ford Fiesta Rally3,RC3,3:10.5,+31.5 +  1.1,65.8 9.05,1
48,#66,Tuuri Jari  - Kapanen Arto Škoda Fabia R5,RC2,3:10.8,+31.8 +  0.3,65.7 9.14,1
48,#68,Manninen Markus  - Sillanpää T. Renault Clio Rally3,RC3,3:10.8,+31.8 +  0.0,65.7 9.14,1
50,#61,Laakso Ville  - Luhtaniemi Jani Ford Fiesta Rally3,RC3,3:11.8,+32.8 +  1.0,65.3 9.43,1
51,#67,McCormack Enda  - McCormack Liam Hyundai i20 N Rally2,RC2,3:14.0,+35.0 +  2.2,64.6 10.1,1
52,#73,Otake Nao  - Salminen Marko Renault Clio Rally4,RC4,3:14.7,+35.7 +  0.7,64.3 10.3,1
53,#70,Räikkönen Justus  - Korhonen M. Peugeot 208 Rally4,RC4,3:15.3,+36.3 +  0.6,64.1 10.4,1
54,#60,Cumiskey Brendan  - Connolly M. Ford Fiesta Rally3,RC3,3:15.7,+36.7 +  0.4,64.0 10.6,1
55,#62,Vihtari Tuomas  - Harvia Ville Ford Fiesta Rally3,RC3,3:15.9,+36.9 +  0.2,64.0 10.6,1
56,#72,Kogure Hikaru  - Luhtinen T. Renault Clio Rally4,RC4,3:17.9,+38.9 +  2.0,63.3 11.2,1
57,#63,Paciorkowski Marek  - Heller Kamil Ford Fiesta Rally3,RC3,3:18.8,+39.8 +  0.9,63.0 11.4,1
57,#77,Strobl Alexander  - Kachel André Ford Fiesta R5,RC2,3:18.8,+39.8 +  0.0,63.0 11.4,1
59,#71,Yamamoto Yuki  - Teiskonen Miika Renault Clio Rally4,RC4,3:19.9,+40.9 +  1.1,62.7 11.8,1
60,#79,Coyne John  - Treacy Eoin Hyundai i20 N Rally2,RC2,3:22.8,+43.8 +  2.9,61.8 12.6,1
61,#78,Salin Daniel  - Salin Brigitte Škoda Fabia R5,RC2,3:26.5,+47.5 +  3.7,60.7 13.7,1
62,#80,Hytönen Kari  - Nisula Suvi Ford Fiesta R2,RC4,3:35.3,+56.3 +  8.8,58.2 16.2,1
63,#81,Kaisanlahti Raimo  - Öhman Patric Ford Fiesta Rally4,RC4,3:45.0,+1:06.0 +  9.7,55.7 19.0,1
64,#82,Hiltunen Peter  - Tiainen Pentti Renault Clio Rally4,RC4,3:52.3,+1:13.3 +  7.3,53.9 21.1,1
1,#18,Katsuta Takamoto  - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,5:36.1,,126.2,2
2,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,5:36.6,+0.5 +  0.5,126.0 0.04,2
3,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,5:37.4,+1.3 +  0.8,125.7 0.11,2
4,#4,Lappi Esapekka  - Ferm Janne Hyundai i20 N Rally1,RC1 M,5:37.8,+1.7 +  0.4,125.5 0.14,2
5,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,5:38.1,+2.0 +  0.3,125.4 0.17,2
6,#3,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally1,RC1 M,5:38.4,+2.3 +  0.3,125.3 0.20,2
7,#8,Tänak Ott  - Järveoja Martin Ford Puma Rally1,RC1 M,5:38.5,+2.4 +  0.1,125.3 0.20,2
8,#7,Loubet Pierre-Louis  - Gilsoul N. Ford Puma Rally1,RC1 M,5:41.2,+5.1 +  2.7,124.3 0.43,2
9,#97,Latvala Jari-Matti  - Hänninen J. Toyota GR Yaris Rally1,RC1,5:44.9,+8.8 +  3.7,123.0 0.75,2
10,#27,Pajari Sami  - Mälkönen Enni Škoda Fabia RS Rally2,RC2,5:56.9,+20.8 +  12.0,118.8 1.77,2
11,#23,Lindholm Emil  - Hämäläinen R. Hyundai i20 N Rally2,RC2,5:58.6,+22.5 +  1.7,118.3 1.91,2
12,#21,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,5:59.6,+23.5 +  1.0,117.9 1.99,2
13,#26,Fourmaux Adrien  - Coria Alexandre Ford Fiesta Rally2,RC2,6:01.0,+24.9 +  1.4,117.5 2.11,2
14,#28,Huttunen Jari  - Haapala Antti Škoda Fabia RS Rally2,RC2,6:01.7,+25.6 +  0.7,117.2 2.17,2
15,#32,Bulacia Marco  - Vallejo Diego Škoda Fabia RS Rally2,RC2,6:02.0,+25.9 +  0.3,117.1 2.20,2
15,#34,Linnamäe Georg  - Morgan James Hyundai i20 N Rally2,RC2,6:02.0,+25.9 +  0.0,117.1 2.20,2
17,#24,Mikkelsen Andreas  - Eriksen T. Škoda Fabia RS Rally2,RC2,6:02.1,+26.0 +  0.1,117.1 2.21,2
18,#39,McErlean Josh  - Fulton James Hyundai i20 N Rally2,RC2,6:02.4,+26.3 +  0.3,117.0 2.23,2
19,#22,Greensmith Gus  - Andersson Jonas Škoda Fabia RS Rally2,RC2,6:02.7,+26.6 +  0.3,116.9 2.26,2
19,#25,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,6:02.7,+26.6 +  0.0,116.9 2.26,2
19,#35,Zaldivar F.  - Der Ohannesian M. Hyundai i20 N Rally2,RC2,6:02.7,+26.6 +  0.0,116.9 2.26,2
22,#36,Marczyk M.  - Gospodarczyk S. Škoda Fabia RS Rally2,RC2,6:03.1,+27.0 +  0.4,116.8 2.29,2
23,#29,Joona Lauri  - Shemeikka Tuukka Škoda Fabia RS Rally2,RC2,6:04.6,+28.5 +  1.5,116.3 2.42,2
24,#52,Korhonen Roope  - Viinikka Anssi Volkswagen Polo GTI R5,RC2,6:06.1,+30.0 +  1.5,115.8 2.55,2
25,#44,Ciamin Nicolas  - Roche Yannick Volkswagen Polo GTI R5,RC2,6:09.4,+33.3 +  3.3,114.8 2.83,2
26,#40,Munster Grégoire  - Louka Louis Ford Fiesta Rally2,RC2,6:10.0,+33.9 +  0.6,114.6 2.88,2
27,#20,Rossel Yohan  - Dunand Arnaud Citroën C3 Rally2,RC2,6:10.4,+34.3 +  0.4,114.5 2.91,2
28,#38,Fernández Emilio  - Odriozola B. Škoda Fabia Rally2 evo,RC2,6:12.4,+36.3 +  2.0,113.9 3.08,2
29,#41,Tahko Riku  - Soininen Markus Hyundai i20 N Rally2,RC2,6:13.5,+37.4 +  1.1,113.5 3.17,2
30,#37,Bulacia B.  - Coronado Jiménez A. Škoda Fabia RS Rally2,RC2,6:14.8,+38.7 +  1.3,113.1 3.29,2
31,#53,Korhola Benjamin  - Kelander Pekka Ford Fiesta Rally3,RC3,6:16.9,+40.8 +  2.1,112.5 3.46,2
32,#65,Rytkönen Anssi  - Koskela J. Škoda Fabia R5,RC2,6:18.2,+42.1 +  1.3,112.1 3.57,2
33,#58,Nieminen Kristian  - Nieminen V. Ford Fiesta Rally3,RC3,6:23.8,+47.7 +  5.6,110.5 4.05,2
34,#57,Kallio Jesse  - Lindberg Jussi Ford Fiesta Rally3,RC3,6:26.1,+50.0 +  2.3,109.8 4.24,2
35,#30,Heikkilä Mikko  - Vaaleri Samu Škoda Fabia RS Rally2,RC2,6:27.1,+51.0 +  1.0,109.6 4.33,2
36,#46,Villanueva A.  - Murado González J. Škoda Fabia RS Rally2,RC2,6:29.0,+52.9 +  1.9,109.0 4.49,2
37,#48,Kelly Eamonn  - Mohan Conor Hyundai i20 N Rally2,RC2,6:33.5,+57.4 +  4.5,107.8 4.87,2
38,#64,Borodin Petr  - Cheprasov Roman Ford Fiesta Rally3,RC3,6:34.0,+57.9 +  0.5,107.6 4.92,2
39,#59,Timonen Henri  - Kärpijoki Jussi Ford Fiesta Rally3,RC3,6:34.5,+58.4 +  0.5,107.5 4.96,2
40,#75,Cartier Victor  - Deliot Manon Toyota Yaris Rally2-Kit,RC2,6:35.2,+59.1 +  0.7,107.3 5.02,2
41,#68,Manninen Markus  - Sillanpää T. Renault Clio Rally3,RC3,6:35.5,+59.4 +  0.3,107.2 5.04,2
42,#55,Türkkan Ali  - Erdener Burak Ford Fiesta Rally3,RC3,6:36.8,+1:00.7 +  1.3,106.9 5.15,2
43,#71,Yamamoto Yuki  - Teiskonen Miika Renault Clio Rally4,RC4,6:37.6,+1:01.5 +  0.8,106.7 5.22,2
44,#56,Kohn Filip  - Woodburn Tom Ford Fiesta Rally3,RC3,6:38.0,+1:01.9 +  0.4,106.6 5.25,2
45,#73,Otake Nao  - Salminen Marko Renault Clio Rally4,RC4,6:39.2,+1:03.1 +  1.2,106.2 5.36,2
46,#72,Kogure Hikaru  - Luhtinen T. Renault Clio Rally4,RC4,6:41.4,+1:05.3 +  2.2,105.7 5.54,2
47,#66,Tuuri Jari  - Kapanen Arto Škoda Fabia R5,RC2,6:41.6,+1:05.5 +  0.2,105.6 5.56,2
48,#45,Jylhä Tommi  - Nevanpää Kimmo Škoda Fabia R5,RC2,6:41.9,+1:05.8 +  0.3,105.5 5.59,2
49,#63,Paciorkowski Marek  - Heller Kamil Ford Fiesta Rally3,RC3,6:43.3,+1:07.2 +  1.4,105.2 5.70,2
50,#70,Räikkönen Justus  - Korhonen M. Peugeot 208 Rally4,RC4,6:46.1,+1:10.0 +  2.8,104.4 5.94,2
51,#62,Vihtari Tuomas  - Harvia Ville Ford Fiesta Rally3,RC3,6:51.0,+1:14.9 +  4.9,103.2 6.36,2
52,#60,Cumiskey Brendan  - Connolly M. Ford Fiesta Rally3,RC3,6:52.8,+1:16.7 +  1.8,102.7 6.51,2
52,#74,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,RC4,6:52.8,+1:16.7 +  0.0,102.7 6.51,2
54,#76,Rowley Paul  - Mullen Darragh Ford Fiesta Rally2,RC2,6:55.8,+1:19.7 +  3.0,102.0 6.77,2
55,#49,Díaz-Aboitiz M.  - Sanjuan de Eusebio R. Škoda Fabia Rally2 evo,RC2,7:04.4,+1:28.3 +  8.6,99.9 7.50,2
56,#61,Laakso Ville  - Luhtaniemi Jani Ford Fiesta Rally3,RC3,7:04.8,+1:28.7 +  0.4,99.8 7.53,2
