No.,Crew,Group,ss,Race,cou,time_SS_sec
71,Yamamoto  ,RC4,2,Finland,43,397.6
56,Kohn  Fili,RC3,2,Finland,44,398.0
73,Otake  Nao,RC4,2,Finland,45,399.2
72,Kogure  Hi,RC4,2,Finland,46,401.4
66,Tuuri  Jar,RC2,2,Finland,47,401.6
45,Jylhä  Tom,RC2,2,Finland,48,401.9
63,Paciorkows,RC3,2,Finland,49,403.3
70,Räikkönen ,RC4,2,Finland,50,406.1
62,Vihtari  T,RC3,2,Finland,51,411.0
60,Cumiskey  ,RC3,2,Finland,52,412.8
74,Fontana  M,RC4,2,Finland,53,412.8
76,Rowley  Pa,RC2,2,Finland,54,415.8
49,Díaz Aboit,RC2,2,Finland,55,424.4
61,Laakso  Vi,RC3,2,Finland,56,424.8
79,Coyne  Joh,RC2,2,Finland,57,427.8
77,Strobl  A.,RC2,2,Finland,58,433.4
67,McCormack ,RC2,2,Finland,59,437.3
78,Salin  Dan,RC2,2,Finland,60,449.0
80,Hytönen  K,RC4,2,Finland,61,449.1
81,Kaisanlaht,RC4,2,Finland,62,466.5
82,Hiltunen  ,RC4,2,Finland,63,470.9
31,Virves  Ro,RC2,2,Finland,64,956.9
69,Rovanperä ,RC1,3,Finland,1,357.8
33,Evans  Elf,RC1,3,Finland,2,359.6
11,Neuville  ,RC1,3,Finland,3,362.2
4,Lappi  Esa,RC1,3,Finland,4,362.9
3,Suninen  T,RC1,3,Finland,5,365.2
18,Katsuta  T,RC1,3,Finland,6,365.2
97,Latvala  J,RC1,3,Finland,7,371.9
28,Huttunen  ,RC2,3,Finland,8,388.5
27,Pajari  Sa,RC2,3,Finland,9,389.5
21,Solberg  O,RC2,3,Finland,10,391.0
23,Lindholm  ,RC2,3,Finland,11,392.0
24,Mikkelsen ,RC2,3,Finland,12,393.1
30,Heikkilä  ,RC2,3,Finland,13,393.2
25,Gryazin  N,RC2,3,Finland,14,393.4
26,Fourmaux  ,RC2,3,Finland,15,394.2
22,Greensmith,RC2,3,Finland,16,394.4
34,Linnamäe  ,RC2,3,Finland,17,395.0
32,Bulacia  M,RC2,3,Finland,18,395.8
39,McErlean  ,RC2,3,Finland,19,396.2
52,Korhonen  ,RC2,3,Finland,20,398.5
29,Joona  Lau,RC2,3,Finland,21,398.9
36,Marczyk  M,RC2,3,Finland,22,400.5
35,Zaldivar  ,RC2,3,Finland,23,400.7
41,Tahko  Rik,RC2,3,Finland,24,405.0
37,Bulacia  B,RC2,3,Finland,25,405.1
44,Ciamin  Ni,RC2,3,Finland,26,405.5
40,Munster  G,RC2,3,Finland,27,405.7
65,Rytkönen  ,RC2,3,Finland,28,413.8
38,Fernàndez ,RC2,3,Finland,29,415.3
20,Rossel  Yo,RC2,3,Finland,30,416.5
57,Kallio  Je,RC3,3,Finland,31,416.8
53,Korhola  B,RC3,3,Finland,32,417.4
58,Nieminen  ,RC3,3,Finland,33,420.1
55,Türkkan  A,RC3,3,Finland,34,424.9
46,Villanueva,RC2,3,Finland,35,426.2
48,Kelly  Eam,RC2,3,Finland,36,432.6
71,Yamamoto  ,RC4,3,Finland,37,433.2
59,Timonen  H,RC3,3,Finland,38,434.9
72,Kogure  Hi,RC4,3,Finland,39,435.1
64,Borodin  P,RC3,3,Finland,40,435.7
56,Kohn  Fili,RC3,3,Finland,41,436.1
45,Jylhä  Tom,RC2,3,Finland,42,436.9
68,Manninen  ,RC3,3,Finland,43,438.6
73,Otake  Nao,RC4,3,Finland,44,443.1
70,Räikkönen ,RC4,3,Finland,45,446.3
75,Cartier  V,RC2,3,Finland,46,448.3
74,Fontana  M,RC4,3,Finland,47,448.4
66,Tuuri  Jar,RC2,3,Finland,48,450.6
63,Paciorkows,RC3,3,Finland,49,450.8
62,Vihtari  T,RC3,3,Finland,50,462.1
76,Rowley  Pa,RC2,3,Finland,51,466.8
60,Cumiskey  ,RC3,3,Finland,52,466.9
79,Coyne  Joh,RC2,3,Finland,53,467.8
67,McCormack ,RC2,3,Finland,54,472.8
49,Díaz Aboit,RC2,3,Finland,55,476.2
61,Laakso  Vi,RC3,3,Finland,56,477.4
77,Strobl  A.,RC2,3,Finland,57,478.6
81,Kaisanlaht,RC4,3,Finland,58,511.4
78,Salin  Dan,RC2,3,Finland,59,516.3
82,Hiltunen  ,RC4,3,Finland,60,522.9
7,Loubet  P.,RC1,3,Finland,61,957.8
31,Virves  Ro,RC2,3,Finland,62,988.5
80,Hytönen  K,RC4,3,Finland,63,1057.2
69,Rovanperä ,RC1,4,Finland,1,415.7
33,Evans  Elf,RC1,4,Finland,2,417.1
4,Lappi  Esa,RC1,4,Finland,3,418.3
3,Suninen  T,RC1,4,Finland,4,419.5
11,Neuville  ,RC1,4,Finland,5,419.6
18,Katsuta  T,RC1,4,Finland,6,420.5
97,Latvala  J,RC1,4,Finland,7,427.4
21,Solberg  O,RC2,4,Finland,8,442.4
27,Pajari  Sa,RC2,4,Finland,9,444.0
23,Lindholm  ,RC2,4,Finland,10,444.3
26,Fourmaux  ,RC2,4,Finland,11,445.0
25,Gryazin  N,RC2,4,Finland,12,445.2
28,Huttunen  ,RC2,4,Finland,13,446.8
32,Bulacia  M,RC2,4,Finland,14,447.7
52,Korhonen  ,RC2,4,Finland,15,448.6
34,Linnamäe  ,RC2,4,Finland,16,449.7
36,Marczyk  M,RC2,4,Finland,17,449.8
39,McErlean  ,RC2,4,Finland,18,450.9
22,Greensmith,RC2,4,Finland,19,452.2
29,Joona  Lau,RC2,4,Finland,20,454.0
40,Munster  G,RC2,4,Finland,21,455.2
35,Zaldivar  ,RC2,4,Finland,22,455.3
24,Mikkelsen ,RC2,4,Finland,23,456.5
37,Bulacia  B,RC2,4,Finland,24,458.3
30,Heikkilä  ,RC2,4,Finland,25,462.0
44,Ciamin  Ni,RC2,4,Finland,26,462.3
41,Tahko  Rik,RC2,4,Finland,27,465.2
65,Rytkönen  ,RC2,4,Finland,28,467.8
53,Korhola  B,RC3,4,Finland,29,469.8
20,Rossel  Yo,RC2,4,Finland,30,471.0
57,Kallio  Je,RC3,4,Finland,31,474.0
48,Kelly  Eam,RC2,4,Finland,32,477.4
64,Borodin  P,RC3,4,Finland,33,481.0
55,Türkkan  A,RC3,4,Finland,34,482.5
38,Fernàndez ,RC2,4,Finland,35,488.7
56,Kohn  Fili,RC3,4,Finland,36,492.6
80,Hytönen  K,RC4,4,Finland,37,492.6
46,Villanueva,RC2,4,Finland,38,493.8
45,Jylhä  Tom,RC2,4,Finland,39,494.9
71,Yamamoto  ,RC4,4,Finland,40,500.4
75,Cartier  V,RC2,4,Finland,41,500.9
72,Kogure  Hi,RC4,4,Finland,42,504.0
59,Timonen  H,RC3,4,Finland,43,505.0
68,Manninen  ,RC3,4,Finland,44,511.2
66,Tuuri  Jar,RC2,4,Finland,45,516.7
70,Räikkönen ,RC4,4,Finland,46,520.9
73,Otake  Nao,RC4,4,Finland,47,526.2
74,Fontana  M,RC4,4,Finland,48,526.2
63,Paciorkows,RC3,4,Finland,49,531.1
76,Rowley  Pa,RC2,4,Finland,50,533.3
60,Cumiskey  ,RC3,4,Finland,51,538.9
62,Vihtari  T,RC3,4,Finland,52,539.2
49,Díaz Aboit,RC2,4,Finland,53,542.7
61,Laakso  Vi,RC3,4,Finland,54,545.7
77,Strobl  A.,RC2,4,Finland,55,546.3
67,McCormack ,RC2,4,Finland,56,546.5
79,Coyne  Joh,RC2,4,Finland,57,548.0
78,Salin  Dan,RC2,4,Finland,58,561.4
81,Kaisanlaht,RC4,4,Finland,59,591.7
82,Hiltunen  ,RC4,4,Finland,60,591.7
7,Loubet  P.,RC1,4,Finland,61,1015.7
31,Virves  Ro,RC2,4,Finland,62,1042.4
69,Rovanperä ,RC1,5,Finland,1,261.0
33,Evans  Elf,RC1,5,Finland,2,261.3
18,Katsuta  T,RC1,5,Finland,3,263.7
11,Neuville  ,RC1,5,Finland,4,264.4
3,Suninen  T,RC1,5,Finland,5,267.6
97,Latvala  J,RC1,5,Finland,6,267.9
21,Solberg  O,RC2,5,Finland,7,278.8
24,Mikkelsen ,RC2,5,Finland,8,281.7
28,Huttunen  ,RC2,5,Finland,9,282.0
34,Linnamäe  ,RC2,5,Finland,10,282.2
25,Gryazin  N,RC2,5,Finland,11,282.4
30,Heikkilä  ,RC2,5,Finland,12,282.9
32,Bulacia  M,RC2,5,Finland,13,283.8
22,Greensmith,RC2,5,Finland,14,284.2
26,Fourmaux  ,RC2,5,Finland,15,284.5
23,Lindholm  ,RC2,5,Finland,16,284.7
29,Joona  Lau,RC2,5,Finland,17,284.9
27,Pajari  Sa,RC2,5,Finland,18,285.7
35,Zaldivar  ,RC2,5,Finland,19,286.7
36,Marczyk  M,RC2,5,Finland,20,287.0
40,Munster  G,RC2,5,Finland,21,287.2
52,Korhonen  ,RC2,5,Finland,22,287.5
38,Fernàndez ,RC2,5,Finland,23,288.8
37,Bulacia  B,RC2,5,Finland,24,289.0
44,Ciamin  Ni,RC2,5,Finland,25,289.2
39,McErlean  ,RC2,5,Finland,26,289.3
65,Rytkönen  ,RC2,5,Finland,27,289.5
41,Tahko  Rik,RC2,5,Finland,28,290.4
20,Rossel  Yo,RC2,5,Finland,29,290.7
53,Korhola  B,RC3,5,Finland,30,294.6
57,Kallio  Je,RC3,5,Finland,31,295.8
55,Türkkan  A,RC3,5,Finland,32,298.2
56,Kohn  Fili,RC3,5,Finland,33,301.3
48,Kelly  Eam,RC2,5,Finland,34,302.3
46,Villanueva,RC2,5,Finland,35,305.9
68,Manninen  ,RC3,5,Finland,36,308.3
75,Cartier  V,RC2,5,Finland,37,308.9
59,Timonen  H,RC3,5,Finland,38,309.1
72,Kogure  Hi,RC4,5,Finland,39,309.8
66,Tuuri  Jar,RC2,5,Finland,40,310.0
71,Yamamoto  ,RC4,5,Finland,41,310.6
45,Jylhä  Tom,RC2,5,Finland,42,312.0
74,Fontana  M,RC4,5,Finland,43,312.6
63,Paciorkows,RC3,5,Finland,44,313.4
70,Räikkönen ,RC4,5,Finland,45,313.4
76,Rowley  Pa,RC2,5,Finland,46,318.5
60,Cumiskey  ,RC3,5,Finland,47,323.4
62,Vihtari  T,RC3,5,Finland,48,324.0
61,Laakso  Vi,RC3,5,Finland,49,325.4
77,Strobl  A.,RC2,5,Finland,50,330.5
78,Salin  Dan,RC2,5,Finland,51,331.5
49,Díaz Aboit,RC2,5,Finland,52,332.4
79,Coyne  Joh,RC2,5,Finland,53,332.7
67,McCormack ,RC2,5,Finland,54,346.9
82,Hiltunen  ,RC4,5,Finland,55,361.1
81,Kaisanlaht,RC4,5,Finland,56,363.2
73,Otake  Nao,RC4,5,Finland,57,435.9
80,Hytönen  K,RC4,5,Finland,58,497.3
4,Lappi  Esa,RC1,5,Finland,59,861.0
7,Loubet  P.,RC1,5,Finland,60,861.0
31,Virves  Ro,RC2,5,Finland,61,878.8
64,Borodin  P,RC3,5,Finland,62,894.6
69,Rovanperä ,RC1,6,Finland,1,340.5
18,Katsuta  T,RC1,6,Finland,2,340.7
3,Suninen  T,RC1,6,Finland,3,341.1
33,Evans  Elf,RC1,6,Finland,4,341.9
11,Neuville  ,RC1,6,Finland,5,344.4
97,Latvala  J,RC1,6,Finland,6,349.1
27,Pajari  Sa,RC2,6,Finland,7,356.7
