Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:09:39.0,125.53 0.00,00:00:00.0 00:00:00.0,12
2,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:09:39.4,125.45 0.02,00:00:00.4 00:00:00.4,12
3,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:09:46.7,123.89 0.38,00:00:07.7 00:00:07.3,12
4,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:09:53.0,122.57 0.69,00:00:14.0 00:00:06.3,12
5,97,Latvala  J.  /  Hänninen  Juho  Toyota GR Yaris Rally1 Hybrid,RC1,00:09:54.9,122.18 0.79,00:00:15.9 00:00:01.9,12
6,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:10:00.5,121.04 1.06,00:00:21.5 00:00:05.6,12
7,28,Huttunen  Jari  /  Haapala  Antti  Škoda Fabia RS Rally2,RC2,00:10:14.0,118.38 1.73,00:00:35.0 00:00:13.5,12
8,21,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:10:14.9,118.20 1.78,00:00:35.9 00:00:00.9,12
9,26,Fourmaux  Adrien  /  Coria  Alexandre  Ford Fiesta Rally2 MkII,RC2,00:10:16.8,117.84 1.87,00:00:37.8 00:00:01.9,12
10,27,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:10:17.1,117.78 1.89,00:00:38.1 00:00:00.3,12
11,22,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:10:24.6,116.37 2.26,00:00:45.6 00:00:07.5,12
12,23,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:10:25.0,116.29 2.28,00:00:46.0 00:00:00.4,12
13,30,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia RS Rally2,RC2,00:10:25.4,116.22 2.30,00:00:46.4 00:00:00.4,12
