Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,15,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:04:23.8,94.98 0.00,00:00:00.0 00:00:00.0,11
2,21,Basso  G.  /  Granai  Lorenzo  Škoda Fabia RS Rally2,RC2,00:04:24.8,94.62 0.14,00:00:01.0 00:00:01.0,11
3,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:04:25.6,94.34 0.26,00:00:01.8 00:00:00.8,11
4,24,Crugnola  Andrea  /  Ometto  P.  Citroën C3 Rally2,RC2,00:04:25.7,94.30 0.27,00:00:01.9 00:00:00.1,11
5,3,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:04:27.1,93.81 0.47,00:00:03.3 00:00:01.4,11
5,8,Bonato  Yoann  /  Boulloud  B.  Citroën C3 Rally2,RC2,00:04:27.1,93.81 0.47,00:00:03.3 00:00:00.0,11
7,9,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:04:27.6,93.63 0.55,00:00:03.8 00:00:00.5,11
8,23,Andolfi  Fabio  /  Gonella  Nicoló  Škoda Fabia Rally2 Evo,RC2,00:04:27.8,93.56 0.57,00:00:04.0 00:00:00.2,11
9,16,Csomós  Miklós  /  Bán  Viktor  Škoda Fabia Rally2 Evo,RC2,00:04:27.9,93.53 0.59,00:00:04.1 00:00:00.1,11
10,6,Franceschi  M.  /  Malfoy  Andy  Škoda Fabia RS Rally2,RC2,00:04:28.2,93.42 0.63,00:00:04.4 00:00:00.3,11
11,10,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:04:28.6,93.28 0.69,00:00:04.8 00:00:00.4,11
12,18,Battistolli  A.  /  Scattolin  S.  Škoda Fabia RS Rally2,RC2,00:04:28.8,93.21 0.72,00:00:05.0 00:00:00.2,11
12,56,Bottarelli  Luca  /  Bosi  M.  Škoda Fabia Rally2 Evo,RC2,00:04:28.8,93.21 0.72,00:00:05.0 00:00:00.0,11
14,14,Grzyb  Grzegorz  /  Wróbel  Jakub  Škoda Fabia Rally2 Evo,RC2,00:04:29.5,92.97 0.82,00:00:05.7 00:00:00.7,11
15,58,Avbelj  Boštjan  /  Andrejka  D.  Škoda Fabia Rally2 Evo,RC2,00:04:29.6,92.94 0.83,00:00:05.8 00:00:00.1,11
16,4,Lukyanuk  Alexey  /  Chervonenko  Y.  Škoda Fabia RS Rally2,RC2,00:04:29.8,92.87 0.86,00:00:06.0 00:00:00.2,11
17,12,Tempestini  S.  /  Itu  Sergiu  Škoda Fabia Rally2 Evo,RC2,00:04:30.5,92.63 0.96,00:00:06.7 00:00:00.7,11
18,2,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia RS Rally2,RC2,00:04:30.9,92.49 1.02,00:00:07.1 00:00:00.4,11
19,11,Joona  Lauri  /  Hussi  Janni  Škoda Fabia Rally2 Evo,RC2,00:04:32.6,91.91 1.26,00:00:08.8 00:00:01.7,11
20,27,von Thurn und Taxis  A.  /  Hain  Jara  Škoda Fabia Rally2 Evo,RC2,00:04:34.2,91.38 1.49,00:00:10.4 00:00:01.6,11
21,25,Mazzocchi  A.  /  Gallotti  Silvia  Citroën C3 Rally2,RC2,00:04:34.6,91.25 1.55,00:00:10.8 00:00:00.4,11
22,57,Ferrarotti  Ivan  /  Bizzocchi  M.  Škoda Fabia Rally2 Evo,RC2,00:04:36.7,90.55 1.85,00:00:12.9 00:00:02.1,11
23,59,Aragno  F.  /  Segir  Andrea  Škoda Fabia Rally2 Evo,RC2,00:04:37.0,90.45 1.90,00:00:13.2 00:00:00.3,11
24,32,Armstrong  Jon  /  Fair  Cameron  Ford Fiesta Rally3,RC3,00:04:37.6,90.26 1.98,00:00:13.8 00:00:00.6,11
25,26,Rusce  Antonio  /  Musiari  Martina  Škoda Fabia Rally2 Evo,RC2,00:04:37.8,90.19 2.01,00:00:14.0 00:00:00.2,11
26,19,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:04:38.7,89.90 2.14,00:00:14.9 00:00:00.9,11
27,76,Tiramani  C.  /  Grimaldi  Fabio  Volkswagen Polo Gti R5,RC2,00:04:42.1,88.82 2.63,00:00:18.3 00:00:03.4,11
28,20,O'Brien  Patrick  /  O'Brien  Stephen  Škoda Fabia R5,RC2,00:04:43.0,88.54 2.76,00:00:19.2 00:00:00.9,11
29,33,Andreucci  Paolo  /  Briani  Rudy  Renault Clio Rally3,RC3,00:04:47.0,87.30 3.33,00:00:23.2 00:00:04.0,11
30,35,Maior  Norbert  /  Maior  Francesca  Peugeot 208 Rally4,RC4,00:04:49.0,86.70 3.62,00:00:25.2 00:00:02.0,11
