Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
1, Kalle ROVANPERÄ Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:08:24,+00:00:00,8
2, Thierry NEUVILLE Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:08:25.3,+00:00:01.3,8
3, Sébastien OGIER Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:08:27.1,+00:00:03.1,8
4, Takamoto KATSUTA Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:08:28.9,+00:00:04.9,8
5, Ott TÄNAK Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:08:29.7,+00:00:05.7,8
6, Esapekka LAPPI Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:08:30.5,+00:00:06.5,8
7, Elfyn EVANS Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:08:33.6,+00:00:09.6,8
8, Daniel SORDO Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:08:34.3,+00:00:10.3,8
9, Oliver SOLBERG Elliott EDMONDSON,Skoda Fabia RS,23,00:08:51.3,+00:00:27.3,8
10, Erik CAIS Petr TESÍNSKÝ,Skoda Fabia RS,27,00:08:51.6,+00:00:27.6,8
11, Pepe LÓPEZ Borja ROZADA,Hyundai i20 N,34,00:08:51.7,+00:00:27.7,8
12, Stéphane LEFEBVRE Andy MALFOY,Citroen C3,22,00:08:51.9,+00:00:27.9,8
13, Nikolay GRYAZIN Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:08:52.7,+00:00:28.7,8
14, Yohan ROSSEL Arnaud DUNAND,Citroen C3,21,00:08:54.1,+00:00:30.1,8
15, Marco BULACIA Axel CORONADO,Skoda Fabia RS,26,00:08:57.8,+00:00:33.8,8
16, Adrien FOURMAUX Alexandre CORIA,Ford Fiesta MkII,20,00:08:58.7,+00:00:34.7,8
