Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Sotiropoulos N,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,14,801.89
Antoniou K.  -,C3 F2,2,Graikas,19/11/2023,Gravel,Cup,15,803.06
Gazetas D.  - ,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,16,805.66
Vorrias Ioanni,T1,2,Graikas,19/11/2023,Gravel,Cup,17,819.18
Karagounis Eli,C3 F2,2,Graikas,19/11/2023,Gravel,Cup,18,825.07
Pateas A.  - P,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,19,827.89
Kokkinos Steli,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,20,846.02
Katevas Dionis,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,21,854.9
Englezos T.  -,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,22,866.26
Mantas Panagio,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,23,868.51
Likomitros D. ,C3 F2,2,Graikas,19/11/2023,Gravel,Cup,24,885.29
Andrikopoulos ,C5 F2,2,Graikas,19/11/2023,Gravel,Cup,25,908.69
Karouzos Giorg,C4 F2,2,Graikas,19/11/2023,Gravel,Cup,26,925.54
Lathouris Pana,C4 F2,2,Graikas,19/11/2023,Gravel,Cup,27,955.16
Lainopoulos S.,C2,3,Graikas,19/11/2023,Gravel,Cup,1,726.29
Papadimitriou ,C1,3,Graikas,19/11/2023,Gravel,Cup,2,731.16
Papadopoulos A,C2,3,Graikas,19/11/2023,Gravel,Cup,3,732.49
Tsetsonis Elia,C2,3,Graikas,19/11/2023,Gravel,Cup,4,748.02
Tsoulos Argiri,C2,3,Graikas,19/11/2023,Gravel,Cup,5,754.42
Stavropoulos D,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,6,791.2
Antoniou K.  -,C3 F2,3,Graikas,19/11/2023,Gravel,Cup,7,796.09
Anastassopoulo,C4 F2,3,Graikas,19/11/2023,Gravel,Cup,8,798.79
Kastis Christo,C5 F2,3,Graikas,19/11/2023,Gravel,Cup,9,801.96
Davaris Nikos ,C2,3,Graikas,19/11/2023,Gravel,Cup,10,802.95
Sotiropoulos N,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,11,807.8
Agathokleous G,C3 F2,3,Graikas,19/11/2023,Gravel,Cup,12,813.28
Gazetas D.  - ,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,13,813.5
Manetas Giorgo,C4 F2,3,Graikas,19/11/2023,Gravel,Cup,14,826.73
Pateas A.  - P,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,15,829.27
Vorrias Ioanni,T1,3,Graikas,19/11/2023,Gravel,Cup,16,831.8
Kokkinos Steli,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,17,843.37
Katevas Dionis,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,18,863.55
Zygogiannis K.,C2,3,Graikas,19/11/2023,Gravel,Cup,19,873.56
Mantas Panagio,C6 F2,3,Graikas,19/11/2023,Gravel,Cup,20,885.78
Andrikopoulos ,C5 F2,3,Graikas,19/11/2023,Gravel,Cup,21,966.83
Karouzos Giorg,C4 F2,3,Graikas,19/11/2023,Gravel,Cup,22,976.34
Lathouris Pana,C4 F2,3,Graikas,19/11/2023,Gravel,Cup,23,987.66
Panoutsos T.  ,C5 F2,3,Graikas,19/11/2023,Gravel,Cup,24,997.34
