Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Papadimitriou ,C1,1,Graikas,19/11/2023,Gravel,Cup,1,708.71
Tsetsonis Elia,C2,1,Graikas,19/11/2023,Gravel,Cup,2,753.2
Zygogiannis K.,C2,1,Graikas,19/11/2023,Gravel,Cup,3,756.86
Tsoulos Argiri,C2,1,Graikas,19/11/2023,Gravel,Cup,4,758.28
Lainopoulos S.,C2,1,Graikas,19/11/2023,Gravel,Cup,5,767.55
Dimopoulos Ant,C4 F2,1,Graikas,19/11/2023,Gravel,Cup,6,780.1
Stavropoulos D,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,7,785.51
Kastis Christo,C5 F2,1,Graikas,19/11/2023,Gravel,Cup,8,793.48
Davaris Nikos ,C2,1,Graikas,19/11/2023,Gravel,Cup,9,794.05
Antoniou K.  -,C3 F2,1,Graikas,19/11/2023,Gravel,Cup,10,798.48
Gazetas D.  - ,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,11,799.52
Anastassopoulo,C4 F2,1,Graikas,19/11/2023,Gravel,Cup,12,800.47
Manetas Giorgo,C4 F2,1,Graikas,19/11/2023,Gravel,Cup,13,805.81
Agathokleous G,C3 F2,1,Graikas,19/11/2023,Gravel,Cup,14,810.06
Sotiropoulos N,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,15,832.5
Pateas A.  - P,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,16,840.82
Karagounis Eli,C3 F2,1,Graikas,19/11/2023,Gravel,Cup,17,866.49
Katevas Dionis,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,18,880.36
Likomitros D. ,C3 F2,1,Graikas,19/11/2023,Gravel,Cup,19,881.26
Englezos T.  -,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,20,887.73
Mantas Panagio,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,21,906.52
Andrikopoulos ,C5 F2,1,Graikas,19/11/2023,Gravel,Cup,22,907.64
Karouzos Giorg,C4 F2,1,Graikas,19/11/2023,Gravel,Cup,23,946.77
Lathouris Pana,C4 F2,1,Graikas,19/11/2023,Gravel,Cup,24,983.44
Kokkinos Steli,C6 F2,1,Graikas,19/11/2023,Gravel,Cup,25,1009.95
Papadopoulos A,C2,1,Graikas,19/11/2023,Gravel,Cup,26,1058.04
Panoutsos T.  ,C5 F2,1,Graikas,19/11/2023,Gravel,Cup,27,1087.67
Vorrias Ioanni,T1,1,Graikas,19/11/2023,Gravel,Cup,28,1318.14
Papadimitriou ,C1,2,Graikas,19/11/2023,Gravel,Cup,1,701.23
Lainopoulos S.,C2,2,Graikas,19/11/2023,Gravel,Cup,2,720.98
Papadopoulos A,C2,2,Graikas,19/11/2023,Gravel,Cup,3,743.64
Tsoulos Argiri,C2,2,Graikas,19/11/2023,Gravel,Cup,4,744.44
Tsetsonis Elia,C2,2,Graikas,19/11/2023,Gravel,Cup,5,752.91
Zygogiannis K.,C2,2,Graikas,19/11/2023,Gravel,Cup,6,762.61
Panoutsos T.  ,C5 F2,2,Graikas,19/11/2023,Gravel,Cup,7,773.77
Kastis Christo,C5 F2,2,Graikas,19/11/2023,Gravel,Cup,8,782.22
Davaris Nikos ,C2,2,Graikas,19/11/2023,Gravel,Cup,9,791.38
Stavropoulos D,C6 F2,2,Graikas,19/11/2023,Gravel,Cup,10,792.23
Anastassopoulo,C4 F2,2,Graikas,19/11/2023,Gravel,Cup,11,794.29
Manetas Giorgo,C4 F2,2,Graikas,19/11/2023,Gravel,Cup,12,794.74
Agathokleous G,C3 F2,2,Graikas,19/11/2023,Gravel,Cup,13,794.84
