Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Damianakis Gia,C4 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,9,313.65
Kazanas Dimitr,C2,4,Kritis,21-22/10/2023,Tarmac,Championship,10,314.81
Kafetzakis I. ,C5 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,11,318.92
Perakis A.  - ,C4 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,12,322.96
Kakepakis Gian,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,13,325.54
Mihailakis S. ,C3 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,14,328.38
Polias Mihalis,C5 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,15,331.42
Maragakis Andr,C4 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,16,332.64
Gobakis Lefter,C3 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,17,344.12
Poulakis Mihal,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,18,345.7
Stamatakis S. ,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,19,349.36
Manouskos Niko,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,20,351.74
Kapsalakis D. ,C3 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,21,359.63
Massialas Vage,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,22,368.35
Stivaktakis Ar,C6 F2,4,Kritis,21-22/10/2023,Tarmac,Championship,23,387.64
Aligizakis E. ,C1,5,Kritis,21-22/10/2023,Tarmac,Championship,1,284.77
Anapoliotakis ,C1,5,Kritis,21-22/10/2023,Tarmac,Championship,2,285.49
Peroulakis Geo,C2,5,Kritis,21-22/10/2023,Tarmac,Championship,3,294.07
Ktistakis Dimi,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,4,299.44
Nikolidakis I.,C5 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,5,302.39
Titakis Titos ,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,6,305.77
Frantzeskakis ,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,7,305.82
Konstantinidis,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,8,307.06
Kazanas Dimitr,C2,5,Kritis,21-22/10/2023,Tarmac,Championship,9,307.49
Kafetzakis I. ,C5 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,10,311.79
Kakepakis Gian,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,11,320.39
Maragakis Andr,C4 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,12,323.07
Mihailakis S. ,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,13,327.34
Gobakis Lefter,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,14,328.19
Polias Mihalis,C5 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,15,330.67
Perakis A.  - ,C4 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,16,331.88
Stamatakis S. ,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,17,333.9
Poulakis Mihal,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,18,339.72
Manouskos Niko,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,19,341.59000000000003
Damianakis Gia,C4 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,20,347.65999999999997
Massialas Vage,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,21,349.14
Kapsalakis D. ,C3 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,22,358.67
Stivaktakis Ar,C6 F2,5,Kritis,21-22/10/2023,Tarmac,Championship,23,364.68
Aligizakis E. ,C1,6,Kritis,21-22/10/2023,Tarmac,Championship,1,287.21
Anapoliotakis ,C1,6,Kritis,21-22/10/2023,Tarmac,Championship,2,287.71
Peroulakis Geo,C2,6,Kritis,21-22/10/2023,Tarmac,Championship,3,298.14
Ktistakis Dimi,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,4,300.46
Konstantinidis,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,5,305.26
Titakis Titos ,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,6,305.84
Kazanas Dimitr,C2,6,Kritis,21-22/10/2023,Tarmac,Championship,7,308.99
Frantzeskakis ,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,8,310.04
Nikolidakis I.,C5 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,9,310.17
Kafetzakis I. ,C5 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,10,314.78
Perakis A.  - ,C4 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,11,321.0
Kakepakis Gian,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,12,325.54
Mihailakis S. ,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,13,328.38
Polias Mihalis,C5 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,14,331.42
Maragakis Andr,C4 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,15,332.64
