Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Michail Stamat,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,3,207.02
Karathanassis ,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,4,209.25
Katsionis T.  ,C4 F2,4,Almiros,11/6/2023,Tarmac,cup,5,209.46
Stergiadis A. ,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,6,210.68
Sotiriadis Nik,C2,4,Almiros,11/6/2023,Tarmac,cup,7,212.77
Katsarelias E.,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,8,213.43
Vatsos Nikos  ,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,9,213.97
Panagiotopoulo,C2,4,Almiros,11/6/2023,Tarmac,cup,10,216.13
Theofanidis S.,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,11,219.92000000000002
Tzikopoulos P.,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,12,221.42000000000002
Massialas Vage,C6 F2,4,Almiros,11/6/2023,Tarmac,cup,13,230.7
Diamantis D.  ,C4 F2,4,Almiros,11/6/2023,Tarmac,cup,14,231.02
Efthimiadis H.,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,15,231.03
Kehagias Dimit,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,16,236.11
Anastasiou Mak,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,17,238.64
Figioris Vassi,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,18,244.05
Labrou Athanas,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,19,245.96
Kampilis Panag,C1,5,Almiros,11/6/2023,Tarmac,cup,1,201.96
Vlachos Aposto,C2,5,Almiros,11/6/2023,Tarmac,cup,2,205.37
Michail Stamat,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,3,206.72
Karathanassis ,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,4,208.4
Stergiadis A. ,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,5,210.95
Katsionis T.  ,C4 F2,5,Almiros,11/6/2023,Tarmac,cup,6,211.44
Sotiriadis Nik,C2,5,Almiros,11/6/2023,Tarmac,cup,7,211.93
Vatsos Nikos  ,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,8,213.22
Katsarelias E.,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,9,213.36
Panagiotopoulo,C2,5,Almiros,11/6/2023,Tarmac,cup,10,218.01
Theofanidis S.,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,11,218.67000000000002
Massialas Vage,C6 F2,5,Almiros,11/6/2023,Tarmac,cup,12,221.82999999999998
Tzikopoulos P.,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,13,222.52
Diamantis D.  ,C4 F2,5,Almiros,11/6/2023,Tarmac,cup,14,232.54
Efthimiadis H.,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,15,232.57
Anastasiou Mak,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,16,235.67000000000002
Kehagias Dimit,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,17,245.76
Figioris Vassi,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,18,251.01
Labrou Athanas,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,19,267.03
