Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Peroulakis Geo,C2,1,Achaios,24/9/2023,Tarmac,Cup,1,392.82
Koukeas Efstat,C1,1,Achaios,24/9/2023,Tarmac,Cup,2,394.87
Stafilopatis M,4 2000+,1,Achaios,24/9/2023,Tarmac,Cup,3,399.1
Karathanassis ,C5 F2,1,Achaios,24/9/2023,Tarmac,Cup,4,408.8
Daskalopoulos ,C2,1,Achaios,24/9/2023,Tarmac,Cup,5,409.94
Dermas V.  - P,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,6,411.92
Kapralos D.  -,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,7,419.33
Katsarelias E.,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,8,421.51
Rocco Gianluca,4 2000+,1,Achaios,24/9/2023,Tarmac,Cup,9,424.16
Papadopoulos N,C2,1,Achaios,24/9/2023,Tarmac,Cup,10,425.84
Kandiliotis V.,C2,1,Achaios,24/9/2023,Tarmac,Cup,11,427.63
Katsikas Ioann,3 2000,1,Achaios,24/9/2023,Tarmac,Cup,12,435.34
Kondilis Panag,C5 F2,1,Achaios,24/9/2023,Tarmac,Cup,13,437.98
Rekkas Panange,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,14,439.3
Tiros Nikos  -,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,15,439.93
Kaberos Alekos,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,16,440.87
Nomikos Andrea,C1,1,Achaios,24/9/2023,Tarmac,Cup,17,443.87
Labropoulos P.,C2,1,Achaios,24/9/2023,Tarmac,Cup,18,444.1
Kaberos Willia,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,19,446.38
Amaxopoulos D.,2 -1600,1,Achaios,24/9/2023,Tarmac,Cup,20,448.15
Fountas Polido,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,21,453.64
Kalyviotis And,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,22,454.65999999999997
Gavriilidis Gi,4 2000+,1,Achaios,24/9/2023,Tarmac,Cup,23,461.46
Yamalakis Stel,3,1,Achaios,24/9/2023,Tarmac,Cup,24,463.65999999999997
Kouniakis K.  ,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,25,466.9
Papazoglou L. ,4 2000+,1,Achaios,24/9/2023,Tarmac,Cup,26,472.28
Dekis Panagiot,C6 F2,1,Achaios,24/9/2023,Tarmac,Cup,27,477.87
Bertsatos Gior,C3 F2,1,Achaios,24/9/2023,Tarmac,Cup,28,481.89
Karouzos Giorg,C4 F2,1,Achaios,24/9/2023,Tarmac,Cup,29,483.04
Diamantis D.  ,C4 F2,1,Achaios,24/9/2023,Tarmac,Cup,30,495.76
Mitropoulos Ko,2 2000,1,Achaios,24/9/2023,Tarmac,Cup,31,497.28
Markopoulos D.,C5 F2,1,Achaios,24/9/2023,Tarmac,Cup,32,509.6
Lykakis Ioanni,2 -1600,1,Achaios,24/9/2023,Tarmac,Cup,33,531.45
Koukeas Efstat,C1,2,Achaios,24/9/2023,Tarmac,Cup,1,384.84
Peroulakis Geo,C2,2,Achaios,24/9/2023,Tarmac,Cup,2,385.43
Stafilopatis M,4 2000+,2,Achaios,24/9/2023,Tarmac,Cup,3,387.74
Dermas V.  - P,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,4,399.6
Kapralos D.  -,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,5,406.86
Katsarelias E.,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,6,414.61
Papadopoulos N,C2,2,Achaios,24/9/2023,Tarmac,Cup,7,416.27
Nomikos Andrea,C1,2,Achaios,24/9/2023,Tarmac,Cup,8,424.07
Rocco Gianluca,4 2000+,2,Achaios,24/9/2023,Tarmac,Cup,9,424.83
Katsikas Ioann,3 2000,2,Achaios,24/9/2023,Tarmac,Cup,10,425.76
Kondilis Panag,C5 F2,2,Achaios,24/9/2023,Tarmac,Cup,11,429.01
Daskalopoulos ,C2,2,Achaios,24/9/2023,Tarmac,Cup,12,429.02
Labropoulos P.,C2,2,Achaios,24/9/2023,Tarmac,Cup,13,430.6
Rekkas Panange,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,14,433.58
Kaberos Alekos,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,15,434.18
Tiros Nikos  -,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,16,434.55
Fountas Polido,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,17,437.09
Amaxopoulos D.,2 -1600,2,Achaios,24/9/2023,Tarmac,Cup,18,438.19
Kalyviotis And,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,19,439.61
Kaberos Willia,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,20,447.56
Papazoglou L. ,4 2000+,2,Achaios,24/9/2023,Tarmac,Cup,21,457.57
Kouniakis K.  ,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,22,460.15999999999997
Gavriilidis Gi,4 2000+,2,Achaios,24/9/2023,Tarmac,Cup,23,462.55
Dekis Panagiot,C6 F2,2,Achaios,24/9/2023,Tarmac,Cup,24,470.65999999999997
Markopoulos D.,C5 F2,2,Achaios,24/9/2023,Tarmac,Cup,25,470.87
Mitropoulos Ko,2 2000,2,Achaios,24/9/2023,Tarmac,Cup,26,481.86
Karouzos Giorg,C4 F2,2,Achaios,24/9/2023,Tarmac,Cup,27,482.12
Bertsatos Gior,C3 F2,2,Achaios,24/9/2023,Tarmac,Cup,28,488.0
Diamantis D.  ,C4 F2,2,Achaios,24/9/2023,Tarmac,Cup,29,490.9
Karathanassis ,C5 F2,2,Achaios,24/9/2023,Tarmac,Cup,30,720.43
Koukeas Efstat,C1,3,Achaios,24/9/2023,Tarmac,Cup,1,379.1
Peroulakis Geo,C2,3,Achaios,24/9/2023,Tarmac,Cup,2,380.65
Stafilopatis M,4 2000+,3,Achaios,24/9/2023,Tarmac,Cup,3,389.94
Dermas V.  - P,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,4,407.02
Papadopoulos N,C2,3,Achaios,24/9/2023,Tarmac,Cup,5,416.48
Karathanassis ,C5 F2,3,Achaios,24/9/2023,Tarmac,Cup,6,418.2
Nomikos Andrea,C1,3,Achaios,24/9/2023,Tarmac,Cup,7,419.23
Katsarelias E.,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,8,420.88
Katsikas Ioann,3 2000,3,Achaios,24/9/2023,Tarmac,Cup,9,425.62
Tiros Nikos  -,C6 F2,3,Achaios,24/9/2023,Tarmac,Cup,10,426.46
Labropoulos P.,C2,3,Achaios,24/9/2023,Tarmac,Cup,11,426.96
Rekkas Panange,C6 F2,3,Achaios,24/9/2023,Tarmac,Cup,12,428.81
Kondilis Panag,C5 F2,3,Achaios,24/9/2023,Tarmac,Cup,13,431.45
Kalyviotis And,C6 F2,3,Achaios,24/9/2023,Tarmac,Cup,14,438.93
Kaberos Willia,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,15,438.96
Kaberos Alekos,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,16,449.01
Gavriilidis Gi,4 2000+,3,Achaios,24/9/2023,Tarmac,Cup,17,450.11
Rocco Gianluca,4 2000+,3,Achaios,24/9/2023,Tarmac,Cup,18,454.6
Kouniakis K.  ,C6 F2,3,Achaios,24/9/2023,Tarmac,Cup,19,458.40999999999997
Markopoulos D.,C5 F2,3,Achaios,24/9/2023,Tarmac,Cup,20,462.26
Dekis Panagiot,C6 F2,3,Achaios,24/9/2023,Tarmac,Cup,21,468.73
Bertsatos Gior,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,22,476.22
Karouzos Giorg,C4 F2,3,Achaios,24/9/2023,Tarmac,Cup,23,478.07
Amaxopoulos D.,2 -1600,3,Achaios,24/9/2023,Tarmac,Cup,24,481.82
Mitropoulos Ko,2 2000,3,Achaios,24/9/2023,Tarmac,Cup,25,484.98
Diamantis D.  ,C4 F2,3,Achaios,24/9/2023,Tarmac,Cup,26,485.13
Kapralos D.  -,C3 F2,3,Achaios,24/9/2023,Tarmac,Cup,27,487.71
Papazoglou L. ,4 2000+,3,Achaios,24/9/2023,Tarmac,Cup,28,525.29
