Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Tsolakidis Soc,C1,1,Deth,17/9/2023,Tarmac,Championship,1,633.48
Aligizakis E. ,C1,1,Deth,17/9/2023,Tarmac,Championship,2,644.91
Anapoliotakis ,C1,1,Deth,17/9/2023,Tarmac,Championship,3,645.55
Ieremiadis Sot,C1,1,Deth,17/9/2023,Tarmac,Championship,4,663.7
Brozos Fotis  ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,5,682.49
Konstantinidis,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,6,682.99
Gerodimos Gior,C2,1,Deth,17/9/2023,Tarmac,Championship,7,685.29
Moschos A.  - ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,8,688.4
Avgeropoulos C,C4 F2,1,Deth,17/9/2023,Tarmac,Championship,9,689.15
Peroulakis Geo,C2,1,Deth,17/9/2023,Tarmac,Championship,10,690.61
Argiriou Giorg,C2,1,Deth,17/9/2023,Tarmac,Championship,11,693.75
Baxevanakis Pa,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,12,705.0
Sotiriadis Nik,C2,1,Deth,17/9/2023,Tarmac,Championship,13,709.93
Stergiadis A. ,C5 F2,1,Deth,17/9/2023,Tarmac,Championship,14,721.01
Katsionis T.  ,C4 F2,1,Deth,17/9/2023,Tarmac,Championship,15,724.75
Valavanis I.  ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,16,724.87
Vatsos Nikos  ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,17,730.72
Perakis A.  - ,C4 F2,1,Deth,17/9/2023,Tarmac,Championship,18,730.87
Avramidis A.  ,C6,1,Deth,17/9/2023,Tarmac,Championship,19,739.71
Skoulariotis L,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,20,744.37
Karagiozopoulo,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,21,747.08
Anagnostakis K,C4 F2,1,Deth,17/9/2023,Tarmac,Championship,22,748.79
Tsitsigiannis ,C5 F2,1,Deth,17/9/2023,Tarmac,Championship,23,755.96
Tassos Vassili,C2,1,Deth,17/9/2023,Tarmac,Championship,24,763.33
Maragakis Andr,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,25,768.91
Efthimiadis H.,C5 F2,1,Deth,17/9/2023,Tarmac,Championship,26,769.6
Massialas Vage,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,27,776.61
Pazis Sokratis,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,28,784.68
Partalios D.  ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,29,798.67
Manouskos Niko,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,30,805.56
Rakitzis Grigo,C5 F2,1,Deth,17/9/2023,Tarmac,Championship,31,808.57
Karafillias Gi,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,32,812.75
Angelidis Gior,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,33,818.41
