Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Bais Giorgos  ,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,34,831.14
Archangelidis ,C2,1,Deth,17/9/2023,Tarmac,Championship,35,880.78
Tsakiroglou A.,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,36,886.68
Vezyris C.  - ,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,37,921.26
Koukas Stavros,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,38,928.19
Anastassovitis,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,39,941.47
Koutsodimos Io,C6 F2,1,Deth,17/9/2023,Tarmac,Championship,40,1031.28
Dimou George  ,C3 F2,1,Deth,17/9/2023,Tarmac,Championship,41,1691.04
Tsolakidis Soc,C1,2,Deth,17/9/2023,Tarmac,Championship,1,830.24
Anapoliotakis ,C1,2,Deth,17/9/2023,Tarmac,Championship,2,840.84
Aligizakis E. ,C1,2,Deth,17/9/2023,Tarmac,Championship,3,852.0
Ieremiadis Sot,C1,2,Deth,17/9/2023,Tarmac,Championship,4,878.67
Avgeropoulos C,C4 F2,2,Deth,17/9/2023,Tarmac,Championship,5,882.23
Konstantinidis,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,6,887.57
Brozos Fotis  ,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,7,890.55
Argiriou Giorg,C2,2,Deth,17/9/2023,Tarmac,Championship,8,891.79
Moschos A.  - ,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,9,892.67
Gerodimos Gior,C2,2,Deth,17/9/2023,Tarmac,Championship,10,894.54
Peroulakis Geo,C2,2,Deth,17/9/2023,Tarmac,Championship,11,897.18
Sotiriadis Nik,C2,2,Deth,17/9/2023,Tarmac,Championship,12,919.72
Baxevanakis Pa,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,13,923.83
Stergiadis A. ,C5 F2,2,Deth,17/9/2023,Tarmac,Championship,14,928.52
Vatsos Nikos  ,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,15,938.49
Perakis A.  - ,C4 F2,2,Deth,17/9/2023,Tarmac,Championship,16,942.35
Valavanis I.  ,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,17,942.79
Katsionis T.  ,C4 F2,2,Deth,17/9/2023,Tarmac,Championship,18,961.69
Anagnostakis K,C4 F2,2,Deth,17/9/2023,Tarmac,Championship,19,962.77
Skoulariotis L,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,20,973.93
Avramidis A.  ,C6,2,Deth,17/9/2023,Tarmac,Championship,21,976.03
Tassos Vassili,C2,2,Deth,17/9/2023,Tarmac,Championship,22,978.5
Maragakis Andr,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,23,991.81
Tsitsigiannis ,C5 F2,2,Deth,17/9/2023,Tarmac,Championship,24,998.81
Massialas Vage,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,25,1002.91
Karagiozopoulo,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,26,1003.8
Manouskos Niko,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,27,1015.49
Rakitzis Grigo,C5 F2,2,Deth,17/9/2023,Tarmac,Championship,28,1020.62
Partalios D.  ,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,29,1025.99
Pazis Sokratis,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,30,1038.89
Bais Giorgos  ,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,31,1099.49
Koukas Stavros,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,32,1212.81
Vezyris C.  - ,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,33,1213.49
Anastassovitis,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,34,1231.01
Tsakiroglou A.,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,35,1574.26
Angelidis Gior,C3 F2,2,Deth,17/9/2023,Tarmac,Championship,36,1594.23
Koutsodimos Io,C6 F2,2,Deth,17/9/2023,Tarmac,Championship,37,2513.68
Tsolakidis Soc,C1,3,Deth,17/9/2023,Tarmac,Championship,1,635.88
Aligizakis E. ,C1,3,Deth,17/9/2023,Tarmac,Championship,2,641.91
Anapoliotakis ,C1,3,Deth,17/9/2023,Tarmac,Championship,3,642.46
Ieremiadis Sot,C1,3,Deth,17/9/2023,Tarmac,Championship,4,656.41
Brozos Fotis  ,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,5,674.54
Moschos A.  - ,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,6,675.18
Avgeropoulos C,C4 F2,3,Deth,17/9/2023,Tarmac,Championship,7,677.42
Peroulakis Geo,C2,3,Deth,17/9/2023,Tarmac,Championship,8,679.52
Gerodimos Gior,C2,3,Deth,17/9/2023,Tarmac,Championship,9,681.15
Konstantinidis,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,10,684.97
Argiriou Giorg,C2,3,Deth,17/9/2023,Tarmac,Championship,11,689.32
Sotiriadis Nik,C2,3,Deth,17/9/2023,Tarmac,Championship,12,700.53
Baxevanakis Pa,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,13,711.67
Katsionis T.  ,C4 F2,3,Deth,17/9/2023,Tarmac,Championship,14,718.54
Stergiadis A. ,C5 F2,3,Deth,17/9/2023,Tarmac,Championship,15,721.28
Vatsos Nikos  ,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,16,723.26
Perakis A.  - ,C4 F2,3,Deth,17/9/2023,Tarmac,Championship,17,724.73
Koutsodimos Io,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,18,738.03
Anagnostakis K,C4 F2,3,Deth,17/9/2023,Tarmac,Championship,19,741.03
Karagiozopoulo,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,20,744.95
Avramidis A.  ,C6,3,Deth,17/9/2023,Tarmac,Championship,21,748.19
Tassos Vassili,C2,3,Deth,17/9/2023,Tarmac,Championship,22,750.36
Maragakis Andr,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,23,758.73
Massialas Vage,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,24,779.68
Pazis Sokratis,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,25,784.79
Partalios D.  ,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,26,788.14
Manouskos Niko,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,27,791.47
Rakitzis Grigo,C5 F2,3,Deth,17/9/2023,Tarmac,Championship,28,831.2
Bais Giorgos  ,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,29,833.86
Tsakiroglou A.,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,30,876.68
Vezyris C.  - ,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,31,921.29
Koukas Stavros,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,32,923.61
Anastassovitis,C6 F2,3,Deth,17/9/2023,Tarmac,Championship,33,924.62
Angelidis Gior,C3 F2,3,Deth,17/9/2023,Tarmac,Championship,34,1039.3
Tsolakidis Soc,C1,4,Deth,17/9/2023,Tarmac,Championship,1,835.21
Anapoliotakis ,C1,4,Deth,17/9/2023,Tarmac,Championship,2,841.01
Aligizakis E. ,C1,4,Deth,17/9/2023,Tarmac,Championship,3,842.23
Ieremiadis Sot,C1,4,Deth,17/9/2023,Tarmac,Championship,4,861.68
Moschos A.  - ,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,5,878.87
Argiriou Giorg,C2,4,Deth,17/9/2023,Tarmac,Championship,6,882.3
Brozos Fotis  ,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,7,885.35
Peroulakis Geo,C2,4,Deth,17/9/2023,Tarmac,Championship,8,886.04
Konstantinidis,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,9,890.55
Gerodimos Gior,C2,4,Deth,17/9/2023,Tarmac,Championship,10,895.4
Sotiriadis Nik,C2,4,Deth,17/9/2023,Tarmac,Championship,11,916.65
Katsionis T.  ,C4 F2,4,Deth,17/9/2023,Tarmac,Championship,12,935.46
Stergiadis A. ,C5 F2,4,Deth,17/9/2023,Tarmac,Championship,13,935.6
Baxevanakis Pa,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,14,944.66
Perakis A.  - ,C4 F2,4,Deth,17/9/2023,Tarmac,Championship,15,945.57
Vatsos Nikos  ,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,16,947.24
Koutsodimos Io,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,17,947.33
Anagnostakis K,C4 F2,4,Deth,17/9/2023,Tarmac,Championship,18,956.72
Tassos Vassili,C2,4,Deth,17/9/2023,Tarmac,Championship,19,970.85
Karagiozopoulo,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,20,985.6
Massialas Vage,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,21,1011.11
Pazis Sokratis,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,22,1021.27
Manouskos Niko,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,23,1023.89
Avramidis A.  ,C6,4,Deth,17/9/2023,Tarmac,Championship,24,1026.45
Partalios D.  ,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,25,1036.19
Angelidis Gior,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,26,1088.03
Rakitzis Grigo,C5 F2,4,Deth,17/9/2023,Tarmac,Championship,27,1100.68
Tsakiroglou A.,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,28,1199.75
Koukas Stavros,C3 F2,4,Deth,17/9/2023,Tarmac,Championship,29,1222.5
Anastassovitis,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,30,1257.7
Vezyris C.  - ,C6 F2,4,Deth,17/9/2023,Tarmac,Championship,31,1258.03
