,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
90,Moschos A.  - ,C3 F2,4,Palladio,2/12/2023,Tarmac,Cup,2,123.14,123.14,122.62,0.519999999999996,0.0,0.0,04
91,Kapralos D.  -,C3 F2,4,Palladio,2/12/2023,Tarmac,Cup,4,128.49,123.14,122.62,5.8700000000000045,5.3500000000000085,4.344648367711555,04
92,Kandiliotis V.,C3 F2,4,Palladio,2/12/2023,Tarmac,Cup,11,135.26,123.14,122.62,12.639999999999986,12.11999999999999,9.842455741432508,04
93,Margaronis A. ,C3 F2,4,Palladio,2/12/2023,Tarmac,Cup,25,161.57,123.14,122.62,38.94999999999999,38.42999999999999,31.20838070488874,04
94,Pakkos F.  - P,C3 F2,4,Palladio,2/12/2023,Tarmac,Cup,26,163.44,123.14,122.62,40.81999999999999,40.3,32.726977424070164,04
95,Avgeropoulos C,C4 F2,4,Palladio,2/12/2023,Tarmac,Cup,3,124.62,124.62,122.62,2.0,0.0,0.0,04
96,Kalaitzian I. ,C4 F2,4,Palladio,2/12/2023,Tarmac,Cup,12,136.85,124.62,122.62,14.22999999999999,12.22999999999999,9.8138340555288,04
100,Tiros Nikos  -,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,7,134.0,134.0,122.62,11.379999999999995,0.0,0.0,04
101,Rekkas Panange,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,9,134.95,134.0,122.62,12.329999999999984,0.9499999999999886,0.7089552238805885,04
102,Stamatakis S. ,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,10,135.21,134.0,122.62,12.590000000000003,1.210000000000008,0.9029850746268716,04
103,Rekkas Viktora,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,14,137.74,134.0,122.62,15.120000000000005,3.740000000000009,2.79104477611941,04
104,Benoukas Marin,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,20,144.56,134.0,122.62,21.939999999999998,10.560000000000002,7.8805970149253755,04
105,Chrissafi Mari,C6 F2,4,Palladio,2/12/2023,Tarmac,Cup,27,189.46,134.0,122.62,66.84,55.46000000000001,41.388059701492544,04
106,Karathanassis ,C5 F2,4,Palladio,2/12/2023,Tarmac,Cup,8,134.87,134.87,122.62,12.25,0.0,0.0,04
107,Papaloukas Nik,C5 F2,4,Palladio,2/12/2023,Tarmac,Cup,15,140.04,134.87,122.62,17.419999999999987,5.1699999999999875,3.833320975754421,04
108,Zois Dimitris ,C5 F2,4,Palladio,2/12/2023,Tarmac,Cup,16,141.07,134.87,122.62,18.44999999999999,6.199999999999989,4.597019351968553,04
