Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Ktistakis Dimi,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,4,993.25
Mihos Dimítris,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,5,996.0
Gerodimos Gior,C2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,6,1000.25
Konstantinidis,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,7,1004.2
Avgeropoulos C,C4 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,8,1026.02
Titakis Titos ,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,9,1035.35
Stafilopatis M,4 2000+,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,10,1040.87
Kazanas Dimitr,C2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,11,1048.28
Stergiadis A. ,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,12,1053.97
Michail Stamat,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,13,1060.23
Stratieva Ekat,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,14,1063.81
Vatsos Nikos  ,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,15,1066.95
Bistas Ioannis,C2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,16,1069.34
Vergozissis Ap,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,17,1071.99
Baxevanakis P.,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,18,1076.54
Tomov Aleksand,C6 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,19,1104.13
Avramidis A.  ,C6 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,20,1118.33
Tsitsigiannis ,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,21,1122.73
Papazoglou L. ,4 2000+,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,22,1136.88
Massialas Vage,C6 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,23,1141.27
Michos Ioannis,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,24,1146.3
Diamantis D.  ,C4 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,25,1150.09
Polatsidis D. ,C5 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,26,1152.35
Kyriakopoulos ,4 -1600,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,27,1153.16
Manouskos Niko,C6 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,28,1156.9
Rocco Gianluca,4 2000+,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,29,1157.77
Kougias jr  - ,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,30,1166.41
Gavriilidis Gi,4 2000+,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,31,1167.88
Halivelakis A.,3 2000,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,32,1168.57
Karagiozopoulo,C3 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,33,1174.23
Papadimitriou ,4 2000,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,34,1178.7
Amaxopoulos D.,2 -1600,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,35,1179.27
Kofinas Konsta,4 2000+,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,36,1193.76
Georgakopoulos,4 -1600,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,37,1207.79
Bandras Gavrii,C6 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,38,1258.58
Mitropoulos Ko,2 2000,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,39,1290.9
Nomikos Mihali,4 -1600,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,40,1307.68
Argiriou Giorg,C2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,41,1399.55
Anagnostakis K,C4 F2,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,42,1446.06
Koukeas Efstat,C1,3,Fthiotidas_T,1/7/2023,Tarmac,Championship,43,2066.66
Papadimitriou ,C1,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,1,411.5
Anapoliotakis ,C1,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,2,415.1
Avgeropoulos C,C4 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,3,427.87
Mihos Dimítris,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,4,428.77
Koukeas Efstat,C1,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,5,429.04
Ktistakis Dimi,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,6,430.72
Konstantinidis,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,7,432.14
Aligizakis E. ,C1,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,8,434.13
Gerodimos Gior,C2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,9,440.75
Vergozissis Ap,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,10,451.84
Titakis Titos ,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,11,453.21
Bistas Ioannis,C2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,12,456.24
Stratieva Ekat,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,13,462.22
Vatsos Nikos  ,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,14,463.09000000000003
Stergiadis A. ,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,15,463.73
Kazanas Dimitr,C2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,16,465.81
Tomov Aleksand,C6 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,17,468.72
Baxevanakis P.,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,18,473.64
Avramidis A.  ,C6 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,19,474.62
Michail Stamat,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,20,474.95
Argiriou Giorg,C2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,21,478.44
Massialas Vage,C6 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,22,478.51
Kyriakopoulos ,4 -1600,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,23,479.17
Tsitsigiannis ,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,24,485.9
Polatsidis D. ,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,25,486.7
Papazoglou L. ,4 2000+,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,26,489.18
Amaxopoulos D.,2 -1600,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,27,491.12
Papadimitriou ,4 2000,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,28,496.38
Karagiozopoulo,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,29,501.39
Rocco Gianluca,4 2000+,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,30,505.22
Kofinas Konsta,4 2000+,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,31,506.91
Halivelakis A.,3 2000,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,32,507.55
Michos Ioannis,C5 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,33,510.24
Diamantis D.  ,C4 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,34,514.27
Bandras Gavrii,C6 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,35,515.89
Kougias jr  - ,C3 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,36,533.76
Nomikos Mihali,4 -1600,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,37,535.68
Gavriilidis Gi,4 2000+,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,38,544.81
Stafilopatis M,4 2000+,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,39,546.18
Georgakopoulos,4 -1600,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,40,555.1
Mitropoulos Ko,2 2000,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,41,568.74
Manouskos Niko,C6 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,42,656.45
Anagnostakis K,C4 F2,4,Fthiotidas_T,1/7/2023,Tarmac,Championship,43,657.42
