Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:00:56.2,71.74 0.00,00:00:00.0 00:00:00.0,2
2,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:00:57.1,70.61 0.80,00:00:00.9 00:00:00.9,2
2,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:00:57.1,70.61 0.80,00:00:00.9 00:00:00.0,2
4,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:00:57.2,70.49 0.89,00:00:01.0 00:00:00.1,2
5,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:00:57.3,70.37 0.98,00:00:01.1 00:00:00.1,2
6,6,Sordo  Dani  /  Carrera  C.  Hyundai i20 N Rally1 Hybrid,RC1,00:00:57.8,69.76 1.43,00:00:01.6 00:00:00.5,2
6,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:00:57.8,69.76 1.43,00:00:01.6 00:00:00.0,2
8,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:00:58.0,69.52 1.61,00:00:01.8 00:00:00.2,2
8,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:00:58.0,69.52 1.61,00:00:01.8 00:00:00.0,2
10,24,Lindholm  Emil  /  Hämäläinen  R.  Škoda Fabia Rally2 Evo,RC2,00:00:59.5,67.76 2.95,00:00:03.3 00:00:01.5,2
11,23,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia Rally2 Evo,RC2,00:01:00.6,66.53 3.93,00:00:04.4 00:00:01.1,2
12,20,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:01:00.8,66.32 4.11,00:00:04.6 00:00:00.2,2
13,21,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:01:00.9,66.21 4.20,00:00:04.7 00:00:00.1,2
14,25,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia Rally2 Evo,RC2,00:01:01.1,65.99 4.38,00:00:04.9 00:00:00.2,2
15,22,Fourmaux  Adrien  /  Coria  Alexandre  Ford Fiesta Rally2 MkII,RC2,00:01:01.9,65.14 5.09,00:00:05.7 00:00:00.8,2
16,29,Martínez  Jorge  /  Álvarez  A.  Škoda Fabia R5,RC2,00:01:02.2,64.82 5.36,00:00:06.0 00:00:00.3,2
17,9,Serderidis  J.  /  Miclotte  F.  Ford Puma Rally1 Hybrid,RC1,00:01:02.4,64.62 5.54,00:00:06.2 00:00:00.2,2
18,28,Castro  Eduardo  /  Mussano  F.  Škoda Fabia Rally2 Evo,RC2,00:01:03.0,64.00 6.07,00:00:06.8 00:00:00.6,2
19,26,Prokop  Martin  /  Ernst  Michal  Ford Fiesta Rally2 MkII,RC2,00:01:03.5,63.50 6.52,00:00:07.3 00:00:00.5,2
19,34,Salas  Carlos  /  Zapata  Jaime  Škoda Fabia R5,RC2,00:01:03.5,63.50 6.52,00:00:07.3 00:00:00.0,2
21,36,Mauro  Alejandro  /  Sanjuán  Diego  Škoda Fabia Rally2 Evo,RC2,00:01:03.9,63.10 6.88,00:00:07.7 00:00:00.4,2
22,32,Granados  Miguel  /  Martí  Marc  Škoda Fabia Rally2 Evo,RC2,00:01:04.2,62.80 7.14,00:00:08.0 00:00:00.3,2
23,31,Cordero  Ricardo  /  Hernández  M.  Citroën C3 Rally2,RC2,00:01:05.3,61.75 8.13,00:00:09.1 00:00:01.1,2
24,27,Chwist  Daniel  /  Heller  Kamil  Škoda Fabia Rally2 Evo,RC2,00:01:05.6,61.46 8.39,00:00:09.4 00:00:00.3,2
25,30,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:01:05.7,61.37 8.48,00:00:09.5 00:00:00.1,2
26,37,Bailey  Jason  /  Peterson  Shayne  Ford Fiesta Rally3,RC3,00:01:08.1,59.21 10.63,00:00:11.9 00:00:02.4,2
27,35,Coyne  John  /  Treacy  Eoin  Ford Fiesta Rally2 MkII,RC2,00:01:09.8,57.77 12.14,00:00:13.6 00:00:01.7,2
28,42,Retama  Emiliano  /  Retama  Diego  Renault Clio Rally5,RC5,00:01:10.8,56.95 13.04,00:00:14.6 00:00:01.0,2
29,38,Spitalier  P.  /  Spitalier  N.  Renault Clio Rally5,RC5,00:01:12.3,55.77 14.38,00:00:16.1 00:00:01.5,2
30,39,Urióstegui  G.  /  Zapata  Armando  Renault Clio Rally5,RC5,00:01:14.0,54.49 15.89,00:00:17.8 00:00:01.7,2
31,41,Maggio  Rafael  /  Pimentel  M.  Renault Clio Rally5,RC5,00:01:32.4,43.64 32.32,00:00:36.2 00:00:18.4,2
