Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:08:17.4,113.78 0.00,00:00:00.0 00:00:00.0,9
2,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:08:18.7,113.48 0.08,00:00:01.3 00:00:01.3,9
3,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:08:19.5,113.30 0.13,00:00:02.1 00:00:00.8,9
4,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:08:21.7,112.80 0.27,00:00:04.3 00:00:02.2,9
5,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:08:27.1,111.60 0.62,00:00:09.7 00:00:05.4,9
6,3,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally1 Hybrid,RC1,00:08:28.2,111.36 0.69,00:00:10.8 00:00:01.1,9
7,7,Loubet  P.  /  Veillas  B.  Ford Puma Rally1 Hybrid,RC1,00:08:29.1,111.16 0.74,00:00:11.7 00:00:00.9,9
8,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:08:31.1,110.73 0.87,00:00:13.7 00:00:02.0,9
9,13,Munster  G.  /  Louka  Louis  Ford Puma Rally1 Hybrid,RC1,00:08:37.2,109.42 1.26,00:00:19.8 00:00:06.1,9
10,24,Fourmaux  Adrien  /  Coria  Alexandre  Ford Fiesta Rally2 MkII,RC2,00:08:49.5,106.88 2.04,00:00:32.1 00:00:12.3,9
11,36,Ciamin  Nicolas  /  Roche  Yannick  Škoda Fabia RS Rally2,RC2,00:08:51.5,106.48 2.17,00:00:34.1 00:00:02.0,9
12,25,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:08:56.4,105.50 2.48,00:00:39.0 00:00:04.9,9
13,31,Cais  Erik  /  Trunkát  Daniel  Škoda Fabia RS Rally2,RC2,00:08:58.1,105.17 2.59,00:00:40.7 00:00:01.7,9
14,23,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:08:59.6,104.88 2.68,00:00:42.2 00:00:01.5,9
15,32,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:09:01.1,104.59 2.78,00:00:43.7 00:00:01.5,9
16,27,Lindholm  Emil  /  Hämäläinen  R.  Hyundai i20 N Rally2,RC2,00:09:02.2,104.37 2.85,00:00:44.8 00:00:01.1,9
17,28,Marczyk  Miko  /  Dymurski  Daniel  Škoda Fabia RS Rally2,RC2,00:09:02.4,104.34 2.86,00:00:45.0 00:00:00.2,9
18,26,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia RS Rally2,RC2,00:09:03.6,104.11 2.94,00:00:46.2 00:00:01.2,9
19,20,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:09:06.8,103.50 3.14,00:00:49.4 00:00:03.2,9
20,35,Cachon  A.  /  Lopez  Alejandro  Citroën C3 Rally2,RC2,00:09:07.5,103.36 3.19,00:00:50.1 00:00:00.7,9
21,39,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:09:09.8,102.93 3.33,00:00:52.4 00:00:02.3,9
22,22,Greensmith  Gus  /  Andersson  Jonas  Škoda Fabia RS Rally2,RC2,00:09:10.0,102.89 3.35,00:00:52.6 00:00:00.2,9
23,30,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:09:10.4,102.82 3.37,00:00:53.0 00:00:00.4,9
24,45,von Thurn und Taxis  A.  /  Hain  Jara  Škoda Fabia RS Rally2,RC2,00:09:18.0,101.42 3.85,00:01:00.6 00:00:07.6,9
25,34,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:09:18.4,101.35 3.88,00:01:01.0 00:00:00.4,9
26,44,Vojtěch  Š.  /  Ernst  Michal  Škoda Fabia Rally2 Evo,RC2,00:09:19.1,101.22 3.92,00:01:01.7 00:00:00.7,9
27,46,Rossgatterer  M.  /  Heigl  Jürgen  Škoda Fabia Rally2 Evo,RC2,00:09:30.0,99.28 4.62,00:01:12.6 00:00:10.9,9
28,41,Březík  Adam  /  Krajča  Ondřej  Škoda Fabia Rally2 Evo,RC2,00:09:30.9,99.13 4.68,00:01:13.5 00:00:00.9,9
29,48,Kremer  Armin  /  Kremer  Ella  Škoda Fabia RS Rally2,RC2,00:09:33.0,98.76 4.81,00:01:15.6 00:00:02.1,9
30,49,Keferböck  J.  /  Minor  Ilka  Škoda Fabia RS Rally2,RC2,00:09:37.3,98.03 5.08,00:01:19.9 00:00:04.3,9
31,38,Skála  Jan  /  Skořepa  Jiří  Hyundai i20 N Rally2,RC2,00:09:45.0,96.74 5.57,00:01:27.6 00:00:07.7,9
32,50,Fukunaga  Osamu  /  Saida  Misako  Škoda Fabia RS Rally2,RC2,00:09:49.6,95.98 5.87,00:01:32.2 00:00:04.6,9
33,60,Van Den Brink  M.  /  van Heun  Bart  Renault Clio Rally3,RC3,00:09:55.0,95.11 6.21,00:01:37.6 00:00:05.4,9
34,55,Kohn  Filip  /  Woodburn  Tom  Ford Fiesta Rally3,RC3,00:09:56.7,94.84 6.32,00:01:39.3 00:00:01.7,9
35,62,Mohe  Carsten  /  Hirsch  A.  Renault Clio Rally3,RC3,00:09:57.7,94.68 6.38,00:01:40.3 00:00:01.0,9
36,59,Allkofer  C.  /  Götzenberger  K.  Ford Fiesta Rally2 MkII,RC2,00:10:08.3,93.03 7.05,00:01:50.9 00:00:10.6,9
37,64,Fontana  Matteo  /  Arnaboldi  A.  Peugeot 208 Rally4,RC4,00:10:10.4,92.71 7.19,00:01:53.0 00:00:02.1,9
38,61,Schulz  Timo  /  Wenzel  Michael  Opel Corsa Rally4,RC4,00:10:11.7,92.52 7.27,00:01:54.3 00:00:01.3,9
39,68,Kačírek  Petr  /  Řiháková  P.  Škoda Fabia R5,RC2,00:10:12.4,92.41 7.32,00:01:55.0 00:00:00.7,9
40,47,Horák  Michal  /  Horák  Ivan  Škoda Fabia R5,RC2,00:10:12.6,92.38 7.33,00:01:55.2 00:00:00.2,9
41,58,Rary  Emeric  /  Henry  Fabrice  Citroën C3 Rally2,RC2,00:10:25.2,90.52 8.13,00:02:07.8 00:00:12.6,9
42,73,Borodin  Petr  /  Cheprassov  R.  Ford Fiesta Rally4,RC4,00:10:33.4,89.35 8.65,00:02:16.0 00:00:08.2,9
43,63,László  Z.  /  Zsiros  Gábor  Škoda Fabia RS Rally2,RC2,00:10:34.8,89.15 8.74,00:02:17.4 00:00:01.4,9
44,57,Ravenščak  M.  /  Ravenščak  D.  Ford Fiesta Rally3,RC3,00:10:36.6,88.90 8.85,00:02:19.2 00:00:01.8,9
45,65,Fumal  Armand  /  Escartefigue  J.  Alpine A110 RGT,RGT,00:10:40.4,88.37 9.10,00:02:23.0 00:00:03.8,9
46,76,Strabello  Paolo  /  Bianchi  Davide  Peugeot 208 Rally4,RC4,00:10:42.7,88.05 9.24,00:02:25.3 00:00:02.3,9
47,53,Marchino  F.  /  Ometto  P.  Škoda Fabia R5,RC2,00:10:47.0,87.47 9.52,00:02:29.6 00:00:04.3,9
48,52,Díaz Aboitiz  M.  /  Sanjuán  R.  Škoda Fabia RS Rally2,RC2,00:10:54.3,86.49 9.98,00:02:36.9 00:00:07.3,9
49,71,Irlacher  W.  /  Irlacher  Elke  Peugeot 208 Rally4,RC4,00:10:56.2,86.24 10.10,00:02:38.8 00:00:01.9,9
50,70,Jirovec  Jiří  /  Král  Josef  Škoda Fabia R5,RC2,00:11:14.2,83.94 11.25,00:02:56.8 00:00:18.0,9
51,67,Rada  Martin  /  Jugas  Jaroslav  Fiat 124 Abarth RGT,RGT,00:11:23.0,82.86 11.81,00:03:05.6 00:00:08.8,9
52,72,Wallner  C.  /  Konrad  Florian  Ford Fiesta Rally4,RC4,00:11:24.8,82.64 11.92,00:03:07.4 00:00:01.8,9
53,78,Wilson  Conor  /  Marsh  Sean  Ford Fiesta Rally4,RC4,00:11:27.7,82.29 12.11,00:03:10.3 00:00:02.9,9
54,54,Vossen  Henk  /  Van Hoek  R.  Ford Fiesta Rally2 MkII,RC2,00:11:45.2,80.25 13.22,00:03:27.8 00:00:17.5,9
55,79,Pahlitzsch  T.  /  Grundmann  S.  Peugeot 208 Rally4,RC4,00:11:59.1,78.70 14.10,00:03:41.7 00:00:13.9,9
56,80,Stejskal  V.  /  Omelka  Zdeněk  Renault Clio Rally5,RC5,00:12:14.5,77.05 15.08,00:03:57.1 00:00:15.4,9
57,81,Šekuljica  S.  /  Petrović  Damir  Renault Clio Rally5,RC5,00:12:22.9,76.18 15.62,00:04:05.5 00:00:08.4,9
58,75,Weigert  Timo  /  Weigert  Jasmin  Peugeot 208 Rally4,RC4,00:12:46.9,73.79 17.14,00:04:29.5 00:00:24.0,9
59,66,Nešetřil  Petr  /  Černoch  Jiří  Porsche 997 GT3,RGT,00:14:48.8,63.67 24.90,00:06:31.4 00:02:01.9,9
60,56,Schwarz  Fabio  /  Ettel  Bernhard  Ford Fiesta Rally3,RC3,00:19:56.7,47.29 44.48,00:11:39.3 00:05:07.9,9
