No.,Crew,Group,ss,Race,cou,time_SS_sec
4,Lappi  Esa,RC1,3,Estonia,5,535.1
3,Suninen  T,RC1,3,Estonia,6,537.4
7,Loubet  P.,RC1,3,Estonia,7,538.2
18,Katsuta  T,RC1,3,Estonia,8,541.6
20,Solberg  O,RC2,3,Estonia,9,556.9
23,Mikkelsen ,RC2,3,Estonia,10,561.4
28,Linnamäe  ,RC2,3,Estonia,11,563.0
21,Greensmith,RC2,3,Estonia,12,565.6
22,Lindholm  ,RC2,3,Estonia,13,566.4
26,Virves  Ro,RC2,3,Estonia,14,566.7
25,Kaur  Egon,RC2,3,Estonia,15,566.9
24,Pajari  Sa,RC2,3,Estonia,16,567.3
27,Bulacia  M,RC2,3,Estonia,17,567.6
29,Marczyk  M,RC2,3,Estonia,18,568.9
30,Zaldivar  ,RC2,3,Estonia,19,579.8
31,McErlean  ,RC2,3,Estonia,20,581.9
35,Bulacia  B,RC2,3,Estonia,21,582.0
37,Koik  Prii,RC2,3,Estonia,22,584.7
36,Fernàndez ,RC2,3,Estonia,23,585.6
34,Martínez  ,RC2,3,Estonia,24,591.9
50,Korhola  B,RC3,3,Estonia,25,595.1
47,Korhonen  ,RC3,3,Estonia,26,596.8
40,Kremer  Ar,RC2,3,Estonia,27,598.8
38,Kasari  Ka,RC2,3,Estonia,28,608.0
48,Herranen  ,RC3,3,Estonia,29,609.5
52,Creighton ,RC3,3,Estonia,30,609.7
53,Dominguez ,RC3,3,Estonia,31,613.7
54,Pellier  L,RC3,3,Estonia,32,617.2
58,Munster  G,RC3,3,Estonia,33,619.3
41,Miele  Mau,RC2,3,Estonia,34,622.6
49,Türkkan  A,RC3,3,Estonia,35,623.5
39,Villanueva,RC2,3,Estonia,36,627.9
63,Vaher  Jas,RC4,3,Estonia,37,635.3
62,Kohn  Fili,RC3,3,Estonia,38,639.2
57,Kelly  Eam,RC3,3,Estonia,39,642.9
51,Cumiskey  ,RC3,3,Estonia,40,654.3
60,Mauro  Ale,RC2,3,Estonia,41,654.7
64,Sei  Karl-,RC4,3,Estonia,42,660.2
56,Rensonnet ,RC3,3,Estonia,43,661.5
59,Anwar  Ham,RC3,3,Estonia,44,663.8
65,Jürgenson ,RC4,3,Estonia,45,671.0
55,Blach  Rob,RC3,3,Estonia,46,671.7
45,Cobbe  Luc,RC2,3,Estonia,47,677.3
67,Uger  Serg,RC2,3,Estonia,48,709.4
66,Lempu  Kev,RC4,3,Estonia,49,728.5
8,Tänak  Ott,RC1,4,Estonia,1,615.0
11,Neuville  ,RC1,4,Estonia,2,616.6
69,Rovanperä ,RC1,4,Estonia,3,619.5
4,Lappi  Esa,RC1,4,Estonia,4,620.5
3,Suninen  T,RC1,4,Estonia,5,620.6
33,Evans  Elf,RC1,4,Estonia,6,621.7
7,Loubet  P.,RC1,4,Estonia,7,622.9
18,Katsuta  T,RC1,4,Estonia,8,623.2
28,Linnamäe  ,RC2,4,Estonia,9,641.5
20,Solberg  O,RC2,4,Estonia,10,644.1
24,Pajari  Sa,RC2,4,Estonia,11,645.2
25,Kaur  Egon,RC2,4,Estonia,12,646.6
29,Marczyk  M,RC2,4,Estonia,13,647.1
21,Greensmith,RC2,4,Estonia,14,647.7
27,Bulacia  M,RC2,4,Estonia,15,648.0
23,Mikkelsen ,RC2,4,Estonia,16,648.6
26,Virves  Ro,RC2,4,Estonia,17,652.0
22,Lindholm  ,RC2,4,Estonia,18,652.3
30,Zaldivar  ,RC2,4,Estonia,19,658.4
36,Fernàndez ,RC2,4,Estonia,20,660.6
35,Bulacia  B,RC2,4,Estonia,21,661.2
31,McErlean  ,RC2,4,Estonia,22,667.7
37,Koik  Prii,RC2,4,Estonia,23,668.4
38,Kasari  Ka,RC2,4,Estonia,24,677.1
47,Korhonen  ,RC3,4,Estonia,25,681.3
50,Korhola  B,RC3,4,Estonia,26,684.0
48,Herranen  ,RC3,4,Estonia,27,685.4
58,Munster  G,RC3,4,Estonia,28,686.2
52,Creighton ,RC3,4,Estonia,29,688.0
34,Martínez  ,RC2,4,Estonia,30,691.0
54,Pellier  L,RC3,4,Estonia,31,691.2
40,Kremer  Ar,RC2,4,Estonia,32,692.4
63,Vaher  Jas,RC4,4,Estonia,33,698.3
53,Dominguez ,RC3,4,Estonia,34,698.9
41,Miele  Mau,RC2,4,Estonia,35,700.2
49,Türkkan  A,RC3,4,Estonia,36,707.2
64,Sei  Karl-,RC4,4,Estonia,37,710.9
39,Villanueva,RC2,4,Estonia,38,711.8
60,Mauro  Ale,RC2,4,Estonia,39,715.1
62,Kohn  Fili,RC3,4,Estonia,40,715.3
57,Kelly  Eam,RC3,4,Estonia,41,719.9
65,Jürgenson ,RC4,4,Estonia,42,721.7
55,Blach  Rob,RC3,4,Estonia,43,731.6
56,Rensonnet ,RC3,4,Estonia,44,734.1
59,Anwar  Ham,RC3,4,Estonia,45,743.0
51,Cumiskey  ,RC3,4,Estonia,46,745.3
66,Lempu  Kev,RC4,4,Estonia,47,752.3
67,Uger  Serg,RC2,4,Estonia,48,759.7
45,Cobbe  Luc,RC2,4,Estonia,49,787.7
69,Rovanperä ,RC1,5,Estonia,1,798.7
4,Lappi  Esa,RC1,5,Estonia,2,800.8
33,Evans  Elf,RC1,5,Estonia,3,801.1
3,Suninen  T,RC1,5,Estonia,4,803.4
11,Neuville  ,RC1,5,Estonia,5,803.4
8,Tänak  Ott,RC1,5,Estonia,6,804.3
7,Loubet  P.,RC1,5,Estonia,7,808.7
18,Katsuta  T,RC1,5,Estonia,8,816.8
24,Pajari  Sa,RC2,5,Estonia,9,846.6
23,Mikkelsen ,RC2,5,Estonia,10,849.2
25,Kaur  Egon,RC2,5,Estonia,11,851.7
26,Virves  Ro,RC2,5,Estonia,12,855.1
21,Greensmith,RC2,5,Estonia,13,855.9
27,Bulacia  M,RC2,5,Estonia,14,857.8
28,Linnamäe  ,RC2,5,Estonia,15,859.9
29,Marczyk  M,RC2,5,Estonia,16,862.9
22,Lindholm  ,RC2,5,Estonia,17,866.3
31,McErlean  ,RC2,5,Estonia,18,872.0
35,Bulacia  B,RC2,5,Estonia,19,872.8
30,Zaldivar  ,RC2,5,Estonia,20,874.6
36,Fernàndez ,RC2,5,Estonia,21,881.0
37,Koik  Prii,RC2,5,Estonia,22,895.6
34,Martínez  ,RC2,5,Estonia,23,897.8
50,Korhola  B,RC3,5,Estonia,24,903.3
47,Korhonen  ,RC3,5,Estonia,25,910.9
39,Villanueva,RC2,5,Estonia,26,919.6
38,Kasari  Ka,RC2,5,Estonia,27,923.5
58,Munster  G,RC3,5,Estonia,28,925.0
54,Pellier  L,RC3,5,Estonia,29,927.8
53,Dominguez ,RC3,5,Estonia,30,931.2
41,Miele  Mau,RC2,5,Estonia,31,932.4
48,Herranen  ,RC3,5,Estonia,32,933.2
49,Türkkan  A,RC3,5,Estonia,33,945.8
62,Kohn  Fili,RC3,5,Estonia,34,950.7
57,Kelly  Eam,RC3,5,Estonia,35,960.6
55,Blach  Rob,RC3,5,Estonia,36,982.5
64,Sei  Karl-,RC4,5,Estonia,37,984.1
59,Anwar  Ham,RC3,5,Estonia,38,994.8
60,Mauro  Ale,RC2,5,Estonia,39,995.6
56,Rensonnet ,RC3,5,Estonia,40,997.5
65,Jürgenson ,RC4,5,Estonia,41,1014.1
51,Cumiskey  ,RC3,5,Estonia,42,1017.4
66,Lempu  Kev,RC4,5,Estonia,43,1029.9
67,Uger  Serg,RC2,5,Estonia,44,1043.4
45,Cobbe  Luc,RC2,5,Estonia,45,1056.8
63,Vaher  Jas,RC4,5,Estonia,46,1060.4
20,Solberg  O,RC2,5,Estonia,47,1446.6
40,Kremer  Ar,RC2,5,Estonia,48,1446.6
52,Creighton ,RC3,5,Estonia,49,1525.0
69,Rovanperä ,RC1,6,Estonia,1,526.1
8,Tänak  Ott,RC1,6,Estonia,2,529.6
4,Lappi  Esa,RC1,6,Estonia,3,530.1
33,Evans  Elf,RC1,6,Estonia,4,530.1
11,Neuville  ,RC1,6,Estonia,5,530.5
3,Suninen  T,RC1,6,Estonia,6,537.3
7,Loubet  P.,RC1,6,Estonia,7,539.1
18,Katsuta  T,RC1,6,Estonia,8,540.2
23,Mikkelsen ,RC2,6,Estonia,9,569.2
27,Bulacia  M,RC2,6,Estonia,10,569.6
21,Greensmith,RC2,6,Estonia,11,570.8
25,Kaur  Egon,RC2,6,Estonia,12,572.7
22,Lindholm  ,RC2,6,Estonia,13,573.2
28,Linnamäe  ,RC2,6,Estonia,14,574.1
29,Marczyk  M,RC2,6,Estonia,15,575.2
26,Virves  Ro,RC2,6,Estonia,16,575.7
24,Pajari  Sa,RC2,6,Estonia,17,576.8
31,McErlean  ,RC2,6,Estonia,18,580.6
35,Bulacia  B,RC2,6,Estonia,19,582.6
36,Fernàndez ,RC2,6,Estonia,20,587.3
30,Zaldivar  ,RC2,6,Estonia,21,594.8
37,Koik  Prii,RC2,6,Estonia,22,595.7
34,Martínez  ,RC2,6,Estonia,23,598.7
47,Korhonen  ,RC3,6,Estonia,24,607.7
54,Pellier  L,RC3,6,Estonia,25,610.5
58,Munster  G,RC3,6,Estonia,26,615.4
53,Dominguez ,RC3,6,Estonia,27,617.6
38,Kasari  Ka,RC2,6,Estonia,28,618.5
41,Miele  Mau,RC2,6,Estonia,29,625.2
39,Villanueva,RC2,6,Estonia,30,626.9
48,Herranen  ,RC3,6,Estonia,31,630.1
62,Kohn  Fili,RC3,6,Estonia,32,632.6
57,Kelly  Eam,RC3,6,Estonia,33,639.4
49,Türkkan  A,RC3,6,Estonia,34,639.5
60,Mauro  Ale,RC2,6,Estonia,35,642.2
63,Vaher  Jas,RC4,6,Estonia,36,649.3
64,Sei  Karl-,RC4,6,Estonia,37,656.8
56,Rensonnet ,RC3,6,Estonia,38,663.8
65,Jürgenson ,RC4,6,Estonia,39,668.7
55,Blach  Rob,RC3,6,Estonia,40,679.5
66,Lempu  Kev,RC4,6,Estonia,41,680.1
67,Uger  Serg,RC2,6,Estonia,42,691.5
51,Cumiskey  ,RC3,6,Estonia,43,701.7
45,Cobbe  Luc,RC2,6,Estonia,44,721.1
59,Anwar  Ham,RC3,6,Estonia,45,721.7
20,Solberg  O,RC2,6,Estonia,46,1169.2
40,Kremer  Ar,RC2,6,Estonia,47,1169.2
50,Korhola  B,RC3,6,Estonia,48,1207.7
52,Creighton ,RC3,6,Estonia,49,1210.5
8,Tänak  Ott,RC1,7,Estonia,1,602.2
4,Lappi  Esa,RC1,7,Estonia,2,604.2
7,Loubet  P.,RC1,7,Estonia,3,605.3
11,Neuville  ,RC1,7,Estonia,4,605.6
69,Rovanperä ,RC1,7,Estonia,5,605.7
33,Evans  Elf,RC1,7,Estonia,6,607.9
3,Suninen  T,RC1,7,Estonia,7,608.7
18,Katsuta  T,RC1,7,Estonia,8,609.3
21,Greensmith,RC2,7,Estonia,9,635.3
22,Lindholm  ,RC2,7,Estonia,10,645.4
23,Mikkelsen ,RC2,7,Estonia,11,645.9
24,Pajari  Sa,RC2,7,Estonia,12,648.1
26,Virves  Ro,RC2,7,Estonia,13,686.1
28,Linnamäe  ,RC2,7,Estonia,14,686.7
29,Marczyk  M,RC2,7,Estonia,15,691.7
36,Fernàndez ,RC2,7,Estonia,16,692.7
58,Munster  G,RC3,7,Estonia,17,695.5
31,McErlean  ,RC2,7,Estonia,18,696.9
54,Pellier  L,RC3,7,Estonia,19,697.9
37,Koik  Prii,RC2,7,Estonia,20,702.0
27,Bulacia  M,RC2,7,Estonia,21,703.4
30,Zaldivar  ,RC2,7,Estonia,22,705.5
47,Korhonen  ,RC3,7,Estonia,23,706.7
48,Herranen  ,RC3,7,Estonia,24,708.6
53,Dominguez ,RC3,7,Estonia,25,711.4
35,Bulacia  B,RC2,7,Estonia,26,712.8
34,Martínez  ,RC2,7,Estonia,27,716.2
63,Vaher  Jas,RC4,7,Estonia,28,719.5
25,Kaur  Egon,RC2,7,Estonia,29,720.6
62,Kohn  Fili,RC3,7,Estonia,30,726.3
64,Sei  Karl-,RC4,7,Estonia,31,727.1
49,Türkkan  A,RC3,7,Estonia,32,728.2
38,Kasari  Ka,RC2,7,Estonia,33,729.4
60,Mauro  Ale,RC2,7,Estonia,34,731.8
41,Miele  Mau,RC2,7,Estonia,35,733.1
39,Villanueva,RC2,7,Estonia,36,737.4
65,Jürgenson ,RC4,7,Estonia,37,739.3
56,Rensonnet ,RC3,7,Estonia,38,739.9
55,Blach  Rob,RC3,7,Estonia,39,747.4
57,Kelly  Eam,RC3,7,Estonia,40,748.7
66,Lempu  Kev,RC4,7,Estonia,41,749.9
59,Anwar  Ham,RC3,7,Estonia,42,778.1
51,Cumiskey  ,RC3,7,Estonia,43,778.7
45,Cobbe  Luc,RC2,7,Estonia,44,816.9
67,Uger  Serg,RC2,7,Estonia,45,904.1
20,Solberg  O,RC2,7,Estonia,46,1235.3
40,Kremer  Ar,RC2,7,Estonia,47,1235.3
52,Creighton ,RC3,7,Estonia,48,1295.5
50,Korhola  B,RC3,7,Estonia,49,1306.7
8,Tänak  Ott,RC1,8,Estonia,1,272.1
33,Evans  Elf,RC1,8,Estonia,2,273.2
69,Rovanperä ,RC1,8,Estonia,3,273.9
4,Lappi  Esa,RC1,8,Estonia,4,274.0
11,Neuville  ,RC1,8,Estonia,5,274.7
3,Suninen  T,RC1,8,Estonia,6,276.0
7,Loubet  P.,RC1,8,Estonia,7,276.4
18,Katsuta  T,RC1,8,Estonia,8,278.8
21,Greensmith,RC2,8,Estonia,9,286.3
24,Pajari  Sa,RC2,8,Estonia,10,287.5
23,Mikkelsen ,RC2,8,Estonia,11,288.2
29,Marczyk  M,RC2,8,Estonia,12,288.8
27,Bulacia  M,RC2,8,Estonia,13,289.7
30,Zaldivar  ,RC2,8,Estonia,14,291.0
28,Linnamäe  ,RC2,8,Estonia,15,291.5
26,Virves  Ro,RC2,8,Estonia,16,293.1
31,McErlean  ,RC2,8,Estonia,17,294.1
25,Kaur  Egon,RC2,8,Estonia,18,294.4
35,Bulacia  B,RC2,8,Estonia,19,295.0
36,Fernàndez ,RC2,8,Estonia,20,298.4
22,Lindholm  ,RC2,8,Estonia,21,300.0
37,Koik  Prii,RC2,8,Estonia,22,300.4
58,Munster  G,RC3,8,Estonia,23,301.6
47,Korhonen  ,RC3,8,Estonia,24,302.0
34,Martínez  ,RC2,8,Estonia,25,303.2
38,Kasari  Ka,RC2,8,Estonia,26,306.3
39,Villanueva,RC2,8,Estonia,27,308.3
48,Herranen  ,RC3,8,Estonia,28,308.4
54,Pellier  L,RC3,8,Estonia,29,308.5
41,Miele  Mau,RC2,8,Estonia,30,311.8
53,Dominguez ,RC3,8,Estonia,31,315.5
62,Kohn  Fili,RC3,8,Estonia,32,318.1
57,Kelly  Eam,RC3,8,Estonia,33,319.2
56,Rensonnet ,RC3,8,Estonia,34,319.3
63,Vaher  Jas,RC4,8,Estonia,35,319.8
64,Sei  Karl-,RC4,8,Estonia,36,320.4
60,Mauro  Ale,RC2,8,Estonia,37,321.6
65,Jürgenson ,RC4,8,Estonia,38,323.6
49,Türkkan  A,RC3,8,Estonia,39,324.5
59,Anwar  Ham,RC3,8,Estonia,40,324.7
66,Lempu  Kev,RC4,8,Estonia,41,326.4
55,Blach  Rob,RC3,8,Estonia,42,328.1
51,Cumiskey  ,RC3,8,Estonia,43,329.6
45,Cobbe  Luc,RC2,8,Estonia,44,340.8
67,Uger  Serg,RC2,8,Estonia,45,351.1
20,Solberg  O,RC2,8,Estonia,46,886.3
40,Kremer  Ar,RC2,8,Estonia,47,886.3
52,Creighton ,RC3,8,Estonia,48,901.6
50,Korhola  B,RC3,8,Estonia,49,902.0
69,Rovanperä ,RC1,9,Estonia,1,339.3
11,Neuville  ,RC1,9,Estonia,2,340.9
33,Evans  Elf,RC1,9,Estonia,3,343.3
4,Lappi  Esa,RC1,9,Estonia,4,343.9
3,Suninen  T,RC1,9,Estonia,5,345.4
8,Tänak  Ott,RC1,9,Estonia,6,346.6
18,Katsuta  T,RC1,9,Estonia,7,348.8
7,Loubet  P.,RC1,9,Estonia,8,349.5
