No.,Crew,Group,ss,Race,cou,time_SS_sec
11,Neuville  ,RC1,8,Central European,28,720.0
16,Fourmaux  ,RC1,8,Central European,29,720.0
29,Díaz Aboit,RC2,8,Central European,30,725.9
32,Katsuta  N,-,8,Central European,31,736.4
37,Sasaki  Ya,-,8,Central European,32,736.4
46,Hagiwara  ,-,8,Central European,33,736.4
47,Irie  Sato,-,8,Central European,34,755.4
48,Shimizu  H,-,8,Central European,35,755.4
17,Ogier  S. ,RC1,9,Central European,1,923.2
18,Katsuta  T,RC1,9,Central European,2,923.2
33,Evans  Elf,RC1,9,Central European,3,926.3
8,Tänak  Ott,RC1,9,Central European,4,927.4
11,Neuville  ,RC1,9,Central European,5,928.0
4,Lappi  Esa,RC1,9,Central European,6,933.0
69,Rovanperä ,RC1,9,Central European,7,937.6
24,Munster  G,RC2,9,Central European,8,959.2
20,Mikkelsen ,RC2,9,Central European,9,961.3
21,Gryazin  N,RC2,9,Central European,10,963.5
23,Kovalainen,RC2,9,Central European,11,1007.8
34,Arai  Tosh,-,9,Central European,12,1017.9
22,Kajetanowi,RC2,9,Central European,13,1022.1
35,Arai  Hiro,RC4,9,Central European,14,1036.2
25,Chwist  Da,RC2,9,Central European,15,1045.3
36,Shinkai  T,-,9,Central European,16,1046.1
26,Fukunaga  ,RC2,9,Central European,17,1046.9
28,Boland  Ea,RC2,9,Central European,18,1069.4
38,Hotta  Mak,-,9,Central European,19,1085.9
39,Murata  Ko,-,9,Central European,20,1112.0
31,Bailey  Ja,RC3,9,Central European,21,1116.4
40,Yamamoto  ,-,9,Central European,22,1133.6
29,Díaz Aboit,RC2,9,Central European,23,1146.0
41,Kunisawa  ,RC5,9,Central European,24,1233.1
37,Sasaki  Ya,-,9,Central European,25,1250.4
47,Irie  Sato,-,9,Central European,26,1264.0
44,Nakayama  ,-,9,Central European,27,1267.0
46,Hagiwara  ,-,9,Central European,28,1276.1
49,Aihara  Ta,-,9,Central European,29,1279.5
45,Takata  Ko,-,9,Central European,30,1335.3
48,Shimizu  H,-,9,Central European,31,1453.0
30,Imai  Sato,RC2,9,Central European,32,1559.2
18,Katsuta  T,RC1,10,Central European,1,674.8
11,Neuville  ,RC1,10,Central European,2,675.9
8,Tänak  Ott,RC1,10,Central European,3,676.9
17,Ogier  S. ,RC1,10,Central European,4,684.5
69,Rovanperä ,RC1,10,Central European,5,687.3
4,Lappi  Esa,RC1,10,Central European,6,688.7
33,Evans  Elf,RC1,10,Central European,7,697.8
20,Mikkelsen ,RC2,10,Central European,8,705.4
24,Munster  G,RC2,10,Central European,9,705.9
21,Gryazin  N,RC2,10,Central European,10,712.9
22,Kajetanowi,RC2,10,Central European,11,741.8
23,Kovalainen,RC2,10,Central European,12,753.9
26,Fukunaga  ,RC2,10,Central European,13,755.0
35,Arai  Hiro,RC4,10,Central European,14,760.4
25,Chwist  Da,RC2,10,Central European,15,762.6
36,Shinkai  T,-,10,Central European,16,765.7
28,Boland  Ea,RC2,10,Central European,17,770.2
39,Murata  Ko,-,10,Central European,18,798.3
40,Yamamoto  ,-,10,Central European,19,827.7
29,Díaz Aboit,RC2,10,Central European,20,833.5
41,Kunisawa  ,RC5,10,Central European,21,890.5
49,Aihara  Ta,-,10,Central European,22,902.5
46,Hagiwara  ,-,10,Central European,23,904.7
44,Nakayama  ,-,10,Central European,24,907.5
47,Irie  Sato,-,10,Central European,25,924.1
37,Sasaki  Ya,-,10,Central European,26,930.1
45,Takata  Ko,-,10,Central European,27,963.1
48,Shimizu  H,-,10,Central European,28,1016.0
30,Imai  Sato,RC2,10,Central European,29,1305.4
34,Arai  Tosh,-,10,Central European,30,1365.7
38,Hotta  Mak,-,10,Central European,31,1365.7
31,Bailey  Ja,RC3,10,Central European,32,3446.9
33,Evans  Elf,RC1,11,Central European,1,140.2
8,Tänak  Ott,RC1,11,Central European,2,140.4
11,Neuville  ,RC1,11,Central European,3,140.6
17,Ogier  S. ,RC1,11,Central European,4,141.0
69,Rovanperä ,RC1,11,Central European,5,141.9
18,Katsuta  T,RC1,11,Central European,6,142.4
4,Lappi  Esa,RC1,11,Central European,7,142.9
21,Gryazin  N,RC2,11,Central European,8,145.5
20,Mikkelsen ,RC2,11,Central European,9,145.6
24,Munster  G,RC2,11,Central European,10,146.2
22,Kajetanowi,RC2,11,Central European,11,147.2
23,Kovalainen,RC2,11,Central European,12,152.4
25,Chwist  Da,RC2,11,Central European,13,159.6
26,Fukunaga  ,RC2,11,Central European,14,159.7
35,Arai  Hiro,RC4,11,Central European,15,160.6
36,Shinkai  T,-,11,Central European,16,163.0
39,Murata  Ko,-,11,Central European,17,167.4
28,Boland  Ea,RC2,11,Central European,18,167.6
40,Yamamoto  ,-,11,Central European,19,172.7
41,Kunisawa  ,RC5,11,Central European,20,173.7
29,Díaz Aboit,RC2,11,Central European,21,176.2
31,Bailey  Ja,RC3,11,Central European,22,182.6
47,Irie  Sato,-,11,Central European,23,183.5
37,Sasaki  Ya,-,11,Central European,24,185.4
46,Hagiwara  ,-,11,Central European,25,186.6
44,Nakayama  ,-,11,Central European,26,188.1
49,Aihara  Ta,-,11,Central European,27,195.9
48,Shimizu  H,-,11,Central European,28,197.0
30,Imai  Sato,RC2,11,Central European,29,745.5
34,Arai  Tosh,-,11,Central European,30,763.0
38,Hotta  Mak,-,11,Central European,31,763.0
45,Takata  Ko,-,11,Central European,32,763.0
33,Evans  Elf,RC1,12,Central European,1,138.7
8,Tänak  Ott,RC1,12,Central European,2,139.6
17,Ogier  S. ,RC1,12,Central European,3,139.9
69,Rovanperä ,RC1,12,Central European,4,140.3
11,Neuville  ,RC1,12,Central European,5,140.5
4,Lappi  Esa,RC1,12,Central European,6,140.9
18,Katsuta  T,RC1,12,Central European,7,141.4
21,Gryazin  N,RC2,12,Central European,8,144.3
24,Munster  G,RC2,12,Central European,9,144.3
20,Mikkelsen ,RC2,12,Central European,10,144.7
22,Kajetanowi,RC2,12,Central European,11,145.0
23,Kovalainen,RC2,12,Central European,12,150.3
35,Arai  Hiro,RC4,12,Central European,13,157.2
25,Chwist  Da,RC2,12,Central European,14,159.3
26,Fukunaga  ,RC2,12,Central European,15,159.3
36,Shinkai  T,-,12,Central European,16,160.9
39,Murata  Ko,-,12,Central European,17,163.3
28,Boland  Ea,RC2,12,Central European,18,165.3
29,Díaz Aboit,RC2,12,Central European,19,166.3
40,Yamamoto  ,-,12,Central European,20,177.8
37,Sasaki  Ya,-,12,Central European,21,180.5
46,Hagiwara  ,-,12,Central European,22,182.0
41,Kunisawa  ,RC5,12,Central European,23,183.5
44,Nakayama  ,-,12,Central European,24,183.6
47,Irie  Sato,-,12,Central European,25,184.0
48,Shimizu  H,-,12,Central European,26,185.1
49,Aihara  Ta,-,12,Central European,27,190.4
31,Bailey  Ja,RC3,12,Central European,28,228.6
30,Imai  Sato,RC2,12,Central European,29,744.3
34,Arai  Tosh,-,12,Central European,30,760.9
38,Hotta  Mak,-,12,Central European,31,760.9
45,Takata  Ko,-,12,Central European,32,760.9
18,Katsuta  T,RC1,13,Central European,1,873.5
17,Ogier  S. ,RC1,13,Central European,2,876.3
8,Tänak  Ott,RC1,13,Central European,3,877.7
11,Neuville  ,RC1,13,Central European,4,878.3
4,Lappi  Esa,RC1,13,Central European,5,883.3
69,Rovanperä ,RC1,13,Central European,6,884.2
33,Evans  Elf,RC1,13,Central European,7,887.0
21,Gryazin  N,RC2,13,Central European,8,910.0
20,Mikkelsen ,RC2,13,Central European,9,916.5
24,Munster  G,RC2,13,Central European,10,925.7
23,Kovalainen,RC2,13,Central European,11,935.3
22,Kajetanowi,RC2,13,Central European,12,950.3
35,Arai  Hiro,RC4,13,Central European,13,973.4
36,Shinkai  T,-,13,Central European,14,973.4
26,Fukunaga  ,RC2,13,Central European,15,976.2
25,Chwist  Da,RC2,13,Central European,16,998.2
28,Boland  Ea,RC2,13,Central European,17,1005.0
39,Murata  Ko,-,13,Central European,18,1060.6
40,Yamamoto  ,-,13,Central European,19,1074.7
29,Díaz Aboit,RC2,13,Central European,20,1101.7
31,Bailey  Ja,RC3,13,Central European,21,1138.6
41,Kunisawa  ,RC5,13,Central European,22,1187.3
37,Sasaki  Ya,-,13,Central European,23,1217.3
46,Hagiwara  ,-,13,Central European,24,1225.1
44,Nakayama  ,-,13,Central European,25,1229.3
49,Aihara  Ta,-,13,Central European,26,1281.2
47,Irie  Sato,-,13,Central European,27,1284.6
48,Shimizu  H,-,13,Central European,28,1332.0
30,Imai  Sato,RC2,13,Central European,29,1510.0
34,Arai  Tosh,-,13,Central European,30,1573.4
38,Hotta  Mak,-,13,Central European,31,1573.4
45,Takata  Ko,-,13,Central European,32,1573.4
18,Katsuta  T,RC1,14,Central European,1,635.8
11,Neuville  ,RC1,14,Central European,2,636.6
8,Tänak  Ott,RC1,14,Central European,3,638.5
4,Lappi  Esa,RC1,14,Central European,4,646.1
69,Rovanperä ,RC1,14,Central European,5,649.1
17,Ogier  S. ,RC1,14,Central European,6,665.7
33,Evans  Elf,RC1,14,Central European,7,677.1
24,Munster  G,RC2,14,Central European,8,700.2
