No.,Crew,Group,ss,Race,cou,time_SS_sec
8,Tänak  Ott,RC1,1,Mexico,1,58.0
69,Rovanperä ,RC1,1,Mexico,2,58.8
4,Lappi  Esa,RC1,1,Mexico,3,59.3
33,Evans  Elf,RC1,1,Mexico,4,59.5
11,Neuville  ,RC1,1,Mexico,5,59.7
6,Sordo  Dan,RC1,1,Mexico,6,59.8
17,Ogier  S. ,RC1,1,Mexico,7,59.8
7,Loubet  P.,RC1,1,Mexico,8,60.1
18,Katsuta  T,RC1,1,Mexico,9,60.3
24,Lindholm  ,RC2,1,Mexico,10,60.8
23,Gryazin  N,RC2,1,Mexico,11,61.3
20,Greensmith,RC2,1,Mexico,12,61.4
25,Kajetanowi,RC2,1,Mexico,13,61.8
29,Martínez  ,RC2,1,Mexico,14,63.7
36,Mauro  Ale,RC2,1,Mexico,15,63.7
21,Solberg  O,RC2,1,Mexico,16,64.1
34,Salas  Car,RC2,1,Mexico,17,64.1
32,Granados  ,RC2,1,Mexico,18,64.4
9,Serderidis,RC1,1,Mexico,19,64.7
22,Fourmaux  ,RC2,1,Mexico,20,64.9
26,Prokop  Ma,RC2,1,Mexico,21,65.0
31,Cordero  R,RC2,1,Mexico,22,65.4
28,Castro  Ed,RC2,1,Mexico,23,65.8
30,Dominguez ,RC3,1,Mexico,24,66.7
27,Chwist  Da,RC2,1,Mexico,25,67.8
35,Coyne  Joh,RC2,1,Mexico,26,69.4
38,Spitalier ,RC5,1,Mexico,27,71.4
37,Bailey  Ja,RC3,1,Mexico,28,71.7
39,Urióstegui,RC5,1,Mexico,29,71.9
42,Retama  Em,RC5,1,Mexico,30,73.4
41,Maggio  Ra,RC5,1,Mexico,31,90.4
8,Tänak  Ott,RC1,2,Mexico,1,56.2
4,Lappi  Esa,RC1,2,Mexico,2,57.1
69,Rovanperä ,RC1,2,Mexico,3,57.1
17,Ogier  S. ,RC1,2,Mexico,4,57.2
11,Neuville  ,RC1,2,Mexico,5,57.3
6,Sordo  Dan,RC1,2,Mexico,6,57.8
7,Loubet  P.,RC1,2,Mexico,7,57.8
18,Katsuta  T,RC1,2,Mexico,8,58.0
33,Evans  Elf,RC1,2,Mexico,9,58.0
24,Lindholm  ,RC2,2,Mexico,10,59.5
23,Gryazin  N,RC2,2,Mexico,11,60.6
20,Greensmith,RC2,2,Mexico,12,60.8
21,Solberg  O,RC2,2,Mexico,13,60.9
25,Kajetanowi,RC2,2,Mexico,14,61.1
22,Fourmaux  ,RC2,2,Mexico,15,61.9
29,Martínez  ,RC2,2,Mexico,16,62.2
9,Serderidis,RC1,2,Mexico,17,62.4
28,Castro  Ed,RC2,2,Mexico,18,63.0
26,Prokop  Ma,RC2,2,Mexico,19,63.5
34,Salas  Car,RC2,2,Mexico,20,63.5
36,Mauro  Ale,RC2,2,Mexico,21,63.9
32,Granados  ,RC2,2,Mexico,22,64.2
31,Cordero  R,RC2,2,Mexico,23,65.3
27,Chwist  Da,RC2,2,Mexico,24,65.6
30,Dominguez ,RC3,2,Mexico,25,65.7
37,Bailey  Ja,RC3,2,Mexico,26,68.1
35,Coyne  Joh,RC2,2,Mexico,27,69.8
42,Retama  Em,RC5,2,Mexico,28,70.8
38,Spitalier ,RC5,2,Mexico,29,72.3
39,Urióstegui,RC5,2,Mexico,30,74.0
41,Maggio  Ra,RC5,2,Mexico,31,92.4
4,Lappi  Esa,RC1,3,Mexico,1,1320.2
17,Ogier  S. ,RC1,3,Mexico,2,1320.8
6,Sordo  Dan,RC1,3,Mexico,3,1326.3
33,Evans  Elf,RC1,3,Mexico,4,1328.1
11,Neuville  ,RC1,3,Mexico,5,1329.9
69,Rovanperä ,RC1,3,Mexico,6,1332.9
18,Katsuta  T,RC1,3,Mexico,7,1340.3
20,Greensmith,RC2,3,Mexico,8,1380.0
21,Solberg  O,RC2,3,Mexico,9,1380.0
22,Fourmaux  ,RC2,3,Mexico,10,1380.0
23,Gryazin  N,RC2,3,Mexico,11,1380.0
24,Lindholm  ,RC2,3,Mexico,12,1380.0
25,Kajetanowi,RC2,3,Mexico,13,1380.0
26,Prokop  Ma,RC2,3,Mexico,14,1380.0
27,Chwist  Da,RC2,3,Mexico,15,1380.0
28,Castro  Ed,RC2,3,Mexico,16,1380.0
29,Martínez  ,RC2,3,Mexico,17,1380.0
30,Dominguez ,RC3,3,Mexico,18,1380.0
31,Cordero  R,RC2,3,Mexico,19,1380.0
32,Granados  ,RC2,3,Mexico,20,1380.0
34,Salas  Car,RC2,3,Mexico,21,1380.0
