Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#1,McCormack Marty  - Mitchell Barney Ford Escort RS 1800 MKII,3 D1,7:28.19,,104.6,1
2,#12,Paradissis P.  - Fragkou M. Ford Escort RS 1800 MKII,3 D1,7:38.87,+10.68 +  10.68,102.1 0.82,1
3,#11,Pierangioli V.  - Farnocchia S. Ford Sierra RS Cosworth 4x4,4 E3,7:40.50,+12.31 +  1.63,101.8 0.95,1
4,#15,Halivelakis A.  - Papageorgiou A. Ford Escort RS 2000 MKII,3 D1,8:05.97,+37.78 +  25.47,96.5 2.90,1
5,#4,Graham Ernie  - Graham Karen Ford Escort RS 1800 MKII,4 E3,8:11.76,+43.57 +  5.79,95.3 3.35,1
6,#20,Paradissis Giorgos  - Stergiou P. Ford Escort RS 2000 MKII,NAT,8:14.40,+46.21 +  2.64,94.8 3.55,1
7,#14,Stafilopatis M.  - Chatzirigas G. Ford Escort RS 1800 MKII,3 D1,8:25.91,+57.72 +  11.51,92.6 4.43,1
8,#8,Kovařík Oldřich ml.  - Kapic M. Škoda Favorit 136 L,4 E2,8:29.74,+1:01.55 +  3.83,92.0 4.73,1
9,#18,Amaxopoulos D.  - Moraiti H. Toyota Corolla TE35,2 C1,8:31.59,+1:03.40 +  1.85,91.6 4.87,1
10,#26,Roustemis A.  - Andrianopoulos G. Ford Sierra RS Cosworth,4 E3,8:33.29,+1:05.10 +  1.70,91.3 5.00,1
11,#28,Delaportas Giorgos  - Panaritis E. Volkswagen Golf II,4 E2,8:33.79,+1:05.60 +  0.50,91.2 5.04,1
12,#35,Athanasoulas A.  - Basioukas V. Toyota Starlet 1300 KP61,3 D1,8:35.88,+1:07.69 +  2.09,90.9 5.20,1
13,#33,Argiriou Kostas  - Laskos Stamatis Toyota Starlet 1300 EP71,4 E2,8:39.64,+1:11.45 +  3.76,90.2 5.49,1
14,#23,Papadimitriou K.  - Sigalas M. Toyota Starlet EP71 Turbo,4 E2,8:40.15,+1:11.96 +  0.51,90.1 5.53,1
15,#22,Pierroutsakos G.  - Karastefanou S. Peugeot 205 Rallye,4 E2,8:42.81,+1:14.62 +  2.66,89.7 5.73,1
