Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#1,Paddon Hayden - Kennard John Hyundai i20 N Rally2,RC2,1:39.8,,67.8,1
2,#24,Nucita Andrea - Pollet Rudy Hyundai i20 N Rally2,RC2,1:40.2,+0.4 +0.4,67.5 0.21,1
3,#18,Wagner Simon - Winter Gerald Škoda Fabia RS Rally2,RC2,1:40.5,+0.7 +0.3,67.3 0.37,1
4,#17,Mareš Filip - Bucha Radovan Škoda Fabia Rally2 evo,RC2,1:41.0,+1.2 +0.5,67.0 0.64,1
5,#39,Pernía S. - Sánchez González A. Hyundai i20 N Rally2,RC2 1,1:41.1,+1.3 +0.1,66.9 0.69,1
6,#22,Grzyb Grzegorz - Wróbel Jakub Škoda Fabia Rally2 evo,RC2,1:41.2,+1.4 +0.1,66.9 0.74,1
7,#36,Solans Jan - Sanjuan de Eusebio R. Hyundai i20 N Rally2,RC2 1,1:41.3,+1.5 +0.1,66.8 0.80,1
8,#23,László Martin - Berendi Dávid Škoda Fabia Rally2 evo,RC2,1:41.4,+1.6 +0.1,66.7 0.85,1
9,#2,Østberg Mads - Barth Patrik Citroën C3 Rally2,RC2,1:41.5,+1.7 +0.1,66.7 0.90,1
10,#4,Kristensson Tom - Johansson Andreas Citroën C3 Rally2,RC2,1:41.7,+1.9 +0.2,66.5 1.01,1
11,#16,Campedelli Simone - Canton Tania Škoda Fabia Rally2 evo,RC2,1:41.8,+2.0 +0.1,66.5 1.06,1
12,#6,Bonato Yoann - Boulloud Benjamin Citroën C3 Rally2,RC2,1:42.3,+2.5 +0.5,66.2 1.33,1
13,#5,Mabellini Andrea - Lenzi Virginia Škoda Fabia Rally2 evo,RC2,1:42.5,+2.7 +0.2,66.0 1.44,1
14,#9,Sesks Mārtiņš - Francis Renārs Škoda Fabia RS Rally2,RC2,1:42.6,+2.8 +0.1,66.0 1.49,1
