Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,36,Solans  Jan  /  Sanjuán  R.  Hyundai i20 N Rally2,RC2,00:17:18.8,96.13 0.00,00:00:00.0 00:00:00.0,12
2,18,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:17:22.1,95.83 0.12,00:00:03.3 00:00:03.3,12
3,6,Bonato  Yoann  /  Boulloud  B.  Citroën C3 Rally2,RC2,00:17:22.5,95.79 0.13,00:00:03.7 00:00:00.4,12
4,35,Ares  Iván  /  Pintor  J.  Hyundai i20 N Rally2,RC2,00:17:24.3,95.63 0.20,00:00:05.5 00:00:01.8,12
5,2,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:17:25.1,95.55 0.23,00:00:06.3 00:00:00.8,12
6,3,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia RS Rally2,RC2,00:17:25.2,95.55 0.23,00:00:06.4 00:00:00.1,12
7,16,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:17:27.7,95.32 0.32,00:00:08.9 00:00:02.5,12
8,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:17:30.3,95.08 0.41,00:00:11.5 00:00:02.6,12
9,9,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:17:30.8,95.04 0.43,00:00:12.0 00:00:00.5,12
10,10,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia Rally2 Evo,RC2,00:17:31.6,94.96 0.46,00:00:12.8 00:00:00.8,12
11,4,Kristensson  Tom  /  Johansson  A.  Citroën C3 Rally2,RC2,00:17:33.4,94.80 0.53,00:00:14.6 00:00:01.8,12
12,23,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:17:33.9,94.76 0.54,00:00:15.1 00:00:00.5,12
13,14,Palomo  Óscar  /  Del Barrio  R.  Hyundai i20 N Rally2,RC2,00:17:35.2,94.64 0.59,00:00:16.4 00:00:01.3,12
14,5,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:17:38.2,94.37 0.70,00:00:19.4 00:00:03.0,12
15,17,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:17:38.4,94.35 0.71,00:00:19.6 00:00:00.2,12
16,12,Suárez  J.  /  Iglesias  A.  Škoda Fabia RS Rally2,RC2,00:17:44.1,93.85 0.91,00:00:25.3 00:00:05.7,12
17,24,Nucita  Andrea  /  Pollet  Rudy  Hyundai i20 N Rally2,RC2,00:17:44.3,93.83 0.92,00:00:25.5 00:00:00.2,12
18,42,Quesada  Raul  /  Dominguez  Pedro  Hyundai i20 R5,RC2,00:17:47.2,93.58 1.02,00:00:28.4 00:00:02.9,12
19,19,Suarez  M.  /  Gonzalez  E.  Citroën C3 Rally2,RC2,00:17:48.3,93.48 1.06,00:00:29.5 00:00:01.1,12
20,7,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:17:48.6,93.45 1.07,00:00:29.8 00:00:00.3,12
21,22,Grzyb  Grzegorz  /  Wróbel  Jakub  Škoda Fabia Rally2 Evo,RC2,00:17:49.5,93.37 1.11,00:00:30.7 00:00:00.9,12
22,20,Černý  Jan  /  Černohorský  P.  Hyundai i20 N Rally2,RC2,00:17:50.2,93.31 1.13,00:00:31.4 00:00:00.7,12
23,37,Peláez  J.  /  Chamorro  A.  Hyundai i20 N Rally2,RC2,00:17:56.4,92.78 1.36,00:00:37.6 00:00:06.2,12
24,41,Fuentes  Sergio  /  Bonilla  Ariday  Citroën C3 Rally2,RC2,00:18:03.8,92.14 1.62,00:00:45.0 00:00:07.4,12
25,30,Armstrong  Jon  /  Fair  Cameron  Ford Fiesta Rally3,RC3,00:18:04.8,92.06 1.66,00:00:46.0 00:00:01.0,12
26,25,Kołtun  J.  /  Pleskot  I.  Ford Fiesta Rally2 MkII,RC2,00:18:06.8,91.89 1.73,00:00:48.0 00:00:02.0,12
27,28,Somaschini  R.  /  Arena  Nicola  Citroën C3 Rally2,RC2,00:18:30.4,89.94 2.58,00:01:11.6 00:00:23.6,12
28,40,López  F.  /  Odriozola  Borja  Hyundai i20 N Rally2,RC2,00:18:35.8,89.50 2.78,00:01:17.0 00:00:05.4,12
29,43,Fariña  G.  /  Rivero  David  Peugeot 208 Rally4,RC4,00:18:41.9,89.01 3.00,00:01:23.1 00:00:06.1,12
30,26,Cuzma  Bogdan  /  Minor  Ilka  Škoda Fabia Rally2 Evo,RC2,00:18:45.7,88.71 3.13,00:01:26.9 00:00:03.8,12
31,46,Climent  Nelson  /  González  D.  Peugeot 208 Rally4,RC4,00:18:46.0,88.69 3.14,00:01:27.2 00:00:00.3,12
32,44,Cañada  Javier  /  Hernández  J.  Opel Corsa Rally4,RC4,00:18:49.9,88.38 3.28,00:01:31.1 00:00:03.9,12
33,48,Machín  Anibal  /  Díaz  Jordi  Peugeot 208 Rally4,RC4,00:18:51.1,88.29 3.33,00:01:32.3 00:00:01.2,12
34,47,Cruz  Fernando  /  Hernández  T.  Peugeot 208 Rally4,RC4,00:19:01.5,87.48 3.70,00:01:42.7 00:00:10.4,12
35,38,Comas  Marc  /  Romero  Lorena  Škoda Fabia R5,RC2,00:19:02.1,87.44 3.72,00:01:43.3 00:00:00.6,12
36,45,de la Cruz  J.  /  Cedrés  Jorge  Peugeot 208 Rally4,RC4,00:19:05.8,87.16 3.86,00:01:47.0 00:00:03.7,12
37,29,Bertolotti  S.  /  Capilli  F.  Citroën C3 Rally2,RC2,00:19:06.4,87.11 3.88,00:01:47.6 00:00:00.6,12
38,33,Hangodi  B.  /  Bunkoczi  L.  Peugeot 208 Rally4,RC4,00:19:46.6,84.16 5.33,00:02:27.8 00:00:40.2,12
39,51,Armas  Noé  /  Falcón  A.  Renault Clio Rally5,RC5,00:19:49.8,83.93 5.44,00:02:31.0 00:00:03.2,12
40,62,Bello  José  /  González  C.  Peugeot 208 Rally4,RC4,00:19:54.2,83.62 5.60,00:02:35.4 00:00:04.4,12
