Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,76,Pech  Václav  /  Uhel  Petr  Ford Focus WRC,RN9,00:07:37.0,100.28 0.00,00:00:00.0 00:00:00.0,2
2,5,Lukyanuk  Alexey  /  Chervonenko  Y.  Škoda Fabia RS Rally2,RC2,00:07:39.7,99.69 0.21,00:00:02.7 00:00:02.7,2
3,14,Csomós  Miklós  /  Bán  Viktor  Škoda Fabia Rally2 Evo,RC2,00:07:41.4,99.32 0.35,00:00:04.4 00:00:01.7,2
4,18,Kopecký  Jan  /  Hloušek  Jan  Škoda Fabia RS Rally2,RC2,00:07:41.5,99.30 0.35,00:00:04.5 00:00:00.1,2
5,21,Březík  Adam  /  Krajča  Ondřej  Škoda Fabia Rally2 Evo,RC2,00:07:41.7,99.26 0.37,00:00:04.7 00:00:00.2,2
6,11,Cais  Erik  /  Bacigál  Igor  Škoda Fabia RS Rally2,RC2,00:07:42.0,99.19 0.39,00:00:05.0 00:00:00.3,2
7,2,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:07:42.4,99.11 0.42,00:00:05.4 00:00:00.4,2
8,10,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:07:43.4,98.90 0.50,00:00:06.4 00:00:01.0,2
9,9,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:07:45.4,98.47 0.66,00:00:08.4 00:00:02.0,2
10,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:07:46.1,98.32 0.71,00:00:09.1 00:00:00.7,2
11,19,Ingram  Chris  /  Kihurani  A.  Volkswagen Polo Gti R5,RC2,00:07:46.4,98.26 0.74,00:00:09.4 00:00:00.3,2
12,7,Franceschi  M.  /  Malfoy  Andy  Škoda Fabia RS Rally2,RC2,00:07:47.4,98.05 0.82,00:00:10.4 00:00:01.0,2
13,12,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:07:47.8,97.96 0.85,00:00:10.8 00:00:00.4,2
14,3,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia R5,RC2,00:07:48.2,97.88 0.88,00:00:11.2 00:00:00.4,2
15,20,Stříteský  D.  /  Hovorka  Jiří  Škoda Fabia R5,RC2,00:07:49.2,97.67 0.96,00:00:12.2 00:00:01.0,2
16,15,Tempestini  S.  /  Itu  Sergiu  Škoda Fabia Rally2 Evo,RC2,00:07:52.0,97.09 1.18,00:00:15.0 00:00:02.8,2
17,45,Cvrček  V.  /  Těšínský  P.  Škoda Fabia R5,RC2,00:07:52.3,97.03 1.20,00:00:15.3 00:00:00.3,2
18,6,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:07:54.0,96.68 1.34,00:00:17.0 00:00:01.7,2
19,16,von Thurn und Taxis  A.  /  Hain  Jara  Škoda Fabia RS Rally2,RC2,00:07:55.1,96.46 1.42,00:00:18.1 00:00:01.1,2
20,22,Vlček  Martin  /  Kunst  Jakub  Hyundai i20 R5,RC2,00:07:58.6,95.75 1.70,00:00:21.6 00:00:03.5,2
21,46,Jirásek  Aleš  /  Machů  Petr  Škoda Fabia R5,RC2,00:07:59.0,95.67 1.73,00:00:22.0 00:00:00.4,2
22,47,Jirovec  Jakub  /  Jindra  Petr  Škoda Fabia R5,RC2,00:08:02.1,95.06 1.97,00:00:25.1 00:00:03.1,2
23,49,Kurka  Tomáš  /  Vajík  Karel  Škoda Fabia RS Rally2,RC2,00:08:02.8,94.92 2.03,00:00:25.8 00:00:00.7,2
24,17,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:08:04.5,94.59 2.16,00:00:27.5 00:00:01.7,2
25,26,Armstrong  Jon  /  Fair  Cameron  Ford Fiesta Rally3,RC3,00:08:05.0,94.49 2.20,00:00:28.0 00:00:00.5,2
26,48,Trnovec  Petr  /  Staněk  M.  Škoda Fabia R5,RC2,00:08:10.7,93.39 2.65,00:00:33.7 00:00:05.7,2
27,23,Kołtun  J.  /  Pleskot  I.  Ford Fiesta Rally2 MkII,RC2,00:08:12.1,93.13 2.76,00:00:35.1 00:00:01.4,2
28,33,Schulz  Timo  /  Wenzel  Michael  Opel Corsa Rally4,RC4,00:08:15.7,92.45 3.04,00:00:38.7 00:00:03.6,2
29,50,Zedník  Petr  /  Zedníková  O.  Ford Fiesta Rally2 MkII,RC2,00:08:17.0,92.21 3.14,00:00:40.0 00:00:01.3,2
30,41,Tarabus  J.  /  Trunkát  Daniel  Peugeot 208 Rally4,RC4 I,00:08:19.5,91.75 3.34,00:00:42.5 00:00:02.5,2
31,32,McRae  Max  /  Kierans  M.  Opel Corsa Rally4,RC4,00:08:20.5,91.56 3.42,00:00:43.5 00:00:01.0,2
32,79,Ševčík  Pavel  /  Vajdák  Luděk  Mitsubishi Lancer Evo IX,RN9,00:08:22.4,91.22 3.57,00:00:45.4 00:00:01.9,2
33,38,Zeiringer  F.  /  Letz  Angelika  Opel Corsa Rally4,RC4,00:08:23.1,91.09 3.62,00:00:46.1 00:00:00.7,2
34,51,Vlček  Marek  /  Plachý  Tomáš  Škoda Fabia Rally2 Evo,RC2,00:08:23.3,91.06 3.64,00:00:46.3 00:00:00.2,2
35,54,László  Z.  /  Begala  Tamás  Škoda Fabia Rally2 Evo,RC2,00:08:24.3,90.87 3.72,00:00:47.3 00:00:01.0,2
36,35,Johansson  Mille  /  Grönvall  Johan  Ford Fiesta Rally4,RC4,00:08:24.9,90.77 3.76,00:00:47.9 00:00:00.6,2
37,78,Nešetřil  Petr  /  Černoch  Jiří  Porsche 997 GT3,RN9,00:08:25.5,90.66 3.81,00:00:48.5 00:00:00.6,2
38,30,Daprà  Roberto  /  Guglielmetti  L.  Peugeot 208 Rally4,RC4,00:08:26.2,90.53 3.86,00:00:49.2 00:00:00.7,2
39,77,Enge  Tomáš  /  Engová  Lucie  Toyota Yaris GR,RN9,00:08:28.7,90.09 4.06,00:00:51.7 00:00:02.5,2
40,29,Maior  Norbert  /  Maior  Francesca  Peugeot 208 Rally4,RC4,00:08:28.8,90.07 4.07,00:00:51.8 00:00:00.1,2
41,59,Ocelka  Filip  /  Blažek  J.  Renault Clio Rally4,RC4 I,00:08:30.9,89.70 4.23,00:00:53.9 00:00:02.1,2
42,40,Rossi  Ghjuvanni  /  Sarmezan  Kylian  Peugeot 208 Rally4,RC4,00:08:31.1,89.67 4.25,00:00:54.1 00:00:00.2,2
43,25,Cuzma  Bogdan  /  Magalhães  Hugo  Škoda Fabia RS Rally2,RC2,00:08:32.3,89.46 4.34,00:00:55.3 00:00:01.2,2
44,24,Somaschini  R.  /  Arena  Nicola  Citroën C3 Rally2,RC2,00:08:32.8,89.37 4.38,00:00:55.8 00:00:00.5,2
44,58,Štefan  David  /  Vichtora  O.  Peugeot 208 Rally4,RC4 I,00:08:32.8,89.37 4.38,00:00:55.8 00:00:00.0,2
46,37,Škulj  Mark  /  Šumer  Pia  Opel Corsa Rally4,RC4,00:08:33.2,89.30 4.41,00:00:56.2 00:00:00.4,2
47,60,Surovič  Peter  /  Růžička  J.  Opel Corsa Rally4,RC4 I,00:08:33.6,89.23 4.45,00:00:56.6 00:00:00.4,2
48,56,Widłak  Igor  /  Pawłowski  M.  Ford Fiesta Rally3,RC3,00:08:35.0,88.99 4.56,00:00:58.0 00:00:01.4,2
49,39,Kreuter  Norman  /  Seidl  A.  Peugeot 208 Rally4,RC4,00:08:39.3,88.25 4.89,00:01:02.3 00:00:04.3,2
50,31,Hansen  Victor  /  Johansson  V.  Peugeot 208 Rally4,RC4,00:08:40.1,88.11 4.96,00:01:03.1 00:00:00.8,2
51,66,Vaňhara  Michal  /  Navrátil  Jakub  Renault Clio Rally4,RC4 I,00:08:41.1,87.94 5.04,00:01:04.1 00:00:01.0,2
52,80,Číž  Miroslav  /  Novák  Jaroslav  Peugeot 208 R2,RC4 II,00:08:42.8,87.66 5.17,00:01:05.8 00:00:01.7,2
53,53,Windisch  Enrico  /  Huber  Kurt  Audi A1 R4,RC2,00:08:45.5,87.21 5.38,00:01:08.5 00:00:02.7,2
54,81,Dědic  V.  /  Kunst  Jiří  Ford Fiesta Rally4,RC4 II,00:08:46.0,87.13 5.42,00:01:09.0 00:00:00.5,2
55,67,Kruťa  Adam  /  Haferník  J.  Peugeot 208 Rally4,RC4 I,00:08:46.3,87.08 5.44,00:01:09.3 00:00:00.3,2
56,68,Pohlídal  J.  /  Kubala  Jan  Peugeot 208 R2,RC4 II,00:08:46.6,87.03 5.47,00:01:09.6 00:00:00.3,2
57,34,Zanin  Mattia  /  De Guio  Elia  Peugeot 208 Rally4,RC4,00:08:47.6,86.86 5.55,00:01:10.6 00:00:01.0,2
58,55,Titov  Anton  /  Spirov  A.  Škoda Fabia R5,RC2,00:08:47.9,86.81 5.57,00:01:10.9 00:00:00.3,2
59,70,Vogel  Adrienn  /  Maricsek  M.  Peugeot 208 Rally4,RC4,00:08:49.1,86.62 5.66,00:01:12.1 00:00:01.2,2
60,36,Raftery  Aoife  /  Comerford  Ronan  Peugeot 208 Rally4,RC4,00:08:51.7,86.19 5.87,00:01:14.7 00:00:02.6,2
61,65,Lukašík  Petr  /  Lukašíková Mikulášková  M.  Ford Fiesta Rally4,RC4 II,00:08:55.0,85.66 6.13,00:01:18.0 00:00:03.3,2
62,82,Tuček  Marcel  /  Dufek  Petr  Mitsubishi Lancer Evo IX,RN9,00:08:56.5,85.42 6.25,00:01:19.5 00:00:01.5,2
63,62,Jatel  Radek  /  Omelka  Zdeněk  Peugeot 208 R2,RC4 II,00:08:58.0,85.18 6.36,00:01:21.0 00:00:01.5,2
64,57,Rada  Martin  /  Jugas  Jaroslav  Fiat 124 Abarth RGT,RGT,00:08:59.6,84.93 6.49,00:01:22.6 00:00:01.6,2
65,71,Stratieva  E.  /  Avramov  Georgi  Opel Corsa Rally4,RC4,00:09:00.5,84.79 6.56,00:01:23.5 00:00:00.9,2
66,69,Bartúnek  D.  /  Fabián  Martin  Ford Fiesta Rally4,RC4 II,00:09:01.2,84.68 6.61,00:01:24.2 00:00:00.7,2
67,98,Vyvlečka  T.  /  Zábojník  R.  Honda Civic Vti,RN10,00:09:01.8,84.58 6.66,00:01:24.8 00:00:00.6,2
68,85,Kuba  Filip  /  Jurčík  Jan  Peugeot 208 Rally4,RC4 I,00:09:05.6,84.00 6.96,00:01:28.6 00:00:03.8,2
69,73,Vlček  Jakub  /  Krajča  J.  Renault Clio Rally4,RC4 I,00:09:06.8,83.81 7.05,00:01:29.8 00:00:01.2,2
70,63,Nwelati  Dominik  /  Stross  Jiří  Opel Adam R2,RC4 II,00:09:08.8,83.51 7.21,00:01:31.8 00:00:02.0,2
71,88,Daňhel  V.  /  Osička  V.  Renault Clio R3,RN8,00:09:10.1,83.31 7.31,00:01:33.1 00:00:01.3,2
72,84,Navrátil  Josef  /  Hamšík  Daniel  Renault Clio Rally5,RC5,00:09:13.4,82.81 7.57,00:01:36.4 00:00:03.3,2
73,86,Čabaj  Miroslav  /  Štindl  V.  Škoda Fabia TDI,RN8,00:09:14.2,82.69 7.64,00:01:37.2 00:00:00.8,2
74,95,Štěpánek  P.  /  Švec  Roman  Opel Corsa Rally4,RC4 I,00:09:16.6,82.34 7.82,00:01:39.6 00:00:02.4,2
75,97,Pernica  Libor  /  Oral  Jakub  Ford Fiesta Rally4,RC4 II,00:09:18.7,82.03 7.99,00:01:41.7 00:00:02.1,2
