Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#3,Tsolakidis Socratis  - Polizois G. Škoda Fabia RS Rally2,C1,10:33.48,,112.0,1
2,#4,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,10:44.91,+11.43 +  11.43,110.0 0.58,1
3,#2,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,10:45.55,+12.07 +  0.64,109.9 0.61,1
4,#5,Ieremiadis Sotiris  - Ometto P. Škoda Fabia Rally2 evo,C1,11:03.70,+30.22 +  18.15,106.9 1.53,1
5,#12,Brozos Fotis  - Vogiantzis A. Citroën ZX,C3 F2,11:22.49,+49.01 +  18.79,103.9 2.49,1
6,#10,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,11:22.99,+49.51 +  0.50,103.8 2.51,1
7,#9,Gerodimos Giorgos  - Grigoriou S. Opel Astra H OPC,C2,11:25.29,+51.81 +  2.30,103.5 2.63,1
8,#15,Moschos A.  - Samartzis I. Renault Clio Kit Car,C3 F2,11:28.40,+54.92 +  3.11,103.0 2.79,1
9,#11,Avgeropoulos C.  - Giavassis S. Citroën Saxo Kit Car,C4 F2,11:29.15,+55.67 +  0.75,102.9 2.83,1
10,#6,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,11:30.61,+57.13 +  1.46,102.7 2.90,1
11,#7,Argiriou Giorgos  - Paschos D. Mitsubishi Lancer Evo IX,C2,11:33.75,+1:00.27 +  3.14,102.2 3.06,1
12,#22,Baxevanakis Pavlos  - Bebis G. Honda Civic Type-R EP3,C3 F2,11:45.00,+1:11.52 +  11.25,100.6 3.63,1
13,#16,Sotiriadis Nikos  - Kaligos A. Mitsubishi Lancer Evo IX,C2,11:49.93,+1:16.45 +  4.93,99.9 3.88,1
14,#21,Stergiadis A.  - Gazgazis P. Peugeot 106 S16,C5 F2,12:01.01,+1:27.53 +  11.08,98.4 4.44,1
15,#27,Katsionis T.  - Theofanidis C. Citroën Saxo VTS,C4 F2,12:04.75,+1:31.27 +  3.74,97.9 4.63,1
16,#17,Valavanis I.  - Tsavdaridis M. Honda Civic Type-R EP3,C3 F2,12:04.87,+1:31.39 +  0.12,97.8 4.64,1
17,#14,Vatsos Nikos  - Kyrlagitsi Maria Renault Clio R3,C3 F2,12:10.72,+1:37.24 +  5.85,97.1 4.94,1
18,#18,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,12:10.87,+1:37.39 +  0.15,97.0 4.94,1
19,#30,Avramidis A.  - Kyrlagitsi O. Citroën Saxo VTS,C6,12:19.71,+1:46.23 +  8.84,95.9 5.39,1
20,#25,Skoulariotis L.  - Goularas T. Renault Clio RS,C3 F2,12:24.37,+1:50.89 +  4.66,95.3 5.63,1
21,#38,Karagiozopoulos P.  - Karkavanidis G. Seat Ibiza,C3 F2,12:27.08,+1:53.60 +  2.71,94.9 5.77,1
22,#26,Anagnostakis K.  - Alexiadis D. Suzuki Swift Sport MK4,C4 F2,12:28.79,+1:55.31 +  1.71,94.7 5.85,1
23,#36,Tsitsigiannis A.  - Tsitsigianni A. Citroën Saxo VTS,C5 F2,12:35.96,+2:02.48 +  7.17,93.8 6.22,1
24,#19,Tassos Vassilis  - Fidanas P. Mitsubishi Lancer Evo IX,C2,12:43.33,+2:09.85 +  7.37,92.9 6.59,1
25,#31,Maragakis Andreas  - Argiros E. Citroën Saxo VTS,C6 F2,12:48.91,+2:15.43 +  5.58,92.2 6.87,1
26,#35,Efthimiadis H.  - Laboglou S. Peugeot 106 S16,C5 F2,12:49.60,+2:16.12 +  0.69,92.2 6.91,1
27,#39,Massialas Vagelis  - Moschos I. Citroën Saxo VTS,C6 F2,12:56.61,+2:23.13 +  7.01,91.3 7.27,1
28,#47,Pazis Sokratis  - Biladeris V. Nissan Micra K12,C6 F2,13:04.68,+2:31.20 +  8.07,90.4 7.68,1
29,#33,Partalios D.  - Kambouridis E. Peugeot 206 GT,C3 F2,13:18.67,+2:45.19 +  13.99,88.8 8.39,1
30,#32,Manouskos Nikolaos  - Manouskos E. Citroën Saxo VTS,C6 F2,13:25.56,+2:52.08 +  6.89,88.0 8.74,1
31,#41,Rakitzis Grigoris  - Kommatas G. Peugeot 206 XS,C5 F2,13:28.57,+2:55.09 +  3.01,87.7 8.89,1
32,#40,Karafillias Giorgos  - Lakorte E. Peugeot 106 S16,C6 F2,13:32.75,+2:59.27 +  4.18,87.3 9.10,1
33,#37,Angelidis Giorgos  - Keppas P. Renault Clio III RS,C3 F2,13:38.41,+3:04.93 +  5.66,86.7 9.39,1
34,#42,Bais Giorgos  - Tassis Nikolaos Peugeot 106 Rallye,C6 F2,13:51.14,+3:17.66 +  12.73,85.3 10.0,1
35,#44,Archangelidis Avraam  - Kazakos T. BMW 320i,C2,14:40.78,+4:07.30 +  49.64,80.5 12.6,1
36,#46,Tsakiroglou A.  - Kechagias D. Opel Manta,C3 F2,14:46.68,+4:13.20 +  5.90,80.0 12.9,1
37,#48,Vezyris C.  - Karmatzoglou P. Peugeot 106 Rallye,C6 F2,15:21.26,+4:47.78 +  34.58,77.0 14.6,1
38,#49,Koukas Stavros  - Avramidis A. Peugeot 306 16S,C3 F2,15:28.19,+4:54.71 +  6.93,76.4 15.0,1
39,#50,Anastassovitis T.  - Anastassovitis I. Toyota Starlet EP91,C6 F2,15:41.47,+5:07.99 +  13.28,75.3 15.6,1
40,#29,Koutsodimos Ioannis  - Vlagas S. Peugeot 106 S16,C6 F2,17:11.28,+6:37.80 +  1:29.81,68.8 20.2,1
41,#34,Dimou George  - Pothitos Kostas Renault Clio RS,C3 F2,28:11.04,+17:37.56 +  10:59.76,41.9 53.7,1
1,#3,Tsolakidis Socratis  - Polizois G. Škoda Fabia RS Rally2,C1,13:50.24,,108.8,2
2,#2,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,14:00.84,+10.60 +  10.60,107.5 0.42,2
3,#4,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,14:12.00,+21.76 +  11.16,106.1 0.87,2
4,#5,Ieremiadis Sotiris  - Ometto P. Škoda Fabia Rally2 evo,C1,14:38.67,+48.43 +  26.67,102.8 1.93,2
5,#11,Avgeropoulos C.  - Giavassis S. Citroën Saxo Kit Car,C4 F2,14:42.23,+51.99 +  3.56,102.4 2.07,2
6,#10,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,14:47.57,+57.33 +  5.34,101.8 2.28,2
7,#12,Brozos Fotis  - Vogiantzis A. Citroën ZX,C3 F2,14:50.55,+1:00.31 +  2.98,101.5 2.40,2
8,#7,Argiriou Giorgos  - Paschos D. Mitsubishi Lancer Evo IX,C2,14:51.79,+1:01.55 +  1.24,101.3 2.45,2
9,#15,Moschos A.  - Samartzis I. Renault Clio Kit Car,C3 F2,14:52.67,+1:02.43 +  0.88,101.2 2.49,2
10,#9,Gerodimos Giorgos  - Grigoriou S. Opel Astra H OPC,C2,14:54.54,+1:04.30 +  1.87,101.0 2.56,2
11,#6,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,14:57.18,+1:06.94 +  2.64,100.7 2.67,2
12,#16,Sotiriadis Nikos  - Kaligos A. Mitsubishi Lancer Evo IX,C2,15:19.72,+1:29.48 +  22.54,98.2 3.56,2
13,#22,Baxevanakis Pavlos  - Bebis G. Honda Civic Type-R EP3,C3 F2,15:23.83,+1:33.59 +  4.11,97.8 3.73,2
14,#21,Stergiadis A.  - Gazgazis P. Peugeot 106 S16,C5 F2,15:28.52,+1:38.28 +  4.69,97.3 3.92,2
15,#14,Vatsos Nikos  - Kyrlagitsi Maria Renault Clio R3,C3 F2,15:38.49,+1:48.25 +  9.97,96.3 4.31,2
16,#18,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,15:42.35,+1:52.11 +  3.86,95.9 4.47,2
17,#17,Valavanis I.  - Tsavdaridis M. Honda Civic Type-R EP3,C3 F2,15:42.79,+1:52.55 +  0.44,95.8 4.48,2
18,#27,Katsionis T.  - Theofanidis C. Citroën Saxo VTS,C4 F2,16:01.69,+2:11.45 +  18.90,94.0 5.24,2
19,#26,Anagnostakis K.  - Alexiadis D. Suzuki Swift Sport MK4,C4 F2,16:02.77,+2:12.53 +  1.08,93.9 5.28,2
20,#25,Skoulariotis L.  - Goularas T. Renault Clio RS,C3 F2,16:13.93,+2:23.69 +  11.16,92.8 5.72,2
21,#30,Avramidis A.  - Kyrlagitsi O. Citroën Saxo VTS,C6,16:16.03,+2:25.79 +  2.10,92.6 5.81,2
22,#19,Tassos Vassilis  - Fidanas P. Mitsubishi Lancer Evo IX,C2,16:18.50,+2:28.26 +  2.47,92.3 5.91,2
23,#31,Maragakis Andreas  - Argiros E. Citroën Saxo VTS,C6 F2,16:31.81,+2:41.57 +  13.31,91.1 6.44,2
24,#36,Tsitsigiannis A.  - Tsitsigianni A. Citroën Saxo VTS,C5 F2,16:38.81,+2:48.57 +  7.00,90.5 6.72,2
25,#39,Massialas Vagelis  - Moschos I. Citroën Saxo VTS,C6 F2,16:42.91,+2:52.67 +  4.10,90.1 6.88,2
26,#38,Karagiozopoulos P.  - Karkavanidis G. Seat Ibiza,C3 F2,16:43.80,+2:53.56 +  0.89,90.0 6.91,2
27,#32,Manouskos Nikolaos  - Manouskos E. Citroën Saxo VTS,C6 F2,16:55.49,+3:05.25 +  11.69,89.0 7.38,2
28,#41,Rakitzis Grigoris  - Kommatas G. Peugeot 206 XS,C5 F2,17:00.62,+3:10.38 +  5.13,88.5 7.58,2
29,#33,Partalios D.  - Kambouridis E. Peugeot 206 GT,C3 F2,17:05.99,+3:15.75 +  5.37,88.1 7.80,2
30,#47,Pazis Sokratis  - Biladeris V. Nissan Micra K12,C6 F2,17:18.89,+3:28.65 +  12.90,87.0 8.31,2
31,#42,Bais Giorgos  - Tassis Nikolaos Peugeot 106 Rallye,C6 F2,18:19.49,+4:29.25 +  1:00.60,82.2 10.7,2
32,#49,Koukas Stavros  - Avramidis A. Peugeot 306 16S,C3 F2,20:12.81,+6:22.57 +  1:53.32,74.5 15.2,2
33,#48,Vezyris C.  - Karmatzoglou P. Peugeot 106 Rallye,C6 F2,20:13.49,+6:23.25 +  0.68,74.5 15.3,2
34,#50,Anastassovitis T.  - Anastassovitis I. Toyota Starlet EP91,C6 F2,20:31.01,+6:40.77 +  17.52,73.4 16.0,2
35,#46,Tsakiroglou A.  - Kechagias D. Opel Manta,C3 F2,26:14.26,+12:24.02 +  5:43.25,57.4 29.6,2
36,#37,Angelidis Giorgos  - Keppas P. Renault Clio III RS,C3 F2,26:34.23,+12:43.99 +  19.97,56.7 30.4,2
37,#29,Koutsodimos Ioannis  - Vlagas S. Peugeot 106 S16,C6 F2,41:53.68,+28:03.44 +  15:19.45,35.9 67.1,2
1,#3,Tsolakidis Socratis  - Polizois G. Škoda Fabia RS Rally2,C1,10:35.88,,111.5,3
2,#4,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,10:41.91,+6.03 +  6.03,110.5 0.31,3
3,#2,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,10:42.46,+6.58 +  0.55,110.4 0.33,3
4,#5,Ieremiadis Sotiris  - Ometto P. Škoda Fabia Rally2 evo,C1,10:56.41,+20.53 +  13.95,108.0 1.04,3
5,#12,Brozos Fotis  - Vogiantzis A. Citroën ZX,C3 F2,11:14.54,+38.66 +  18.13,105.1 1.96,3
6,#15,Moschos A.  - Samartzis I. Renault Clio Kit Car,C3 F2,11:15.18,+39.30 +  0.64,105.0 1.99,3
7,#11,Avgeropoulos C.  - Giavassis S. Citroën Saxo Kit Car,C4 F2,11:17.42,+41.54 +  2.24,104.7 2.11,3
8,#6,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,11:19.52,+43.64 +  2.10,104.4 2.22,3
9,#9,Gerodimos Giorgos  - Grigoriou S. Opel Astra H OPC,C2,11:21.15,+45.27 +  1.63,104.1 2.30,3
10,#10,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,11:24.97,+49.09 +  3.82,103.5 2.49,3
11,#7,Argiriou Giorgos  - Paschos D. Mitsubishi Lancer Evo IX,C2,11:29.32,+53.44 +  4.35,102.9 2.71,3
12,#16,Sotiriadis Nikos  - Kaligos A. Mitsubishi Lancer Evo IX,C2,11:40.53,+1:04.65 +  11.21,101.2 3.28,3
13,#22,Baxevanakis Pavlos  - Bebis G. Honda Civic Type-R EP3,C3 F2,11:51.67,+1:15.79 +  11.14,99.7 3.85,3
14,#27,Katsionis T.  - Theofanidis C. Citroën Saxo VTS,C4 F2,11:58.54,+1:22.66 +  6.87,98.7 4.20,3
15,#21,Stergiadis A.  - Gazgazis P. Peugeot 106 S16,C5 F2,12:01.28,+1:25.40 +  2.74,98.3 4.34,3
16,#14,Vatsos Nikos  - Kyrlagitsi Maria Renault Clio R3,C3 F2,12:03.26,+1:27.38 +  1.98,98.1 4.44,3
17,#18,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,12:04.73,+1:28.85 +  1.47,97.9 4.51,3
18,#29,Koutsodimos Ioannis  - Vlagas S. Peugeot 106 S16,C6 F2,12:18.03,+1:42.15 +  13.30,96.1 5.19,3
19,#26,Anagnostakis K.  - Alexiadis D. Suzuki Swift Sport MK4,C4 F2,12:21.03,+1:45.15 +  3.00,95.7 5.34,3
20,#38,Karagiozopoulos P.  - Karkavanidis G. Seat Ibiza,C3 F2,12:24.95,+1:49.07 +  3.92,95.2 5.54,3
21,#30,Avramidis A.  - Kyrlagitsi O. Citroën Saxo VTS,C6,12:28.19,+1:52.31 +  3.24,94.8 5.70,3
22,#19,Tassos Vassilis  - Fidanas P. Mitsubishi Lancer Evo IX,C2,12:30.36,+1:54.48 +  2.17,94.5 5.81,3
23,#31,Maragakis Andreas  - Argiros E. Citroën Saxo VTS,C6 F2,12:38.73,+2:02.85 +  8.37,93.5 6.24,3
24,#39,Massialas Vagelis  - Moschos I. Citroën Saxo VTS,C6 F2,12:59.68,+2:23.80 +  20.95,91.0 7.30,3
25,#47,Pazis Sokratis  - Biladeris V. Nissan Micra K12,C6 F2,13:04.79,+2:28.91 +  5.11,90.4 7.56,3
26,#33,Partalios D.  - Kambouridis E. Peugeot 206 GT,C3 F2,13:08.14,+2:32.26 +  3.35,90.0 7.73,3
27,#32,Manouskos Nikolaos  - Manouskos E. Citroën Saxo VTS,C6 F2,13:11.47,+2:35.59 +  3.33,89.6 7.90,3
28,#41,Rakitzis Grigoris  - Kommatas G. Peugeot 206 XS,C5 F2,13:51.20,+3:15.32 +  39.73,85.3 9.91,3
29,#42,Bais Giorgos  - Tassis Nikolaos Peugeot 106 Rallye,C6 F2,13:53.86,+3:17.98 +  2.66,85.1 10.1,3
30,#46,Tsakiroglou A.  - Kechagias D. Opel Manta,C3 F2,14:36.68,+4:00.80 +  42.82,80.9 12.2,3
31,#48,Vezyris C.  - Karmatzoglou P. Peugeot 106 Rallye,C6 F2,15:21.29,+4:45.41 +  44.61,77.0 14.5,3
32,#49,Koukas Stavros  - Avramidis A. Peugeot 306 16S,C3 F2,15:23.61,+4:47.73 +  2.32,76.8 14.6,3
33,#50,Anastassovitis T.  - Anastassovitis I. Toyota Starlet EP91,C6 F2,15:24.62,+4:48.74 +  1.01,76.7 14.7,3
34,#37,Angelidis Giorgos  - Keppas P. Renault Clio III RS,C3 F2,17:19.30,+6:43.42 +  1:54.68,68.2 20.5,3
1,#3,Tsolakidis Socratis  - Polizois G. Škoda Fabia RS Rally2,C1,13:55.21,,108.2,4
2,#2,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,14:01.01,+5.80 +  5.80,107.4 0.23,4
3,#4,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,14:02.23,+7.02 +  1.22,107.3 0.28,4
4,#5,Ieremiadis Sotiris  - Ometto P. Škoda Fabia Rally2 evo,C1,14:21.68,+26.47 +  19.45,104.9 1.05,4
5,#15,Moschos A.  - Samartzis I. Renault Clio Kit Car,C3 F2,14:38.87,+43.66 +  17.19,102.8 1.74,4
6,#7,Argiriou Giorgos  - Paschos D. Mitsubishi Lancer Evo IX,C2,14:42.30,+47.09 +  3.43,102.4 1.88,4
7,#12,Brozos Fotis  - Vogiantzis A. Citroën ZX,C3 F2,14:45.35,+50.14 +  3.05,102.1 2.00,4
8,#6,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,14:46.04,+50.83 +  0.69,102.0 2.03,4
9,#10,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,14:50.55,+55.34 +  4.51,101.5 2.20,4
10,#9,Gerodimos Giorgos  - Grigoriou S. Opel Astra H OPC,C2,14:55.40,+1:00.19 +  4.85,100.9 2.40,4
11,#16,Sotiriadis Nikos  - Kaligos A. Mitsubishi Lancer Evo IX,C2,15:16.65,+1:21.44 +  21.25,98.6 3.24,4
12,#27,Katsionis T.  - Theofanidis C. Citroën Saxo VTS,C4 F2,15:35.46,+1:40.25 +  18.81,96.6 3.99,4
