Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
1,#2,Tsouloftas Alexandros  - Elia S. Volkswagen Polo GTI R5,C1,9:39.98,,101.8,1
2,#4,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,10:06.27,+26.29 +  26.29,97.4 1.60,1
3,#9,Ktistakis Dimitris  - Ktistakis M. Peugeot 306 S16,C3 F2,10:20.02,+40.04 +  13.75,95.2 2.44,1
4,#5,Korakas Kostas  - Kotsalis Giorgos Mitsubishi Lancer Evo IX R4,C2,10:21.26,+41.28 +  1.24,95.0 2.52,1
5,#8,Gerodimos Giorgos  - Grigoriou S. Opel Astra H OPC,C2,10:23.98,+44.00 +  2.72,94.6 2.68,1
6,#14,Titakis Titos  - Makrakis T. Citroën DS3 R3T Max,C3 F2,10:33.00,+53.02 +  9.02,93.3 3.23,1
7,#28,Karliotis K.  - Anagnou V. Citroën Saxo VTS,C5 F2,10:33.41,+53.43 +  0.41,93.2 3.26,1
8,#29,Mihos Dimítris  - Heirakis Kostas Peugeot 208 Rally4,C5 F2,10:33.82,+53.84 +  0.41,93.1 3.28,1
9,#10,Moschos A.  - Samartzis I. Renault Clio Kit Car,C3 F2,10:35.75,+55.77 +  1.93,92.9 3.40,1
10,#6,Argiriou Giorgos  - Paschos D. Mitsubishi Lancer Evo IX,C2,10:36.79,+56.81 +  1.04,92.7 3.46,1
11,#27,Vergozissis Apostolos  - Klokas S. Peugeot 106 S16,C5 F2,10:45.34,+1:05.36 +  8.55,91.5 3.99,1
12,#33,Stergiadis A.  - Gazgazis P. Peugeot 106 S16,C5 F2,10:45.74,+1:05.76 +  0.40,91.4 4.01,1
13,#40,Koutsodimos Ioannis  - Vlagas S. Peugeot 106 S16,C6 F2,10:47.40,+1:07.42 +  1.66,91.2 4.11,1
14,#12,Nomikos Ioannis  - Nomikos Andreas Škoda Fabia S2000,C1,10:49.35,+1:09.37 +  1.95,90.9 4.23,1
15,#30,Komnos Nikos  - Rentis Alkis Citroën Saxo VTS,C5 F2,10:49.92,+1:09.94 +  0.57,90.8 4.26,1
16,#15,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,10:50.18,+1:10.20 +  0.26,90.8 4.28,1
17,#17,Skoulariotis L.  - Makarios A. Renault Clio II,C3 F2,10:53.78,+1:13.80 +  3.60,90.3 4.50,1
18,#23,Vatsos Nikos  - Kyrlagitsi Maria Renault Clio R3,C3 F2,10:55.58,+1:15.60 +  1.80,90.1 4.61,1
19,#26,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,10:55.60,+1:15.62 +  0.02,90.1 4.61,1
20,#18,Vastardis Kostas  - Dais P. Citroën Xsara,C3 F2,11:01.38,+1:21.40 +  5.78,89.3 4.96,1
21,#44,Tiros Nikos  - Polichronopoulos G. Peugeot 106 S16,C6 F2,11:02.52,+1:22.54 +  1.14,89.1 5.03,1
22,#19,Lakis A.  - Triantafillidis V. Peugeot 306,C3 F2,11:03.83,+1:23.85 +  1.31,88.9 5.11,1
23,#39,Avramidis A.  - Kyrlagitsi O. Citroën Saxo VTS,C6 F2,11:16.63,+1:36.65 +  12.80,87.3 5.89,1
24,#32,Giannoulis D.  - Antoniou S. Honda Civic Type-R EP3,C5 F2,11:24.02,+1:44.04 +  7.39,86.3 6.34,1
25,#34,Tsitsigiannis A.  - Tsitsigianni A. Citroën Saxo VTS,C5 F2,11:26.59,+1:46.61 +  2.57,86.0 6.50,1
26,#24,Anagnostakis K.  - Alexiadis D. Suzuki Swift Sport MK4,C4 F2,11:29.51,+1:49.53 +  2.92,85.6 6.68,1
27,#38,Stamatakis S.  - Fakourelis F. Peugeot 106 S16,C6 F2,11:38.35,+1:58.37 +  8.84,84.5 7.22,1
28,#20,Xenokostas G.  - Saritsoglou I. Peugeot 205,C3 F2,11:39.35,+1:59.37 +  1.00,84.4 7.28,1
29,#41,Manouskos Nikolaos  - Manouskos E. Citroën Saxo VTS,C6 F2,11:42.05,+2:02.07 +  2.70,84.1 7.44,1
30,#42,Massialas Vagelis  - Moschos I. Citroën Saxo VTS,C6 F2,11:45.55,+2:05.57 +  3.50,83.7 7.66,1
31,#37,Baxevanakis A.  - Retzoulis M. Toyota Yaris,C6 F2,12:11.41,+2:31.43 +  25.86,80.7 9.23,1
32,#22,Figioris Vassilis  - Kitsos C. Opel Ascona B 1.9 SR,C3 F2,12:20.25,+2:40.27 +  8.84,79.8 9.77,1
33,#35,Anastasiou Makis  - Vagdoutis A. Renault Clio,C5 F2,12:25.36,+2:45.38 +  5.11,79.2 10.1,1
