Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:05:37.1,83.19 0.00,00:00:00.0 00:00:00.0,17
2,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:39.4,82.63 0.30,00:00:02.3 00:00:02.3,17
3,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:42.5,81.88 0.69,00:00:05.4 00:00:03.1,17
4,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:05:45.5,81.17 1.08,00:00:08.4 00:00:03.0,17
5,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:45.8,81.10 1.12,00:00:08.7 00:00:00.3,17
6,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:05:47.1,80.80 1.28,00:00:10.0 00:00:01.3,17
7,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:05:48.5,80.47 1.46,00:00:11.4 00:00:01.4,17
8,24,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:05:51.1,79.87 1.80,00:00:14.0 00:00:02.6,17
9,32,Pajari  Sami  /  Mälkönen  Enni  Škoda Fabia RS Rally2,RC2,00:05:53.1,79.42 2.05,00:00:16.0 00:00:02.0,17
10,22,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia RS Rally2,RC2,00:05:56.2,78.73 2.45,00:00:19.1 00:00:03.1,17
11,23,Mikkelsen  A.  /  Eriksen  T.  Škoda Fabia RS Rally2,RC2,00:05:56.9,78.58 2.54,00:00:19.8 00:00:00.7,17
12,36,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:05:58.4,78.25 2.73,00:00:21.3 00:00:01.5,17
13,20,Rossel  Yohan  /  Dunand  Arnaud  Citroën C3 Rally2,RC2,00:05:58.6,78.20 2.76,00:00:21.5 00:00:00.2,17
13,25,Suninen  Teemu  /  Markkula  Mikko  Hyundai i20 N Rally2,RC2,00:05:58.6,78.20 2.76,00:00:21.5 00:00:00.0,17
15,29,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia RS Rally2,RC2,00:06:00.5,77.79 3.00,00:00:23.4 00:00:01.9,17
16,31,Zaldivar  F.  /  Der Ohannesian  M.  Hyundai i20 N Rally2,RC2,00:06:00.9,77.71 3.06,00:00:23.8 00:00:00.4,17
17,30,Munster  G.  /  Louka  Louis  Ford Fiesta Rally2 MkII,RC2,00:06:01.2,77.64 3.09,00:00:24.1 00:00:00.3,17
18,46,Prokop  Martin  /  Ernst  Michal  Škoda Fabia RS Rally2,RC2,00:06:01.6,77.56 3.15,00:00:24.5 00:00:00.4,17
19,27,Fourmaux  Adrien  /  Coria  Alexandre  Ford Fiesta Rally2 MkII,RC2,00:06:03.6,77.13 3.40,00:00:26.5 00:00:02.0,17
20,28,Ciamin  Nicolas  /  Roche  Yannick  Volkswagen Polo Gti R5,RC2,00:06:04.0,77.04 3.45,00:00:26.9 00:00:00.4,17
21,40,Virves  Robert  /  Magalhães  Hugo  Ford Fiesta Rally2 MkII,RC2,00:06:04.3,76.98 3.49,00:00:27.2 00:00:00.3,17
22,39,Joona  Lauri  /  Shemeikka  T.  Škoda Fabia Rally2 Evo,RC2,00:06:05.2,76.79 3.61,00:00:28.1 00:00:00.9,17
23,37,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:06:09.2,75.96 4.12,00:00:32.1 00:00:04.0,17
24,41,Cais  Erik  /  Těšínský  P.  Škoda Fabia RS Rally2,RC2,00:06:10.8,75.63 4.33,00:00:33.7 00:00:01.6,17
25,38,McErlean  Joshua  /  Rowan  John  Hyundai i20 N Rally2,RC2,00:06:11.5,75.49 4.42,00:00:34.4 00:00:00.7,17
26,73,Hernández  R.  /  Pérez  Adrián  Ford Fiesta Rally3,RC3,00:06:11.7,75.45 4.44,00:00:34.6 00:00:00.2,17
