Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:04:09.4,116.78 0.00,00:00:00.0 00:00:00.0,5
2,5,Solberg  Oliver  /  Edmondson  E.  Volkswagen Polo Gti R5,RC2,00:04:10.6,116.22 0.15,00:00:01.2 00:00:01.2,5
3,8,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:04:11.4,115.85 0.25,00:00:02.0 00:00:00.8,5
4,6,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:04:11.6,115.76 0.27,00:00:02.2 00:00:00.1,5
5,18,Joona  Lauri  /  Hussi  Janni  Škoda Fabia RS Rally2,RC2,00:04:13.2,115.02 0.47,00:00:03.8 00:00:01.6,5
6,22,Larsen  F.  /  Eriksen  T.  Volkswagen Polo Gti R5,RC2,00:04:13.3,114.98 0.48,00:00:03.9 00:00:00.1,5
7,7,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia Rally2 Evo,RC2,00:04:13.7,114.80 0.53,00:00:04.3 00:00:00.3,5
7,19,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:04:13.7,114.80 0.53,00:00:04.3 00:00:00.0,5
9,4,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:04:16.0,113.77 0.82,00:00:06.6 00:00:02.3,5
10,10,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:04:16.9,113.37 0.93,00:00:07.5 00:00:00.8,5
11,2,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:04:17.7,113.02 1.03,00:00:08.3 00:00:00.8,5
12,3,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia Rally2 Evo,RC2,00:04:18.1,112.84 1.08,00:00:08.7 00:00:00.4,5
13,16,Veiby  O.  /  Andersson  Jonas  Volkswagen Polo Gti R5,RC2,00:04:18.6,112.62 1.14,00:00:09.2 00:00:00.5,5
14,14,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:04:18.7,112.58 1.15,00:00:09.3 00:00:00.0,5
15,48,Åkesson  Jonas  /  Bengtsson  Maja  Škoda Fabia R5,RC2,00:04:19.2,112.36 1.21,00:00:09.8 00:00:00.5,5
16,23,Gustafsson  K.  /  Nilsson  Magnus  Ford Fiesta Rally2 MkII,RC2,00:04:22.2,111.08 1.58,00:00:12.8 00:00:03.0,5
17,15,Battistolli  A.  /  Scattolin  S.  Škoda Fabia RS Rally2,RC2,00:04:23.5,110.53 1.74,00:00:14.1 00:00:01.3,5
18,11,Rådström  D.  /  Johansson  Johan  Ford Fiesta Rally2 MkII,RC2,00:04:24.8,109.98 1.90,00:00:15.4 00:00:01.3,5
19,17,Armstrong  Jon  /  Thulin  Julia  Ford Fiesta Rally2 MkII,RC2,00:04:26.7,109.20 2.14,00:00:17.3 00:00:01.9,5
20,12,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:04:28.5,108.47 2.36,00:00:19.1 00:00:01.8,5
20,24,Binbach  William  /  Eriksen  Jørgen  Hyundai i20 N Rally2,RC2,00:04:28.5,108.47 2.36,00:00:19.1 00:00:00.0,5
22,44,Reiersen  Isak  /  Karlsson  Lucas  Ford Fiesta Rally4,RC4,00:04:33.5,106.49 2.98,00:00:24.1 00:00:05.0,5
23,25,Al-Rashed  Rakan  /  Haapala  Antti  Škoda Fabia RS Rally2,RC2,00:04:34.1,106.25 3.05,00:00:24.7 00:00:00.6,5
24,45,Hallberg  Patrik  /  Stigh  John  Ford Fiesta Rally4,RC4,00:04:36.0,105.52 3.29,00:00:26.6 00:00:01.9,5
25,50,O'Brien  Patrick  /  O'Brien  Stephen  Škoda Fabia R5,RC2,00:04:36.3,105.41 3.33,00:00:26.9 00:00:00.3,5
26,32,McRae  Max  /  Kierans  M.  Opel Corsa Rally4,RC4,00:04:38.0,104.76 3.54,00:00:28.6 00:00:01.7,5
27,31,Daprà  Roberto  /  Guglielmetti  L.  Peugeot 208 Rally4,RC4,00:04:38.4,104.61 3.58,00:00:29.0 00:00:00.3,5
28,30,Maior  Norbert  /  Maior  Francesca  Peugeot 208 Rally4,RC4,00:04:38.7,104.50 3.62,00:00:29.3 00:00:00.3,5
29,39,Johansson  Mille  /  Grönvall  Johan  Ford Fiesta Rally4,RC4,00:04:39.0,104.39 3.66,00:00:29.6 00:00:00.3,5
30,35,Tiits  M.  /  Viilo  Jakko  Ford Fiesta Rally4,RC4,00:04:39.4,104.24 3.71,00:00:30.0 00:00:00.3,5
31,28,Nore  Ola jun.  /  Eilertsen  Rune  Renault Clio Rally4,RC4,00:04:39.5,104.20 3.72,00:00:30.1 00:00:00.1,5
32,29,Hansen  Victor  /  Johansson  V.  Peugeot 208 Rally4,RC4,00:04:40.9,103.68 3.89,00:00:31.5 00:00:01.4,5
33,49,Lassila  Leevi  /  Lukka  Mikko  Ford Fiesta Rally4,RC4,00:04:42.1,103.24 4.04,00:00:32.7 00:00:01.2,5
34,21,Somaschini  R.  /  Arena  Nicola  Citroën C3 Rally2,RC2,00:04:42.2,103.20 4.05,00:00:32.8 00:00:00.0,5
35,41,Andersson  Simon  /  Jonsson  Jörgen  Renault Clio Rally4,RC4,00:04:42.7,103.02 4.12,00:00:33.3 00:00:00.5,5
36,34,Zanin  Mattia  /  Pizzol  Fabio  Peugeot 208 Rally4,RC4,00:04:44.6,102.33 4.35,00:00:35.2 00:00:01.9,5
37,20,Cuzma  Bogdan  /  Minor  Ilka  Škoda Fabia RS Rally2,RC2,00:04:48.0,101.13 4.77,00:00:38.6 00:00:03.4,5
38,40,Kramer  A.  /  Kvick  Jeannette  Peugeot 208 Rally4,RC4,00:04:50.6,100.22 5.09,00:00:41.2 00:00:02.6,5
39,46,Kreuter  Norman  /  Lade  Maresa  Peugeot 208 Rally4,RC4,00:05:03.7,95.90 6.71,00:00:54.3 00:00:13.1,5
40,9,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:14:09.4,34.29 74.17,00:10:00.0 00:09:05.7,5
40,47,Åhlin  Fredrik  /  Sjöberg  Joakim  Škoda Fabia R5,RC2,00:14:09.4,34.29 74.17,00:10:00.0 00:00:00.0,5
42,33,Raftery  Aoife  /  Kierans  Arthur  Peugeot 208 Rally4,RC4,00:14:33.5,33.34 77.14,00:10:24.1 00:00:24.1,5
42,37,Schulz  Timo  /  Wenzel  Michael  Opel Corsa Rally4,RC4,00:14:33.5,33.34 77.14,00:10:24.1 00:00:00.0,5
42,38,Spitalier  P.  /  Spitalier  N.  Peugeot 208 Rally4,RC4,00:14:33.5,33.34 77.14,00:10:24.1 00:00:00.0,5
45,26,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:14:36.3,33.24 77.49,00:10:26.9 00:00:02.8,5
45,27,Feofanov  Dmitry  /  Kokins  Normunds  Ford Fiesta Rally3,RC3,00:14:36.3,33.24 77.49,00:10:26.9 00:00:00.0,5
