Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,4,Lappi  Esapekka  /  Ferm  Janne  Hyundai i20 N Rally1 Hybrid,RC1,00:06:49.7,115.28 0.00,00:00:00.0 00:00:00.0,3
2,17,Ogier  S.  /  Landais  Vincent  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:50.9,114.95 0.09,00:00:01.2 00:00:01.2,3
3,18,Katsuta  T.  /  Johnston  Aaron  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:52.0,114.64 0.18,00:00:02.3 00:00:01.1,3
4,69,Rovanperä  K.  /  Halttunen  Jonne  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:53.0,114.36 0.25,00:00:03.3 00:00:01.0,3
5,33,Evans  Elfyn  /  Martin  Scott  Toyota GR Yaris Rally1 Hybrid,RC1,00:06:54.1,114.06 0.34,00:00:04.4 00:00:01.1,3
6,6,Sordo  Dani  /  Carrera  C.  Hyundai i20 N Rally1 Hybrid,RC1,00:06:56.7,113.35 0.53,00:00:07.0 00:00:02.6,3
7,7,Loubet  P.  /  Gilsoul  Nicolas  Ford Puma Rally1 Hybrid,RC1,00:06:57.5,113.13 0.59,00:00:07.8 00:00:00.8,3
8,8,Tänak  Ott  /  Järveoja  M.  Ford Puma Rally1 Hybrid,RC1,00:06:59.0,112.73 0.71,00:00:09.3 00:00:01.5,3
9,11,Neuville  T.  /  Wydaeghe  M.  Hyundai i20 N Rally1 Hybrid,RC1,00:07:02.2,111.87 0.95,00:00:12.5 00:00:03.2,3
10,20,Solberg  Oliver  /  Edmondson  E.  Škoda Fabia Rally2 Evo,RC2,00:07:23.5,106.50 2.58,00:00:33.8 00:00:21.3,3
11,21,Kajetanowicz  K.  /  Szczepaniak  M.  Škoda Fabia Rally2 Evo,RC2,00:07:35.0,103.81 3.45,00:00:45.3 00:00:11.5,3
12,22,Munster  G.  /  Louka  Louis  Ford Fiesta Rally2 MkII,RC2,00:07:41.2,102.41 3.93,00:00:51.5 00:00:06.2,3
13,9,Serderidis  J.  /  Malfoy  Andy  Ford Puma Rally1 Hybrid,RC1,00:07:48.0,100.92 4.44,00:00:58.3 00:00:06.8,3
14,23,Prokop  Martin  /  Jůrka  Zdeněk  Ford Fiesta Rally2 MkII,RC2,00:07:52.7,99.92 4.80,00:01:03.0 00:00:04.7,3
15,24,Kremer  Armin  /  Gottschalk  Timo  Škoda Fabia Rally2 Evo,RC2,00:08:04.7,97.45 5.72,00:01:15.0 00:00:12.0,3
16,26,Tundo  Carl  /  Jessop  Timothy  Škoda Fabia R5,RC2,00:08:18.5,94.75 6.77,00:01:28.8 00:00:13.8,3
17,34,Dominguez  Diego  /  Peñate  Rogelio  Ford Fiesta Rally3,RC3,00:08:19.6,94.54 6.85,00:01:29.9 00:00:01.1,3
18,27,Chwist  Daniel  /  Heller  Kamil  Škoda Fabia RS Rally2,RC2,00:08:22.4,94.01 7.07,00:01:32.7 00:00:02.8,3
19,35,Anwar  Hamza  /  Din  Adnan  Ford Fiesta Rally3,RC3,00:08:34.9,91.73 8.02,00:01:45.2 00:00:12.5,3
20,38,Bailey  Jason  /  Willetts  James  Ford Fiesta Rally3,RC3,00:08:41.9,90.50 8.55,00:01:52.2 00:00:07.0,3
21,28,Díaz Aboitiz  M.  /  Sanjuán  R.  Škoda Fabia Rally2 Evo,RC2,00:08:46.7,89.68 8.92,00:01:57.0 00:00:04.8,3
22,40,Davite  G.  /  Vindevogel  S.  Ford Fiesta R5,RC2,00:08:57.8,87.82 9.76,00:02:08.1 00:00:11.1,3
23,25,Patel  Karan  /  Khan  Tauseef  Ford Fiesta R5,RC2,00:09:02.2,87.11 10.10,00:02:12.5 00:00:04.4,3
24,37,Kimathi  McRae  /  Kioni  Mwangi  Ford Fiesta Rally3,RC3,00:09:03.1,86.97 10.17,00:02:13.4 00:00:00.9,3
25,41,Nzioka  Evans  /  Aswani  Absalom  Mitsubishi Lancer Evo X,,00:09:04.2,86.79 10.25,00:02:14.5 00:00:01.1,3
26,30,Virani  Aakif  /  Bhatti  Azhar  Škoda Fabia R5,RC2,00:09:12.4,85.50 10.88,00:02:22.7 00:00:08.2,3
27,32,Singh Vohra  S.  /  Khan  Alfir  Škoda Fabia Rally2 Evo,RC2,00:09:17.8,84.68 11.29,00:02:28.1 00:00:05.4,3
28,29,Vassilakis  G.  /  Krawszik  Tom  Ford Fiesta Rally2 MkII,RC2,00:09:22.0,84.04 11.61,00:02:32.3 00:00:04.2,3
29,44,Sachania  Nikhil  /  Patel  Deep  Mitsubishi Lancer Evo X,,00:09:33.0,82.43 12.45,00:02:43.3 00:00:11.0,3
30,36,Wahome  Jeremy  /  Okundi  Victor  Ford Fiesta Rally3,RC3,00:09:34.4,82.23 12.55,00:02:44.7 00:00:01.4,3
31,45,Rathod  Minesh  /  Mactavish  Jamie  Mitsubishi Lancer Evo X,,00:10:24.8,75.60 16.39,00:03:35.1 00:00:50.4,3
