Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,5,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:13:24.0,116.51 0.00,00:00:00.0 00:00:00.0,4
2,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:13:29.9,115.66 0.23,00:00:05.9 00:00:05.9,4
3,2,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:13:32.4,115.30 0.32,00:00:08.4 00:00:02.5,4
4,7,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:13:38.1,114.50 0.54,00:00:14.1 00:00:05.7,4
5,6,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia Rally2 Evo,RC2,00:13:41.4,114.04 0.67,00:00:17.4 00:00:03.3,4
6,14,Virves  Robert  /  Drew  Craig  Ford Fiesta Rally2 MkII,RC2,00:13:43.5,113.75 0.75,00:00:19.5 00:00:02.1,4
7,8,Linnamäe  Georg  /  Morgan  James  Hyundai i20 N Rally2,RC2,00:13:44.0,113.68 0.77,00:00:20.0 00:00:00.5,4
8,9,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:13:45.1,113.53 0.81,00:00:21.1 00:00:01.1,4
9,3,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia Rally2 Evo,RC2,00:13:52.1,112.57 1.08,00:00:28.1 00:00:07.0,4
10,17,Pryce  Osian  /  Prévot  S.  Škoda Fabia Rally2 Evo,RC2,00:13:55.1,112.17 1.20,00:00:31.1 00:00:03.0,4
11,4,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:13:57.7,111.82 1.30,00:00:33.7 00:00:02.6,4
12,10,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:13:59.1,111.63 1.35,00:00:35.1 00:00:01.4,4
