Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,3,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:05:23.7,104.53 0.00,00:00:00.0 00:00:00.0,16
2,10,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:05:24.0,104.43 0.03,00:00:00.3 00:00:00.3,16
3,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:05:25.4,103.98 0.18,00:00:01.7 00:00:01.4,16
4,7,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia Rally2 Evo,RC2,00:05:25.5,103.97 0.19,00:00:01.7 00:00:00.0,16
5,8,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:05:26.0,103.79 0.25,00:00:02.3 00:00:00.6,16
6,12,Tempestini  S.  /  Itu  Sergiu  Škoda Fabia Rally2 Evo,RC2,00:05:28.6,102.97 0.52,00:00:04.9 00:00:02.6,16
7,2,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia RS Rally2,RC2,00:05:28.9,102.89 0.55,00:00:05.2 00:00:00.2,16
8,21,McErlean  Joshua  /  Rowan  John  Hyundai i20 N Rally2,RC2,00:05:29.6,102.67 0.63,00:00:05.9 00:00:00.7,16
9,14,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:05:30.3,102.46 0.70,00:00:06.5 00:00:00.7,16
10,6,Marczyk  Miko  /  Gospodarczyk  S.  Škoda Fabia RS Rally2,RC2,00:05:30.8,102.29 0.75,00:00:07.1 00:00:00.6,16
11,25,Rådström  D.  /  Johansson  Johan  Ford Fiesta Rally2 MkII,RC2,00:05:33.3,101.52 1.02,00:00:09.6 00:00:02.5,16
12,22,Cais  Erik  /  Bacigál  Igor  Škoda Fabia RS Rally2,RC2,00:05:34.4,101.20 1.13,00:00:10.6 00:00:01.0,16
13,17,Plachytka  S.  /  Gerber  Jakub  Škoda Fabia Rally2 Evo,RC2,00:05:34.9,101.06 1.18,00:00:11.1 00:00:00.5,16
14,11,Grzyb  Grzegorz  /  Binięda  Adam  Škoda Fabia Rally2 Evo,RC2,00:05:36.0,100.70 1.31,00:00:12.3 00:00:01.2,16
15,15,Tidemand  Pontus  /  Thulin  Julia  Ford Fiesta Rally2 MkII,RC2,00:05:36.4,100.60 1.35,00:00:12.6 00:00:00.3,16
16,24,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:05:37.5,100.25 1.47,00:00:13.8 00:00:01.2,16
17,60,Szeja  Jarosław  /  Szeja  Marcin  Hyundai i20 R5,RC2,00:05:39.2,99.75 1.65,00:00:15.5 00:00:01.7,16
18,31,Armstrong  Jon  /  Fair  Cameron  Ford Fiesta Rally3,RC3,00:05:42.4,98.83 1.99,00:00:18.7 00:00:03.1,16
19,23,Pryce  Osian  /  Prévot  S.  Škoda Fabia Rally2 Evo,RC2,00:05:42.8,98.71 2.03,00:00:19.1 00:00:00.4,16
20,19,Byśkiniewicz  Ł.  /  Siatkowski  D.  Škoda Fabia Rally2 Evo,RC2,00:05:45.4,97.96 2.31,00:00:21.7 00:00:02.6,16
21,26,Kołtun  J.  /  Pleskot  I.  Ford Fiesta Rally2 MkII,RC2,00:05:56.2,95.00 3.45,00:00:32.5 00:00:10.8,16
